Feature_A,Feature_A_noConstant_Feature,Feature_B,Feature_B_noConstant_Feature,Feature_C,Feature_C_noConstant_Feature,Constant_Feature,Constant_Feature_noConstant_Feature,Random_Feature,Random_Feature_noConstant_Feature,Outcome,Outcome_noConstant_Feature
1529,1529,3058,3058,-1529,-1529,1,1,0.10833701252715267,0.10833701252715267,A,A
1530,1530,3060,3060,-1530,-1530,1,1,0.40871883686865174,0.40871883686865174,A,A
1532,1532,3064,3064,-1532,-1532,1,1,0.36149072521218373,0.36149072521218373,A,A
1533,1533,3066,3066,-1533,-1533,1,1,0.04237443035084032,0.04237443035084032,A,A
1534,1534,3068,3068,-1534,-1534,1,1,0.11032486811651421,0.11032486811651421,A,A
1535,1535,3070,3070,-1535,-1535,1,1,0.8323129185422745,0.8323129185422745,A,A
1536,1536,3072,3072,-1536,-1536,1,1,0.07451289292913454,0.07451289292913454,A,A
1537,1537,3074,3074,-1537,-1537,1,1,0.17312567242081467,0.17312567242081467,A,A
1538,1538,3076,3076,-1538,-1538,1,1,0.30180313363988254,0.30180313363988254,A,A
1539,1539,3078,3078,-1539,-1539,1,1,0.5244955222409668,0.5244955222409668,A,A
1540,1540,3080,3080,-1540,-1540,1,1,0.13911919937632078,0.13911919937632078,A,A
1541,1541,3082,3082,-1541,-1541,1,1,0.20997051380003473,0.20997051380003473,A,A
1543,1543,3086,3086,-1543,-1543,1,1,0.9267628227891955,0.9267628227891955,A,A
1544,1544,3088,3088,-1544,-1544,1,1,0.8502800185224961,0.8502800185224961,A,A
1546,1546,3092,3092,-1546,-1546,1,1,0.5766343238446089,0.5766343238446089,A,A
1548,1548,3096,3096,-1548,-1548,1,1,0.6840523282443554,0.6840523282443554,A,A
1550,1550,3100,3100,-1550,-1550,1,1,0.157402921730732,0.157402921730732,A,A
1551,1551,3102,3102,-1551,-1551,1,1,0.64434559189783,0.64434559189783,A,A
1554,1554,3108,3108,-1554,-1554,1,1,0.846363134050618,0.846363134050618,A,A
1555,1555,3110,3110,-1555,-1555,1,1,0.17912094206513207,0.17912094206513207,A,A
1557,1557,3114,3114,-1557,-1557,1,1,0.46339230411190446,0.46339230411190446,A,A
1558,1558,3116,3116,-1558,-1558,1,1,0.4966008681725639,0.4966008681725639,A,A
1560,1560,3120,3120,-1560,-1560,1,1,0.12866384358822325,0.12866384358822325,A,A
1561,1561,3122,3122,-1561,-1561,1,1,0.4844106117172817,0.4844106117172817,A,A
1562,1562,3124,3124,-1562,-1562,1,1,0.24234428634190497,0.24234428634190497,A,A
1566,1566,3132,3132,-1566,-1566,1,1,0.45288859373789003,0.45288859373789003,A,A
1570,1570,3140,3140,-1570,-1570,1,1,0.6416230882337067,0.6416230882337067,A,A
1571,1571,3142,3142,-1571,-1571,1,1,0.00703947821369677,0.00703947821369677,A,A
1572,1572,3144,3144,-1572,-1572,1,1,0.7459706489488102,0.7459706489488102,A,A
1573,1573,3146,3146,-1573,-1573,1,1,0.3238398644991358,0.3238398644991358,A,A
1574,1574,3148,3148,-1574,-1574,1,1,0.29852784226254725,0.29852784226254725,A,A
1576,1576,3152,3152,-1576,-1576,1,1,0.32483166690713416,0.32483166690713416,A,A
1577,1577,3154,3154,-1577,-1577,1,1,0.5966227540229792,0.5966227540229792,A,A
1578,1578,3156,3156,-1578,-1578,1,1,0.7776055341154291,0.7776055341154291,A,A
1580,1580,3160,3160,-1580,-1580,1,1,0.9603582126146761,0.9603582126146761,A,A
1581,1581,3162,3162,-1581,-1581,1,1,0.7376298896846667,0.7376298896846667,A,A
1582,1582,3164,3164,-1582,-1582,1,1,0.6900056594399526,0.6900056594399526,A,A
1583,1583,3166,3166,-1583,-1583,1,1,0.5148163891730148,0.5148163891730148,A,A
1585,1585,3170,3170,-1585,-1585,1,1,0.9913924458909358,0.9913924458909358,A,A
1586,1586,3172,3172,-1586,-1586,1,1,0.25694118310422254,0.25694118310422254,A,A
1587,1587,3174,3174,-1587,-1587,1,1,0.3402678632509334,0.3402678632509334,A,A
1588,1588,3176,3176,-1588,-1588,1,1,0.9722124503947794,0.9722124503947794,A,A
1592,1592,3184,3184,-1592,-1592,1,1,0.8366845404859768,0.8366845404859768,A,A
1595,1595,3190,3190,-1595,-1595,1,1,0.9963934826446249,0.9963934826446249,A,A
1596,1596,3192,3192,-1596,-1596,1,1,0.026864885281081996,0.026864885281081996,A,A
1597,1597,3194,3194,-1597,-1597,1,1,0.2643170282486127,0.2643170282486127,A,A
1598,1598,3196,3196,-1598,-1598,1,1,0.2588928079969556,0.2588928079969556,A,A
1599,1599,3198,3198,-1599,-1599,1,1,0.05017843863384952,0.05017843863384952,A,A
1600,1600,3200,3200,-1600,-1600,1,1,0.23128773468100405,0.23128773468100405,A,A
1601,1601,3202,3202,-1601,-1601,1,1,0.49576673948380245,0.49576673948380245,A,A
1602,1602,3204,3204,-1602,-1602,1,1,0.601199075156141,0.601199075156141,A,A
1603,1603,3206,3206,-1603,-1603,1,1,0.04822331030993576,0.04822331030993576,A,A
1604,1604,3208,3208,-1604,-1604,1,1,0.8508894686272718,0.8508894686272718,A,A
1607,1607,3214,3214,-1607,-1607,1,1,0.6445461146405752,0.6445461146405752,A,A
1608,1608,3216,3216,-1608,-1608,1,1,0.9394176769511648,0.9394176769511648,A,A
1609,1609,3218,3218,-1609,-1609,1,1,0.9391765502562532,0.9391765502562532,A,A
1610,1610,3220,3220,-1610,-1610,1,1,0.10127855683593956,0.10127855683593956,A,A
1613,1613,3226,3226,-1613,-1613,1,1,0.7201717907118329,0.7201717907118329,A,A
1616,1616,3232,3232,-1616,-1616,1,1,0.5059300438690756,0.5059300438690756,A,A
1617,1617,3234,3234,-1617,-1617,1,1,0.8805775502414807,0.8805775502414807,A,A
1619,1619,3238,3238,-1619,-1619,1,1,0.01116118187065418,0.01116118187065418,A,A
1620,1620,3240,3240,-1620,-1620,1,1,0.9942196855941206,0.9942196855941206,A,A
1621,1621,3242,3242,-1621,-1621,1,1,0.8924376142873832,0.8924376142873832,A,A
1623,1623,3246,3246,-1623,-1623,1,1,0.01995713143478084,0.01995713143478084,A,A
1625,1625,3250,3250,-1625,-1625,1,1,0.20301536592239366,0.20301536592239366,A,A
1627,1627,3254,3254,-1627,-1627,1,1,0.02493665642450371,0.02493665642450371,A,A
1628,1628,3256,3256,-1628,-1628,1,1,0.33853294832057546,0.33853294832057546,A,A
1629,1629,3258,3258,-1629,-1629,1,1,0.07920733090440968,0.07920733090440968,A,A
1633,1633,3266,3266,-1633,-1633,1,1,0.47041271884517744,0.47041271884517744,A,A
1634,1634,3268,3268,-1634,-1634,1,1,0.5442130694421745,0.5442130694421745,A,A
1638,1638,3276,3276,-1638,-1638,1,1,0.93599430719544,0.93599430719544,A,A
1640,1640,3280,3280,-1640,-1640,1,1,0.04191483095956894,0.04191483095956894,A,A
1641,1641,3282,3282,-1641,-1641,1,1,0.3802781789005556,0.3802781789005556,A,A
1643,1643,3286,3286,-1643,-1643,1,1,0.5758617880201174,0.5758617880201174,A,A
1644,1644,3288,3288,-1644,-1644,1,1,0.031601879880257866,0.031601879880257866,A,A
1645,1645,3290,3290,-1645,-1645,1,1,0.30647671620569283,0.30647671620569283,A,A
1646,1646,3292,3292,-1646,-1646,1,1,0.5410032166653709,0.5410032166653709,A,A
1648,1648,3296,3296,-1648,-1648,1,1,0.8463012947100607,0.8463012947100607,A,A
1650,1650,3300,3300,-1650,-1650,1,1,0.14388323120158464,0.14388323120158464,A,A
1654,1654,3308,3308,-1654,-1654,1,1,0.4698353273665742,0.4698353273665742,A,A
1657,1657,3314,3314,-1657,-1657,1,1,0.2905819783430106,0.2905819783430106,A,A
1658,1658,3316,3316,-1658,-1658,1,1,0.6973141751944025,0.6973141751944025,A,A
1660,1660,3320,3320,-1660,-1660,1,1,0.9159880158896844,0.9159880158896844,A,A
1661,1661,3322,3322,-1661,-1661,1,1,0.8535229232999803,0.8535229232999803,A,A
1662,1662,3324,3324,-1662,-1662,1,1,0.03429819226049846,0.03429819226049846,A,A
1666,1666,3332,3332,-1666,-1666,1,1,0.6970831564755493,0.6970831564755493,A,A
1667,1667,3334,3334,-1667,-1667,1,1,0.02803160607426991,0.02803160607426991,A,A
1668,1668,3336,3336,-1668,-1668,1,1,0.17386392953146712,0.17386392953146712,A,A
1669,1669,3338,3338,-1669,-1669,1,1,0.3081430801572336,0.3081430801572336,A,A
1670,1670,3340,3340,-1670,-1670,1,1,0.39589014693804003,0.39589014693804003,A,A
1671,1671,3342,3342,-1671,-1671,1,1,0.3070316002243687,0.3070316002243687,A,A
1672,1672,3344,3344,-1672,-1672,1,1,0.7288907140391206,0.7288907140391206,A,A
1674,1674,3348,3348,-1674,-1674,1,1,0.5876926392402928,0.5876926392402928,A,A
1676,1676,3352,3352,-1676,-1676,1,1,0.9929349918025255,0.9929349918025255,A,A
1677,1677,3354,3354,-1677,-1677,1,1,0.5819249844888119,0.5819249844888119,A,A
1679,1679,3358,3358,-1679,-1679,1,1,0.4432700739635078,0.4432700739635078,A,A
1680,1680,3360,3360,-1680,-1680,1,1,0.4879352749929191,0.4879352749929191,A,A
1681,1681,3362,3362,-1681,-1681,1,1,0.45134086938362905,0.45134086938362905,A,A
1683,1683,3366,3366,-1683,-1683,1,1,0.9299110484648774,0.9299110484648774,A,A
1685,1685,3370,3370,-1685,-1685,1,1,0.20145390318401035,0.20145390318401035,A,A
1689,1689,3378,3378,-1689,-1689,1,1,0.7667708937925021,0.7667708937925021,A,A
1691,1691,3382,3382,-1691,-1691,1,1,0.2859392713282217,0.2859392713282217,A,A
1692,1692,3384,3384,-1692,-1692,1,1,0.15725026677313925,0.15725026677313925,A,A
1693,1693,3386,3386,-1693,-1693,1,1,0.4579143162974324,0.4579143162974324,A,A
1695,1695,3390,3390,-1695,-1695,1,1,0.197819117543505,0.197819117543505,A,A
1696,1696,3392,3392,-1696,-1696,1,1,0.9746788323409398,0.9746788323409398,A,A
1697,1697,3394,3394,-1697,-1697,1,1,0.33759811870301437,0.33759811870301437,A,A
1698,1698,3396,3396,-1698,-1698,1,1,0.7363510818630119,0.7363510818630119,A,A
1699,1699,3398,3398,-1699,-1699,1,1,0.63025016423023,0.63025016423023,A,A
1701,1701,3402,3402,-1701,-1701,1,1,0.38360643579198117,0.38360643579198117,A,A
1703,1703,3406,3406,-1703,-1703,1,1,0.11413199159078213,0.11413199159078213,A,A
1704,1704,3408,3408,-1704,-1704,1,1,0.9968111049287246,0.9968111049287246,A,A
1705,1705,3410,3410,-1705,-1705,1,1,0.10187421000918195,0.10187421000918195,A,A
1707,1707,3414,3414,-1707,-1707,1,1,0.2581749171076646,0.2581749171076646,A,A
1708,1708,3416,3416,-1708,-1708,1,1,0.4594102673062074,0.4594102673062074,A,A
1709,1709,3418,3418,-1709,-1709,1,1,0.03192765668882014,0.03192765668882014,A,A
1713,1713,3426,3426,-1713,-1713,1,1,0.47508825484760797,0.47508825484760797,A,A
1714,1714,3428,3428,-1714,-1714,1,1,0.3236088276056426,0.3236088276056426,A,A
1715,1715,3430,3430,-1715,-1715,1,1,0.06849375552004067,0.06849375552004067,A,A
1716,1716,3432,3432,-1716,-1716,1,1,0.8092860831929545,0.8092860831929545,A,A
1717,1717,3434,3434,-1717,-1717,1,1,0.33128955120271886,0.33128955120271886,A,A
1718,1718,3436,3436,-1718,-1718,1,1,0.6021930969176292,0.6021930969176292,A,A
1719,1719,3438,3438,-1719,-1719,1,1,0.05729274218377789,0.05729274218377789,A,A
1720,1720,3440,3440,-1720,-1720,1,1,0.2608486941275715,0.2608486941275715,A,A
1722,1722,3444,3444,-1722,-1722,1,1,0.038285201639213784,0.038285201639213784,A,A
1723,1723,3446,3446,-1723,-1723,1,1,0.5551128586009192,0.5551128586009192,A,A
1724,1724,3448,3448,-1724,-1724,1,1,0.2407716799228079,0.2407716799228079,A,A
1726,1726,3452,3452,-1726,-1726,1,1,0.6333135156079693,0.6333135156079693,A,A
1727,1727,3454,3454,-1727,-1727,1,1,0.18537501855030236,0.18537501855030236,A,A
1731,1731,3462,3462,-1731,-1731,1,1,0.039611011146401864,0.039611011146401864,A,A
1732,1732,3464,3464,-1732,-1732,1,1,0.9446512117934958,0.9446512117934958,A,A
1733,1733,3466,3466,-1733,-1733,1,1,0.11136256933678812,0.11136256933678812,A,A
1734,1734,3468,3468,-1734,-1734,1,1,0.4589322353746511,0.4589322353746511,A,A
1735,1735,3470,3470,-1735,-1735,1,1,0.3906493834642444,0.3906493834642444,A,A
1737,1737,3474,3474,-1737,-1737,1,1,0.7902862481802225,0.7902862481802225,A,A
1738,1738,3476,3476,-1738,-1738,1,1,0.9073310433237448,0.9073310433237448,A,A
1739,1739,3478,3478,-1739,-1739,1,1,0.5276213513957431,0.5276213513957431,A,A
1740,1740,3480,3480,-1740,-1740,1,1,0.15846083228067787,0.15846083228067787,A,A
1741,1741,3482,3482,-1741,-1741,1,1,0.41397198225881227,0.41397198225881227,A,A
1742,1742,3484,3484,-1742,-1742,1,1,0.7672423390624548,0.7672423390624548,A,A
1743,1743,3486,3486,-1743,-1743,1,1,0.4619185957015839,0.4619185957015839,A,A
1744,1744,3488,3488,-1744,-1744,1,1,0.7661274133198506,0.7661274133198506,A,A
1747,1747,3494,3494,-1747,-1747,1,1,0.8413825548613614,0.8413825548613614,A,A
1748,1748,3496,3496,-1748,-1748,1,1,0.5627602162198824,0.5627602162198824,A,A
1749,1749,3498,3498,-1749,-1749,1,1,0.8884520031744852,0.8884520031744852,A,A
1751,1751,3502,3502,-1751,-1751,1,1,0.5915380721374611,0.5915380721374611,A,A
1752,1752,3504,3504,-1752,-1752,1,1,0.7614441991089297,0.7614441991089297,A,A
1753,1753,3506,3506,-1753,-1753,1,1,0.6775397105524213,0.6775397105524213,A,A
1756,1756,3512,3512,-1756,-1756,1,1,0.600260913279136,0.600260913279136,A,A
1757,1757,3514,3514,-1757,-1757,1,1,0.2834623795172999,0.2834623795172999,A,A
1759,1759,3518,3518,-1759,-1759,1,1,0.4880747680116274,0.4880747680116274,A,A
1760,1760,3520,3520,-1760,-1760,1,1,0.5023278274025796,0.5023278274025796,A,A
1761,1761,3522,3522,-1761,-1761,1,1,0.41312495530900273,0.41312495530900273,A,A
1762,1762,3524,3524,-1762,-1762,1,1,0.101877147131897,0.101877147131897,A,A
1763,1763,3526,3526,-1763,-1763,1,1,0.0894823071097327,0.0894823071097327,A,A
1765,1765,3530,3530,-1765,-1765,1,1,0.7490081214142095,0.7490081214142095,A,A
1767,1767,3534,3534,-1767,-1767,1,1,0.5519180317848822,0.5519180317848822,A,A
1769,1769,3538,3538,-1769,-1769,1,1,0.13356805680933326,0.13356805680933326,A,A
1770,1770,3540,3540,-1770,-1770,1,1,0.6555894059607886,0.6555894059607886,A,A
1772,1772,3544,3544,-1772,-1772,1,1,0.6206638821645928,0.6206638821645928,A,A
1773,1773,3546,3546,-1773,-1773,1,1,0.9671919399875116,0.9671919399875116,A,A
1774,1774,3548,3548,-1774,-1774,1,1,0.9687904791429568,0.9687904791429568,A,A
1776,1776,3552,3552,-1776,-1776,1,1,0.2153692875107437,0.2153692875107437,A,A
1777,1777,3554,3554,-1777,-1777,1,1,0.7956739301546234,0.7956739301546234,A,A
1779,1779,3558,3558,-1779,-1779,1,1,0.02691750725771036,0.02691750725771036,A,A
1782,1782,3564,3564,-1782,-1782,1,1,0.2047558998373843,0.2047558998373843,A,A
1784,1784,3568,3568,-1784,-1784,1,1,0.8183535600894952,0.8183535600894952,A,A
1785,1785,3570,3570,-1785,-1785,1,1,0.48343099165728376,0.48343099165728376,A,A
1786,1786,3572,3572,-1786,-1786,1,1,0.11109485003510788,0.11109485003510788,A,A
1787,1787,3574,3574,-1787,-1787,1,1,0.8651341273393809,0.8651341273393809,A,A
1788,1788,3576,3576,-1788,-1788,1,1,0.14936681025863574,0.14936681025863574,A,A
1789,1789,3578,3578,-1789,-1789,1,1,0.8034282797601926,0.8034282797601926,A,A
1791,1791,3582,3582,-1791,-1791,1,1,0.32583967023408034,0.32583967023408034,A,A
1793,1793,3586,3586,-1793,-1793,1,1,0.2739193093139054,0.2739193093139054,A,A
1795,1795,3590,3590,-1795,-1795,1,1,0.31086029339821875,0.31086029339821875,A,A
1797,1797,3594,3594,-1797,-1797,1,1,0.933823876081929,0.933823876081929,A,A
1799,1799,3598,3598,-1799,-1799,1,1,0.4775008798929622,0.4775008798929622,A,A
1800,1800,3600,3600,-1800,-1800,1,1,0.8094884486493297,0.8094884486493297,A,A
1801,1801,3602,3602,-1801,-1801,1,1,0.6605013994520523,0.6605013994520523,A,A
1802,1802,3604,3604,-1802,-1802,1,1,0.8455523312287258,0.8455523312287258,A,A
1803,1803,3606,3606,-1803,-1803,1,1,0.31069059656682696,0.31069059656682696,A,A
1806,1806,3612,3612,-1806,-1806,1,1,0.7369859456227806,0.7369859456227806,A,A
1807,1807,3614,3614,-1807,-1807,1,1,0.8145700478417189,0.8145700478417189,A,A
1808,1808,3616,3616,-1808,-1808,1,1,0.42270275535727264,0.42270275535727264,A,A
1810,1810,3620,3620,-1810,-1810,1,1,0.2827813622451948,0.2827813622451948,A,A
1812,1812,3624,3624,-1812,-1812,1,1,0.9269407802317903,0.9269407802317903,A,A
1813,1813,3626,3626,-1813,-1813,1,1,0.5805982865874899,0.5805982865874899,A,A
1817,1817,3634,3634,-1817,-1817,1,1,0.33721135885750075,0.33721135885750075,A,A
1820,1820,3640,3640,-1820,-1820,1,1,0.5666653923938603,0.5666653923938603,A,A
1821,1821,3642,3642,-1821,-1821,1,1,0.5572810900150791,0.5572810900150791,A,A
1823,1823,3646,3646,-1823,-1823,1,1,0.23185636270789,0.23185636270789,A,A
1824,1824,3648,3648,-1824,-1824,1,1,0.9473443631071332,0.9473443631071332,A,A
1825,1825,3650,3650,-1825,-1825,1,1,0.013139596663018893,0.013139596663018893,A,A
1828,1828,3656,3656,-1828,-1828,1,1,0.5355481765332857,0.5355481765332857,A,A
1831,1831,3662,3662,-1831,-1831,1,1,0.11703462317471269,0.11703462317471269,A,A
1832,1832,3664,3664,-1832,-1832,1,1,0.49650948533660855,0.49650948533660855,A,A
1833,1833,3666,3666,-1833,-1833,1,1,0.15304270132517517,0.15304270132517517,A,A
1834,1834,3668,3668,-1834,-1834,1,1,0.22122087557153325,0.22122087557153325,A,A
1835,1835,3670,3670,-1835,-1835,1,1,0.3278670527577783,0.3278670527577783,A,A
1836,1836,3672,3672,-1836,-1836,1,1,0.6500590201668665,0.6500590201668665,A,A
1837,1837,3674,3674,-1837,-1837,1,1,0.4859862395803064,0.4859862395803064,A,A
1838,1838,3676,3676,-1838,-1838,1,1,0.5444450895349052,0.5444450895349052,A,A
1840,1840,3680,3680,-1840,-1840,1,1,0.631707604557591,0.631707604557591,A,A
1842,1842,3684,3684,-1842,-1842,1,1,0.3393180736496326,0.3393180736496326,A,A
1844,1844,3688,3688,-1844,-1844,1,1,0.5319442986150983,0.5319442986150983,A,A
1846,1846,3692,3692,-1846,-1846,1,1,0.5177460125035408,0.5177460125035408,A,A
1847,1847,3694,3694,-1847,-1847,1,1,0.6119704270585965,0.6119704270585965,A,A
1848,1848,3696,3696,-1848,-1848,1,1,0.13646352114200255,0.13646352114200255,A,A
1849,1849,3698,3698,-1849,-1849,1,1,0.868011078549072,0.868011078549072,A,A
1850,1850,3700,3700,-1850,-1850,1,1,0.07681475110316438,0.07681475110316438,A,A
1852,1852,3704,3704,-1852,-1852,1,1,0.09804782998084682,0.09804782998084682,A,A
1853,1853,3706,3706,-1853,-1853,1,1,0.23549640804916172,0.23549640804916172,A,A
1855,1855,3710,3710,-1855,-1855,1,1,0.13348249160893266,0.13348249160893266,A,A
1856,1856,3712,3712,-1856,-1856,1,1,0.37169259341152117,0.37169259341152117,A,A
1857,1857,3714,3714,-1857,-1857,1,1,0.6504843356286799,0.6504843356286799,A,A
1858,1858,3716,3716,-1858,-1858,1,1,0.4816207933450317,0.4816207933450317,A,A
1865,1865,3730,3730,-1865,-1865,1,1,0.4293755343793596,0.4293755343793596,A,A
1866,1866,3732,3732,-1866,-1866,1,1,0.396519841439153,0.396519841439153,A,A
1868,1868,3736,3736,-1868,-1868,1,1,0.013806593625303454,0.013806593625303454,A,A
1871,1871,3742,3742,-1871,-1871,1,1,0.7950687392898881,0.7950687392898881,A,A
1872,1872,3744,3744,-1872,-1872,1,1,0.532964923337255,0.532964923337255,A,A
1873,1873,3746,3746,-1873,-1873,1,1,0.1238213782194183,0.1238213782194183,A,A
1874,1874,3748,3748,-1874,-1874,1,1,0.038442801459862785,0.038442801459862785,A,A
1875,1875,3750,3750,-1875,-1875,1,1,0.20345918482194314,0.20345918482194314,A,A
1876,1876,3752,3752,-1876,-1876,1,1,0.898377541963658,0.898377541963658,A,A
1878,1878,3756,3756,-1878,-1878,1,1,0.871110761627433,0.871110761627433,A,A
1879,1879,3758,3758,-1879,-1879,1,1,0.0021858225281002897,0.0021858225281002897,A,A
1880,1880,3760,3760,-1880,-1880,1,1,0.6142411009719002,0.6142411009719002,A,A
1881,1881,3762,3762,-1881,-1881,1,1,0.1001928902773005,0.1001928902773005,A,A
1882,1882,3764,3764,-1882,-1882,1,1,0.09767565167533021,0.09767565167533021,A,A
1883,1883,3766,3766,-1883,-1883,1,1,0.7722656046179476,0.7722656046179476,A,A
1885,1885,3770,3770,-1885,-1885,1,1,0.40412781684680754,0.40412781684680754,A,A
1886,1886,3772,3772,-1886,-1886,1,1,0.6850119017193581,0.6850119017193581,A,A
1887,1887,3774,3774,-1887,-1887,1,1,0.8741919725623498,0.8741919725623498,A,A
1888,1888,3776,3776,-1888,-1888,1,1,0.7512914064140249,0.7512914064140249,A,A
1889,1889,3778,3778,-1889,-1889,1,1,0.8750170680093852,0.8750170680093852,A,A
1890,1890,3780,3780,-1890,-1890,1,1,0.5678547363838027,0.5678547363838027,A,A
1891,1891,3782,3782,-1891,-1891,1,1,0.4959118322345383,0.4959118322345383,A,A
1893,1893,3786,3786,-1893,-1893,1,1,0.9284686281346275,0.9284686281346275,A,A
1895,1895,3790,3790,-1895,-1895,1,1,0.30313858179988895,0.30313858179988895,A,A
1896,1896,3792,3792,-1896,-1896,1,1,0.7866068780267328,0.7866068780267328,A,A
1897,1897,3794,3794,-1897,-1897,1,1,0.7224764487363369,0.7224764487363369,A,A
1898,1898,3796,3796,-1898,-1898,1,1,0.5380017446156911,0.5380017446156911,A,A
1900,1900,3800,3800,-1900,-1900,1,1,0.7228284738806486,0.7228284738806486,A,A
1902,1902,3804,3804,-1902,-1902,1,1,0.1226686035579968,0.1226686035579968,A,A
1906,1906,3812,3812,-1906,-1906,1,1,0.1685016633603994,0.1685016633603994,A,A
1908,1908,3816,3816,-1908,-1908,1,1,0.8883651428001192,0.8883651428001192,A,A
1910,1910,3820,3820,-1910,-1910,1,1,0.30625113591287634,0.30625113591287634,A,A
1911,1911,3822,3822,-1911,-1911,1,1,0.5146724909329493,0.5146724909329493,A,A
1913,1913,3826,3826,-1913,-1913,1,1,0.35492788094196814,0.35492788094196814,A,A
1914,1914,3828,3828,-1914,-1914,1,1,0.4361020096624808,0.4361020096624808,A,A
1915,1915,3830,3830,-1915,-1915,1,1,0.05382485085873556,0.05382485085873556,A,A
1916,1916,3832,3832,-1916,-1916,1,1,0.7936129932339954,0.7936129932339954,A,A
1920,1920,3840,3840,-1920,-1920,1,1,0.3582514513106142,0.3582514513106142,A,A
1921,1921,3842,3842,-1921,-1921,1,1,0.5862727530404317,0.5862727530404317,A,A
1922,1922,3844,3844,-1922,-1922,1,1,0.17545437525585816,0.17545437525585816,A,A
1923,1923,3846,3846,-1923,-1923,1,1,0.898741256664837,0.898741256664837,A,A
1924,1924,3848,3848,-1924,-1924,1,1,0.057571831868561296,0.057571831868561296,A,A
1925,1925,3850,3850,-1925,-1925,1,1,0.9740191304653643,0.9740191304653643,A,A
1926,1926,3852,3852,-1926,-1926,1,1,0.4966128460372571,0.4966128460372571,A,A
1928,1928,3856,3856,-1928,-1928,1,1,0.9018127501982699,0.9018127501982699,A,A
1929,1929,3858,3858,-1929,-1929,1,1,0.2090779104500805,0.2090779104500805,A,A
1930,1930,3860,3860,-1930,-1930,1,1,0.8086371922971206,0.8086371922971206,A,A
1939,1939,3878,3878,-1939,-1939,1,1,0.4225884515634486,0.4225884515634486,A,A
1940,1940,3880,3880,-1940,-1940,1,1,0.5653193110895277,0.5653193110895277,A,A
1941,1941,3882,3882,-1941,-1941,1,1,0.21408903142368962,0.21408903142368962,A,A
1942,1942,3884,3884,-1942,-1942,1,1,0.008269679510322425,0.008269679510322425,A,A
1944,1944,3888,3888,-1944,-1944,1,1,0.6206175549408656,0.6206175549408656,A,A
1946,1946,3892,3892,-1946,-1946,1,1,0.6278578614727113,0.6278578614727113,A,A
1947,1947,3894,3894,-1947,-1947,1,1,0.9054695615855666,0.9054695615855666,A,A
1949,1949,3898,3898,-1949,-1949,1,1,0.6878510888896371,0.6878510888896371,A,A
1950,1950,3900,3900,-1950,-1950,1,1,0.1312793687711078,0.1312793687711078,A,A
1952,1952,3904,3904,-1952,-1952,1,1,0.8134196088052491,0.8134196088052491,A,A
1953,1953,3906,3906,-1953,-1953,1,1,0.15190387449331577,0.15190387449331577,A,A
1954,1954,3908,3908,-1954,-1954,1,1,0.7802335282224973,0.7802335282224973,A,A
1955,1955,3910,3910,-1955,-1955,1,1,0.6249627256150403,0.6249627256150403,A,A
1956,1956,3912,3912,-1956,-1956,1,1,0.816305163508443,0.816305163508443,A,A
1957,1957,3914,3914,-1957,-1957,1,1,0.9761790574071357,0.9761790574071357,A,A
1958,1958,3916,3916,-1958,-1958,1,1,0.29087771717176325,0.29087771717176325,A,A
1959,1959,3918,3918,-1959,-1959,1,1,0.8029362719593194,0.8029362719593194,A,A
1961,1961,3922,3922,-1961,-1961,1,1,0.920390145962069,0.920390145962069,A,A
1962,1962,3924,3924,-1962,-1962,1,1,0.9418619800516769,0.9418619800516769,A,A
1963,1963,3926,3926,-1963,-1963,1,1,0.49238767066931355,0.49238767066931355,A,A
1965,1965,3930,3930,-1965,-1965,1,1,0.4476920618212985,0.4476920618212985,A,A
1966,1966,3932,3932,-1966,-1966,1,1,0.42757887903527847,0.42757887903527847,A,A
1967,1967,3934,3934,-1967,-1967,1,1,0.7864816618438444,0.7864816618438444,A,A
1968,1968,3936,3936,-1968,-1968,1,1,0.4752497479910204,0.4752497479910204,A,A
1969,1969,3938,3938,-1969,-1969,1,1,0.942931046568615,0.942931046568615,A,A
1971,1971,3942,3942,-1971,-1971,1,1,0.9085103484676151,0.9085103484676151,A,A
1973,1973,3946,3946,-1973,-1973,1,1,0.6532176728018734,0.6532176728018734,A,A
1975,1975,3950,3950,-1975,-1975,1,1,0.22344556435551333,0.22344556435551333,A,A
1977,1977,3954,3954,-1977,-1977,1,1,0.6710758564371101,0.6710758564371101,A,A
1978,1978,3956,3956,-1978,-1978,1,1,0.03657281297915094,0.03657281297915094,A,A
1980,1980,3960,3960,-1980,-1980,1,1,0.00477001496322349,0.00477001496322349,A,A
1982,1982,3964,3964,-1982,-1982,1,1,0.7923117845674378,0.7923117845674378,A,A
1984,1984,3968,3968,-1984,-1984,1,1,0.8664769230636631,0.8664769230636631,A,A
1985,1985,3970,3970,-1985,-1985,1,1,0.8038655287729846,0.8038655287729846,A,A
1986,1986,3972,3972,-1986,-1986,1,1,0.24905556617022062,0.24905556617022062,A,A
1987,1987,3974,3974,-1987,-1987,1,1,0.05398047868046196,0.05398047868046196,A,A
1988,1988,3976,3976,-1988,-1988,1,1,0.871113904544534,0.871113904544534,A,A
1989,1989,3978,3978,-1989,-1989,1,1,0.4899236707156982,0.4899236707156982,A,A
1992,1992,3984,3984,-1992,-1992,1,1,0.3554900973244143,0.3554900973244143,A,A
