Feature_A	Feature_B	Feature_C	Constant_Feature	Random_Feature	Outcome
1022	2044	-1022	1	0.7119779209676996	A
1026	2052	-1026	1	0.868938538298419	A
1027	2054	-1027	1	0.9485141705083239	A
1029	2058	-1029	1	0.1677769468754392	A
1031	2062	-1031	1	0.5611059059977446	A
1032	2064	-1032	1	0.48490027553927073	A
1033	2066	-1033	1	0.584373185583177	A
1034	2068	-1034	1	0.436546691785212	A
1036	2072	-1036	1	0.71852088298703	A
1037	2074	-1037	1	0.16648525595636765	A
1038	2076	-1038	1	0.7372770640706066	A
1039	2078	-1039	1	0.19611084204593454	A
1040	2080	-1040	1	0.8551296719631223	A
1041	2082	-1041	1	0.311360645208408	A
1042	2084	-1042	1	0.47929961935269416	A
1043	2086	-1043	1	0.32221648509167156	A
1047	2094	-1047	1	0.9730916504268119	A
1048	2096	-1048	1	0.3014432153544513	A
1050	2100	-1050	1	0.8353211407683074	A
1051	2102	-1051	1	0.5768450217113482	A
1052	2104	-1052	1	0.6295600979288576	A
1053	2106	-1053	1	0.9580651538153842	A
1054	2108	-1054	1	0.5935942362639002	A
1055	2110	-1055	1	0.7311577182832928	A
1057	2114	-1057	1	0.0319325208488046	A
1059	2118	-1059	1	0.2367654600974396	A
1062	2124	-1062	1	0.9997738499852753	A
1063	2126	-1063	1	0.696093861607568	A
1065	2130	-1065	1	0.03727784873448203	A
1066	2132	-1066	1	0.049198554514203074	A
1069	2138	-1069	1	0.9094208098749995	A
1071	2142	-1071	1	0.9126831372181963	A
1072	2144	-1072	1	0.264122486850063	A
1074	2148	-1074	1	0.3960936720966439	A
1075	2150	-1075	1	0.7232246234569542	A
1076	2152	-1076	1	0.8115790630214667	A
1077	2154	-1077	1	0.8554467728263503	A
1078	2156	-1078	1	0.4025385451923783	A
1079	2158	-1079	1	0.44134307935918526	A
1080	2160	-1080	1	0.18889091745204445	A
1082	2164	-1082	1	0.7766329975547329	A
1085	2170	-1085	1	0.9683913970429944	A
1087	2174	-1087	1	0.7864246550417784	A
1089	2178	-1089	1	0.42122695099427576	A
1091	2182	-1091	1	0.655609612613135	A
1093	2186	-1093	1	0.9911064384616833	A
1094	2188	-1094	1	0.1677195159140319	A
1096	2192	-1096	1	0.29083510506457355	A
1097	2194	-1097	1	0.6500350871305656	A
1098	2196	-1098	1	0.33716539724603833	A
1099	2198	-1099	1	0.5364383085333974	A
1100	2200	-1100	1	0.8552904093846244	A
1101	2202	-1101	1	0.09874508862977693	A
1102	2204	-1102	1	0.3227551969263356	A
1103	2206	-1103	1	0.4599532997325291	A
1104	2208	-1104	1	0.32989771119664324	A
1105	2210	-1105	1	0.9881818653395145	A
1107	2214	-1107	1	0.11498083548205174	A
1111	2222	-1111	1	0.8466269050496068	A
1112	2224	-1112	1	0.5697811227982145	A
1113	2226	-1113	1	0.40626994360577684	A
1115	2230	-1115	1	0.2610981487436774	A
1117	2234	-1117	1	0.7663407928553666	A
1120	2240	-1120	1	0.2985924483728245	A
1124	2248	-1124	1	0.8651455001416899	A
1125	2250	-1125	1	0.9006385239284218	A
1126	2252	-1126	1	0.18569303247849978	A
1127	2254	-1127	1	0.6234380078171851	A
1130	2260	-1130	1	0.5390486632467268	A
1131	2262	-1131	1	0.8221819554834923	A
1133	2266	-1133	1	0.2993077894999715	A
1135	2270	-1135	1	0.7664208558107244	A
1137	2274	-1137	1	0.5814362105825086	A
1138	2276	-1138	1	0.4764479909327666	A
1139	2278	-1139	1	0.3341830516505284	A
1140	2280	-1140	1	0.3498660860250269	A
1141	2282	-1141	1	0.07254614841376805	A
1142	2284	-1142	1	0.35591328214164564	A
1144	2288	-1144	1	0.22219344682845366	A
1146	2292	-1146	1	0.13593118926611913	A
1148	2296	-1148	1	0.6867906516968062	A
1149	2298	-1149	1	0.6195293433920187	A
1150	2300	-1150	1	0.7000325221624818	A
1151	2302	-1151	1	0.8355517395949804	A
1152	2304	-1152	1	0.2524109563818322	A
1153	2306	-1153	1	0.5112157086636929	A
1154	2308	-1154	1	0.21632952323086307	A
1155	2310	-1155	1	0.7227801064664915	A
1157	2314	-1157	1	0.7475144300427158	A
1158	2316	-1158	1	0.8887686724927855	A
1161	2322	-1161	1	0.12569627806229333	A
1162	2324	-1162	1	0.07141888116851924	A
1163	2326	-1163	1	0.3900034621778037	A
1164	2328	-1164	1	0.6929273869603148	A
1166	2332	-1166	1	0.8253507049923408	A
1167	2334	-1167	1	0.13162747483314563	A
1168	2336	-1168	1	0.40282081563981464	A
1169	2338	-1169	1	0.840519217856567	A
1172	2344	-1172	1	0.9099482488617106	A
1173	2346	-1173	1	0.7455268564809624	A
1174	2348	-1174	1	0.3382203778643599	A
1175	2350	-1175	1	0.19498188047455267	A
1176	2352	-1176	1	0.5371325768379429	A
1177	2354	-1177	1	0.8091066106927195	A
1178	2356	-1178	1	0.642183977574091	A
1179	2358	-1179	1	0.7047425410126452	A
1181	2362	-1181	1	0.9873998646795341	A
1184	2368	-1184	1	0.6863495830509729	A
1185	2370	-1185	1	0.4118539697500192	A
1186	2372	-1186	1	0.9543692876451196	A
1187	2374	-1187	1	0.9944161704799209	A
1188	2376	-1188	1	0.9654996147912543	A
1192	2384	-1192	1	0.47622181539150077	A
1194	2388	-1194	1	0.35597148480023433	A
1198	2396	-1198	1	0.8145790430923038	A
1200	2400	-1200	1	0.3571733233213046	A
1201	2402	-1201	1	0.6974093729300403	A
1204	2408	-1204	1	0.42259010468368774	A
1206	2412	-1206	1	0.8754259337604685	A
1207	2414	-1207	1	0.49797834322573775	A
1208	2416	-1208	1	0.720018756244888	A
1209	2418	-1209	1	0.4444181114253274	A
1210	2420	-1210	1	0.7720703115807679	A
1211	2422	-1211	1	0.9531148649290584	A
1213	2426	-1213	1	0.5456116942861491	A
1214	2428	-1214	1	0.9634421784369672	A
1215	2430	-1215	1	0.6073465777952265	A
1216	2432	-1216	1	0.6578673103465501	A
1217	2434	-1217	1	0.4411474968862169	A
1218	2436	-1218	1	0.8461813346621104	A
1219	2438	-1219	1	0.3110392423065338	A
1220	2440	-1220	1	0.1802441461424943	A
1223	2446	-1223	1	0.34658671876040614	A
1227	2454	-1227	1	0.48769600065091634	A
1228	2456	-1228	1	0.4033375927932683	A
1230	2460	-1230	1	0.012970296728900488	A
1231	2462	-1231	1	0.5014978374436261	A
1232	2464	-1232	1	0.6464815455076102	A
1233	2466	-1233	1	0.8803652616577605	A
1234	2468	-1234	1	0.8365240975221936	A
1235	2470	-1235	1	0.47806538308995605	A
1236	2472	-1236	1	0.2072648295810744	A
1237	2474	-1237	1	0.3709711412947915	A
1239	2478	-1239	1	0.4414853025055069	A
1240	2480	-1240	1	0.03964123380694018	A
1241	2482	-1241	1	0.6179768703983762	A
1242	2484	-1242	1	0.5387019079130944	A
1243	2486	-1243	1	0.08941155588659766	A
1244	2488	-1244	1	0.7190178024531672	A
1247	2494	-1247	1	0.7238572382428643	A
1249	2498	-1249	1	0.9908880098561217	A
1250	2500	-1250	1	0.47058605275836196	A
1251	2502	-1251	1	0.10261522922267918	A
1255	2510	-1255	1	0.6191216270714383	A
1256	2512	-1256	1	0.2644021121610002	A
1257	2514	-1257	1	0.9619573117375642	A
1258	2516	-1258	1	0.6745036759902651	A
1259	2518	-1259	1	0.5058228973567648	A
1261	2522	-1261	1	0.5502227258620026	A
1262	2524	-1262	1	0.3208062802285193	A
1265	2530	-1265	1	0.3717204112109156	A
1268	2536	-1268	1	0.4397621161542137	A
1269	2538	-1269	1	0.5631361454116292	A
1270	2540	-1270	1	0.05197202665934175	A
1271	2542	-1271	1	0.3893553589781181	A
1272	2544	-1272	1	0.8163009839760843	A
1274	2548	-1274	1	0.502652451209294	A
1276	2552	-1276	1	0.8146110753025383	A
1278	2556	-1278	1	0.7578975609639601	A
1280	2560	-1280	1	0.7828224725749049	A
1283	2566	-1283	1	0.3612276695069293	A
1285	2570	-1285	1	0.05292145430013229	A
1289	2578	-1289	1	0.7364514835916116	A
1291	2582	-1291	1	0.281968713386368	A
1292	2584	-1292	1	0.1765398395030272	A
1293	2586	-1293	1	0.726586938774893	A
1294	2588	-1294	1	0.996154763454841	A
1295	2590	-1295	1	0.7976761351827792	A
1296	2592	-1296	1	0.029376907019225795	A
1297	2594	-1297	1	0.9352710363145048	A
1298	2596	-1298	1	0.05063324795028601	A
1299	2598	-1299	1	0.7552090588443199	A
1300	2600	-1300	1	0.05039364676282776	A
1301	2602	-1301	1	0.004081535751007004	A
1303	2606	-1303	1	0.8562460636367394	A
1304	2608	-1304	1	0.13028249100989986	A
1305	2610	-1305	1	0.6929284603014307	A
1306	2612	-1306	1	0.3972734514141364	A
1307	2614	-1307	1	0.5762674863753269	A
1309	2618	-1309	1	0.1021873694511286	A
1310	2620	-1310	1	0.5098333177227071	A
1311	2622	-1311	1	0.10234129031978356	A
1312	2624	-1312	1	0.40627821899222694	A
1314	2628	-1314	1	0.6383300743668454	A
1315	2630	-1315	1	0.7961280034045856	A
1316	2632	-1316	1	0.5645191848872378	A
1317	2634	-1317	1	0.19765992358924367	A
1318	2636	-1318	1	0.9920979427784621	A
1319	2638	-1319	1	0.32114323106457965	A
1321	2642	-1321	1	0.5934433770717397	A
1323	2646	-1323	1	0.6242014257947532	A
1324	2648	-1324	1	0.9095481013229119	A
1325	2650	-1325	1	0.15649203068923745	A
1327	2654	-1327	1	0.4717033124040585	A
1328	2656	-1328	1	0.7849133147223163	A
1330	2660	-1330	1	0.31396978903920125	A
1331	2662	-1331	1	0.9087489595961403	A
1333	2666	-1333	1	0.13696004825630603	A
1334	2668	-1334	1	0.7074270277171532	A
1335	2670	-1335	1	0.27017730580325583	A
1337	2674	-1337	1	0.9778653669813717	A
1339	2678	-1339	1	0.09412769060917414	A
1341	2682	-1341	1	0.08210034338349914	A
1342	2684	-1342	1	0.5099952874619729	A
1344	2688	-1344	1	0.5835203708896274	A
1345	2690	-1345	1	0.13490429508526214	A
1346	2692	-1346	1	0.6625358502788304	A
1348	2696	-1348	1	0.7843152344543511	A
1352	2704	-1352	1	0.363789630175113	A
1355	2710	-1355	1	0.8864175687297425	A
1358	2716	-1358	1	0.22191691547183567	A
1359	2718	-1359	1	0.9650607376539698	A
1362	2724	-1362	1	0.8943209084359749	A
1365	2730	-1365	1	0.9319890356727892	A
1367	2734	-1367	1	0.7780517640440179	A
1368	2736	-1368	1	0.861984116685601	A
1369	2738	-1369	1	0.7962537638544774	A
1371	2742	-1371	1	0.1603827427768152	A
1373	2746	-1373	1	0.7175373403472012	A
1374	2748	-1374	1	0.10082630730091435	A
1375	2750	-1375	1	0.753820210972802	A
1376	2752	-1376	1	0.7429178808297263	A
1377	2754	-1377	1	0.891518097242774	A
1378	2756	-1378	1	0.43400300368836753	A
1379	2758	-1379	1	0.7647165572980837	A
1382	2764	-1382	1	0.7428502523135458	A
1385	2770	-1385	1	0.6786234184866209	A
1386	2772	-1386	1	0.4524690455633783	A
1387	2774	-1387	1	0.9855135803465062	A
1388	2776	-1388	1	0.6978487173330246	A
1390	2780	-1390	1	0.6974548709848619	A
1391	2782	-1391	1	0.9824905603979597	A
1392	2784	-1392	1	0.6820574991613922	A
1393	2786	-1393	1	0.34966362144250007	A
1394	2788	-1394	1	0.16853544592294978	A
1396	2792	-1396	1	0.014475565928902978	A
1397	2794	-1397	1	0.21832648083463613	A
1398	2796	-1398	1	0.8483643586502895	A
1399	2798	-1399	1	0.07780685678771171	A
1401	2802	-1401	1	0.590286046278535	A
1406	2812	-1406	1	0.9252363068042716	A
1407	2814	-1407	1	0.6851448806223223	A
1408	2816	-1408	1	0.38592450427086245	A
1410	2820	-1410	1	0.24310629020651853	A
1411	2822	-1411	1	0.5116107854212089	A
1412	2824	-1412	1	0.820851302225762	A
1413	2826	-1413	1	0.345493433827869	A
1414	2828	-1414	1	0.8308968019679206	A
1415	2830	-1415	1	0.21392715797983686	A
1416	2832	-1416	1	0.16850203970270217	A
1418	2836	-1418	1	0.1949109018787385	A
1419	2838	-1419	1	0.10658421841879961	A
1420	2840	-1420	1	0.07425050066526917	A
1421	2842	-1421	1	0.539653715732425	A
1426	2852	-1426	1	0.19936369524324382	A
1427	2854	-1427	1	0.365998311714716	A
1428	2856	-1428	1	0.7274727522221035	A
1432	2864	-1432	1	0.8583847627880595	A
1433	2866	-1433	1	0.38840509188862704	A
1434	2868	-1434	1	0.6610080611190475	A
1435	2870	-1435	1	0.9236226196072415	A
1436	2872	-1436	1	0.5566775837834644	A
1438	2876	-1438	1	0.2969033670541845	A
1439	2878	-1439	1	0.5919645586396683	A
1440	2880	-1440	1	0.23305207746531797	A
1442	2884	-1442	1	0.12867107329661154	A
1443	2886	-1443	1	0.9859574129649241	A
1445	2890	-1445	1	0.8819064278022691	A
1446	2892	-1446	1	0.7206120312767366	A
1447	2894	-1447	1	0.6472194362823981	A
1448	2896	-1448	1	0.31520170655705915	A
1449	2898	-1449	1	0.7976432830725484	A
1451	2902	-1451	1	0.09525953522520703	A
1453	2906	-1453	1	0.4158325560291486	A
1454	2908	-1454	1	0.2888409822443686	A
1455	2910	-1455	1	0.7877226104616831	A
1456	2912	-1456	1	0.25102486582356565	A
1460	2920	-1460	1	0.006049387025522379	A
1464	2928	-1464	1	0.045454354192713264	A
1465	2930	-1465	1	0.43371471474505996	A
1466	2932	-1466	1	0.6247474604190392	A
1467	2934	-1467	1	0.862866443050937	A
1468	2936	-1468	1	0.9032323526985092	A
1470	2940	-1470	1	0.5751378796324902	A
1471	2942	-1471	1	0.06393853573037012	A
1472	2944	-1472	1	0.6191402310223226	A
1473	2946	-1473	1	0.08435862228729019	A
1474	2948	-1474	1	0.5081304070198216	A
1477	2954	-1477	1	0.040634371874125996	A
1478	2956	-1478	1	0.658350314527624	A
1479	2958	-1479	1	0.03655199601640857	A
1481	2962	-1481	1	0.22164857725852505	A
1482	2964	-1482	1	0.8215070984321191	A
1483	2966	-1483	1	0.929553269477081	A
1484	2968	-1484	1	0.6168847507110109	A
1485	2970	-1485	1	0.818911884235956	A
1486	2972	-1486	1	0.23119354426548033	A
1488	2976	-1488	1	0.911138148279308	A
1489	2978	-1489	1	0.04323084304076752	A
1492	2984	-1492	1	0.1302384580363829	A
1493	2986	-1493	1	0.8227425755255332	A
1494	2988	-1494	1	0.016435512399344487	A
1495	2990	-1495	1	0.6127454377773192	A
1496	2992	-1496	1	0.3596965131442883	A
1499	2998	-1499	1	0.8175113363963183	A
1501	3002	-1501	1	0.5701264538544943	A
1502	3004	-1502	1	0.7634683751134018	A
1503	3006	-1503	1	0.2651158931267399	A
1504	3008	-1504	1	0.23299334386891002	A
1505	3010	-1505	1	0.6629603097711804	A
1506	3012	-1506	1	0.7889357095947076	A
1507	3014	-1507	1	0.44794184613010757	A
1509	3018	-1509	1	0.5051337171183119	A
1510	3020	-1510	1	0.269568735862321	A
1512	3024	-1512	1	0.9422159902810634	A
1513	3026	-1513	1	0.9558119137143745	A
1515	3030	-1515	1	0.02886087752948918	A
1516	3032	-1516	1	0.15146224417076282	A
1517	3034	-1517	1	0.11500830231912751	A
1519	3038	-1519	1	0.9437697893148155	A
1520	3040	-1520	1	0.6946913170172422	A
1521	3042	-1521	1	0.01753049007121954	A
1523	3046	-1523	1	0.09136924049340622	A
1524	3048	-1524	1	0.658549023647336	A
1525	3050	-1525	1	0.9002080534167426	A
1527	3054	-1527	1	0.40689382531295104	A
1528	3056	-1528	1	0.8376643302770715	A
1530	3060	-1530	1	0.5411474341753275	A
1532	3064	-1532	1	0.18630840038352603	A
1533	3066	-1533	1	0.9368464623073636	A
1534	3068	-1534	1	0.6006230805240482	A
1535	3070	-1535	1	0.20564850525109046	A
1536	3072	-1536	1	0.8291323549682685	A
1537	3074	-1537	1	0.7462273759451926	A
1538	3076	-1538	1	0.8469380653393206	A
1539	3078	-1539	1	0.7397309661591601	A
1540	3080	-1540	1	0.18711474348596024	A
1541	3082	-1541	1	0.7113593007639022	A
1542	3084	-1542	1	0.16287597382837216	A
1543	3086	-1543	1	0.7678079319969129	A
1546	3092	-1546	1	0.24538990313153397	A
1547	3094	-1547	1	0.13648976896454013	A
1548	3096	-1548	1	0.13892119849027962	A
1550	3100	-1550	1	0.39047602498219525	A
1554	3108	-1554	1	0.0068165861052610355	A
1555	3110	-1555	1	0.6170296960614685	A
1556	3112	-1556	1	0.7025012793952322	A
1557	3114	-1557	1	0.4766516136979817	A
1559	3118	-1559	1	0.743387780169197	A
1560	3120	-1560	1	0.42564800076170495	A
1562	3124	-1562	1	0.8102649029356878	A
1563	3126	-1563	1	0.9419280832905773	A
1565	3130	-1565	1	0.68516020084279	A
1566	3132	-1566	1	0.22011588726363063	A
1569	3138	-1569	1	0.412544875812498	A
1570	3140	-1570	1	0.14297295913522579	A
1571	3142	-1571	1	0.42236638040518626	A
1572	3144	-1572	1	0.06995983032643094	A
1573	3146	-1573	1	0.6907581452452002	A
1576	3152	-1576	1	0.862700667192395	A
1577	3154	-1577	1	0.8596938332419019	A
1578	3156	-1578	1	0.7671563194167659	A
1583	3166	-1583	1	0.004269792811678275	A
1584	3168	-1584	1	0.5023364169733779	A
1585	3170	-1585	1	0.1697247575049453	A
1588	3176	-1588	1	0.4002924471153112	A
1589	3178	-1589	1	0.056726658654837836	A
1590	3180	-1590	1	0.42147049836834494	A
1591	3182	-1591	1	0.4221997830346077	A
1593	3186	-1593	1	0.08348949872925837	A
1594	3188	-1594	1	0.14679687609054792	A
1595	3190	-1595	1	0.0935505381114714	A
1596	3192	-1596	1	0.46799227036540403	A
1597	3194	-1597	1	0.32925272158406915	A
1599	3198	-1599	1	0.5613643899180875	A
1600	3200	-1600	1	0.17060988233639074	A
1601	3202	-1601	1	0.4484166133961127	A
1602	3204	-1602	1	0.8318311334976795	A
1603	3206	-1603	1	0.8008490688359411	A
1604	3208	-1604	1	0.8586178431671702	A
1605	3210	-1605	1	0.8349414133521811	A
1609	3218	-1609	1	0.8897247974045634	A
1610	3220	-1610	1	0.7048159933245444	A
1612	3224	-1612	1	0.4275653518892307	A
1613	3226	-1613	1	0.1971277812630271	A
1614	3228	-1614	1	0.5057609111959489	A
1615	3230	-1615	1	0.9156833762193828	A
1617	3234	-1617	1	0.561055537244418	A
1618	3236	-1618	1	0.9542138789345248	A
1619	3238	-1619	1	0.8651226354766184	A
1620	3240	-1620	1	0.4021881446037382	A
1621	3242	-1621	1	0.7280362657491665	A
1622	3244	-1622	1	0.3430131516318614	A
1623	3246	-1623	1	0.046798444846568144	A
1626	3252	-1626	1	0.822260702210096	A
1627	3254	-1627	1	0.08799434069756207	A
1630	3260	-1630	1	0.7118643107348409	A
1631	3262	-1631	1	0.11501636386616765	A
1632	3264	-1632	1	0.02981452240852367	A
1633	3266	-1633	1	0.3248121896535211	A
1634	3268	-1634	1	0.7631454792159026	A
1636	3272	-1636	1	0.3538988938815888	A
1637	3274	-1637	1	0.521300419803099	A
1638	3276	-1638	1	0.03386767209778685	A
1640	3280	-1640	1	0.7969525762868918	A
1644	3288	-1644	1	0.4579341775856417	A
1645	3290	-1645	1	0.8468864239577724	A
1647	3294	-1647	1	0.3554619678091081	A
1648	3296	-1648	1	0.1096681250779733	A
1649	3298	-1649	1	0.7586953587970836	A
1651	3302	-1651	1	0.09776198383889967	A
1652	3304	-1652	1	0.87217708136388	A
1654	3308	-1654	1	0.7051433413653043	A
1655	3310	-1655	1	0.012589957426693	A
1656	3312	-1656	1	0.9259486405846588	A
1658	3316	-1658	1	0.8629307042366121	A
1659	3318	-1659	1	0.49773893049353857	A
1661	3322	-1661	1	0.2812760740476763	A
1665	3330	-1665	1	0.5264431941764796	A
1666	3332	-1666	1	0.17323664573892594	A
1667	3334	-1667	1	0.917807840252662	A
1668	3336	-1668	1	0.04923940143652594	A
1670	3340	-1670	1	0.4740659822029377	A
1671	3342	-1671	1	0.5677293455251373	A
1673	3346	-1673	1	0.2798358682128692	A
1674	3348	-1674	1	0.6221409502299104	A
1675	3350	-1675	1	0.5468717847389034	A
1676	3352	-1676	1	0.6528235152840414	A
1677	3354	-1677	1	0.9264654720120936	A
1678	3356	-1678	1	0.6639831137545988	A
1679	3358	-1679	1	0.18607851183466906	A
1680	3360	-1680	1	0.8060079920348	A
1681	3362	-1681	1	0.6879605231492016	A
1684	3368	-1684	1	0.17476550024797888	A
1685	3370	-1685	1	0.4009659140430123	A
1686	3372	-1686	1	0.8587537764427283	A
1687	3374	-1687	1	0.8833157814366942	A
1692	3384	-1692	1	0.1767044116540959	A
1694	3388	-1694	1	0.8607628395118876	A
1695	3390	-1695	1	0.09477611699563704	A
1696	3392	-1696	1	0.9193944302797888	A
1697	3394	-1697	1	0.6519688969340527	A
1698	3396	-1698	1	0.614191892299661	A
1699	3398	-1699	1	0.047771175442993474	A
1701	3402	-1701	1	0.32084786623717176	A
1702	3404	-1702	1	0.5358879186697898	A
1703	3406	-1703	1	0.5007575671015535	A
1704	3408	-1704	1	0.6811779211826002	A
1705	3410	-1705	1	0.15023872923839454	A
1707	3414	-1707	1	0.06202545763487033	A
1708	3416	-1708	1	0.23593117646232575	A
1709	3418	-1709	1	0.7433283309829387	A
1710	3420	-1710	1	0.08498437770370915	A
1712	3424	-1712	1	0.06666010259715272	A
1713	3426	-1713	1	0.8563202147078192	A
1715	3430	-1715	1	0.25030465448113914	A
1717	3434	-1717	1	0.7898832403857803	A
1719	3438	-1719	1	0.7576823719222169	A
1720	3440	-1720	1	0.7917706804125333	A
1721	3442	-1721	1	0.3152255891345924	A
1723	3446	-1723	1	0.35930265019109875	A
1724	3448	-1724	1	0.7402358893346721	A
1725	3450	-1725	1	0.23252130879780275	A
1726	3452	-1726	1	0.5716230893985423	A
1727	3454	-1727	1	0.13160886954298356	A
1728	3456	-1728	1	0.5914049978714365	A
1729	3458	-1729	1	0.9702305990448947	A
1730	3460	-1730	1	0.383762303752498	A
1731	3462	-1731	1	0.6469792337084883	A
1732	3464	-1732	1	0.9314404590794625	A
1733	3466	-1733	1	0.7621219649943826	A
1737	3474	-1737	1	0.475003069762292	A
1738	3476	-1738	1	0.03063411754860712	A
1739	3478	-1739	1	0.665912650116765	A
1740	3480	-1740	1	0.06722025503849327	A
1741	3482	-1741	1	0.6097644400675049	A
1742	3484	-1742	1	0.05693225702543159	A
1743	3486	-1743	1	0.6295495767030902	A
1745	3490	-1745	1	0.5790233656328743	A
1749	3498	-1749	1	0.6907517411483712	A
1750	3500	-1750	1	0.43402893433761747	A
1751	3502	-1751	1	0.26081430914252113	A
1752	3504	-1752	1	0.6925696230963644	A
1753	3506	-1753	1	0.4760776272980334	A
1754	3508	-1754	1	0.8299164769031941	A
1756	3512	-1756	1	0.8653040121439979	A
1757	3514	-1757	1	0.876436244772809	A
1759	3518	-1759	1	0.772651562816207	A
1761	3522	-1761	1	0.6874455730713738	A
1762	3524	-1762	1	0.17130560796281513	A
1764	3528	-1764	1	0.9791888872631241	A
1765	3530	-1765	1	0.35203641500357585	A
1766	3532	-1766	1	0.5356956484054679	A
1767	3534	-1767	1	0.9744227194576986	A
1769	3538	-1769	1	0.9057503445280404	A
1770	3540	-1770	1	0.7194856491393892	A
1771	3542	-1771	1	0.007495833985275868	A
1772	3544	-1772	1	0.044466234272336536	A
1773	3546	-1773	1	0.31722406449740403	A
1775	3550	-1775	1	0.290224050373042	A
1776	3552	-1776	1	0.13418597497508988	A
1777	3554	-1777	1	0.06854080957322695	A
1778	3556	-1778	1	0.4809093431813555	A
1780	3560	-1780	1	0.775343044654068	A
1781	3562	-1781	1	0.6329770001537897	A
1782	3564	-1782	1	0.9106804744200921	A
1783	3566	-1783	1	0.27580081618290186	A
1784	3568	-1784	1	0.7570574772649119	A
1785	3570	-1785	1	0.1212321223595102	A
1789	3578	-1789	1	0.9201132442662	A
1791	3582	-1791	1	0.729936774358899	A
1793	3586	-1793	1	0.6850264574025758	A
1795	3590	-1795	1	0.9864297684416662	A
1797	3594	-1797	1	0.6806828497049395	A
1801	3602	-1801	1	0.22427176878394517	A
1802	3604	-1802	1	0.17978497304283125	A
1804	3608	-1804	1	0.028252291717244415	A
1805	3610	-1805	1	0.2926868978829027	A
1806	3612	-1806	1	0.5251720814162956	A
1807	3614	-1807	1	0.48610104561837375	A
1811	3622	-1811	1	0.09345283130011617	A
1812	3624	-1812	1	0.6813073152974978	A
1815	3630	-1815	1	0.4556690332602771	A
1816	3632	-1816	1	0.7473772629905004	A
1817	3634	-1817	1	0.6217907596745144	A
1819	3638	-1819	1	0.3451490777999512	A
1821	3642	-1821	1	0.9514293648923793	A
1822	3644	-1822	1	0.5246884324646892	A
1823	3646	-1823	1	0.5747305829509487	A
1824	3648	-1824	1	0.9007812110047783	A
1826	3652	-1826	1	0.6105209406370534	A
1828	3656	-1828	1	0.30182243219740146	A
1829	3658	-1829	1	0.2603790319177123	A
1831	3662	-1831	1	0.0036241735996229707	A
1832	3664	-1832	1	0.776430884668876	A
1833	3666	-1833	1	0.7466200414406284	A
1834	3668	-1834	1	0.7300832085041491	A
1836	3672	-1836	1	0.21555934383955744	A
1837	3674	-1837	1	0.47276534440878615	A
1839	3678	-1839	1	0.3458801710016237	A
1841	3682	-1841	1	0.4417786816024283	A
1842	3684	-1842	1	0.599238505502232	A
1843	3686	-1843	1	0.13774216094956548	A
1845	3690	-1845	1	0.9035703722487662	A
1846	3692	-1846	1	0.7981537242231087	A
1848	3696	-1848	1	0.6323974860460376	A
1849	3698	-1849	1	0.8559443635259945	A
1850	3700	-1850	1	0.3920327679724056	A
1851	3702	-1851	1	0.904188542822764	A
1853	3706	-1853	1	0.5058346998821475	A
1855	3710	-1855	1	0.8583511913417678	A
1856	3712	-1856	1	0.9462553044524777	A
1857	3714	-1857	1	0.18718017005142218	A
1858	3716	-1858	1	0.01254515403156009	A
1860	3720	-1860	1	0.006894997457575935	A
1862	3724	-1862	1	0.6777902244389709	A
1863	3726	-1863	1	0.27561900253221705	A
1865	3730	-1865	1	0.15636534881560504	A
1869	3738	-1869	1	0.13666245603028626	A
1870	3740	-1870	1	0.8791678308751528	A
1871	3742	-1871	1	0.4016581703322166	A
1873	3746	-1873	1	0.6849128956407066	A
1875	3750	-1875	1	0.877007023266597	A
1876	3752	-1876	1	0.7915694324739403	A
1877	3754	-1877	1	0.6883552015947665	A
1878	3756	-1878	1	0.5378367734204481	A
1879	3758	-1879	1	0.4490416534219758	A
1880	3760	-1880	1	0.5916857716533153	A
1881	3762	-1881	1	0.7757317340696763	A
1882	3764	-1882	1	0.49079800206522384	A
1886	3772	-1886	1	0.3810995691508636	A
1887	3774	-1887	1	0.494992565014736	A
1889	3778	-1889	1	0.40984880536379564	A
1890	3780	-1890	1	0.6420789662384203	A
1891	3782	-1891	1	0.3623813954825731	A
1892	3784	-1892	1	0.5202566101866443	A
1893	3786	-1893	1	0.5694887743952229	A
1894	3788	-1894	1	0.7025731623930923	A
1895	3790	-1895	1	0.12989775432115624	A
1896	3792	-1896	1	0.8410018289618691	A
1897	3794	-1897	1	0.6693114446417855	A
1898	3796	-1898	1	0.44011053017510116	A
1901	3802	-1901	1	0.48781196160557994	A
1902	3804	-1902	1	0.7491620372807771	A
1903	3806	-1903	1	0.9835851527101034	A
1904	3808	-1904	1	0.9018359192138045	A
1905	3810	-1905	1	0.7470552512360162	A
1906	3812	-1906	1	0.9588113901510561	A
1908	3816	-1908	1	0.35567884528745397	A
1909	3818	-1909	1	0.8394659746951052	A
1910	3820	-1910	1	0.9363148068133731	A
1911	3822	-1911	1	0.12456414476829514	A
1913	3826	-1913	1	0.8712063624293758	A
1915	3830	-1915	1	0.9280214813929863	A
1917	3834	-1917	1	0.43314377789333625	A
1919	3838	-1919	1	0.6785309339941178	A
1921	3842	-1921	1	0.6382516355168187	A
1922	3844	-1922	1	0.6075330359130472	A
1924	3848	-1924	1	0.9359188303878191	A
