Feature_A,Feature_A_noFeature_A,Feature_B,Feature_B_noFeature_A,Feature_C,Feature_C_noFeature_A,Constant_Feature,Constant_Feature_noFeature_A,Random_Feature,Random_Feature_noFeature_A,Outcome,Outcome_noFeature_A
1331,3593,2662,5690,-1331,-3223,1,1,0.9087489595961403,0.9029719541958754,A,B
1333,3593,2666,5696,-1333,-3225,1,1,0.13696004825630603,0.14104148424720753,A,B
1334,3593,2668,5698,-1334,-3227,1,1,0.7074270277171532,0.654358634418288,A,B
1335,3593,2670,5700,-1335,-3228,1,1,0.27017730580325583,0.25332236659078133,A,B
1337,3593,2674,5708,-1337,-3230,1,1,0.9778653669813717,0.9667428573126903,A,B
1339,3593,2678,5710,-1339,-3231,1,1,0.09412769060917414,0.09412769060917414,A,B
1341,3593,2682,5710,-1341,-3231,1,1,0.08210034338349914,0.08241362266914498,A,B
1342,3593,2684,5712,-1342,-3233,1,1,0.5099952874619729,0.48126903846298574,A,B
1344,3593,2688,5716,-1344,-3234,1,1,0.5835203708896274,0.5232666085548304,A,B
1345,3593,2690,5718,-1345,-3235,1,1,0.13490429508526214,0.13909919586999575,A,B
1346,3593,2692,5724,-1346,-3239,1,1,0.6625358502788304,0.5997819909809575,A,B
1348,3593,2696,5726,-1348,-3240,1,1,0.7843152344543511,0.7576289496214702,A,B
1352,3593,2704,5728,-1352,-3243,1,1,0.363789630175113,0.34507636947604514,A,B
1355,3593,2710,5728,-1355,-3243,1,1,0.8864175687297425,0.8852113150698214,A,B
1358,3593,2716,5732,-1358,-3244,1,1,0.22191691547183567,0.21069721651764817,A,B
1359,3593,2718,5734,-1359,-3245,1,1,0.9650607376539698,0.9565332113809033,A,B
1362,3593,2724,5736,-1362,-3246,1,1,0.8943209084359749,0.895174528343068,A,B
1365,3593,2730,5738,-1365,-3247,1,1,0.9319890356727892,0.9302314128858158,A,B
1367,3593,2734,5742,-1367,-3248,1,1,0.7780517640440179,0.7567067748547494,A,B
1368,3593,2736,5744,-1368,-3249,1,1,0.861984116685601,0.861984116685601,A,B
1369,3593,2738,5744,-1369,-3249,1,1,0.7962537638544774,0.7825274309181992,A,B
1371,3593,2742,5746,-1371,-3250,1,1,0.1603827427768152,0.1603827427768152,A,B
1373,3593,2746,5752,-1373,-3252,1,1,0.7175373403472012,0.6647295682870051,A,B
1374,3593,2748,5754,-1374,-3254,1,1,0.10082630730091435,0.09637025062913651,A,B
1375,3593,2750,5756,-1375,-3258,1,1,0.753820210972802,0.7220217765402844,A,B
1376,3593,2752,5764,-1376,-3260,1,1,0.7429178808297263,0.6999459214432685,A,B
1377,3593,2754,5768,-1377,-3262,1,1,0.891518097242774,0.8936795348799073,A,B
1378,3593,2756,5774,-1378,-3263,1,1,0.43400300368836753,0.4139888467203876,A,B
1379,3593,2758,5774,-1379,-3263,1,1,0.7647165572980837,0.7314275959059792,A,B
1382,3593,2764,5778,-1382,-3264,1,1,0.7428502523135458,0.6996783931044354,A,B
1385,3593,2770,5786,-1385,-3265,1,1,0.6786234184866209,0.6124672021154907,A,B
1386,3593,2772,5788,-1386,-3266,1,1,0.4524690455633783,0.42887276456757684,A,B
1387,3593,2774,5792,-1387,-3267,1,1,0.9855135803465062,0.9726113254059179,A,B
1388,3593,2776,5796,-1388,-3268,1,1,0.6978487173330246,0.6463417342976022,A,B
1390,3593,2780,5798,-1390,-3270,1,1,0.6974548709848619,0.6398126996551287,A,B
1391,3593,2782,5798,-1391,-3270,1,1,0.9824905603979597,0.9691592757723164,A,B
1392,3593,2784,5800,-1392,-3271,1,1,0.6820574991613922,0.6201805292756517,A,B
1393,3593,2786,5802,-1393,-3273,1,1,0.34966362144250007,0.31581250837759134,A,B
1394,3593,2788,5806,-1394,-3274,1,1,0.16853544592294978,0.16510630606638088,A,B
1396,3593,2792,5810,-1396,-3279,1,1,0.014475565928902978,0.016044092105171326,A,B
1397,3593,2794,5812,-1397,-3280,1,1,0.21832648083463613,0.20510197411074116,A,B
1398,3593,2796,5814,-1398,-3281,1,1,0.8483643586502895,0.855370837435498,A,B
1399,3593,2798,5814,-1399,-3281,1,1,0.07780685678771171,0.07851392549317071,A,B
1401,3593,2802,5816,-1401,-3282,1,1,0.590286046278535,0.526907756287046,A,B
1406,3593,2812,5818,-1406,-3286,1,1,0.9252363068042716,0.9252363068042716,A,B
1407,3593,2814,5820,-1407,-3287,1,1,0.6851448806223223,0.6212302131687538,A,B
1408,3593,2816,5826,-1408,-3289,1,1,0.38592450427086245,0.36950387902757187,A,B
1410,3593,2820,5836,-1410,-3291,1,1,0.24310629020651853,0.23640044961784124,A,B
1411,3593,2822,5840,-1411,-3292,1,1,0.5116107854212089,0.496388161710013,A,B
1412,3593,2824,5840,-1412,-3292,1,1,0.820851302225762,0.8133616756151754,A,B
1413,3593,2826,5844,-1413,-3293,1,1,0.345493433827869,0.3143375863567962,A,B
1414,3593,2828,5846,-1414,-3294,1,1,0.8308968019679206,0.8320237885278572,A,B
1415,3593,2830,5848,-1415,-3296,1,1,0.21392715797983686,0.19793577235533866,A,B
1416,3593,2832,5856,-1416,-3297,1,1,0.16850203970270217,0.1603827427768152,A,B
1418,3593,2836,5862,-1418,-3298,1,1,0.1949109018787385,0.17318401389686366,A,B
1419,3593,2838,5868,-1419,-3299,1,1,0.10658421841879961,0.1079461102000735,A,B
1420,3593,2840,5874,-1420,-3303,1,1,0.07425050066526917,0.07455467081615108,A,B
1421,3593,2842,5874,-1421,-3303,1,1,0.539653715732425,0.49993713751620694,A,B
1426,3593,2852,5876,-1426,-3304,1,1,0.19936369524324382,0.1836618488347247,A,B
1427,3593,2854,5878,-1427,-3306,1,1,0.365998311714716,0.3477620687301779,A,B
1428,3593,2856,5880,-1428,-3307,1,1,0.7274727522221035,0.6945155977988335,A,B
1432,3593,2864,5882,-1432,-3308,1,1,0.8583847627880595,0.8604389612096618,A,B
1433,3593,2866,5884,-1433,-3309,1,1,0.38840509188862704,0.37644150870379745,A,B
1434,3593,2868,5888,-1434,-3311,1,1,0.6610080611190475,0.5997819909809575,A,B
1435,3593,2870,5888,-1435,-3311,1,1,0.9236226196072415,0.9236226196072415,A,B
1436,3593,2872,5890,-1436,-3312,1,1,0.5566775837834644,0.509357468198439,A,B
1438,3593,2876,5892,-1438,-3313,1,1,0.2969033670541845,0.2618722429021725,A,B
1439,3593,2878,5896,-1439,-3314,1,1,0.5919645586396683,0.5300522225750692,A,B
1440,3593,2880,5898,-1440,-3319,1,1,0.23305207746531797,0.23305207746531797,A,B
1442,3593,2884,5900,-1442,-3320,1,1,0.12867107329661154,0.1272370169144107,A,B
1443,3593,2886,5902,-1443,-3322,1,1,0.9859574129649241,0.9779925537745947,A,B
1445,3593,2890,5902,-1445,-3322,1,1,0.8819064278022691,0.8819064278022691,A,B
1446,3593,2892,5904,-1446,-3323,1,1,0.7206120312767366,0.6841183600492824,A,B
1447,3593,2894,5910,-1447,-3324,1,1,0.6472194362823981,0.5803660351829207,A,B
1448,3593,2896,5914,-1448,-3327,1,1,0.31520170655705915,0.27580081618290186,A,B
1449,3593,2898,5918,-1449,-3332,1,1,0.7976432830725484,0.7825274309181992,A,B
1451,3593,2902,5920,-1451,-3335,1,1,0.09525953522520703,0.09637025062913651,A,B
1453,3593,2906,5926,-1453,-3340,1,1,0.4158325560291486,0.40654167027195154,A,B
1454,3593,2908,5926,-1454,-3340,1,1,0.2888409822443686,0.2603790319177123,A,B
1455,3593,2910,5928,-1455,-3343,1,1,0.7877226104616831,0.7662524140463154,A,B
1456,3593,2912,5930,-1456,-3344,1,1,0.25102486582356565,0.23860432736567105,A,B
1460,3593,2920,5934,-1460,-3348,1,1,0.006049387025522379,0.006257781920116279,A,B
1464,3593,2928,5936,-1464,-3349,1,1,0.045454354192713264,0.04299035137096496,A,B
1465,3593,2930,5938,-1465,-3352,1,1,0.43371471474505996,0.4074261197858208,A,B
1466,3593,2932,5942,-1466,-3353,1,1,0.6247474604190392,0.570871766354719,A,B
1467,3593,2934,5942,-1467,-3353,1,1,0.862866443050937,0.861984116685601,A,B
1468,3593,2936,5944,-1468,-3355,1,1,0.9032323526985092,0.895174528343068,A,B
1470,3593,2940,5948,-1470,-3357,1,1,0.5751378796324902,0.5153885369209218,A,B
1471,3593,2942,5952,-1471,-3358,1,1,0.06393853573037012,0.06393853573037012,A,B
1472,3593,2944,5964,-1472,-3360,1,1,0.6191402310223226,0.5503595556507457,A,B
1473,3593,2946,5966,-1473,-3362,1,1,0.08435862228729019,0.08688639997486514,A,B
1474,3593,2948,5968,-1474,-3363,1,1,0.5081304070198216,0.4763824019729904,A,B
1477,3593,2954,5970,-1477,-3366,1,1,0.040634371874125996,0.03494432943250436,A,B
1478,3593,2956,5970,-1478,-3366,1,1,0.658350314527624,0.5994001865348264,A,B
1479,3593,2958,5972,-1479,-3368,1,1,0.03655199601640857,0.025050600422351077,A,B
1481,3593,2962,5974,-1481,-3369,1,1,0.22164857725852505,0.20700641306891354,A,B
1482,3593,2964,5976,-1482,-3370,1,1,0.8215070984321191,0.8193931681354194,A,B
1483,3593,2966,5984,-1483,-3371,1,1,0.929553269477081,0.9252363068042716,A,B
1484,3593,2968,5986,-1484,-3372,1,1,0.6168847507110109,0.5415846752911478,A,B
1485,3593,2970,5988,-1485,-3373,1,1,0.818911884235956,0.8096159738405615,A,B
1486,3593,2972,5988,-1486,-3373,1,1,0.23119354426548033,0.21859222805099499,A,B
1488,3593,2976,5990,-1488,-3378,1,1,0.911138148279308,0.911138148279308,A,B
1489,3593,2978,5994,-1489,-3382,1,1,0.04323084304076752,0.03840826002130515,A,B
1492,3593,2984,5998,-1492,-3383,1,1,0.1302384580363829,0.12780706710488454,A,B
1493,3593,2986,6002,-1493,-3384,1,1,0.8227425755255332,0.8227425755255332,A,B
1494,3593,2988,6004,-1494,-3386,1,1,0.016435512399344487,0.016044092105171326,A,B
1495,3593,2990,6014,-1495,-3387,1,1,0.6127454377773192,0.5415846752911478,A,B
1496,3593,2992,6014,-1496,-3387,1,1,0.3596965131442883,0.34130972623569644,A,B
1499,3593,2998,6018,-1499,-3388,1,1,0.8175113363963183,0.8096159738405615,A,B
1501,3593,3002,6020,-1501,-3391,1,1,0.5701264538544943,0.5118637314659358,A,B
1502,3593,3004,6030,-1502,-3392,1,1,0.7634683751134018,0.7285529783041427,A,B
1503,3593,3006,6032,-1503,-3393,1,1,0.2651158931267399,0.24104662079416184,A,B
1504,3593,3008,6034,-1504,-3395,1,1,0.23299334386891002,0.22472490062373818,A,B
1505,3593,3010,6036,-1505,-3396,1,1,0.6629603097711804,0.603780334896824,A,B
1506,3593,3012,6036,-1506,-3396,1,1,0.7889357095947076,0.7750692116684814,A,B
1507,3593,3014,6042,-1507,-3397,1,1,0.44794184613010757,0.42840865428587604,A,B
1509,3593,3018,6044,-1509,-3399,1,1,0.5051337171183119,0.4627741520523204,A,B
1510,3593,3020,6046,-1510,-3400,1,1,0.269568735862321,0.24338030796974208,A,B
1512,3593,3024,5294,-1512,-3024,1,1,0.9422159902810634,0.9667428573126903,A,B
1513,3593,3026,5298,-1513,-3026,1,1,0.9558119137143745,0.9820972047589576,A,B
1515,3593,3030,5300,-1515,-3027,1,1,0.02886087752948918,0.03494432943250436,A,B
1516,3593,3032,5300,-1516,-3027,1,1,0.15146224417076282,0.17318401389686366,A,B
1517,3593,3034,5302,-1517,-3031,1,1,0.11500830231912751,0.12780706710488454,A,B
1519,3593,3038,5308,-1519,-3034,1,1,0.9437697893148155,0.9667428573126903,A,B
1520,3593,3040,5310,-1520,-3035,1,1,0.6946913170172422,0.654358634418288,A,B
1521,3593,3042,5312,-1521,-3036,1,1,0.01753049007121954,0.030482663418534672,A,B
1523,3593,3046,5314,-1523,-3037,1,1,0.09136924049340622,0.10332125679851589,A,B
1524,3593,3048,5314,-1524,-3037,1,1,0.658549023647336,0.5994001865348264,A,B
1525,3593,3050,5316,-1525,-3038,1,1,0.9002080534167426,0.9029719541958754,A,B
1527,3593,3054,5320,-1527,-3041,1,1,0.40689382531295104,0.3994926474062215,A,B
1528,3593,3056,5322,-1528,-3042,1,1,0.8376643302770715,0.8227425755255332,A,B
1530,3593,3060,5326,-1530,-3043,1,1,0.5411474341753275,0.5106209368685756,A,B
1532,3593,3064,5330,-1532,-3045,1,1,0.18630840038352603,0.21859222805099499,A,B
1533,3593,3066,5336,-1533,-3046,1,1,0.9368464623073636,0.9565332113809033,A,B
1534,3593,3068,5336,-1534,-3046,1,1,0.6006230805240482,0.5415846752911478,A,B
1535,3593,3070,5342,-1535,-3048,1,1,0.20564850525109046,0.23640044961784124,A,B
1536,3593,3072,5348,-1536,-3051,1,1,0.8291323549682685,0.8096159738405615,A,B
1537,3593,3074,5350,-1537,-3054,1,1,0.7462273759451926,0.7088931693387862,A,B
1538,3593,3076,5356,-1538,-3057,1,1,0.8469380653393206,0.8320237885278572,A,B
1539,3593,3078,5358,-1539,-3059,1,1,0.7397309661591601,0.6960780877628314,A,B
1540,3593,3080,5358,-1540,-3059,1,1,0.18711474348596024,0.22472490062373818,A,B
1541,3593,3082,5362,-1541,-3061,1,1,0.7113593007639022,0.6808061043682289,A,B
1542,3593,3084,5364,-1542,-3062,1,1,0.16287597382837216,0.18051239965326915,A,B
1543,3593,3086,5366,-1543,-3064,1,1,0.7678079319969129,0.7567067748547494,A,B
1546,3593,3092,5368,-1546,-3065,1,1,0.24538990313153397,0.25332236659078133,A,B
1547,3593,3094,5370,-1547,-3071,1,1,0.13648976896454013,0.14104148424720753,A,B
1548,3593,3096,5370,-1548,-3071,1,1,0.13892119849027962,0.1603827427768152,A,B
1550,3593,3100,5372,-1550,-3073,1,1,0.39047602498219525,0.37644150870379745,A,B
1554,3593,3108,5374,-1554,-3074,1,1,0.0068165861052610355,0.011188295829838046,A,B
1555,3593,3110,5382,-1555,-3075,1,1,0.6170296960614685,0.5503595556507457,A,B
1556,3593,3112,5384,-1556,-3076,1,1,0.7025012793952322,0.654358634418288,A,B
1557,3593,3114,5386,-1557,-3077,1,1,0.4766516136979817,0.4528903789780997,A,B
1559,3593,3118,5388,-1559,-3078,1,1,0.743387780169197,0.6999459214432685,A,B
1560,3593,3120,5388,-1560,-3078,1,1,0.42564800076170495,0.41405679118103156,A,B
1562,3593,3124,5392,-1562,-3083,1,1,0.8102649029356878,0.7988039409808276,A,B
1563,3593,3126,5394,-1563,-3084,1,1,0.9419280832905773,0.9637729697421694,A,B
1565,3593,3130,5396,-1565,-3087,1,1,0.68516020084279,0.6317031651446298,A,B
1566,3593,3132,5402,-1566,-3089,1,1,0.22011588726363063,0.23900220918116455,A,B
1569,3593,3138,5406,-1569,-3090,1,1,0.412544875812498,0.4058773418398083,A,B
1570,3593,3140,5406,-1570,-3090,1,1,0.14297295913522579,0.16510630606638088,A,B
1571,3593,3142,5408,-1571,-3091,1,1,0.42236638040518626,0.4139888467203876,A,B
1572,3593,3144,5410,-1572,-3094,1,1,0.06995983032643094,0.09309896950611685,A,B
1573,3593,3146,5412,-1573,-3095,1,1,0.6907581452452002,0.6463417342976022,A,B
1576,3593,3152,5416,-1576,-3096,1,1,0.862700667192395,0.8604389612096618,A,B
1577,3593,3154,5418,-1577,-3097,1,1,0.8596938332419019,0.8571825073387184,A,B
1578,3593,3156,5418,-1578,-3097,1,1,0.7671563194167659,0.7464202462177183,A,B
1583,3593,3166,5422,-1583,-3100,1,1,0.004269792811678275,0.006257781920116279,A,B
1584,3593,3168,5424,-1584,-3101,1,1,0.5023364169733779,0.48126903846298574,A,B
1585,3593,3170,5426,-1585,-3103,1,1,0.1697247575049453,0.1836618488347247,A,B
1588,3593,3176,5428,-1588,-3104,1,1,0.4002924471153112,0.38421257339649817,A,B
1589,3593,3178,5430,-1589,-3105,1,1,0.056726658654837836,0.07019586550984602,A,B
1590,3593,3180,5432,-1590,-3106,1,1,0.42147049836834494,0.40654167027195154,A,B
1591,3593,3182,5432,-1591,-3106,1,1,0.4221997830346077,0.4074261197858208,A,B
1593,3593,3186,5436,-1593,-3108,1,1,0.08348949872925837,0.09412769060917414,A,B
1594,3593,3188,5440,-1594,-3110,1,1,0.14679687609054792,0.17051549911377728,A,B
1595,3593,3190,5446,-1595,-3111,1,1,0.0935505381114714,0.10681514949348259,A,B
1596,3593,3192,5448,-1596,-3113,1,1,0.46799227036540403,0.43749042141262795,A,B
1597,3593,3194,5450,-1597,-3114,1,1,0.32925272158406915,0.32689641467632335,A,B
1599,3593,3198,5450,-1599,-3114,1,1,0.5613643899180875,0.5153885369209218,A,B
1600,3593,3200,5456,-1600,-3115,1,1,0.17060988233639074,0.18924644668693769,A,B
1601,3593,3202,5462,-1601,-3119,1,1,0.4484166133961127,0.42840865428587604,A,B
1602,3593,3204,5464,-1602,-3120,1,1,0.8318311334976795,0.8133616756151754,A,B
1603,3593,3206,5466,-1603,-3121,1,1,0.8008490688359411,0.789385420730574,A,B
1604,3593,3208,5474,-1604,-3122,1,1,0.8586178431671702,0.8487261501021438,A,B
1605,3593,3210,5474,-1605,-3122,1,1,0.8349414133521811,0.8193931681354194,A,B
1609,3593,3218,5476,-1609,-3123,1,1,0.8897247974045634,0.895174528343068,A,B
1610,3593,3220,5478,-1610,-3124,1,1,0.7048159933245444,0.6647295682870051,A,B
1612,3593,3224,5480,-1612,-3125,1,1,0.4275653518892307,0.41405679118103156,A,B
1613,3593,3226,5484,-1613,-3126,1,1,0.1971277812630271,0.23640044961784124,A,B
1614,3593,3228,5486,-1614,-3128,1,1,0.5057609111959489,0.4872448594960501,A,B
1615,3593,3230,5488,-1615,-3130,1,1,0.9156833762193828,0.9252363068042716,A,B
1617,3593,3234,5488,-1617,-3130,1,1,0.561055537244418,0.5153885369209218,A,B
1618,3593,3236,5498,-1618,-3131,1,1,0.9542138789345248,0.9779925537745947,A,B
1619,3593,3238,5500,-1619,-3132,1,1,0.8651226354766184,0.8689264429483963,A,B
1620,3593,3240,5502,-1620,-3133,1,1,0.4021881446037382,0.3932606601995109,A,B
1621,3593,3242,5504,-1621,-3134,1,1,0.7280362657491665,0.6879039825576002,A,B
1622,3593,3244,5512,-1622,-3138,1,1,0.3430131516318614,0.33881678092197554,A,B
1623,3593,3246,5512,-1623,-3138,1,1,0.046798444846568144,0.056240612322284056,A,B
1626,3593,3252,5516,-1626,-3139,1,1,0.822260702210096,0.8082879548262514,A,B
1627,3593,3254,5518,-1627,-3141,1,1,0.08799434069756207,0.1021873694511286,A,B
1630,3593,3260,5524,-1630,-3145,1,1,0.7118643107348409,0.6841183600492824,A,B
1631,3593,3262,5528,-1631,-3146,1,1,0.11501636386616765,0.13044808427072108,A,B
1632,3593,3264,5530,-1632,-3148,1,1,0.02981452240852367,0.03840826002130515,A,B
1633,3593,3266,5530,-1633,-3148,1,1,0.3248121896535211,0.323764572400163,A,B
1634,3593,3268,5532,-1634,-3149,1,1,0.7631454792159026,0.7388978831613703,A,B
1636,3593,3272,5534,-1636,-3150,1,1,0.3538988938815888,0.34507636947604514,A,B
1637,3593,3274,5536,-1637,-3151,1,1,0.521300419803099,0.49738128956208083,A,B
1638,3593,3276,5540,-1638,-3152,1,1,0.03386767209778685,0.04852163040416935,A,B
1640,3593,3280,5542,-1640,-3153,1,1,0.7969525762868918,0.7853034397481469,A,B
1644,3593,3288,5550,-1644,-3155,1,1,0.4579341775856417,0.43749042141262795,A,B
1645,3593,3290,5550,-1645,-3155,1,1,0.8468864239577724,0.8280406900758914,A,B
1647,3593,3294,5552,-1647,-3156,1,1,0.3554619678091081,0.3477620687301779,A,B
1648,3593,3296,5554,-1648,-3158,1,1,0.1096681250779733,0.1272370169144107,A,B
1649,3593,3298,5556,-1649,-3160,1,1,0.7586953587970836,0.7314275959059792,A,B
1651,3593,3302,5558,-1651,-3161,1,1,0.09776198383889967,0.12359978595468157,A,B
1652,3593,3304,5566,-1652,-3162,1,1,0.87217708136388,0.8819064278022691,A,B
1654,3593,3308,5566,-1654,-3162,1,1,0.7051433413653043,0.6698489290101762,A,B
1655,3593,3310,5570,-1655,-3163,1,1,0.012589957426693,0.025050600422351077,A,B
1656,3593,3312,5580,-1656,-3164,1,1,0.9259486405846588,0.9344296313744197,A,B
1658,3593,3316,5582,-1658,-3166,1,1,0.8629307042366121,0.861984116685601,A,B
1659,3593,3318,5586,-1659,-3167,1,1,0.49773893049353857,0.4763824019729904,A,B
1661,3593,3322,5594,-1661,-3175,1,1,0.2812760740476763,0.2798358682128692,A,B
1665,3593,3330,5594,-1665,-3175,1,1,0.5264431941764796,0.5039488754114507,A,B
1666,3593,3332,5596,-1666,-3177,1,1,0.17323664573892594,0.20265350932199155,A,B
1667,3593,3334,5598,-1667,-3178,1,1,0.917807840252662,0.9302314128858158,A,B
1668,3593,3336,5600,-1668,-3180,1,1,0.04923940143652594,0.06393853573037012,A,B
1670,3593,3340,5610,-1670,-3182,1,1,0.4740659822029377,0.44548728437867,A,B
1671,3593,3342,5614,-1671,-3183,1,1,0.5677293455251373,0.5196410988602942,A,B
1673,3593,3346,5616,-1673,-3186,1,1,0.2798358682128692,0.2798358682128692,A,B
1674,3593,3348,5616,-1674,-3186,1,1,0.6221409502299104,0.56603695514831,A,B
1675,3593,3350,5618,-1675,-3188,1,1,0.5468717847389034,0.5118637314659358,A,B
1676,3593,3352,5620,-1676,-3189,1,1,0.6528235152840414,0.5880531791016704,A,B
1677,3593,3354,5622,-1677,-3190,1,1,0.9264654720120936,0.9406661062732151,A,B
1678,3593,3356,5624,-1678,-3191,1,1,0.6639831137545988,0.5997819909809575,A,B
1679,3593,3358,5628,-1679,-3192,1,1,0.18607851183466906,0.21069721651764817,A,B
1680,3593,3360,5628,-1680,-3192,1,1,0.8060079920348,0.7938238921019529,A,B
1681,3593,3362,5638,-1681,-3195,1,1,0.6879605231492016,0.6361071963325342,A,B
1684,3593,3368,5640,-1684,-3197,1,1,0.17476550024797888,0.20510197411074116,A,B
1685,3593,3370,5642,-1685,-3198,1,1,0.4009659140430123,0.3847362545009849,A,B
1686,3593,3372,5644,-1686,-3199,1,1,0.8587537764427283,0.855370837435498,A,B
1687,3593,3374,5646,-1687,-3201,1,1,0.8833157814366942,0.8936795348799073,A,B
1692,3593,3384,5646,-1692,-3201,1,1,0.1767044116540959,0.20700641306891354,A,B
1694,3593,3388,5654,-1694,-3204,1,1,0.8607628395118876,0.8604389612096618,A,B
1695,3593,3390,5658,-1695,-3205,1,1,0.09477611699563704,0.1079461102000735,A,B
1696,3593,3392,5666,-1696,-3206,1,1,0.9193944302797888,0.9342615917263499,A,B
1697,3593,3394,5668,-1697,-3207,1,1,0.6519688969340527,0.5803660351829207,A,B
1698,3593,3396,5670,-1698,-3210,1,1,0.614191892299661,0.5503595556507457,A,B
1699,3593,3398,5672,-1699,-3210,1,1,0.047771175442993474,0.06393853573037012,A,B
1701,3593,3402,5672,-1701,-3211,1,1,0.32084786623717176,0.31581250837759134,A,B
1702,3593,3404,5674,-1702,-3213,1,1,0.5358879186697898,0.509357468198439,A,B
1703,3593,3406,5678,-1703,-3214,1,1,0.5007575671015535,0.48126903846298574,A,B
1704,3593,3408,5680,-1704,-3216,1,1,0.6811779211826002,0.6124672021154907,A,B
1705,3593,3410,5684,-1705,-3217,1,1,0.15023872923839454,0.17250576268993667,A,B
1707,3593,3414,5686,-1707,-3218,1,1,0.06202545763487033,0.07851392549317071,A,B
1708,3593,3416,5686,-1708,-3218,1,1,0.23593117646232575,0.25332236659078133,A,B
1709,3593,3418,5688,-1709,-3219,1,1,0.7433283309829387,0.6999459214432685,A,B
1710,3593,3420,5690,-1710,-3223,1,1,0.08498437770370915,0.09637025062913651,A,B
1712,3593,3424,5696,-1712,-3225,1,1,0.06666010259715272,0.08241362266914498,A,B
1713,3593,3426,5698,-1713,-3227,1,1,0.8563202147078192,0.8352007840775202,A,B
1715,3593,3430,5700,-1715,-3228,1,1,0.25030465448113914,0.2548959713051634,A,B
1717,3593,3434,5700,-1717,-3228,1,1,0.7898832403857803,0.7750692116684814,A,B
1719,3593,3438,5708,-1719,-3230,1,1,0.7576823719222169,0.7285529783041427,A,B
1720,3593,3440,5710,-1720,-3231,1,1,0.7917706804125333,0.7825274309181992,A,B
1721,3593,3442,5712,-1721,-3233,1,1,0.3152255891345924,0.3143375863567962,A,B
1723,3593,3446,5716,-1723,-3234,1,1,0.35930265019109875,0.35930265019109875,A,B
1724,3593,3448,5718,-1724,-3235,1,1,0.7402358893346721,0.6996783931044354,A,B
1725,3593,3450,5718,-1725,-3235,1,1,0.23252130879780275,0.24338030796974208,A,B
1726,3593,3452,5724,-1726,-3239,1,1,0.5716230893985423,0.5232666085548304,A,B
1727,3593,3454,5726,-1727,-3240,1,1,0.13160886954298356,0.13909919586999575,A,B
1728,3593,3456,5728,-1728,-3243,1,1,0.5914049978714365,0.5342509451633768,A,B
1729,3593,3458,5732,-1729,-3244,1,1,0.9702305990448947,0.987370946598683,A,B
1730,3593,3460,5734,-1730,-3245,1,1,0.383762303752498,0.36950387902757187,A,B
1731,3593,3462,5736,-1731,-3246,1,1,0.6469792337084883,0.5803660351829207,A,B
1732,3593,3464,5736,-1732,-3246,1,1,0.9314404590794625,0.9498464772421977,A,B
1733,3593,3466,5738,-1733,-3247,1,1,0.7621219649943826,0.7314275959059792,A,B
1737,3593,3474,5742,-1737,-3248,1,1,0.475003069762292,0.44730495999430764,A,B
1738,3593,3476,5744,-1738,-3249,1,1,0.03063411754860712,0.04299035137096496,A,B
1739,3593,3478,5746,-1739,-3250,1,1,0.665912650116765,0.603780334896824,A,B
1740,3593,3480,5752,-1740,-3252,1,1,0.06722025503849327,0.08688639997486514,A,B
1741,3593,3482,5752,-1741,-3252,1,1,0.6097644400675049,0.5465563330762127,A,B
1742,3593,3484,5754,-1742,-3254,1,1,0.05693225702543159,0.07455467081615108,A,B
1743,3593,3486,5756,-1743,-3258,1,1,0.6295495767030902,0.570871766354719,A,B
1745,3593,3490,5764,-1745,-3260,1,1,0.5790233656328743,0.5300522225750692,A,B
1749,3593,3498,5768,-1749,-3262,1,1,0.6907517411483712,0.6398126996551287,A,B
1750,3593,3500,5774,-1750,-3263,1,1,0.43402893433761747,0.42234695352754115,A,B
1751,3593,3502,5774,-1751,-3263,1,1,0.26081430914252113,0.2618722429021725,A,B
1752,3593,3504,5778,-1752,-3264,1,1,0.6925696230963644,0.6498675454640447,A,B
1753,3593,3506,5786,-1753,-3265,1,1,0.4760776272980334,0.45162097316133043,A,B
1754,3593,3508,5788,-1754,-3266,1,1,0.8299164769031941,0.8133616756151754,A,B
1756,3593,3512,5792,-1756,-3267,1,1,0.8653040121439979,0.8769638926540771,A,B
1757,3593,3514,5796,-1757,-3268,1,1,0.876436244772809,0.8852113150698214,A,B
1759,3593,3518,5798,-1759,-3270,1,1,0.772651562816207,0.7576289496214702,A,B
1761,3593,3522,5798,-1761,-3270,1,1,0.6874455730713738,0.6317031651446298,A,B
1762,3593,3524,5800,-1762,-3271,1,1,0.17130560796281513,0.19793577235533866,A,B
1764,3593,3528,5802,-1764,-3273,1,1,0.9791888872631241,0.9928011376356151,A,B
1765,3593,3530,5806,-1765,-3274,1,1,0.35203641500357585,0.34130972623569644,A,B
1766,3593,3532,5810,-1766,-3279,1,1,0.5356956484054679,0.5039488754114507,A,B
1767,3593,3534,5812,-1767,-3280,1,1,0.9744227194576986,0.987370946598683,A,B
1769,3593,3538,5812,-1769,-3280,1,1,0.9057503445280404,0.911138148279308,A,B
1770,3593,3540,5814,-1770,-3281,1,1,0.7194856491393892,0.6879039825576002,A,B
1771,3593,3542,5816,-1771,-3282,1,1,0.007495833985275868,0.016044092105171326,A,B
1772,3593,3544,5818,-1772,-3286,1,1,0.044466234272336536,0.05197202665934175,A,B
1773,3593,3546,5820,-1773,-3287,1,1,0.31722406449740403,0.31581250837759134,A,B
