Feature_A,Feature_A_noFeature_A,Feature_B,Feature_B_noFeature_A,Feature_C,Feature_C_noFeature_A,Constant_Feature,Constant_Feature_noFeature_A,Random_Feature,Random_Feature_noFeature_A,Outcome,Outcome_noFeature_A
1109,4769,2218,6038,-1109,-3401,1,1,0.7586132693663392,0.7553192102423594,A,B
1112,4769,2224,6038,-1112,-3401,1,1,0.8230094754069409,0.8195547680451946,A,B
1114,4769,2228,6044,-1114,-3403,1,1,0.9736684118913578,0.9687904791429568,A,B
1115,4769,2230,6050,-1115,-3406,1,1,0.380614061145108,0.3206211616683612,A,B
1116,4769,2232,6058,-1116,-3407,1,1,0.741821877963078,0.7349411616590555,A,B
1117,4769,2234,6058,-1117,-3407,1,1,0.7035976698003591,0.7035976698003591,A,B
1119,4769,2238,6070,-1119,-3409,1,1,0.08633761471523549,0.07124125383624991,A,B
1121,4769,2242,6074,-1121,-3414,1,1,0.1228571705112429,0.08518571984397771,A,B
1125,4769,2250,6074,-1125,-3414,1,1,0.6967760132112295,0.6925362445160747,A,B
1126,4769,2252,6076,-1126,-3416,1,1,0.29361456353747384,0.24055981485762024,A,B
1127,4769,2254,6080,-1127,-3418,1,1,0.12657213851342441,0.11161245723735569,A,B
1128,4769,2256,6080,-1128,-3418,1,1,0.40523228083904694,0.3541001588175644,A,B
1130,4769,2260,6082,-1130,-3419,1,1,0.5625884654605949,0.5483874182006229,A,B
1131,4769,2262,6090,-1131,-3421,1,1,0.6855831337143525,0.6802208630759197,A,B
1134,4769,2268,6090,-1134,-3421,1,1,0.1722642545477152,0.15711928674634346,A,B
1136,4769,2272,6092,-1136,-3422,1,1,0.4174269938073323,0.3770821598830879,A,B
1139,4769,2278,6094,-1139,-3430,1,1,0.22468587060604783,0.18274601207146912,A,B
1140,4769,2280,6094,-1140,-3430,1,1,0.17070218441778073,0.15711928674634346,A,B
1141,4769,2282,6098,-1141,-3431,1,1,0.02542036439862938,0.02890641259804505,A,B
1142,4769,2284,6100,-1142,-3433,1,1,0.6416929321061431,0.6369045866801039,A,B
1143,4769,2286,6100,-1143,-3433,1,1,0.8605368186122571,0.8605368186122571,A,B
1144,4769,2288,6104,-1144,-3434,1,1,0.3336297837323732,0.2723810276710532,A,B
1145,4769,2290,5342,-1145,-3053,1,1,0.9447288896797755,0.9303705705345104,A,B
1147,4769,2294,5346,-1147,-3055,1,1,0.5724904445723034,0.5639798964492758,A,B
1148,4769,2296,5346,-1148,-3055,1,1,0.9185207915986839,0.8718386085248406,A,B
1152,4769,2304,5350,-1152,-3057,1,1,0.9794481790793579,0.9722124503947794,A,B
1154,4769,2308,5358,-1154,-3062,1,1,0.2128439475748486,0.17058478845316005,A,B
1155,4769,2310,5358,-1155,-3062,1,1,0.5288701782492147,0.5172140322695878,A,B
1156,4769,2312,5364,-1156,-3064,1,1,0.8221091740806139,0.7863143964531846,A,B
1157,4769,2314,5376,-1157,-3066,1,1,0.07369976116380261,0.049987341179931644,A,B
1158,4769,2316,5376,-1158,-3066,1,1,0.21755742741738526,0.18274601207146912,A,B
1159,4769,2318,5378,-1159,-3068,1,1,0.8538338013340624,0.8066293354359845,A,B
1160,4769,2320,5384,-1160,-3071,1,1,0.8307096584062149,0.7983384974668297,A,B
1161,4769,2322,5386,-1161,-3073,1,1,0.7361793834275767,0.7147060332966533,A,B
1162,4769,2324,5386,-1162,-3073,1,1,0.8157823951175387,0.7845146213411933,A,B
1163,4769,2326,5390,-1163,-3075,1,1,0.06460396527449719,0.042141323626516125,A,B
1164,4769,2328,5392,-1164,-3076,1,1,0.4287337711306999,0.3839774973189355,A,B
1166,4769,2332,5392,-1166,-3076,1,1,0.28186729114241615,0.24055981485762024,A,B
1168,4769,2336,5394,-1168,-3077,1,1,0.27399888234060465,0.22350250236830127,A,B
1169,4769,2338,5398,-1169,-3079,1,1,0.5374690178346578,0.5244064236368436,A,B
1170,4769,2340,5400,-1170,-3080,1,1,0.1247729883163925,0.1003296744209099,A,B
1172,4769,2344,5400,-1172,-3080,1,1,0.5862889741049291,0.5678276178771463,A,B
1173,4769,2346,5404,-1173,-3083,1,1,0.700221218235468,0.6691501012450989,A,B
1174,4769,2348,5410,-1174,-3084,1,1,0.22367655654573082,0.18843633151403405,A,B
1175,4769,2350,5410,-1175,-3084,1,1,0.03560230236608575,0.02890641259804505,A,B
1176,4769,2352,5412,-1176,-3087,1,1,0.35523349549226735,0.3070671375220516,A,B
1177,4769,2354,5418,-1177,-3090,1,1,0.30506600549802465,0.2691068211597738,A,B
1178,4769,2356,5418,-1178,-3090,1,1,0.6591426568939027,0.6108523749465351,A,B
1180,4769,2360,5420,-1180,-3092,1,1,0.1546218529084331,0.1378281844067265,A,B
1181,4769,2362,5424,-1181,-3093,1,1,0.4223709595774474,0.38359182289743265,A,B
1182,4769,2364,5428,-1182,-3095,1,1,0.2822348659828121,0.241020076185557,A,B
1183,4769,2366,5428,-1183,-3095,1,1,0.9839841321275486,0.9839841321275486,A,B
1185,4769,2370,5438,-1185,-3098,1,1,0.37187277996214285,0.3206211616683612,A,B
1187,4769,2374,5446,-1187,-3099,1,1,0.9612575576548273,0.9534435387121504,A,B
1190,4769,2380,5446,-1190,-3099,1,1,0.032523504647130164,0.014927674388902079,A,B
1191,4769,2382,5452,-1191,-3103,1,1,0.08003372295072286,0.060813072542556856,A,B
1193,4769,2386,5466,-1193,-3104,1,1,0.7344545041958663,0.7147060332966533,A,B
1194,4769,2388,5466,-1194,-3104,1,1,0.5784703428778065,0.5639798964492758,A,B
1195,4769,2390,5468,-1195,-3106,1,1,0.32066234043950936,0.2723810276710532,A,B
1196,4769,2392,5472,-1196,-3107,1,1,0.43492772738255114,0.40529944517643124,A,B
1198,4769,2396,5474,-1198,-3110,1,1,0.7696260032058277,0.7434981974992501,A,B
1199,4769,2398,5474,-1199,-3110,1,1,0.5431853791034466,0.5293669438787622,A,B
1203,4769,2406,5476,-1203,-3112,1,1,0.009686901590875818,0.0038644681598412056,A,B
1205,4769,2410,5482,-1205,-3118,1,1,0.7010393035239635,0.6691501012450989,A,B
1206,4769,2412,5482,-1206,-3118,1,1,0.9498350713579247,0.9303705705345104,A,B
1208,4769,2416,5484,-1208,-3119,1,1,0.10114342750876004,0.08518571984397771,A,B
1209,4769,2418,5488,-1209,-3121,1,1,0.47956153476679864,0.4409054793599425,A,B
1213,4769,2426,5492,-1213,-3123,1,1,0.2796654079857164,0.2305366671079544,A,B
1214,4769,2428,5492,-1214,-3123,1,1,0.5383432494241026,0.5244064236368436,A,B
1215,4769,2430,5494,-1215,-3124,1,1,0.691907746443297,0.6488593729214684,A,B
1216,4769,2432,5500,-1216,-3126,1,1,0.5896122010410051,0.5742903008873838,A,B
1223,4769,2446,5500,-1223,-3126,1,1,0.16551286225466277,0.1378281844067265,A,B
1225,4769,2450,5502,-1225,-3127,1,1,0.2284033451833818,0.18843633151403405,A,B
1226,4769,2452,5506,-1226,-3130,1,1,0.9737393900642545,0.9687904791429568,A,B
1227,4769,2454,5506,-1227,-3130,1,1,0.177357927287761,0.15342328920203419,A,B
1228,4769,2456,5508,-1228,-3132,1,1,0.6095285889503745,0.578914645904586,A,B
1229,4769,2458,5518,-1229,-3135,1,1,0.9611307417080623,0.948732922882207,A,B
1231,4769,2462,5522,-1231,-3138,1,1,0.12739590786656185,0.11161245723735569,A,B
1232,4769,2464,5522,-1232,-3138,1,1,0.508279864458125,0.5057113325314054,A,B
1233,4769,2466,5524,-1233,-3140,1,1,0.44756308527571986,0.41328736746549166,A,B
1235,4769,2470,5528,-1235,-3141,1,1,0.9828929444226199,0.9770743664240338,A,B
1236,4769,2472,5528,-1236,-3141,1,1,0.3423730634890496,0.29655900821439407,A,B
1238,4769,2476,5530,-1238,-3144,1,1,0.09141645808072985,0.08062485441986278,A,B
1239,4769,2478,5534,-1239,-3145,1,1,0.6876167709819963,0.6369045866801039,A,B
1240,4769,2480,5534,-1240,-3145,1,1,0.49462943052891806,0.48573108297627376,A,B
1243,4769,2486,5538,-1243,-3146,1,1,0.48938718943105375,0.4578046602740826,A,B
1244,4769,2488,5544,-1244,-3150,1,1,0.8689447752864571,0.8334432844070989,A,B
1246,4769,2492,5548,-1246,-3151,1,1,0.9063359445217832,0.861274705217188,A,B
1247,4769,2494,5548,-1247,-3151,1,1,0.0978761474158345,0.08167606683765005,A,B
1248,4769,2496,5550,-1248,-3153,1,1,0.14123113259372477,0.1274918551046238,A,B
1251,4769,2502,5552,-1251,-3155,1,1,0.028145811309584046,0.014927674388902079,A,B
1252,4769,2504,5552,-1252,-3155,1,1,0.10473531520398915,0.09812281723784155,A,B
1253,4769,2506,5556,-1253,-3157,1,1,0.2846277407388115,0.25413723861324644,A,B
1255,4769,2510,5560,-1255,-3158,1,1,0.4687451034673159,0.42787849076828455,A,B
1256,4769,2512,5566,-1256,-3161,1,1,0.005570752742919849,0.001821949410769741,A,B
1258,4769,2516,5566,-1258,-3161,1,1,0.28099652677538467,0.2305366671079544,A,B
1259,4769,2518,5568,-1259,-3162,1,1,0.8481108253281797,0.8049247086320629,A,B
1261,4769,2522,5572,-1261,-3166,1,1,0.4337989566453002,0.3939824335709884,A,B
1264,4769,2528,5572,-1264,-3166,1,1,0.6279389341986169,0.578914645904586,A,B
1265,4769,2530,5576,-1265,-3167,1,1,0.7938003516561487,0.7553192102423594,A,B
1266,4769,2532,5580,-1266,-3168,1,1,0.4346411583363985,0.3947884433232508,A,B
1268,4769,2536,5580,-1268,-3168,1,1,0.5968227693665424,0.576504222584609,A,B
1270,4769,2540,5584,-1270,-3171,1,1,0.18918407565850404,0.15711928674634346,A,B
1273,4769,2546,5586,-1273,-3172,1,1,0.4003200885939936,0.3541001588175644,A,B
1274,4769,2548,5588,-1274,-3177,1,1,0.9181876884013258,0.8718386085248406,A,B
1276,4769,2552,5588,-1276,-3177,1,1,0.7300118298021129,0.7035976698003591,A,B
1277,4769,2554,5594,-1277,-3178,1,1,0.7256942828223343,0.7035976698003591,A,B
1280,4769,2560,5596,-1280,-3181,1,1,0.2530028990585915,0.20420620977082515,A,B
1281,4769,2562,5596,-1281,-3181,1,1,0.8105557199831256,0.7715522176376897,A,B
1284,4769,2568,5600,-1284,-3182,1,1,0.8591910598182755,0.8164632480994188,A,B
1285,4769,2570,5602,-1285,-3184,1,1,0.31398551520727425,0.2691068211597738,A,B
1286,4769,2572,5602,-1286,-3184,1,1,0.4070358845493871,0.3622844436920112,A,B
1288,4769,2576,5604,-1288,-3187,1,1,0.9926138518769257,0.9944740726572984,A,B
1289,4769,2578,5608,-1289,-3191,1,1,0.7324016315416108,0.7084096773612025,A,B
1290,4769,2580,5610,-1290,-3192,1,1,0.9370760853201459,0.9239755549355453,A,B
1291,4769,2582,5610,-1291,-3192,1,1,0.49081944089486007,0.4708611622020543,A,B
1292,4769,2584,5614,-1292,-3193,1,1,0.4943381616724388,0.47584175381012384,A,B
1293,4769,2586,5616,-1293,-3197,1,1,0.142606195134084,0.12942458033777282,A,B
1295,4769,2590,5616,-1295,-3197,1,1,0.37297027043178854,0.33461109054482485,A,B
1297,4769,2594,5620,-1297,-3198,1,1,0.2006554762020314,0.1658796473669636,A,B
1298,4769,2596,5624,-1298,-3202,1,1,0.6988317599805862,0.6652796127508342,A,B
1299,4769,2598,5626,-1299,-3203,1,1,0.4993750871827658,0.494833775220371,A,B
1300,4769,2600,5626,-1300,-3203,1,1,0.36254271797548077,0.31288722673486835,A,B
1301,4769,2602,5634,-1301,-3205,1,1,0.5860955821906071,0.5678276178771463,A,B
1304,4769,2608,5638,-1304,-3206,1,1,0.5110818001396434,0.5089551691875212,A,B
1305,4769,2610,5638,-1305,-3206,1,1,0.7605046926476565,0.7349411616590555,A,B
1306,4769,2612,5646,-1306,-3208,1,1,0.2729742870508626,0.22350250236830127,A,B
1307,4769,2614,5648,-1307,-3209,1,1,0.6539252999386705,0.6049105647855177,A,B
1308,4769,2616,5648,-1308,-3209,1,1,0.4016697153978983,0.3622844436920112,A,B
1310,4769,2620,5652,-1310,-3211,1,1,0.8417778058899148,0.7983384974668297,A,B
1311,4769,2622,5656,-1311,-3212,1,1,0.9520749273979783,0.934540665405342,A,B
1312,4769,2624,5658,-1312,-3213,1,1,0.01792223188337483,0.010785107547286787,A,B
1314,4769,2628,5658,-1314,-3213,1,1,0.9220356505803082,0.8871531201447668,A,B
1315,4769,2630,5668,-1315,-3215,1,1,0.25584186383535634,0.20447145482616524,A,B
1316,4769,2632,5672,-1316,-3216,1,1,0.3929519103380055,0.3467922367848052,A,B
1318,4769,2636,5672,-1318,-3216,1,1,0.4818614655674248,0.45163245954388,A,B
1320,4769,2640,5674,-1320,-3218,1,1,0.5192282204577059,0.5110851577909193,A,B
1321,4769,2642,5684,-1321,-3219,1,1,0.9917339990784867,0.9872597865727357,A,B
1322,4769,2644,5684,-1322,-3219,1,1,0.33839578966356165,0.28925589685817976,A,B
1323,4769,2646,5686,-1323,-3224,1,1,0.26724622420146704,0.22165672816496917,A,B
1324,4769,2648,5692,-1324,-3225,1,1,0.5592988744410109,0.5483874182006229,A,B
1325,4769,2650,5694,-1325,-3227,1,1,0.145946243140193,0.12942458033777282,A,B
1327,4769,2654,5694,-1327,-3227,1,1,0.1516150282549268,0.1312793687711078,A,B
1328,4769,2656,5696,-1328,-3228,1,1,0.6782476454993269,0.6148166275211174,A,B
1329,4769,2658,5700,-1329,-3232,1,1,0.3393079379931765,0.29005724881410777,A,B
1330,4769,2660,5700,-1330,-3232,1,1,0.5692513378751899,0.5618584628857307,A,B
1331,4769,2662,5704,-1331,-3235,1,1,0.6658588306332373,0.6147408709676349,A,B
1333,4769,2666,5708,-1333,-3236,1,1,0.6648173789224036,0.6126882731315999,A,B
1334,4769,2668,5708,-1334,-3238,1,1,0.5069636967240253,0.494833775220371,A,B
1338,4769,2676,5710,-1338,-3238,1,1,0.933629962547152,0.9143554077433366,A,B
1340,4769,2680,5712,-1340,-3239,1,1,0.6891814721976873,0.6447461750811035,A,B
1341,4769,2682,5720,-1341,-3242,1,1,0.3939361990197163,0.3467922367848052,A,B
1342,4769,2684,5720,-1342,-3242,1,1,0.0779908029108175,0.05450756459755113,A,B
1345,4769,2690,5724,-1345,-3243,1,1,0.9442368233978876,0.927636691036431,A,B
1346,4769,2692,5734,-1346,-3245,1,1,0.27811194129478845,0.22565034474374557,A,B
1348,4769,2696,5734,-1348,-3245,1,1,0.8278085519668256,0.7966462126278536,A,B
1351,4769,2702,5736,-1351,-3246,1,1,0.5434914189088482,0.5339369261069321,A,B
1352,4769,2704,5738,-1352,-3248,1,1,0.45072945578998524,0.4148394984028383,A,B
1354,4769,2708,5742,-1354,-3249,1,1,0.3303143567321867,0.27957556634464376,A,B
1355,4769,2710,5742,-1355,-3249,1,1,0.28307550696725625,0.241020076185557,A,B
1356,4769,2712,5744,-1356,-3252,1,1,0.7539318649703789,0.7281753149833974,A,B
1358,4769,2716,5750,-1358,-3253,1,1,0.5482332373243739,0.540834462534557,A,B
1359,4769,2718,5750,-1359,-3253,1,1,0.19797201325889224,0.16553209266029612,A,B
1360,4769,2720,5752,-1360,-3256,1,1,0.7078126692013904,0.6802208630759197,A,B
1361,4769,2722,5756,-1361,-3257,1,1,0.11999123405894396,0.09812281723784155,A,B
1362,4769,2724,5756,-1362,-3257,1,1,0.6813503179058511,0.6194276180445482,A,B
1363,4769,2726,5764,-1363,-3258,1,1,0.4723892845770328,0.43821040098362085,A,B
1364,4769,2728,5766,-1364,-3263,1,1,0.7399933151276229,0.7184314053505323,A,B
1365,4769,2730,5772,-1365,-3264,1,1,0.04585173400023401,0.02890641259804505,A,B
1366,4769,2732,5772,-1366,-3264,1,1,0.3801803864658192,0.33461109054482485,A,B
1367,4769,2734,5774,-1367,-3266,1,1,0.41775697595111916,0.3770821598830879,A,B
1368,4769,2736,5780,-1368,-3267,1,1,0.9540695112351182,0.9396005944948667,A,B
1369,4769,2738,5780,-1369,-3267,1,1,0.4146544896300032,0.3750797499036297,A,B
1370,4769,2740,5788,-1370,-3269,1,1,0.3435993824250372,0.3025127166182384,A,B
1371,4769,2742,5792,-1371,-3270,1,1,0.05950460035361893,0.042141323626516125,A,B
1373,4769,2746,5792,-1373,-3270,1,1,0.6928100898229165,0.6540519974115205,A,B
1374,4769,2748,5796,-1374,-3274,1,1,0.23852793211828927,0.19160963417195387,A,B
1375,4769,2750,5798,-1375,-3275,1,1,0.9207569695799508,0.8809225796706706,A,B
1377,4769,2754,5804,-1377,-3279,1,1,0.3017044132008181,0.26377244133366806,A,B
1378,4769,2756,5804,-1378,-3279,1,1,0.9136238611239356,0.8713074291322984,A,B
1381,4769,2762,5816,-1381,-3280,1,1,0.466991205364622,0.42595429888758674,A,B
1384,4769,2768,5818,-1384,-3286,1,1,0.08797101687216768,0.07581916844292025,A,B
1385,4769,2770,5818,-1385,-3286,1,1,0.8562410694342233,0.8114537583882862,A,B
1387,4769,2774,5824,-1387,-3290,1,1,0.7744778594136267,0.7472742435857463,A,B
1390,4769,2780,5826,-1390,-3292,1,1,0.9872597865727357,0.9872597865727357,A,B
1392,4769,2784,5830,-1392,-3294,1,1,0.6289374798079954,0.5850625834023614,A,B
1393,4769,2786,5830,-1393,-3294,1,1,0.30446058279935273,0.26851316588012253,A,B
1396,4769,2792,5834,-1396,-3298,1,1,0.8112705654553839,0.7715522176376897,A,B
1397,4769,2794,5838,-1397,-3300,1,1,0.4940777035247129,0.4737526404175101,A,B
1399,4769,2798,5838,-1399,-3300,1,1,0.9724974514909392,0.9624734981550711,A,B
1400,4769,2800,5848,-1400,-3301,1,1,0.9241898287063978,0.8896766932364099,A,B
1401,4769,2802,5850,-1401,-3303,1,1,0.9710173689576083,0.9597358655455461,A,B
1402,4769,2804,5850,-1402,-3303,1,1,0.8984623285256276,0.8482181233587572,A,B
1405,4769,2810,5860,-1405,-3304,1,1,0.8838140361823748,0.8468914914221589,A,B
1407,4769,2814,5862,-1407,-3307,1,1,0.08306918895792292,0.07581916844292025,A,B
1409,4769,2818,5864,-1409,-3308,1,1,0.788033638948604,0.7522054182851269,A,B
1410,4769,2820,5864,-1410,-3308,1,1,0.760397984300601,0.7281753149833974,A,B
1412,4769,2824,5872,-1412,-3311,1,1,0.7401658949522132,0.7239643516932773,A,B
1413,4769,2826,5876,-1413,-3313,1,1,0.08198431676376172,0.07124125383624991,A,B
1415,4769,2830,5876,-1415,-3313,1,1,0.6466483736819758,0.5934539532909999,A,B
1416,4769,2832,5886,-1416,-3314,1,1,0.9793659847571262,0.9687904791429568,A,B
1420,4769,2840,5888,-1420,-3316,1,1,0.9268848313651561,0.9060607157109178,A,B
1421,4769,2842,5888,-1421,-3316,1,1,0.5836256872778486,0.5643649797470728,A,B
1422,4769,2844,5890,-1422,-3317,1,1,0.01778185274085109,0.0038644681598412056,A,B
1423,4769,2846,5900,-1423,-3321,1,1,0.6617449212746908,0.6108523749465351,A,B
1424,4769,2848,5902,-1424,-3322,1,1,0.14034257288698848,0.11423361057948744,A,B
1425,4769,2850,5902,-1425,-3322,1,1,0.6734207975507721,0.6148166275211174,A,B
1426,4769,2852,5906,-1426,-3326,1,1,0.4278312684355208,0.3839774973189355,A,B
1428,4769,2856,5908,-1428,-3329,1,1,0.5451665999369192,0.5339369261069321,A,B
1429,4769,2858,5908,-1429,-3329,1,1,0.8657360048727156,0.8317358872592439,A,B
1430,4769,2860,5910,-1430,-3331,1,1,0.7127241855731455,0.6925362445160747,A,B
1431,4769,2862,5914,-1431,-3332,1,1,0.3863490133081706,0.33581158310604886,A,B
1433,4769,2866,5916,-1433,-3334,1,1,0.710433805246029,0.6830623773615659,A,B
1436,4769,2872,5916,-1436,-3334,1,1,0.3028141615549653,0.26377244133366806,A,B
1437,4769,2874,5920,-1437,-3339,1,1,0.9560301096978734,0.9452116991909318,A,B
1438,4769,2876,5924,-1438,-3341,1,1,0.6931705129810481,0.6605086323111727,A,B
1439,4769,2878,5924,-1439,-3341,1,1,0.20127559110477944,0.1658796473669636,A,B
1440,4769,2880,5926,-1440,-3345,1,1,0.054038102365186025,0.035121154743001703,A,B
1441,4769,2882,5932,-1441,-3346,1,1,0.9043271728737088,0.8605368186122571,A,B
1442,4769,2884,5932,-1442,-3346,1,1,0.9228619867778096,0.8871531201447668,A,B
1444,4769,2888,5936,-1444,-3349,1,1,0.4662967939253444,0.42595429888758674,A,B
1445,4769,2890,5940,-1445,-3350,1,1,0.05752946869612696,0.03685484993142085,A,B
1446,4769,2892,5944,-1446,-3352,1,1,0.3404670840863737,0.29655900821439407,A,B
1448,4769,2896,5944,-1448,-3352,1,1,0.34920683005409614,0.3070671375220516,A,B
1449,4769,2898,5946,-1449,-3355,1,1,0.43912066568542907,0.40529944517643124,A,B
1452,4769,2904,5950,-1452,-3357,1,1,0.682488802095077,0.6364080175023646,A,B
1455,4769,2910,5950,-1455,-3357,1,1,0.516874536538805,0.5089551691875212,A,B
1456,4769,2912,5952,-1456,-3359,1,1,0.4860961932542175,0.4578046602740826,A,B
1457,4769,2914,5962,-1457,-3360,1,1,0.21428231802294906,0.17058478845316005,A,B
1458,4769,2916,5962,-1458,-3360,1,1,0.45675900261331737,0.423648850762522,A,B
1463,4769,2926,5966,-1463,-3364,1,1,0.49622710762551814,0.48573108297627376,A,B
1464,4769,2928,5968,-1464,-3366,1,1,0.9830155615890047,0.9770743664240338,A,B
1465,4769,2930,5972,-1465,-3370,1,1,0.7234382762742406,0.6977139168183455,A,B
1468,4769,2936,5972,-1468,-3370,1,1,0.4932928828895461,0.4708611622020543,A,B
1469,4769,2938,5980,-1469,-3373,1,1,0.13214554237466958,0.11423361057948744,A,B
1471,4769,2942,5988,-1471,-3375,1,1,0.5563525221752493,0.5483874182006229,A,B
1472,4769,2944,5988,-1472,-3375,1,1,0.7174312130643846,0.6925362445160747,A,B
1473,4769,2946,5992,-1473,-3376,1,1,0.9011700407603223,0.8527694037464577,A,B
1475,4769,2950,5996,-1475,-3382,1,1,0.4979901675484866,0.4871715175426282,A,B
1477,4769,2954,6000,-1477,-3383,1,1,0.4212061853598703,0.3770821598830879,A,B
1478,4769,2956,6000,-1478,-3383,1,1,0.6982154984120601,0.6605086323111727,A,B
1480,4769,2960,6002,-1480,-3385,1,1,0.18890090536257464,0.15711928674634346,A,B
1482,4769,2964,6006,-1482,-3386,1,1,0.6461542011912588,0.5934539532909999,A,B
1483,4769,2966,6006,-1483,-3386,1,1,0.9278699308165315,0.9060607157109178,A,B
1484,4769,2968,6008,-1484,-3387,1,1,0.3353949614173347,0.28925589685817976,A,B
1485,4769,2970,6018,-1485,-3390,1,1,0.17436516859389073,0.1511052467882985,A,B
1487,4769,2974,6018,-1487,-3390,1,1,0.09464401164507308,0.08167606683765005,A,B
1488,4769,2976,6020,-1488,-3391,1,1,0.9698427475663505,0.9534435387121504,A,B
1489,4769,2978,6022,-1489,-3393,1,1,0.28521678812898454,0.2604983046074889,A,B
1490,4769,2980,6026,-1490,-3394,1,1,0.6894188723024335,0.6488593729214684,A,B
1491,4769,2982,6026,-1491,-3394,1,1,0.24348637695545672,0.20420620977082515,A,B
1493,4769,2986,6028,-1493,-3398,1,1,0.49029229599289526,0.4644897433830574,A,B
1495,4769,2990,6032,-1495,-3399,1,1,0.9074703729631026,0.861274705217188,A,B
1496,4769,2992,6032,-1496,-3399,1,1,0.03554900219984625,0.023446746327649093,A,B
1498,4769,2996,6038,-1498,-3401,1,1,0.4088358641167824,0.37076041926504044,A,B
1499,4769,2998,6044,-1499,-3403,1,1,0.8209444522884232,0.7845146213411933,A,B
1500,4769,3000,6044,-1500,-3403,1,1,0.7722548847671646,0.7434981974992501,A,B
1501,4769,3002,6050,-1501,-3406,1,1,0.20515755831253768,0.1680533837169732,A,B
1503,4769,3006,6058,-1503,-3407,1,1,0.9585529635142938,0.9452116991909318,A,B
1504,4769,3008,6070,-1504,-3409,1,1,0.8540733698639233,0.8066293354359845,A,B
1506,4769,3012,6070,-1506,-3409,1,1,0.790569918112255,0.7553192102423594,A,B
1507,4769,3014,6074,-1507,-3414,1,1,0.5467635925376481,0.5363614037302173,A,B
1508,4769,3016,6076,-1508,-3416,1,1,0.8647119334390877,0.8195547680451946,A,B
1509,4769,3018,6076,-1509,-3416,1,1,0.8137782342542333,0.7750328015637515,A,B
1511,4769,3022,6080,-1511,-3418,1,1,0.45086415783514366,0.4148394984028383,A,B
1512,4769,3024,6082,-1512,-3419,1,1,0.8603008994370036,0.8164632480994188,A,B
1515,4769,3030,6090,-1515,-3421,1,1,0.8026008461323544,0.7639860250737197,A,B
1516,4769,3032,6090,-1516,-3421,1,1,0.8818987301731559,0.8334432844070989,A,B
1517,4769,3034,6092,-1517,-3422,1,1,0.9364137562034626,0.9239755549355453,A,B
1519,4769,3038,6094,-1519,-3430,1,1,0.20368509870930107,0.16791369286963842,A,B
1520,4769,3040,6094,-1520,-3430,1,1,0.9262146055755514,0.8965183846598592,A,B
1521,4769,3042,6098,-1521,-3431,1,1,0.07386050449180426,0.05450756459755113,A,B
1522,4769,3044,6100,-1522,-3433,1,1,0.6823273916255311,0.6364080175023646,A,B
1524,4769,3048,6100,-1524,-3433,1,1,0.8998880272005004,0.8482181233587572,A,B
1526,4769,3052,6104,-1526,-3434,1,1,0.4765039576153749,0.4409054793599425,A,B
1527,4769,3054,5342,-1527,-3053,1,1,0.15528060680373001,0.19160963417195387,A,B
1528,4769,3056,5346,-1528,-3055,1,1,0.07806223170806326,0.09812281723784155,A,B
1529,4769,3058,5346,-1529,-3055,1,1,0.10833701252715267,0.1378281844067265,A,B
1530,4769,3060,5350,-1530,-3057,1,1,0.40871883686865174,0.4409054793599425,A,B
1532,4769,3064,5358,-1532,-3062,1,1,0.36149072521218373,0.4148394984028383,A,B
1533,4769,3066,5358,-1533,-3062,1,1,0.04237443035084032,0.07124125383624991,A,B
1534,4769,3068,5364,-1534,-3064,1,1,0.11032486811651421,0.1378281844067265,A,B
1535,4769,3070,5376,-1535,-3066,1,1,0.8323129185422745,0.8468914914221589,A,B
1536,4769,3072,5378,-1536,-3068,1,1,0.07451289292913454,0.08518571984397771,A,B
1537,4769,3074,5378,-1537,-3068,1,1,0.17312567242081467,0.22350250236830127,A,B
1538,4769,3076,5384,-1538,-3071,1,1,0.30180313363988254,0.33581158310604886,A,B
1539,4769,3078,5386,-1539,-3073,1,1,0.5244955222409668,0.5678276178771463,A,B
1540,4769,3080,5386,-1540,-3073,1,1,0.13911919937632078,0.17058478845316005,A,B
1541,4769,3082,5390,-1541,-3075,1,1,0.20997051380003473,0.2604983046074889,A,B
1543,4769,3086,5392,-1543,-3076,1,1,0.9267628227891955,0.9303705705345104,A,B
1544,4769,3088,5394,-1544,-3077,1,1,0.8502800185224961,0.861274705217188,A,B
1546,4769,3092,5394,-1546,-3077,1,1,0.5766343238446089,0.6194276180445482,A,B
1548,4769,3096,5398,-1548,-3079,1,1,0.6840523282443554,0.7239643516932773,A,B
1550,4769,3100,5400,-1550,-3080,1,1,0.157402921730732,0.20420620977082515,A,B
1551,4769,3102,5400,-1551,-3080,1,1,0.64434559189783,0.6977139168183455,A,B
1554,4769,3108,5404,-1554,-3083,1,1,0.846363134050618,0.861274705217188,A,B
1555,4769,3110,5410,-1555,-3084,1,1,0.17912094206513207,0.22565034474374557,A,B
1557,4769,3114,5412,-1557,-3087,1,1,0.46339230411190446,0.494833775220371,A,B
1558,4769,3116,5412,-1558,-3087,1,1,0.4966008681725639,0.5483874182006229,A,B
1560,4769,3120,5418,-1560,-3090,1,1,0.12866384358822325,0.1658796473669636,A,B
1561,4769,3122,5420,-1561,-3092,1,1,0.4844106117172817,0.5244064236368436,A,B
1562,4769,3124,5424,-1562,-3093,1,1,0.24234428634190497,0.27957556634464376,A,B
