Feature_A,Feature_A_noFeature_B,Feature_B,Feature_B_noFeature_B,Feature_C,Feature_C_noFeature_B,Constant_Feature,Constant_Feature_noFeature_B,Random_Feature,Random_Feature_noFeature_B,Outcome,Outcome_noFeature_B
1508,3038,3016,9538,-1508,-3416,1,1,0.8647119334390877,0.8195547680451946,A,B
1509,3038,3018,9538,-1509,-3416,1,1,0.8137782342542333,0.7750328015637515,A,B
1511,3040,3022,9538,-1511,-3418,1,1,0.45086415783514366,0.4148394984028383,A,B
1512,3041,3024,9538,-1512,-3419,1,1,0.8603008994370036,0.8164632480994188,A,B
1515,3045,3030,9538,-1515,-3421,1,1,0.8026008461323544,0.7639860250737197,A,B
1516,3045,3032,9538,-1516,-3421,1,1,0.8818987301731559,0.8334432844070989,A,B
1517,3046,3034,9538,-1517,-3422,1,1,0.9364137562034626,0.9239755549355453,A,B
1519,3047,3038,9538,-1519,-3430,1,1,0.20368509870930107,0.16791369286963842,A,B
1520,3047,3040,9538,-1520,-3430,1,1,0.9262146055755514,0.8965183846598592,A,B
1521,3049,3042,9538,-1521,-3431,1,1,0.07386050449180426,0.05450756459755113,A,B
1522,3050,3044,9538,-1522,-3433,1,1,0.6823273916255311,0.6364080175023646,A,B
1524,3050,3048,9538,-1524,-3433,1,1,0.8998880272005004,0.8482181233587572,A,B
1526,3052,3052,9538,-1526,-3434,1,1,0.4765039576153749,0.4409054793599425,A,B
1527,2671,3054,9538,-1527,-3053,1,1,0.15528060680373001,0.19160963417195387,A,B
1528,2673,3056,9538,-1528,-3055,1,1,0.07806223170806326,0.09812281723784155,A,B
1529,2673,3058,9538,-1529,-3055,1,1,0.10833701252715267,0.1378281844067265,A,B
1530,2675,3060,9538,-1530,-3057,1,1,0.40871883686865174,0.4409054793599425,A,B
1532,2679,3064,9538,-1532,-3062,1,1,0.36149072521218373,0.4148394984028383,A,B
1533,2679,3066,9538,-1533,-3062,1,1,0.04237443035084032,0.07124125383624991,A,B
1534,2682,3068,9538,-1534,-3064,1,1,0.11032486811651421,0.1378281844067265,A,B
1535,2688,3070,9538,-1535,-3066,1,1,0.8323129185422745,0.8468914914221589,A,B
1536,2689,3072,9538,-1536,-3068,1,1,0.07451289292913454,0.08518571984397771,A,B
1537,2689,3074,9538,-1537,-3068,1,1,0.17312567242081467,0.22350250236830127,A,B
1538,2692,3076,9538,-1538,-3071,1,1,0.30180313363988254,0.33581158310604886,A,B
1539,2693,3078,9538,-1539,-3073,1,1,0.5244955222409668,0.5678276178771463,A,B
1540,2693,3080,9538,-1540,-3073,1,1,0.13911919937632078,0.17058478845316005,A,B
1541,2695,3082,9538,-1541,-3075,1,1,0.20997051380003473,0.2604983046074889,A,B
1543,2696,3086,9538,-1543,-3076,1,1,0.9267628227891955,0.9303705705345104,A,B
1544,2697,3088,9538,-1544,-3077,1,1,0.8502800185224961,0.861274705217188,A,B
1546,2697,3092,9538,-1546,-3077,1,1,0.5766343238446089,0.6194276180445482,A,B
1548,2699,3096,9538,-1548,-3079,1,1,0.6840523282443554,0.7239643516932773,A,B
1550,2700,3100,9538,-1550,-3080,1,1,0.157402921730732,0.20420620977082515,A,B
1551,2700,3102,9538,-1551,-3080,1,1,0.64434559189783,0.6977139168183455,A,B
1554,2702,3108,9538,-1554,-3083,1,1,0.846363134050618,0.861274705217188,A,B
1555,2705,3110,9538,-1555,-3084,1,1,0.17912094206513207,0.22565034474374557,A,B
1557,2706,3114,9538,-1557,-3087,1,1,0.46339230411190446,0.494833775220371,A,B
1558,2706,3116,9538,-1558,-3087,1,1,0.4966008681725639,0.5483874182006229,A,B
1560,2709,3120,9538,-1560,-3090,1,1,0.12866384358822325,0.1658796473669636,A,B
1561,2710,3122,9538,-1561,-3092,1,1,0.4844106117172817,0.5244064236368436,A,B
1562,2712,3124,9538,-1562,-3093,1,1,0.24234428634190497,0.27957556634464376,A,B
1566,2712,3132,9538,-1566,-3093,1,1,0.45288859373789003,0.4737526404175101,A,B
1570,2714,3140,9538,-1570,-3095,1,1,0.6416230882337067,0.6925362445160747,A,B
1571,2719,3142,9538,-1571,-3098,1,1,0.00703947821369677,0.0038644681598412056,A,B
1572,2719,3144,9538,-1572,-3098,1,1,0.7459706489488102,0.7715522176376897,A,B
1573,2723,3146,9538,-1573,-3099,1,1,0.3238398644991358,0.3750797499036297,A,B
1574,2726,3148,9538,-1574,-3103,1,1,0.29852784226254725,0.33461109054482485,A,B
1576,2733,3152,9538,-1576,-3104,1,1,0.32483166690713416,0.3770821598830879,A,B
1577,2733,3154,9538,-1577,-3104,1,1,0.5966227540229792,0.6488593729214684,A,B
1578,2734,3156,9538,-1578,-3106,1,1,0.7776055341154291,0.8049247086320629,A,B
1580,2736,3160,9538,-1580,-3107,1,1,0.9603582126146761,0.9624734981550711,A,B
1581,2736,3162,9538,-1581,-3107,1,1,0.7376298896846667,0.7715522176376897,A,B
1582,2737,3164,9538,-1582,-3110,1,1,0.6900056594399526,0.7281753149833974,A,B
1583,2738,3166,9538,-1583,-3112,1,1,0.5148163891730148,0.5639798964492758,A,B
1585,2741,3170,9538,-1585,-3118,1,1,0.9913924458909358,0.9770743664240338,A,B
1586,2741,3172,9538,-1586,-3118,1,1,0.25694118310422254,0.28925589685817976,A,B
1587,2742,3174,9538,-1587,-3119,1,1,0.3402678632509334,0.41328736746549166,A,B
1588,2744,3176,9538,-1588,-3121,1,1,0.9722124503947794,0.9722124503947794,A,B
1592,2744,3184,9538,-1592,-3121,1,1,0.8366845404859768,0.8482181233587572,A,B
1595,2746,3190,9538,-1595,-3123,1,1,0.9963934826446249,0.9872597865727357,A,B
1596,2747,3192,9538,-1596,-3124,1,1,0.026864885281081996,0.02890641259804505,A,B
1597,2750,3194,9538,-1597,-3126,1,1,0.2643170282486127,0.3025127166182384,A,B
1598,2750,3196,9538,-1598,-3126,1,1,0.2588928079969556,0.29005724881410777,A,B
1599,2751,3198,9538,-1599,-3127,1,1,0.05017843863384952,0.07581916844292025,A,B
1600,2753,3200,9538,-1600,-3130,1,1,0.23128773468100405,0.26851316588012253,A,B
1601,2753,3202,9538,-1601,-3130,1,1,0.49576673948380245,0.5363614037302173,A,B
1602,2754,3204,9538,-1602,-3132,1,1,0.601199075156141,0.6540519974115205,A,B
1603,2759,3206,9538,-1603,-3135,1,1,0.04822331030993576,0.07581916844292025,A,B
1604,2761,3208,9538,-1604,-3138,1,1,0.8508894686272718,0.8713074291322984,A,B
1607,2761,3214,9538,-1607,-3138,1,1,0.6445461146405752,0.6977139168183455,A,B
1608,2762,3216,9538,-1608,-3140,1,1,0.9394176769511648,0.9534435387121504,A,B
1609,2764,3218,9538,-1609,-3141,1,1,0.9391765502562532,0.948732922882207,A,B
1610,2764,3220,9538,-1610,-3141,1,1,0.10127855683593956,0.1274918551046238,A,B
1613,2765,3226,9538,-1613,-3144,1,1,0.7201717907118329,0.7434981974992501,A,B
1616,2767,3232,9538,-1616,-3145,1,1,0.5059300438690756,0.5618584628857307,A,B
1617,2769,3234,9538,-1617,-3146,1,1,0.8805775502414807,0.8965183846598592,A,B
1619,2769,3238,9538,-1619,-3146,1,1,0.01116118187065418,0.0038644681598412056,A,B
1620,2772,3240,9538,-1620,-3150,1,1,0.9942196855941206,0.9872597865727357,A,B
1621,2774,3242,9538,-1621,-3151,1,1,0.8924376142873832,0.9143554077433366,A,B
1623,2775,3246,9538,-1623,-3153,1,1,0.01995713143478084,0.014927674388902079,A,B
1625,2775,3250,9538,-1625,-3153,1,1,0.20301536592239366,0.241020076185557,A,B
1627,2776,3254,9538,-1627,-3155,1,1,0.02493665642450371,0.023446746327649093,A,B
1628,2778,3256,9538,-1628,-3157,1,1,0.33853294832057546,0.3947884433232508,A,B
1629,2778,3258,9538,-1629,-3157,1,1,0.07920733090440968,0.1003296744209099,A,B
1633,2780,3266,9538,-1633,-3158,1,1,0.47041271884517744,0.5057113325314054,A,B
1634,2783,3268,9538,-1634,-3161,1,1,0.5442130694421745,0.5934539532909999,A,B
1638,2784,3276,9538,-1638,-3162,1,1,0.93599430719544,0.9452116991909318,A,B
1640,2784,3280,9538,-1640,-3162,1,1,0.04191483095956894,0.060813072542556856,A,B
1641,2786,3282,9538,-1641,-3166,1,1,0.3802781789005556,0.423648850762522,A,B
1643,2788,3286,9538,-1643,-3167,1,1,0.5758617880201174,0.6148166275211174,A,B
1644,2788,3288,9538,-1644,-3167,1,1,0.031601879880257866,0.03685484993142085,A,B
1645,2790,3290,9538,-1645,-3168,1,1,0.30647671620569283,0.3467922367848052,A,B
1646,2792,3292,9538,-1646,-3171,1,1,0.5410032166653709,0.5850625834023614,A,B
1648,2793,3296,9538,-1648,-3172,1,1,0.8463012947100607,0.8605368186122571,A,B
1650,2793,3300,9538,-1650,-3172,1,1,0.14388323120158464,0.18274601207146912,A,B
1654,2794,3308,9538,-1654,-3177,1,1,0.4698353273665742,0.5057113325314054,A,B
1657,2797,3314,9538,-1657,-3178,1,1,0.2905819783430106,0.3206211616683612,A,B
1658,2797,3316,9538,-1658,-3178,1,1,0.6973141751944025,0.7349411616590555,A,B
1660,2798,3320,9538,-1660,-3181,1,1,0.9159880158896844,0.927636691036431,A,B
1661,2800,3322,9538,-1661,-3182,1,1,0.8535229232999803,0.8718386085248406,A,B
1662,2801,3324,9538,-1662,-3184,1,1,0.03429819226049846,0.042141323626516125,A,B
1666,2801,3332,9538,-1666,-3184,1,1,0.6970831564755493,0.7349411616590555,A,B
1667,2802,3334,9538,-1667,-3187,1,1,0.02803160607426991,0.035121154743001703,A,B
1668,2804,3336,9538,-1668,-3191,1,1,0.17386392953146712,0.22350250236830127,A,B
1669,2804,3338,9538,-1669,-3191,1,1,0.3081430801572336,0.3622844436920112,A,B
1670,2805,3340,9538,-1670,-3192,1,1,0.39589014693804003,0.42787849076828455,A,B
1671,2807,3342,9538,-1671,-3193,1,1,0.3070316002243687,0.3541001588175644,A,B
1672,2808,3344,9538,-1672,-3197,1,1,0.7288907140391206,0.7522054182851269,A,B
1674,2808,3348,9538,-1674,-3197,1,1,0.5876926392402928,0.6369045866801039,A,B
1676,2810,3352,9538,-1676,-3198,1,1,0.9929349918025255,0.9839841321275486,A,B
1677,2812,3354,9538,-1677,-3202,1,1,0.5819249844888119,0.6369045866801039,A,B
1679,2812,3358,9538,-1679,-3202,1,1,0.4432700739635078,0.4708611622020543,A,B
1680,2813,3360,9538,-1680,-3203,1,1,0.4879352749929191,0.5293669438787622,A,B
1681,2817,3362,9538,-1681,-3205,1,1,0.45134086938362905,0.4737526404175101,A,B
1683,2819,3366,9538,-1683,-3206,1,1,0.9299110484648774,0.9396005944948667,A,B
1685,2819,3370,9538,-1685,-3206,1,1,0.20145390318401035,0.24055981485762024,A,B
1689,2823,3378,9538,-1689,-3208,1,1,0.7667708937925021,0.7966462126278536,A,B
1691,2824,3382,9538,-1691,-3209,1,1,0.2859392713282217,0.3206211616683612,A,B
1692,2826,3384,9538,-1692,-3211,1,1,0.15725026677313925,0.20420620977082515,A,B
1693,2826,3386,9538,-1693,-3211,1,1,0.4579143162974324,0.47584175381012384,A,B
1695,2828,3390,9538,-1695,-3212,1,1,0.197819117543505,0.2305366671079544,A,B
1696,2829,3392,9538,-1696,-3213,1,1,0.9746788323409398,0.9770743664240338,A,B
1697,2829,3394,9538,-1697,-3213,1,1,0.33759811870301437,0.3947884433232508,A,B
1698,2834,3396,9538,-1698,-3215,1,1,0.7363510818630119,0.7553192102423594,A,B
1699,2836,3398,9538,-1699,-3216,1,1,0.63025016423023,0.6802208630759197,A,B
1701,2837,3402,9538,-1701,-3218,1,1,0.38360643579198117,0.42595429888758674,A,B
1703,2837,3406,9538,-1703,-3218,1,1,0.11413199159078213,0.15342328920203419,A,B
1704,2842,3408,9538,-1704,-3219,1,1,0.9968111049287246,0.9944740726572984,A,B
1705,2843,3410,9538,-1705,-3224,1,1,0.10187421000918195,0.12942458033777282,A,B
1707,2843,3414,9538,-1707,-3224,1,1,0.2581749171076646,0.29005724881410777,A,B
1708,2846,3416,9538,-1708,-3225,1,1,0.4594102673062074,0.4871715175426282,A,B
1709,2847,3418,9538,-1709,-3227,1,1,0.03192765668882014,0.042141323626516125,A,B
1713,2848,3426,9538,-1713,-3228,1,1,0.47508825484760797,0.5089551691875212,A,B
1714,2848,3428,9538,-1714,-3228,1,1,0.3236088276056426,0.3750797499036297,A,B
1715,2850,3430,9538,-1715,-3232,1,1,0.06849375552004067,0.08167606683765005,A,B
1716,2852,3432,9538,-1716,-3235,1,1,0.8092860831929545,0.8195547680451946,A,B
1717,2852,3434,9538,-1717,-3235,1,1,0.33128955120271886,0.3839774973189355,A,B
1718,2854,3436,9538,-1718,-3236,1,1,0.6021930969176292,0.6605086323111727,A,B
1719,2855,3438,9538,-1719,-3238,1,1,0.05729274218377789,0.08062485441986278,A,B
1720,2856,3440,9538,-1720,-3239,1,1,0.2608486941275715,0.29655900821439407,A,B
1722,2856,3444,9538,-1722,-3239,1,1,0.038285201639213784,0.049987341179931644,A,B
1723,2860,3446,9538,-1723,-3242,1,1,0.5551128586009192,0.6108523749465351,A,B
1724,2862,3448,9538,-1724,-3243,1,1,0.2407716799228079,0.2723810276710532,A,B
1726,2862,3452,9538,-1726,-3243,1,1,0.6333135156079693,0.6830623773615659,A,B
1727,2867,3454,9538,-1727,-3245,1,1,0.18537501855030236,0.2305366671079544,A,B
1731,2868,3462,9538,-1731,-3246,1,1,0.039611011146401864,0.060813072542556856,A,B
1732,2869,3464,9538,-1732,-3248,1,1,0.9446512117934958,0.9534435387121504,A,B
1733,2869,3466,9538,-1733,-3248,1,1,0.11136256933678812,0.15342328920203419,A,B
1734,2871,3468,9538,-1734,-3249,1,1,0.4589322353746511,0.48573108297627376,A,B
1735,2872,3470,9538,-1735,-3252,1,1,0.3906493834642444,0.42787849076828455,A,B
1737,2872,3474,9538,-1737,-3252,1,1,0.7902862481802225,0.8066293354359845,A,B
1738,2875,3476,9538,-1738,-3253,1,1,0.9073310433237448,0.9239755549355453,A,B
1739,2876,3478,9538,-1739,-3256,1,1,0.5276213513957431,0.5678276178771463,A,B
1740,2878,3480,9538,-1740,-3257,1,1,0.15846083228067787,0.20447145482616524,A,B
1741,2878,3482,9538,-1741,-3257,1,1,0.41397198225881227,0.4578046602740826,A,B
1742,2882,3484,9538,-1742,-3258,1,1,0.7672423390624548,0.7983384974668297,A,B
1743,2883,3486,9538,-1743,-3263,1,1,0.4619185957015839,0.4871715175426282,A,B
1744,2883,3488,9538,-1744,-3263,1,1,0.7661274133198506,0.7863143964531846,A,B
1747,2886,3494,9538,-1747,-3264,1,1,0.8413825548613614,0.8527694037464577,A,B
1748,2887,3496,9538,-1748,-3266,1,1,0.5627602162198824,0.6126882731315999,A,B
1749,2890,3498,9538,-1749,-3267,1,1,0.8884520031744852,0.9060607157109178,A,B
1751,2890,3502,9538,-1751,-3267,1,1,0.5915380721374611,0.6447461750811035,A,B
1752,2894,3504,9538,-1752,-3269,1,1,0.7614441991089297,0.7845146213411933,A,B
1753,2896,3506,9538,-1753,-3270,1,1,0.6775397105524213,0.7184314053505323,A,B
1756,2898,3512,9538,-1756,-3274,1,1,0.600260913279136,0.6488593729214684,A,B
1757,2898,3514,9538,-1757,-3274,1,1,0.2834623795172999,0.31288722673486835,A,B
1759,2899,3518,9538,-1759,-3275,1,1,0.4880747680116274,0.5339369261069321,A,B
1760,2902,3520,9538,-1760,-3279,1,1,0.5023278274025796,0.5618584628857307,A,B
1761,2902,3522,9538,-1761,-3279,1,1,0.41312495530900273,0.45163245954388,A,B
1762,2908,3524,9538,-1762,-3280,1,1,0.101877147131897,0.1312793687711078,A,B
1763,2909,3526,9538,-1763,-3286,1,1,0.0894823071097327,0.11161245723735569,A,B
1765,2912,3530,9538,-1765,-3290,1,1,0.7490081214142095,0.7750328015637515,A,B
1767,2912,3534,9538,-1767,-3290,1,1,0.5519180317848822,0.6049105647855177,A,B
1769,2913,3538,9538,-1769,-3292,1,1,0.13356805680933326,0.1680533837169732,A,B
1770,2915,3540,9538,-1770,-3294,1,1,0.6555894059607886,0.7084096773612025,A,B
1772,2915,3544,9538,-1772,-3294,1,1,0.6206638821645928,0.6691501012450989,A,B
1773,2917,3546,9538,-1773,-3298,1,1,0.9671919399875116,0.9624734981550711,A,B
1774,2919,3548,9538,-1774,-3300,1,1,0.9687904791429568,0.9687904791429568,A,B
1776,2924,3552,9538,-1776,-3301,1,1,0.2153692875107437,0.26377244133366806,A,B
1777,2924,3554,9538,-1777,-3301,1,1,0.7956739301546234,0.8164632480994188,A,B
1779,2925,3558,9538,-1779,-3303,1,1,0.02691750725771036,0.035121154743001703,A,B
1782,2930,3564,9538,-1782,-3304,1,1,0.2047558998373843,0.25413723861324644,A,B
1784,2930,3568,9538,-1784,-3304,1,1,0.8183535600894952,0.8334432844070989,A,B
1785,2931,3570,9538,-1785,-3307,1,1,0.48343099165728376,0.5172140322695878,A,B
1786,2932,3572,9538,-1786,-3308,1,1,0.11109485003510788,0.1511052467882985,A,B
1787,2936,3574,9538,-1787,-3311,1,1,0.8651341273393809,0.8809225796706706,A,B
1788,2936,3576,9538,-1788,-3311,1,1,0.14936681025863574,0.18843633151403405,A,B
1789,2938,3578,9538,-1789,-3313,1,1,0.8034282797601926,0.8195547680451946,A,B
1791,2943,3582,9538,-1791,-3314,1,1,0.32583967023408034,0.38359182289743265,A,B
1793,2943,3586,9538,-1793,-3314,1,1,0.2739193093139054,0.3025127166182384,A,B
1795,2944,3590,9538,-1795,-3316,1,1,0.31086029339821875,0.37076041926504044,A,B
1797,2945,3594,9538,-1797,-3317,1,1,0.933823876081929,0.9396005944948667,A,B
1799,2950,3598,9538,-1799,-3321,1,1,0.4775008798929622,0.5110851577909193,A,B
1800,2950,3600,9538,-1800,-3321,1,1,0.8094884486493297,0.8317358872592439,A,B
1801,2951,3602,9538,-1801,-3322,1,1,0.6605013994520523,0.7147060332966533,A,B
1802,2953,3604,9538,-1802,-3326,1,1,0.8455523312287258,0.8527694037464577,A,B
1803,2953,3606,9538,-1803,-3326,1,1,0.31069059656682696,0.3622844436920112,A,B
1806,2954,3612,9538,-1806,-3329,1,1,0.7369859456227806,0.7639860250737197,A,B
1807,2955,3614,9538,-1807,-3331,1,1,0.8145700478417189,0.8334432844070989,A,B
1808,2957,3616,9538,-1808,-3332,1,1,0.42270275535727264,0.4644897433830574,A,B
1810,2957,3620,9538,-1810,-3332,1,1,0.2827813622451948,0.3070671375220516,A,B
1812,2958,3624,9538,-1812,-3334,1,1,0.9269407802317903,0.9303705705345104,A,B
1813,2960,3626,9538,-1813,-3339,1,1,0.5805982865874899,0.6364080175023646,A,B
1817,2962,3634,9538,-1817,-3341,1,1,0.33721135885750075,0.3939824335709884,A,B
1820,2962,3640,9538,-1820,-3341,1,1,0.5666653923938603,0.6147408709676349,A,B
1821,2963,3642,9538,-1821,-3345,1,1,0.5572810900150791,0.6126882731315999,A,B
1823,2966,3646,9538,-1823,-3346,1,1,0.23185636270789,0.2691068211597738,A,B
1824,2966,3648,9538,-1824,-3346,1,1,0.9473443631071332,0.9597358655455461,A,B
1825,2968,3650,9538,-1825,-3349,1,1,0.013139596663018893,0.010785107547286787,A,B
1828,2970,3656,9538,-1828,-3350,1,1,0.5355481765332857,0.576504222584609,A,B
1831,2972,3662,9538,-1831,-3352,1,1,0.11703462317471269,0.15711928674634346,A,B
1832,2972,3664,9538,-1832,-3352,1,1,0.49650948533660855,0.540834462534557,A,B
1833,2973,3666,9538,-1833,-3355,1,1,0.15304270132517517,0.18843633151403405,A,B
1834,2975,3668,9538,-1834,-3357,1,1,0.22122087557153325,0.26851316588012253,A,B
1835,2975,3670,9538,-1835,-3357,1,1,0.3278670527577783,0.3839774973189355,A,B
1836,2976,3672,9538,-1836,-3359,1,1,0.6500590201668665,0.7035976698003591,A,B
1837,2981,3674,9538,-1837,-3360,1,1,0.4859862395803064,0.5293669438787622,A,B
1838,2983,3676,9538,-1838,-3364,1,1,0.5444450895349052,0.5934539532909999,A,B
1840,2983,3680,9538,-1840,-3364,1,1,0.631707604557591,0.6802208630759197,A,B
1842,2984,3684,9538,-1842,-3366,1,1,0.3393180736496326,0.40529944517643124,A,B
1844,2986,3688,9538,-1844,-3370,1,1,0.5319442986150983,0.5742903008873838,A,B
1846,2986,3692,9538,-1846,-3370,1,1,0.5177460125035408,0.5643649797470728,A,B
1847,2990,3694,9538,-1847,-3373,1,1,0.6119704270585965,0.6652796127508342,A,B
1848,2994,3696,9538,-1848,-3375,1,1,0.13646352114200255,0.1680533837169732,A,B
1849,2996,3698,9538,-1849,-3376,1,1,0.868011078549072,0.8809225796706706,A,B
1850,2996,3700,9538,-1850,-3376,1,1,0.07681475110316438,0.08518571984397771,A,B
1852,2998,3704,9538,-1852,-3382,1,1,0.09804782998084682,0.11423361057948744,A,B
1853,3000,3706,9538,-1853,-3383,1,1,0.23549640804916172,0.2723810276710532,A,B
1855,3000,3710,9538,-1855,-3383,1,1,0.13348249160893266,0.16791369286963842,A,B
1856,3001,3712,9538,-1856,-3385,1,1,0.37169259341152117,0.4148394984028383,A,B
1857,3003,3714,9538,-1857,-3386,1,1,0.6504843356286799,0.7084096773612025,A,B
1858,3004,3716,9538,-1858,-3387,1,1,0.4816207933450317,0.5172140322695878,A,B
1865,3004,3730,9538,-1865,-3387,1,1,0.4293755343793596,0.4644897433830574,A,B
1866,3009,3732,9538,-1866,-3390,1,1,0.396519841439153,0.43821040098362085,A,B
1868,3010,3736,9538,-1868,-3391,1,1,0.013806593625303454,0.014927674388902079,A,B
1871,3010,3742,9538,-1871,-3391,1,1,0.7950687392898881,0.8114537583882862,A,B
1872,3011,3744,9538,-1872,-3393,1,1,0.532964923337255,0.576504222584609,A,B
1873,3013,3746,9538,-1873,-3394,1,1,0.1238213782194183,0.1658796473669636,A,B
1874,3014,3748,9538,-1874,-3398,1,1,0.038442801459862785,0.05450756459755113,A,B
1875,3014,3750,9538,-1875,-3398,1,1,0.20345918482194314,0.25413723861324644,A,B
1876,3016,3752,9538,-1876,-3399,1,1,0.898377541963658,0.9143554077433366,A,B
1878,3019,3756,9538,-1878,-3401,1,1,0.871110761627433,0.8871531201447668,A,B
1879,3022,3758,9538,-1879,-3403,1,1,0.0021858225281002897,0.001821949410769741,A,B
1880,3022,3760,9538,-1880,-3403,1,1,0.6142411009719002,0.6652796127508342,A,B
1881,3025,3762,9538,-1881,-3406,1,1,0.1001928902773005,0.1274918551046238,A,B
1882,3029,3764,9538,-1882,-3407,1,1,0.09767565167533021,0.11161245723735569,A,B
1883,3029,3766,9538,-1883,-3407,1,1,0.7722656046179476,0.7983384974668297,A,B
1885,3035,3770,9538,-1885,-3409,1,1,0.40412781684680754,0.4409054793599425,A,B
1886,3037,3772,9538,-1886,-3414,1,1,0.6850119017193581,0.7239643516932773,A,B
1887,3038,3774,9538,-1887,-3416,1,1,0.8741919725623498,0.8896766932364099,A,B
1888,3038,3776,9538,-1888,-3416,1,1,0.7512914064140249,0.7845146213411933,A,B
1889,3040,3778,9538,-1889,-3418,1,1,0.8750170680093852,0.8896766932364099,A,B
1890,3041,3780,9538,-1890,-3419,1,1,0.5678547363838027,0.6148166275211174,A,B
1891,3041,3782,9538,-1891,-3419,1,1,0.4959118322345383,0.540834462534557,A,B
1893,3045,3786,9538,-1893,-3421,1,1,0.9284686281346275,0.934540665405342,A,B
1895,3046,3790,9538,-1895,-3422,1,1,0.30313858179988895,0.33581158310604886,A,B
1896,3047,3792,9538,-1896,-3430,1,1,0.7866068780267328,0.8066293354359845,A,B
1897,3047,3794,9538,-1897,-3430,1,1,0.7224764487363369,0.7472742435857463,A,B
1898,3049,3796,9538,-1898,-3431,1,1,0.5380017446156911,0.578914645904586,A,B
1900,3050,3800,9538,-1900,-3433,1,1,0.7228284738806486,0.7522054182851269,A,B
1902,3050,3804,9538,-1902,-3433,1,1,0.1226686035579968,0.16553209266029612,A,B
1906,3052,3812,9538,-1906,-3434,1,1,0.1685016633603994,0.22165672816496917,A,B
1908,2671,3816,9538,-1908,-3053,1,1,0.8883651428001192,0.9060607157109178,A,B
1910,2673,3820,9538,-1910,-3055,1,1,0.30625113591287634,0.3467922367848052,A,B
1911,2673,3822,9538,-1911,-3055,1,1,0.5146724909329493,0.5639798964492758,A,B
1913,2675,3826,9538,-1913,-3057,1,1,0.35492788094196814,0.37076041926504044,A,B
1914,2679,3828,9538,-1914,-3062,1,1,0.4361020096624808,0.45163245954388,A,B
1915,2679,3830,9538,-1915,-3062,1,1,0.05382485085873556,0.042141323626516125,A,B
1916,2682,3832,9538,-1916,-3064,1,1,0.7936129932339954,0.8049247086320629,A,B
1920,2688,3840,9538,-1920,-3066,1,1,0.3582514513106142,0.38359182289743265,A,B
1921,2688,3842,9538,-1921,-3066,1,1,0.5862727530404317,0.6126882731315999,A,B
1922,2689,3844,9538,-1922,-3068,1,1,0.17545437525585816,0.18843633151403405,A,B
1923,2692,3846,9538,-1923,-3071,1,1,0.898741256664837,0.9239755549355453,A,B
1924,2693,3848,9538,-1924,-3073,1,1,0.057571831868561296,0.05450756459755113,A,B
1925,2693,3850,9538,-1925,-3073,1,1,0.9740191304653643,0.9770743664240338,A,B
1926,2695,3852,9538,-1926,-3075,1,1,0.4966128460372571,0.5293669438787622,A,B
1928,2696,3856,9538,-1928,-3076,1,1,0.9018127501982699,0.9239755549355453,A,B
1929,2696,3858,9538,-1929,-3076,1,1,0.2090779104500805,0.22350250236830127,A,B
1930,2697,3860,9538,-1930,-3077,1,1,0.8086371922971206,0.8164632480994188,A,B
1939,2699,3878,9538,-1939,-3079,1,1,0.4225884515634486,0.43821040098362085,A,B
1940,2700,3880,9538,-1940,-3080,1,1,0.5653193110895277,0.5934539532909999,A,B
1941,2700,3882,9538,-1941,-3080,1,1,0.21408903142368962,0.22565034474374557,A,B
1942,2702,3884,9538,-1942,-3083,1,1,0.008269679510322425,0.0038644681598412056,A,B
1944,2705,3888,9538,-1944,-3084,1,1,0.6206175549408656,0.6369045866801039,A,B
1946,2705,3892,9538,-1946,-3084,1,1,0.6278578614727113,0.6488593729214684,A,B
1947,2706,3894,9538,-1947,-3087,1,1,0.9054695615855666,0.9303705705345104,A,B
1949,2709,3898,9538,-1949,-3090,1,1,0.6878510888896371,0.6977139168183455,A,B
1950,2709,3900,9538,-1950,-3090,1,1,0.1312793687711078,0.1312793687711078,A,B
1952,2710,3904,9538,-1952,-3092,1,1,0.8134196088052491,0.8317358872592439,A,B
1953,2712,3906,9538,-1953,-3093,1,1,0.15190387449331577,0.1511052467882985,A,B
1954,2714,3908,9538,-1954,-3095,1,1,0.7802335282224973,0.7845146213411933,A,B
1955,2714,3910,9538,-1955,-3095,1,1,0.6249627256150403,0.6488593729214684,A,B
1956,2719,3912,9538,-1956,-3098,1,1,0.816305163508443,0.8334432844070989,A,B
1957,2723,3914,9538,-1957,-3099,1,1,0.9761790574071357,0.9839841321275486,A,B
1958,2723,3916,9538,-1958,-3099,1,1,0.29087771717176325,0.3070671375220516,A,B
1959,2726,3918,9538,-1959,-3103,1,1,0.8029362719593194,0.8066293354359845,A,B
1961,2733,3922,9538,-1961,-3104,1,1,0.920390145962069,0.9534435387121504,A,B
1962,2733,3924,9538,-1962,-3104,1,1,0.9418619800516769,0.9624734981550711,A,B
1963,2734,3926,9538,-1963,-3106,1,1,0.49238767066931355,0.5244064236368436,A,B
1965,2736,3930,9538,-1965,-3107,1,1,0.4476920618212985,0.4578046602740826,A,B
1966,2737,3932,9538,-1966,-3110,1,1,0.42757887903527847,0.4409054793599425,A,B
1967,2737,3934,9538,-1967,-3110,1,1,0.7864816618438444,0.7983384974668297,A,B
1968,2738,3936,9538,-1968,-3112,1,1,0.4752497479910204,0.494833775220371,A,B
