Feature_A	Feature_B	Feature_C	Constant_Feature	Random_Feature	Outcome
1008	2016	-1008	1	0.8081066076710457	A
1009	2018	-1009	1	0.20474704635418228	A
1011	2022	-1011	1	0.5093658845386109	A
1012	2024	-1012	1	0.6027216519534829	A
1013	2026	-1013	1	0.5147168279853123	A
1015	2030	-1015	1	0.8500763270562166	A
1017	2034	-1017	1	0.6963965183268463	A
1018	2036	-1018	1	0.3760265682454942	A
1020	2040	-1020	1	0.015930543357444926	A
1021	2042	-1021	1	0.4883558929512076	A
1022	2044	-1022	1	0.6415700795231897	A
1023	2046	-1023	1	0.2748816098372824	A
1024	2048	-1024	1	0.8885635285956701	A
1025	2050	-1025	1	0.7177785713109133	A
1026	2052	-1026	1	0.22715313539623072	A
1029	2058	-1029	1	0.13401688010987245	A
1032	2064	-1032	1	0.47372643210557375	A
1033	2066	-1033	1	0.05854875467079479	A
1035	2070	-1035	1	0.12311198932294798	A
1040	2080	-1040	1	0.7319268458651971	A
1041	2082	-1041	1	0.9087738141625219	A
1042	2084	-1042	1	0.048780896041494604	A
1045	2090	-1045	1	0.3986427266195225	A
1046	2092	-1046	1	0.7624599288976677	A
1047	2094	-1047	1	0.00789985987679842	A
1048	2096	-1048	1	0.7088902060735934	A
1049	2098	-1049	1	0.35996720682176053	A
1050	2100	-1050	1	0.5508252143407862	A
1051	2102	-1051	1	0.9608128724981269	A
1053	2106	-1053	1	0.6146200622537552	A
1054	2108	-1054	1	0.9736062267777233	A
1055	2110	-1055	1	0.14867575028260438	A
1056	2112	-1056	1	0.4353844515940394	A
1057	2114	-1057	1	0.6324690301173359	A
1058	2116	-1058	1	0.6380187850288399	A
1059	2118	-1059	1	0.962164989416431	A
1061	2122	-1061	1	0.8183852183532495	A
1064	2128	-1064	1	0.9563349997489266	A
1065	2130	-1065	1	0.6977139168183455	A
1066	2132	-1066	1	0.6608069390893418	A
1067	2134	-1067	1	0.8527694037464577	A
1068	2136	-1068	1	0.4872811498246781	A
1071	2142	-1071	1	0.3058564960254212	A
1072	2144	-1072	1	0.3938552979763308	A
1073	2146	-1073	1	0.7765499336920019	A
1074	2148	-1074	1	0.9185351892415475	A
1077	2154	-1077	1	0.13751741990454547	A
1078	2156	-1078	1	0.005122465503785034	A
1080	2160	-1080	1	0.49285642340048663	A
1081	2162	-1081	1	0.7470009389103169	A
1082	2164	-1082	1	0.9624221607145077	A
1083	2166	-1083	1	0.9396005944948667	A
1085	2170	-1085	1	0.6397735496049968	A
1086	2172	-1086	1	0.1342512135998507	A
1087	2174	-1087	1	0.2153122474781507	A
1088	2176	-1088	1	0.9237498534583223	A
1089	2178	-1089	1	0.4350883394449345	A
1090	2180	-1090	1	0.6488593729214684	A
1091	2182	-1091	1	0.22955914569800395	A
1092	2184	-1092	1	0.9995116105655381	A
1094	2188	-1094	1	0.19455142596944097	A
1096	2192	-1096	1	0.2176552711011256	A
1098	2196	-1098	1	0.9801263229227307	A
1100	2200	-1100	1	0.009094206687141004	A
1103	2206	-1103	1	0.3513335550829181	A
1105	2210	-1105	1	0.04306386342262436	A
1106	2212	-1106	1	0.47994732818119756	A
1107	2214	-1107	1	0.8920214527585546	A
1108	2216	-1108	1	0.6168569364038682	A
1109	2218	-1109	1	0.7586132693663392	A
1112	2224	-1112	1	0.8230094754069409	A
1114	2228	-1114	1	0.9736684118913578	A
1115	2230	-1115	1	0.380614061145108	A
1116	2232	-1116	1	0.741821877963078	A
1117	2234	-1117	1	0.7035976698003591	A
1119	2238	-1119	1	0.08633761471523549	A
1121	2242	-1121	1	0.1228571705112429	A
1125	2250	-1125	1	0.6967760132112295	A
1126	2252	-1126	1	0.29361456353747384	A
1127	2254	-1127	1	0.12657213851342441	A
1128	2256	-1128	1	0.40523228083904694	A
1130	2260	-1130	1	0.5625884654605949	A
1131	2262	-1131	1	0.6855831337143525	A
1134	2268	-1134	1	0.1722642545477152	A
1136	2272	-1136	1	0.4174269938073323	A
1139	2278	-1139	1	0.22468587060604783	A
1140	2280	-1140	1	0.17070218441778073	A
1141	2282	-1141	1	0.02542036439862938	A
1142	2284	-1142	1	0.6416929321061431	A
1143	2286	-1143	1	0.8605368186122571	A
1144	2288	-1144	1	0.3336297837323732	A
1145	2290	-1145	1	0.9447288896797755	A
1147	2294	-1147	1	0.5724904445723034	A
1148	2296	-1148	1	0.9185207915986839	A
1152	2304	-1152	1	0.9794481790793579	A
1154	2308	-1154	1	0.2128439475748486	A
1155	2310	-1155	1	0.5288701782492147	A
1156	2312	-1156	1	0.8221091740806139	A
1157	2314	-1157	1	0.07369976116380261	A
1158	2316	-1158	1	0.21755742741738526	A
1159	2318	-1159	1	0.8538338013340624	A
1160	2320	-1160	1	0.8307096584062149	A
1161	2322	-1161	1	0.7361793834275767	A
1162	2324	-1162	1	0.8157823951175387	A
1163	2326	-1163	1	0.06460396527449719	A
1164	2328	-1164	1	0.4287337711306999	A
1166	2332	-1166	1	0.28186729114241615	A
1168	2336	-1168	1	0.27399888234060465	A
1169	2338	-1169	1	0.5374690178346578	A
1170	2340	-1170	1	0.1247729883163925	A
1172	2344	-1172	1	0.5862889741049291	A
1173	2346	-1173	1	0.700221218235468	A
1174	2348	-1174	1	0.22367655654573082	A
1175	2350	-1175	1	0.03560230236608575	A
1176	2352	-1176	1	0.35523349549226735	A
1177	2354	-1177	1	0.30506600549802465	A
1178	2356	-1178	1	0.6591426568939027	A
1180	2360	-1180	1	0.1546218529084331	A
1181	2362	-1181	1	0.4223709595774474	A
1182	2364	-1182	1	0.2822348659828121	A
1183	2366	-1183	1	0.9839841321275486	A
1185	2370	-1185	1	0.37187277996214285	A
1187	2374	-1187	1	0.9612575576548273	A
1190	2380	-1190	1	0.032523504647130164	A
1191	2382	-1191	1	0.08003372295072286	A
1193	2386	-1193	1	0.7344545041958663	A
1194	2388	-1194	1	0.5784703428778065	A
1195	2390	-1195	1	0.32066234043950936	A
1196	2392	-1196	1	0.43492772738255114	A
1198	2396	-1198	1	0.7696260032058277	A
1199	2398	-1199	1	0.5431853791034466	A
1203	2406	-1203	1	0.009686901590875818	A
1205	2410	-1205	1	0.7010393035239635	A
1206	2412	-1206	1	0.9498350713579247	A
1208	2416	-1208	1	0.10114342750876004	A
1209	2418	-1209	1	0.47956153476679864	A
1213	2426	-1213	1	0.2796654079857164	A
1214	2428	-1214	1	0.5383432494241026	A
1215	2430	-1215	1	0.691907746443297	A
1216	2432	-1216	1	0.5896122010410051	A
1223	2446	-1223	1	0.16551286225466277	A
1225	2450	-1225	1	0.2284033451833818	A
1226	2452	-1226	1	0.9737393900642545	A
1227	2454	-1227	1	0.177357927287761	A
1228	2456	-1228	1	0.6095285889503745	A
1229	2458	-1229	1	0.9611307417080623	A
1231	2462	-1231	1	0.12739590786656185	A
1232	2464	-1232	1	0.508279864458125	A
1233	2466	-1233	1	0.44756308527571986	A
1235	2470	-1235	1	0.9828929444226199	A
1236	2472	-1236	1	0.3423730634890496	A
1238	2476	-1238	1	0.09141645808072985	A
1239	2478	-1239	1	0.6876167709819963	A
1240	2480	-1240	1	0.49462943052891806	A
1243	2486	-1243	1	0.48938718943105375	A
1244	2488	-1244	1	0.8689447752864571	A
1246	2492	-1246	1	0.9063359445217832	A
1247	2494	-1247	1	0.0978761474158345	A
1248	2496	-1248	1	0.14123113259372477	A
1251	2502	-1251	1	0.028145811309584046	A
1252	2504	-1252	1	0.10473531520398915	A
1253	2506	-1253	1	0.2846277407388115	A
1255	2510	-1255	1	0.4687451034673159	A
1256	2512	-1256	1	0.005570752742919849	A
1258	2516	-1258	1	0.28099652677538467	A
1259	2518	-1259	1	0.8481108253281797	A
1261	2522	-1261	1	0.4337989566453002	A
1264	2528	-1264	1	0.6279389341986169	A
1265	2530	-1265	1	0.7938003516561487	A
1266	2532	-1266	1	0.4346411583363985	A
1268	2536	-1268	1	0.5968227693665424	A
1270	2540	-1270	1	0.18918407565850404	A
1273	2546	-1273	1	0.4003200885939936	A
1274	2548	-1274	1	0.9181876884013258	A
1276	2552	-1276	1	0.7300118298021129	A
1277	2554	-1277	1	0.7256942828223343	A
1280	2560	-1280	1	0.2530028990585915	A
1281	2562	-1281	1	0.8105557199831256	A
1284	2568	-1284	1	0.8591910598182755	A
1285	2570	-1285	1	0.31398551520727425	A
1286	2572	-1286	1	0.4070358845493871	A
1288	2576	-1288	1	0.9926138518769257	A
1289	2578	-1289	1	0.7324016315416108	A
1290	2580	-1290	1	0.9370760853201459	A
1291	2582	-1291	1	0.49081944089486007	A
1292	2584	-1292	1	0.4943381616724388	A
1293	2586	-1293	1	0.142606195134084	A
1295	2590	-1295	1	0.37297027043178854	A
1297	2594	-1297	1	0.2006554762020314	A
1298	2596	-1298	1	0.6988317599805862	A
1299	2598	-1299	1	0.4993750871827658	A
1300	2600	-1300	1	0.36254271797548077	A
1301	2602	-1301	1	0.5860955821906071	A
1304	2608	-1304	1	0.5110818001396434	A
1305	2610	-1305	1	0.7605046926476565	A
1306	2612	-1306	1	0.2729742870508626	A
1307	2614	-1307	1	0.6539252999386705	A
1308	2616	-1308	1	0.4016697153978983	A
1310	2620	-1310	1	0.8417778058899148	A
1311	2622	-1311	1	0.9520749273979783	A
1312	2624	-1312	1	0.01792223188337483	A
1314	2628	-1314	1	0.9220356505803082	A
1315	2630	-1315	1	0.25584186383535634	A
1316	2632	-1316	1	0.3929519103380055	A
1318	2636	-1318	1	0.4818614655674248	A
1320	2640	-1320	1	0.5192282204577059	A
1321	2642	-1321	1	0.9917339990784867	A
1322	2644	-1322	1	0.33839578966356165	A
1323	2646	-1323	1	0.26724622420146704	A
1324	2648	-1324	1	0.5592988744410109	A
1325	2650	-1325	1	0.145946243140193	A
1327	2654	-1327	1	0.1516150282549268	A
1328	2656	-1328	1	0.6782476454993269	A
1329	2658	-1329	1	0.3393079379931765	A
1330	2660	-1330	1	0.5692513378751899	A
1331	2662	-1331	1	0.6658588306332373	A
1333	2666	-1333	1	0.6648173789224036	A
1334	2668	-1334	1	0.5069636967240253	A
1338	2676	-1338	1	0.933629962547152	A
1340	2680	-1340	1	0.6891814721976873	A
1341	2682	-1341	1	0.3939361990197163	A
1342	2684	-1342	1	0.0779908029108175	A
1345	2690	-1345	1	0.9442368233978876	A
1346	2692	-1346	1	0.27811194129478845	A
1348	2696	-1348	1	0.8278085519668256	A
1351	2702	-1351	1	0.5434914189088482	A
1352	2704	-1352	1	0.45072945578998524	A
1354	2708	-1354	1	0.3303143567321867	A
1355	2710	-1355	1	0.28307550696725625	A
1356	2712	-1356	1	0.7539318649703789	A
1358	2716	-1358	1	0.5482332373243739	A
1359	2718	-1359	1	0.19797201325889224	A
1360	2720	-1360	1	0.7078126692013904	A
1361	2722	-1361	1	0.11999123405894396	A
1362	2724	-1362	1	0.6813503179058511	A
1363	2726	-1363	1	0.4723892845770328	A
1364	2728	-1364	1	0.7399933151276229	A
1365	2730	-1365	1	0.04585173400023401	A
1366	2732	-1366	1	0.3801803864658192	A
1367	2734	-1367	1	0.41775697595111916	A
1368	2736	-1368	1	0.9540695112351182	A
1369	2738	-1369	1	0.4146544896300032	A
1370	2740	-1370	1	0.3435993824250372	A
1371	2742	-1371	1	0.05950460035361893	A
1373	2746	-1373	1	0.6928100898229165	A
1374	2748	-1374	1	0.23852793211828927	A
1375	2750	-1375	1	0.9207569695799508	A
1377	2754	-1377	1	0.3017044132008181	A
1378	2756	-1378	1	0.9136238611239356	A
1381	2762	-1381	1	0.466991205364622	A
1384	2768	-1384	1	0.08797101687216768	A
1385	2770	-1385	1	0.8562410694342233	A
1387	2774	-1387	1	0.7744778594136267	A
1390	2780	-1390	1	0.9872597865727357	A
1392	2784	-1392	1	0.6289374798079954	A
1393	2786	-1393	1	0.30446058279935273	A
1396	2792	-1396	1	0.8112705654553839	A
1397	2794	-1397	1	0.4940777035247129	A
1399	2798	-1399	1	0.9724974514909392	A
1400	2800	-1400	1	0.9241898287063978	A
1401	2802	-1401	1	0.9710173689576083	A
1402	2804	-1402	1	0.8984623285256276	A
1405	2810	-1405	1	0.8838140361823748	A
1407	2814	-1407	1	0.08306918895792292	A
1409	2818	-1409	1	0.788033638948604	A
1410	2820	-1410	1	0.760397984300601	A
1412	2824	-1412	1	0.7401658949522132	A
1413	2826	-1413	1	0.08198431676376172	A
1415	2830	-1415	1	0.6466483736819758	A
1416	2832	-1416	1	0.9793659847571262	A
1420	2840	-1420	1	0.9268848313651561	A
1421	2842	-1421	1	0.5836256872778486	A
1422	2844	-1422	1	0.01778185274085109	A
1423	2846	-1423	1	0.6617449212746908	A
1424	2848	-1424	1	0.14034257288698848	A
1425	2850	-1425	1	0.6734207975507721	A
1426	2852	-1426	1	0.4278312684355208	A
1428	2856	-1428	1	0.5451665999369192	A
1429	2858	-1429	1	0.8657360048727156	A
1430	2860	-1430	1	0.7127241855731455	A
1431	2862	-1431	1	0.3863490133081706	A
1433	2866	-1433	1	0.710433805246029	A
1436	2872	-1436	1	0.3028141615549653	A
1437	2874	-1437	1	0.9560301096978734	A
1438	2876	-1438	1	0.6931705129810481	A
1439	2878	-1439	1	0.20127559110477944	A
1440	2880	-1440	1	0.054038102365186025	A
1441	2882	-1441	1	0.9043271728737088	A
1442	2884	-1442	1	0.9228619867778096	A
1444	2888	-1444	1	0.4662967939253444	A
1445	2890	-1445	1	0.05752946869612696	A
1446	2892	-1446	1	0.3404670840863737	A
1448	2896	-1448	1	0.34920683005409614	A
1449	2898	-1449	1	0.43912066568542907	A
1452	2904	-1452	1	0.682488802095077	A
1455	2910	-1455	1	0.516874536538805	A
1456	2912	-1456	1	0.4860961932542175	A
1457	2914	-1457	1	0.21428231802294906	A
1458	2916	-1458	1	0.45675900261331737	A
1463	2926	-1463	1	0.49622710762551814	A
1464	2928	-1464	1	0.9830155615890047	A
1465	2930	-1465	1	0.7234382762742406	A
1468	2936	-1468	1	0.4932928828895461	A
1469	2938	-1469	1	0.13214554237466958	A
1471	2942	-1471	1	0.5563525221752493	A
1472	2944	-1472	1	0.7174312130643846	A
1473	2946	-1473	1	0.9011700407603223	A
1475	2950	-1475	1	0.4979901675484866	A
1477	2954	-1477	1	0.4212061853598703	A
1478	2956	-1478	1	0.6982154984120601	A
1480	2960	-1480	1	0.18890090536257464	A
1482	2964	-1482	1	0.6461542011912588	A
1483	2966	-1483	1	0.9278699308165315	A
1484	2968	-1484	1	0.3353949614173347	A
1485	2970	-1485	1	0.17436516859389073	A
1487	2974	-1487	1	0.09464401164507308	A
1488	2976	-1488	1	0.9698427475663505	A
1489	2978	-1489	1	0.28521678812898454	A
1490	2980	-1490	1	0.6894188723024335	A
1491	2982	-1491	1	0.24348637695545672	A
1493	2986	-1493	1	0.49029229599289526	A
1495	2990	-1495	1	0.9074703729631026	A
1496	2992	-1496	1	0.03554900219984625	A
1498	2996	-1498	1	0.4088358641167824	A
1499	2998	-1499	1	0.8209444522884232	A
1500	3000	-1500	1	0.7722548847671646	A
1501	3002	-1501	1	0.20515755831253768	A
1503	3006	-1503	1	0.9585529635142938	A
1504	3008	-1504	1	0.8540733698639233	A
1506	3012	-1506	1	0.790569918112255	A
1507	3014	-1507	1	0.5467635925376481	A
1508	3016	-1508	1	0.8647119334390877	A
1509	3018	-1509	1	0.8137782342542333	A
1511	3022	-1511	1	0.45086415783514366	A
1512	3024	-1512	1	0.8603008994370036	A
1515	3030	-1515	1	0.8026008461323544	A
1516	3032	-1516	1	0.8818987301731559	A
1517	3034	-1517	1	0.9364137562034626	A
1519	3038	-1519	1	0.20368509870930107	A
1520	3040	-1520	1	0.9262146055755514	A
1521	3042	-1521	1	0.07386050449180426	A
1522	3044	-1522	1	0.6823273916255311	A
1524	3048	-1524	1	0.8998880272005004	A
1526	3052	-1526	1	0.4765039576153749	A
1527	3054	-1527	1	0.15528060680373001	A
1528	3056	-1528	1	0.07806223170806326	A
1529	3058	-1529	1	0.10833701252715267	A
1530	3060	-1530	1	0.40871883686865174	A
1532	3064	-1532	1	0.36149072521218373	A
1533	3066	-1533	1	0.04237443035084032	A
1534	3068	-1534	1	0.11032486811651421	A
1535	3070	-1535	1	0.8323129185422745	A
1536	3072	-1536	1	0.07451289292913454	A
1537	3074	-1537	1	0.17312567242081467	A
1538	3076	-1538	1	0.30180313363988254	A
1539	3078	-1539	1	0.5244955222409668	A
1540	3080	-1540	1	0.13911919937632078	A
1541	3082	-1541	1	0.20997051380003473	A
1543	3086	-1543	1	0.9267628227891955	A
1544	3088	-1544	1	0.8502800185224961	A
1546	3092	-1546	1	0.5766343238446089	A
1548	3096	-1548	1	0.6840523282443554	A
1550	3100	-1550	1	0.157402921730732	A
1551	3102	-1551	1	0.64434559189783	A
1554	3108	-1554	1	0.846363134050618	A
1555	3110	-1555	1	0.17912094206513207	A
1557	3114	-1557	1	0.46339230411190446	A
1558	3116	-1558	1	0.4966008681725639	A
1560	3120	-1560	1	0.12866384358822325	A
1561	3122	-1561	1	0.4844106117172817	A
1562	3124	-1562	1	0.24234428634190497	A
1566	3132	-1566	1	0.45288859373789003	A
1570	3140	-1570	1	0.6416230882337067	A
1571	3142	-1571	1	0.00703947821369677	A
1572	3144	-1572	1	0.7459706489488102	A
1573	3146	-1573	1	0.3238398644991358	A
1574	3148	-1574	1	0.29852784226254725	A
1576	3152	-1576	1	0.32483166690713416	A
1577	3154	-1577	1	0.5966227540229792	A
1578	3156	-1578	1	0.7776055341154291	A
1580	3160	-1580	1	0.9603582126146761	A
1581	3162	-1581	1	0.7376298896846667	A
1582	3164	-1582	1	0.6900056594399526	A
1583	3166	-1583	1	0.5148163891730148	A
1585	3170	-1585	1	0.9913924458909358	A
1586	3172	-1586	1	0.25694118310422254	A
1587	3174	-1587	1	0.3402678632509334	A
1588	3176	-1588	1	0.9722124503947794	A
1592	3184	-1592	1	0.8366845404859768	A
1595	3190	-1595	1	0.9963934826446249	A
1596	3192	-1596	1	0.026864885281081996	A
1597	3194	-1597	1	0.2643170282486127	A
1598	3196	-1598	1	0.2588928079969556	A
1599	3198	-1599	1	0.05017843863384952	A
1600	3200	-1600	1	0.23128773468100405	A
1601	3202	-1601	1	0.49576673948380245	A
1602	3204	-1602	1	0.601199075156141	A
1603	3206	-1603	1	0.04822331030993576	A
1604	3208	-1604	1	0.8508894686272718	A
1607	3214	-1607	1	0.6445461146405752	A
1608	3216	-1608	1	0.9394176769511648	A
1609	3218	-1609	1	0.9391765502562532	A
1610	3220	-1610	1	0.10127855683593956	A
1613	3226	-1613	1	0.7201717907118329	A
1616	3232	-1616	1	0.5059300438690756	A
1617	3234	-1617	1	0.8805775502414807	A
1619	3238	-1619	1	0.01116118187065418	A
1620	3240	-1620	1	0.9942196855941206	A
1621	3242	-1621	1	0.8924376142873832	A
1623	3246	-1623	1	0.01995713143478084	A
1625	3250	-1625	1	0.20301536592239366	A
1627	3254	-1627	1	0.02493665642450371	A
1628	3256	-1628	1	0.33853294832057546	A
1629	3258	-1629	1	0.07920733090440968	A
1633	3266	-1633	1	0.47041271884517744	A
1634	3268	-1634	1	0.5442130694421745	A
1638	3276	-1638	1	0.93599430719544	A
1640	3280	-1640	1	0.04191483095956894	A
1641	3282	-1641	1	0.3802781789005556	A
1643	3286	-1643	1	0.5758617880201174	A
1644	3288	-1644	1	0.031601879880257866	A
1645	3290	-1645	1	0.30647671620569283	A
1646	3292	-1646	1	0.5410032166653709	A
1648	3296	-1648	1	0.8463012947100607	A
1650	3300	-1650	1	0.14388323120158464	A
1654	3308	-1654	1	0.4698353273665742	A
1657	3314	-1657	1	0.2905819783430106	A
1658	3316	-1658	1	0.6973141751944025	A
1660	3320	-1660	1	0.9159880158896844	A
1661	3322	-1661	1	0.8535229232999803	A
1662	3324	-1662	1	0.03429819226049846	A
1666	3332	-1666	1	0.6970831564755493	A
1667	3334	-1667	1	0.02803160607426991	A
1668	3336	-1668	1	0.17386392953146712	A
1669	3338	-1669	1	0.3081430801572336	A
1670	3340	-1670	1	0.39589014693804003	A
1671	3342	-1671	1	0.3070316002243687	A
1672	3344	-1672	1	0.7288907140391206	A
1674	3348	-1674	1	0.5876926392402928	A
1676	3352	-1676	1	0.9929349918025255	A
1677	3354	-1677	1	0.5819249844888119	A
1679	3358	-1679	1	0.4432700739635078	A
1680	3360	-1680	1	0.4879352749929191	A
1681	3362	-1681	1	0.45134086938362905	A
1683	3366	-1683	1	0.9299110484648774	A
1685	3370	-1685	1	0.20145390318401035	A
1689	3378	-1689	1	0.7667708937925021	A
1691	3382	-1691	1	0.2859392713282217	A
1692	3384	-1692	1	0.15725026677313925	A
1693	3386	-1693	1	0.4579143162974324	A
1695	3390	-1695	1	0.197819117543505	A
1696	3392	-1696	1	0.9746788323409398	A
1697	3394	-1697	1	0.33759811870301437	A
1698	3396	-1698	1	0.7363510818630119	A
1699	3398	-1699	1	0.63025016423023	A
1701	3402	-1701	1	0.38360643579198117	A
1703	3406	-1703	1	0.11413199159078213	A
1704	3408	-1704	1	0.9968111049287246	A
1705	3410	-1705	1	0.10187421000918195	A
1707	3414	-1707	1	0.2581749171076646	A
1708	3416	-1708	1	0.4594102673062074	A
1709	3418	-1709	1	0.03192765668882014	A
1713	3426	-1713	1	0.47508825484760797	A
1714	3428	-1714	1	0.3236088276056426	A
1715	3430	-1715	1	0.06849375552004067	A
1716	3432	-1716	1	0.8092860831929545	A
1717	3434	-1717	1	0.33128955120271886	A
1718	3436	-1718	1	0.6021930969176292	A
1719	3438	-1719	1	0.05729274218377789	A
1720	3440	-1720	1	0.2608486941275715	A
1722	3444	-1722	1	0.038285201639213784	A
1723	3446	-1723	1	0.5551128586009192	A
1724	3448	-1724	1	0.2407716799228079	A
1726	3452	-1726	1	0.6333135156079693	A
1727	3454	-1727	1	0.18537501855030236	A
1731	3462	-1731	1	0.039611011146401864	A
1732	3464	-1732	1	0.9446512117934958	A
1733	3466	-1733	1	0.11136256933678812	A
1734	3468	-1734	1	0.4589322353746511	A
1735	3470	-1735	1	0.3906493834642444	A
1737	3474	-1737	1	0.7902862481802225	A
1738	3476	-1738	1	0.9073310433237448	A
1739	3478	-1739	1	0.5276213513957431	A
1740	3480	-1740	1	0.15846083228067787	A
1741	3482	-1741	1	0.41397198225881227	A
1742	3484	-1742	1	0.7672423390624548	A
1743	3486	-1743	1	0.4619185957015839	A
1744	3488	-1744	1	0.7661274133198506	A
1747	3494	-1747	1	0.8413825548613614	A
1748	3496	-1748	1	0.5627602162198824	A
1749	3498	-1749	1	0.8884520031744852	A
1751	3502	-1751	1	0.5915380721374611	A
1752	3504	-1752	1	0.7614441991089297	A
1753	3506	-1753	1	0.6775397105524213	A
1756	3512	-1756	1	0.600260913279136	A
1757	3514	-1757	1	0.2834623795172999	A
1759	3518	-1759	1	0.4880747680116274	A
1760	3520	-1760	1	0.5023278274025796	A
1761	3522	-1761	1	0.41312495530900273	A
1762	3524	-1762	1	0.101877147131897	A
1763	3526	-1763	1	0.0894823071097327	A
1765	3530	-1765	1	0.7490081214142095	A
1767	3534	-1767	1	0.5519180317848822	A
1769	3538	-1769	1	0.13356805680933326	A
1770	3540	-1770	1	0.6555894059607886	A
1772	3544	-1772	1	0.6206638821645928	A
1773	3546	-1773	1	0.9671919399875116	A
1774	3548	-1774	1	0.9687904791429568	A
1776	3552	-1776	1	0.2153692875107437	A
1777	3554	-1777	1	0.7956739301546234	A
1779	3558	-1779	1	0.02691750725771036	A
1782	3564	-1782	1	0.2047558998373843	A
1784	3568	-1784	1	0.8183535600894952	A
1785	3570	-1785	1	0.48343099165728376	A
1786	3572	-1786	1	0.11109485003510788	A
1787	3574	-1787	1	0.8651341273393809	A
1788	3576	-1788	1	0.14936681025863574	A
1789	3578	-1789	1	0.8034282797601926	A
1791	3582	-1791	1	0.32583967023408034	A
1793	3586	-1793	1	0.2739193093139054	A
1795	3590	-1795	1	0.31086029339821875	A
1797	3594	-1797	1	0.933823876081929	A
1799	3598	-1799	1	0.4775008798929622	A
1800	3600	-1800	1	0.8094884486493297	A
1801	3602	-1801	1	0.6605013994520523	A
1802	3604	-1802	1	0.8455523312287258	A
1803	3606	-1803	1	0.31069059656682696	A
1806	3612	-1806	1	0.7369859456227806	A
1807	3614	-1807	1	0.8145700478417189	A
1808	3616	-1808	1	0.42270275535727264	A
1810	3620	-1810	1	0.2827813622451948	A
1812	3624	-1812	1	0.9269407802317903	A
1813	3626	-1813	1	0.5805982865874899	A
1817	3634	-1817	1	0.33721135885750075	A
1820	3640	-1820	1	0.5666653923938603	A
1821	3642	-1821	1	0.5572810900150791	A
1823	3646	-1823	1	0.23185636270789	A
1824	3648	-1824	1	0.9473443631071332	A
1825	3650	-1825	1	0.013139596663018893	A
1828	3656	-1828	1	0.5355481765332857	A
1831	3662	-1831	1	0.11703462317471269	A
1832	3664	-1832	1	0.49650948533660855	A
1833	3666	-1833	1	0.15304270132517517	A
1834	3668	-1834	1	0.22122087557153325	A
1835	3670	-1835	1	0.3278670527577783	A
1836	3672	-1836	1	0.6500590201668665	A
1837	3674	-1837	1	0.4859862395803064	A
1838	3676	-1838	1	0.5444450895349052	A
1840	3680	-1840	1	0.631707604557591	A
1842	3684	-1842	1	0.3393180736496326	A
1844	3688	-1844	1	0.5319442986150983	A
1846	3692	-1846	1	0.5177460125035408	A
1847	3694	-1847	1	0.6119704270585965	A
1848	3696	-1848	1	0.13646352114200255	A
1849	3698	-1849	1	0.868011078549072	A
1850	3700	-1850	1	0.07681475110316438	A
1852	3704	-1852	1	0.09804782998084682	A
1853	3706	-1853	1	0.23549640804916172	A
1855	3710	-1855	1	0.13348249160893266	A
1856	3712	-1856	1	0.37169259341152117	A
1857	3714	-1857	1	0.6504843356286799	A
1858	3716	-1858	1	0.4816207933450317	A
1865	3730	-1865	1	0.4293755343793596	A
1866	3732	-1866	1	0.396519841439153	A
1868	3736	-1868	1	0.013806593625303454	A
1871	3742	-1871	1	0.7950687392898881	A
1872	3744	-1872	1	0.532964923337255	A
1873	3746	-1873	1	0.1238213782194183	A
1874	3748	-1874	1	0.038442801459862785	A
1875	3750	-1875	1	0.20345918482194314	A
1876	3752	-1876	1	0.898377541963658	A
1878	3756	-1878	1	0.871110761627433	A
1879	3758	-1879	1	0.0021858225281002897	A
1880	3760	-1880	1	0.6142411009719002	A
1881	3762	-1881	1	0.1001928902773005	A
1882	3764	-1882	1	0.09767565167533021	A
1883	3766	-1883	1	0.7722656046179476	A
1885	3770	-1885	1	0.40412781684680754	A
1886	3772	-1886	1	0.6850119017193581	A
1887	3774	-1887	1	0.8741919725623498	A
1888	3776	-1888	1	0.7512914064140249	A
1889	3778	-1889	1	0.8750170680093852	A
1890	3780	-1890	1	0.5678547363838027	A
1891	3782	-1891	1	0.4959118322345383	A
1893	3786	-1893	1	0.9284686281346275	A
1895	3790	-1895	1	0.30313858179988895	A
1896	3792	-1896	1	0.7866068780267328	A
1897	3794	-1897	1	0.7224764487363369	A
1898	3796	-1898	1	0.5380017446156911	A
1900	3800	-1900	1	0.7228284738806486	A
1902	3804	-1902	1	0.1226686035579968	A
1906	3812	-1906	1	0.1685016633603994	A
1908	3816	-1908	1	0.8883651428001192	A
1910	3820	-1910	1	0.30625113591287634	A
1911	3822	-1911	1	0.5146724909329493	A
1913	3826	-1913	1	0.35492788094196814	A
1914	3828	-1914	1	0.4361020096624808	A
1915	3830	-1915	1	0.05382485085873556	A
1916	3832	-1916	1	0.7936129932339954	A
1920	3840	-1920	1	0.3582514513106142	A
1921	3842	-1921	1	0.5862727530404317	A
1922	3844	-1922	1	0.17545437525585816	A
1923	3846	-1923	1	0.898741256664837	A
1924	3848	-1924	1	0.057571831868561296	A
1925	3850	-1925	1	0.9740191304653643	A
1926	3852	-1926	1	0.4966128460372571	A
1928	3856	-1928	1	0.9018127501982699	A
1929	3858	-1929	1	0.2090779104500805	A
