sex,sex_norace,age,age_norace,age_cat,age_cat_norace,race,race_norace,juv_fel_count,juv_fel_count_norace,juv_misd_count,juv_misd_count_norace,juv_other_count,juv_other_count_norace,priors_count,priors_count_norace,c_charge_degree,c_charge_degree_norace,c_charge_desc,c_charge_desc_norace,decile_score,decile_score_norace,score_text,score_text_norace
Male,Male,22,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Male,Male,33,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,7,3,M,M,Viol Prot Injunc Repeat Viol,Possession of Cocaine,6,5,Medium,Low
Male,Male,22,21,Less than 25,Less than 25,Hispanic,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,3,3,Low,Low
Male,Male,32,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,12,5,F,F,Possession of Cocaine,Possession of Cocaine,8,7,High,Low
Male,Male,25,27,25 - 45,25 - 45,African-American,African-American,0,1,4,2,4,0,14,5,F,F,Grand Theft (Motor Vehicle),Grand Theft (Motor Vehicle),10,9,High,High
Male,Male,56,51,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),1,1,Low,Low
Male,Male,36,34,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,1,0,F,F,Aggravated Battery,Battery,4,3,Low,Low
Male,Male,28,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,4,0,F,F,Burglary Dwelling Assault/Batt,Agg Battery Grt/Bod/Harm,6,5,Medium,Low
Male,Male,20,21,Less than 25,Greater than 45,African-American,African-American,2,1,0,0,0,0,2,0,F,F,Grand Theft in the 3rd Degree,Battery,9,9,High,Low
Male,Male,72,67,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,3,0,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Female,Female,24,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,2,0,M,M,Assault,Aggravated Assault W/Dead Weap,7,7,Medium,Low
Male,Male,45,39,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,3,0,F,F,Att Burgl Unoccupied Dwel,Grand Theft in the 3rd Degree,9,9,High,Low
Male,Male,45,39,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,47,39,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,20,21,Less than 25,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,3,3,Low,Low
Male,Male,51,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,6,3,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,41,39,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,5,3,F,F,Felony Driving While Lic Suspd,Felony Driving While Lic Suspd,1,1,Low,Low
Male,Male,49,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,Resist Officer w/Violence,Battery,3,3,Low,Low
Male,Male,26,27,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,0,0,M,F,Battery,Battery,1,1,Low,Low
Female,Female,28,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,3,3,Low,Low
Male,Male,48,45,Greater than 45,Greater than 45,Hispanic,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,58,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,24,15,F,F,Felony Petit Theft,Felony Petit Theft,6,5,Medium,Low
Male,Male,29,27,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,0,0,0,F,F,Pos Cannabis W/Intent Sel/Del,Aggravated Assault W/Dead Weap,1,1,Low,Low
Female,Male,20,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,3,0,2,0,F,F,arrest case no charge,arrest case no charge,10,9,High,High
Male,Male,21,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,8,7,High,High
Male,Male,32,34,25 - 45,25 - 45,African-American,African-American,2,1,0,0,0,0,15,5,F,F,Driving While License Revoked,Driving While License Revoked,8,7,High,High
Male,Male,38,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,1,0,10,3,F,F,Robbery / Weapon,arrest case no charge,4,3,Low,Low
Male,Male,22,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Burglary Unoccupied Dwelling,Felony Petit Theft,3,3,Low,Low
Male,Male,32,34,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,2,0,M,F,Viol Prot Injunc Repeat Viol,arrest case no charge,5,5,Medium,Medium
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,2,0,M,M,Driving License Suspended,Driving License Suspended,1,1,Low,Low
Female,Female,33,34,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,2,0,M,M,Viol Prot Injunc Repeat Viol,Grand Theft in the 3rd Degree,4,3,Low,Low
Female,Female,39,39,25 - 45,Greater than 45,African-American,African-American,0,1,1,0,0,0,6,3,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Low
Male,Male,28,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,2,1,Low,Low
Male,Male,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,1,Low,Low
Male,Male,30,27,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,9,3,F,F,Possession of Cocaine,Possession of Cocaine,10,9,High,Low
Male,Male,29,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,Possession of Cocaine,Battery,3,3,Low,Low
Male,Male,54,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,8,3,F,M,Possession of Cocaine,Possession of Cocaine,1,1,Low,Low
Female,Female,20,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Possession of Cocaine,Possession of Cocaine,4,3,Low,Low
Male,Male,67,67,Greater than 45,Greater than 45,Asian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,25,27,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,0,0,0,F,F,Child Abuse,Burglary Structure Unoccup,2,1,Low,Low
Male,Male,24,21,Less than 25,Less than 25,African-American,African-American,0,1,2,0,1,0,8,3,F,F,arrest case no charge,arrest case no charge,9,9,High,High
Male,Male,29,27,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,0,3,3,F,F,Uttering a Forged Instrument,Uttering a Forged Instrument,6,5,Medium,Medium
Male,Male,45,39,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,2,0,M,M,Carry Open/Uncov Bev In Pub,Driving While License Revoked,6,5,Medium,Low
Male,Male,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,5,3,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,21,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,8,7,High,High
Female,Female,51,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,5,3,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,32,34,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,0,1,0,F,F,Robbery W/Firearm,Battery,1,1,Low,Low
Male,Male,32,34,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,36,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Felony Driving While Lic Suspd,DUI Level 0.15 Or Minor In Veh,5,5,Medium,Medium
Male,Male,37,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,2,0,F,F,Possession Of Alprazolam,Possession Of Alprazolam,7,7,Medium,Medium
Male,Male,45,39,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,8,3,F,F,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,48,45,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,34,34,25 - 45,25 - 45,Caucasian,African-American,1,1,0,0,0,0,9,3,F,F,Agg Assault W/int Com Fel Dome,Agg Assault W/int Com Fel Dome,6,5,Medium,Medium
Male,Male,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,8,3,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,43,39,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,50,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Driving Under The Influence,Battery,1,1,Low,Low
Female,Female,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,2,0,F,F,Grand Theft (Motor Vehicle),Grand Theft (Motor Vehicle),2,1,Low,Low
Female,Female,33,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,7,3,M,M,Battery,Battery,6,5,Medium,Medium
Male,Male,32,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,False Ownership Info/Pawn Item,Battery,5,5,Medium,Medium
Female,Male,46,39,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,37,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,8,3,F,F,Felony Driving While Lic Suspd,arrest case no charge,5,5,Medium,Medium
Female,Female,23,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,2,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,7,7,Medium,Medium
Male,Male,21,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Pos Cannabis W/Intent Sel/Del,arrest case no charge,5,5,Medium,Medium
Male,Male,52,51,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,0,2,3,F,F,arrest case no charge,arrest case no charge,1,1,Low,High
Male,Male,49,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,2,0,M,M,Battery,Battery,2,1,Low,Low
Male,Male,55,51,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,3,0,F,F,Possession of Cocaine,Possession of Cocaine,7,7,Medium,Low
Male,Male,22,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Uttering a Forged Instrument,Felony Petit Theft,2,1,Low,Low
Female,Male,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,7,3,F,F,Felony Driving While Lic Suspd,Felony Petit Theft,5,5,Medium,Medium
Male,Male,21,21,Less than 25,Greater than 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Low
Male,Male,37,34,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,1,0,2,0,M,M,Exposes Culpable Negligence,Battery,3,3,Low,Low
Male,Male,28,27,25 - 45,25 - 45,African-American,African-American,2,1,1,0,0,0,11,5,F,F,Fleeing Or Attmp Eluding A Leo,Possession of Cocaine,10,9,High,Low
Male,Male,24,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Driving While License Revoked,Driving While License Revoked,3,3,Low,Low
Female,Female,24,21,Less than 25,Greater than 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Low
Male,Male,57,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,19,7,F,F,Felony Driving While Lic Suspd,Battery,3,3,Low,Low
Male,Male,28,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Counterfeit Lic Plates/Sticker,Battery,2,1,Low,Low
Male,Male,51,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,26,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Unlaw LicTag/Sticker Attach,Crim Use of Personal ID Info,2,1,Low,Low
Male,Male,25,27,25 - 45,25 - 45,African-American,African-American,0,1,1,0,0,0,6,3,M,M,arrest case no charge,Neglect Child / No Bodily Harm,7,7,Medium,Medium
Male,Male,19,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,6,5,Medium,Medium
Male,Male,49,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,57,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,27,20,M,M,arrest case no charge,Possession of Cocaine,10,9,High,Low
Female,Female,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,2,1,Low,Low
Male,Male,21,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,44,39,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,13,5,F,F,Crimin Mischief Damage $1000+,Possession of Cocaine,9,9,High,High
Male,Male,30,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Deliver Cocaine,arrest case no charge,6,5,Medium,Medium
Male,Male,61,57,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,1,0,M,M,arrest case no charge,arrest case no charge,1,1,Low,Low
Female,Female,49,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,8,3,F,F,arrest case no charge,arrest case no charge,2,1,Low,Low
Male,Male,23,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Tampering With Physical Evidence,Aggravated Assault W/dead Weap,7,7,Medium,Medium
Female,Female,30,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,Burglary Unoccupied Dwelling,Burglary Unoccupied Dwelling,10,9,High,High
Male,Male,26,27,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,1,0,7,5,M,M,Battery,Battery,4,3,Low,Low
Male,Male,35,34,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,0,3,3,M,M,Battery,Battery,1,1,Low,Low
Male,Male,38,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,1,0,M,M,Battery,Battery,6,5,Medium,Medium
Male,Male,48,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,14,5,F,F,arrest case no charge,Possession of Cocaine,9,9,High,Low
Male,Male,24,21,Less than 25,Less than 25,African-American,African-American,0,1,1,0,0,0,4,0,F,F,Possession of Cocaine,Possession of Cocaine,8,7,High,Low
Female,Female,28,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,2,0,F,F,Possession Of Alprazolam,Possession Of Alprazolam,5,5,Medium,Medium
Female,Male,44,39,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,4,0,F,F,Possession of Cocaine,Possession of Cocaine,6,5,Medium,Medium
Male,Male,23,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,1,0,2,0,F,F,Poss of Firearm by Convic Felo,Possess Cannabis/20 Grams Or Less,7,7,Medium,Medium
Female,Female,34,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,6,5,Medium,Medium
Female,Female,36,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,DUI Level 0.15 Or Minor In Veh,DUI Level 0.15 Or Minor In Veh,1,1,Low,Low
Female,Female,35,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,4,0,F,F,Felony Battery w/Prior Convict,Assault,3,3,Low,Low
Male,Male,40,34,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,Attempted Robbery  No Weapon,Agg Battery Grt/Bod/Harm,1,1,Low,Low
Male,Male,31,27,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,3,0,F,F,Tamper With Witness/Victim/CI,Battery,3,3,Low,Low
Female,Female,34,34,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,5,3,F,F,Live on Earnings of Prostitute,Possession of Cocaine,4,3,Low,Low
Male,Male,23,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,3,0,M,M,Viol Prot Injunc Repeat Viol,Battery,6,5,Medium,Low
Male,Male,27,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Fail Register Vehicle,"Poss3,4 Methylenedioxymethcath",3,3,Low,Low
Female,Female,26,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,3,0,F,F,Burglary With Assault/battery,"Poss3,4 Methylenedioxymethcath",5,5,Medium,Low
Male,Male,49,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),1,1,Low,Low
Male,Male,47,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,6,3,F,F,Att Tamper w/Physical Evidence,arrest case no charge,2,1,Low,Low
Male,Male,34,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,7,3,F,F,Possession of Cannabis,Possession of Cocaine,6,5,Medium,Medium
Female,Male,52,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Male,Male,25,27,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,1,0,9,3,F,F,Driving While License Revoked,Driving While License Revoked,7,7,Medium,Medium
Male,Male,51,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,Battery,2,1,Low,Low
Female,Female,29,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,M,M,Refuse to Supply DNA Sample,Battery,2,1,Low,Low
Male,Male,46,39,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Stalking (Aggravated),Possession of Cocaine,1,1,Low,Low
Male,Male,28,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,6,3,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,3,Low,Low
Male,Male,57,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),1,1,Low,Low
Male,Male,23,21,Less than 25,Less than 25,Hispanic,African-American,0,1,0,0,0,0,2,0,F,F,Sel/Pur/Mfr/Del Control Substa,Aggravated Battery / Pregnant,5,5,Medium,Medium
Male,Male,34,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,27,20,F,F,Felony Petit Theft,Felony Petit Theft,9,9,High,Medium
Male,Male,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,3,0,F,F,arrest case no charge,"Deliver 3,4 Methylenediox",3,3,Low,Low
Male,Male,25,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,1,0,7,3,M,M,Viol Injunct Domestic Violence,Viol Injunct Domestic Violence,9,9,High,Low
Male,Male,37,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,8,3,F,F,Burglary Unoccupied Dwelling,arrest case no charge,2,1,Low,Low
Male,Male,51,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Possession of Cocaine,Possession of Cocaine,2,1,Low,Low
Male,Male,28,27,25 - 45,25 - 45,African-American,African-American,0,1,1,0,0,0,8,3,F,F,Resist Officer w/Violence,arrest case no charge,6,5,Medium,Low
Male,Male,45,39,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,15,5,F,F,Att Burgl Unoccupied Dwel,"Poss3,4 Methylenedioxymethcath",9,9,High,High
Male,Male,26,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,7,3,F,F,Burglary Dwelling Occupied,Burglary Dwelling Occupied,6,5,Medium,Medium
Male,Male,23,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,3,0,0,0,M,M,Battery,Battery,4,3,Low,Low
Male,Male,31,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Poss Drugs W/O A Prescription,Agg Battery Grt/Bod/Harm,2,1,Low,Low
Male,Male,19,21,Less than 25,Less than 25,Hispanic,African-American,1,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,9,9,High,High
Male,Male,30,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,1,0,M,M,Driving Under The Influence,Battery,3,3,Low,Low
Male,Male,66,57,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Female,Female,40,39,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft in the 1st Degree,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,59,51,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,4,0,M,M,Battery,Battery,2,1,Low,Low
Male,Male,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,3,0,M,M,Leave Accd/Attend Veh/Less $50,Battery,7,7,Medium,Low
Male,Male,22,21,Less than 25,Greater than 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,27,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Aggravated Assault W/Dead Weap,Aggravated Assault W/Dead Weap,8,7,High,Low
Male,Male,24,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Possession Of Alprazolam,arrest case no charge,5,5,Medium,Medium
Female,Male,35,34,25 - 45,25 - 45,Caucasian,African-American,0,1,1,0,0,0,3,0,F,F,Aggrav Battery w/Deadly Weapon,Aggrav Battery w/Deadly Weapon,4,3,Low,Low
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,2,0,1,0,7,3,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,8,7,High,Low
Male,Male,32,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,Possession Of Heroin,Aggrav Battery w/Deadly Weapon,4,3,Low,Low
Male,Male,22,21,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,0,2,0,F,F,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,21,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,3,3,Low,Low
Female,Female,43,39,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,2,1,Low,Low
Male,Male,29,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Poss of Cocaine W/I/D/S 1000FT Park,DUI Level 0.15 Or Minor In Veh,8,7,High,Low
Male,Male,43,39,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,Robbery Sudd Snatch No Weapon,Battery,3,3,Low,Low
Male,Male,25,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,1,0,F,F,arrest case no charge,arrest case no charge,2,1,Low,Low
Male,Male,47,39,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Battery,1,1,Low,Low
Female,Female,21,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Low
Female,Male,53,45,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,4,0,F,F,Poss Contr Subst W/o Prescript,Driving While License Revoked,1,1,Low,Low
Male,Male,37,34,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,3,0,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,34,34,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,2,0,F,F,Felony Driving While Lic Suspd,Battery,4,3,Low,Low
Female,Female,60,51,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Battery on Law Enforc Officer,Battery on Law Enforc Officer,1,1,Low,Low
Male,Male,22,21,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,3,Low,Low
Male,Male,51,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,3,0,F,F,Felony Driving While Lic Suspd,Felony Driving While Lic Suspd,7,7,Medium,Medium
Male,Male,28,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,1,0,5,3,M,M,arrest case no charge,arrest case no charge,6,5,Medium,Low
Male,Male,33,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft (Motor Vehicle),Possession of Cocaine,1,1,Low,Low
Male,Male,45,45,Greater than 45,Greater than 45,Hispanic,African-American,0,1,0,0,0,0,1,0,M,F,Battery,Battery,6,5,Medium,Medium
Male,Male,32,27,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,0,5,3,F,F,Resist Officer w/Violence,Battery,5,5,Medium,Medium
Male,Male,41,39,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,1,0,M,M,Aggrav Battery w/Deadly Weapon,arrest case no charge,1,1,Low,Low
Male,Male,35,34,25 - 45,25 - 45,Hispanic,African-American,0,1,1,0,0,0,12,7,F,F,Aggravated Assault W/Dead Weap,Aggravated Assault W/Dead Weap,9,9,High,High
Male,Male,25,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,4,0,F,F,Crim Use of Personal ID Info,Crim Use of Personal ID Info,6,5,Medium,Low
Male,Male,69,57,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,0,6,3,F,F,Driving While License Revoked,Driving While License Revoked,2,1,Low,Low
Male,Male,24,27,Less than 25,Less than 25,Asian,African-American,0,1,0,0,0,0,0,0,M,M,Battery,Pos Cannabis W/Intent Sel/Del,3,3,Low,Low
Male,Male,28,27,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,0,0,0,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,3,Low,Low
Male,Male,47,45,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,0,23,15,F,F,Poss Wep Conv Felon,Grand Theft in the 3rd Degree,7,7,Medium,Medium
Male,Male,26,27,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,0,9,3,F,F,Drivg While Lic Suspd/Revk/Can,Felony Battery,8,7,High,High
