Feature A (i)	Feature A (i)-noRandom_Feature	Feature B (2i)	Feature B (2i)-noRandom_Feature	Feature C (-i)	Feature C (-i)-noRandom_Feature	Constant Feature	Constant Feature-noRandom_Feature	Random Feature	Random Feature-noRandom_Feature	Outcome	Outcome-noRandom_Feature
1193	1173	2386	2346	-1193	-1190	1	1	0.10949215360722564	0.40683512717298975	A	A
1195	1317	2390	2634	-1195	-1337	1	1	0.9411122760388687	0.40683512717298975	A	A
1196	1362	2392	2724	-1196	-1372	1	1	0.6007397561565143	0.40683512717298975	A	A
1198	1173	2396	2346	-1198	-1190	1	1	0.09889850683737256	0.40683512717298975	A	A
1199	1173	2398	2346	-1199	-1190	1	1	0.014065976239987177	0.40683512717298975	A	A
1204	1362	2408	2724	-1204	-1372	1	1	0.8710826164665462	0.40683512717298975	A	A
1206	1069	2412	2138	-1206	-1070	1	1	0.6488593302558607	0.40683512717298975	A	A
1207	1438	2414	2876	-1207	-1438	1	1	0.3136408368559953	0.40683512717298975	A	A
1209	1317	2418	2634	-1209	-1337	1	1	0.034213480727657175	0.40683512717298975	A	A
1211	1069	2422	2138	-1211	-1070	1	1	0.614638480552854	0.40683512717298975	A	A
1214	1317	2428	2634	-1214	-1337	1	1	0.007101767839618467	0.40683512717298975	A	A
1215	1069	2430	2138	-1215	-1070	1	1	0.638997100721702	0.40683512717298975	A	A
1216	1109	2432	2218	-1216	-1125	1	1	0.43213250048276053	0.40683512717298975	A	A
1220	1362	2440	2724	-1220	-1372	1	1	0.5894309295373432	0.40683512717298975	A	A
1221	1317	2442	2634	-1221	-1337	1	1	0.8198285371503953	0.40683512717298975	A	A
1223	1438	2446	2876	-1223	-1438	1	1	0.8508918200991392	0.40683512717298975	A	A
1224	1438	2448	2876	-1224	-1438	1	1	0.3008611557895906	0.40683512717298975	A	A
1225	1499	2450	2998	-1225	-1500	1	1	0.319081121655734	0.40683512717298975	A	A
1226	1438	2452	2876	-1226	-1438	1	1	0.5954214520709484	0.40683512717298975	A	A
1227	975	2454	1950	-1227	-994	1	1	0.230650195566386	0.40683512717298975	A	A
1230	1499	2460	2998	-1230	-1500	1	1	0.7528687512809328	0.40683512717298975	A	A
1231	1499	2462	2998	-1231	-1500	1	1	0.735015565285039	0.40683512717298975	A	A
1232	1499	2464	2998	-1232	-1500	1	1	0.7325396990670666	0.40683512717298975	A	A
1234	1069	2468	2138	-1234	-1070	1	1	0.6592467334376352	0.40683512717298975	A	A
1235	1069	2470	2138	-1235	-1070	1	1	0.21106290718118037	0.40683512717298975	A	A
1236	1173	2472	2346	-1236	-1190	1	1	0.38035030387969937	0.40683512717298975	A	A
1237	1069	2474	2138	-1237	-1070	1	1	0.6832469437630739	0.40683512717298975	A	A
1238	1069	2476	2138	-1238	-1070	1	1	0.510024403878719	0.40683512717298975	A	A
1239	1499	2478	2998	-1239	-1500	1	1	0.326395344895119	0.40683512717298975	A	A
1240	1069	2480	2138	-1240	-1070	1	1	0.7001319279222099	0.40683512717298975	A	A
1241	1438	2482	2876	-1241	-1438	1	1	0.5723615240297675	0.40683512717298975	A	A
1243	1069	2486	2138	-1243	-1070	1	1	0.5025935609594048	0.40683512717298975	A	A
1247	1317	2494	2634	-1247	-1337	1	1	0.939562439132056	0.40683512717298975	A	A
1248	1109	2496	2218	-1248	-1125	1	1	0.4368967124861203	0.40683512717298975	A	A
1250	1109	2500	2218	-1250	-1125	1	1	0.44216011258892174	0.40683512717298975	A	A
1251	1499	2502	2998	-1251	-1500	1	1	0.31067609432869503	0.40683512717298975	A	A
1252	1499	2504	2998	-1252	-1500	1	1	0.717003130351452	0.40683512717298975	A	A
1253	1578	2506	3156	-1253	-1584	1	1	0.7657139820800832	0.40683512717298975	A	A
1256	1362	2512	2724	-1256	-1372	1	1	0.009904405076079148	0.40683512717298975	A	A
1257	1069	2514	2138	-1257	-1070	1	1	0.6664898339917398	0.40683512717298975	A	A
1258	1499	2516	2998	-1258	-1500	1	1	0.29811668199956354	0.40683512717298975	A	A
1259	1109	2518	2218	-1259	-1125	1	1	0.20909696498756358	0.40683512717298975	A	A
1260	1109	2520	2218	-1260	-1125	1	1	0.16558875789062388	0.40683512717298975	A	A
1261	1578	2522	3156	-1261	-1584	1	1	0.31587618261239003	0.40683512717298975	A	A
1263	1438	2526	2876	-1263	-1438	1	1	0.8617466973780892	0.40683512717298975	A	A
1265	1578	2530	3156	-1265	-1584	1	1	0.7519767944981288	0.40683512717298975	A	A
1267	1317	2534	2634	-1267	-1337	1	1	0.8866436146854644	0.40683512717298975	A	A
1268	1317	2536	2634	-1268	-1337	1	1	0.8916328883244009	0.40683512717298975	A	A
1269	975	2538	1950	-1269	-994	1	1	0.22441968040588234	0.40683512717298975	A	A
1270	1173	2540	2346	-1270	-1190	1	1	0.4104963642327383	0.40683512717298975	A	A
1273	1069	2546	2138	-1273	-1070	1	1	0.25978880063094323	0.40683512717298975	A	A
1274	1317	2548	2634	-1274	-1337	1	1	0.3315167262848775	0.40683512717298975	A	A
1275	1109	2550	2218	-1275	-1125	1	1	0.6956274546018438	0.40683512717298975	A	A
1276	910	2552	1820	-1276	-914	1	1	0.15141368549475964	0.40683512717298975	A	A
1277	1362	2554	2724	-1277	-1372	1	1	0.8777323688619063	0.40683512717298975	A	A
1278	1578	2556	3156	-1278	-1584	1	1	0.7400050451229842	0.40683512717298975	A	A
1279	1578	2558	3156	-1279	-1584	1	1	0.28618398813923307	0.40683512717298975	A	A
1280	1362	2560	2724	-1280	-1372	1	1	0.7761675970244574	0.40683512717298975	A	A
1282	1362	2564	2724	-1282	-1372	1	1	0.04519320208130506	0.40683512717298975	A	A
1284	1362	2568	2724	-1284	-1372	1	1	0.9086281338866843	0.40683512717298975	A	A
1287	1362	2574	2724	-1287	-1372	1	1	0.8861294362161114	0.40683512717298975	A	A
1288	1362	2576	2724	-1288	-1372	1	1	0.8102196727165565	0.40683512717298975	A	A
1290	1578	2580	3156	-1290	-1584	1	1	0.3280564536157409	0.40683512717298975	A	A
1292	1362	2584	2724	-1292	-1372	1	1	0.899244163452398	0.40683512717298975	A	A
1293	1669	2586	3338	-1293	-1687	1	1	0.7476384182884076	0.40683512717298975	A	A
1294	1669	2588	3338	-1294	-1687	1	1	0.7474067557679512	0.40683512717298975	A	A
1295	1109	2590	2218	-1295	-1125	1	1	0.6780213338373584	0.40683512717298975	A	A
1296	1069	2592	2138	-1296	-1070	1	1	0.2655239172670354	0.40683512717298975	A	A
1297	1438	2594	2876	-1297	-1438	1	1	0.8030209435631811	0.40683512717298975	A	A
1298	1578	2596	3156	-1298	-1584	1	1	0.3236223637793014	0.40683512717298975	A	A
1299	1173	2598	2346	-1299	-1190	1	1	0.08253477958509303	0.40683512717298975	A	A
1300	975	2600	1950	-1300	-994	1	1	0.14183538316424538	0.40683512717298975	A	A
1302	1173	2604	2346	-1302	-1190	1	1	0.09737725692767918	0.40683512717298975	A	A
1303	1499	2606	2998	-1303	-1500	1	1	0.8427385564181009	0.40683512717298975	A	A
1305	1173	2610	2346	-1305	-1190	1	1	0.16562224756537125	0.40683512717298975	A	A
1306	1109	2612	2218	-1306	-1125	1	1	0.6564550762516631	0.40683512717298975	A	A
1309	1173	2618	2346	-1309	-1190	1	1	0.08597850236458815	0.40683512717298975	A	A
1310	1669	2620	3338	-1310	-1687	1	1	0.2764316374415252	0.40683512717298975	A	A
1311	1499	2622	2998	-1311	-1500	1	1	0.8534368501016054	0.40683512717298975	A	A
1312	1173	2624	2346	-1312	-1190	1	1	0.16479491385046197	0.40683512717298975	A	A
1317	1317	2634	2634	-1317	-1337	1	1	0.363638341243124	0.40683512717298975	A	A
1319	1173	2638	2346	-1319	-1190	1	1	0.689613779931008	0.40683512717298975	A	A
1320	1317	2640	2634	-1320	-1337	1	1	0.20104992609410077	0.40683512717298975	A	A
1323	1173	2646	2346	-1323	-1190	1	1	0.38495903974719803	0.40683512717298975	A	A
1324	1499	2648	2998	-1324	-1500	1	1	0.5965188473707411	0.40683512717298975	A	A
1325	1438	2650	2876	-1325	-1438	1	1	0.882698079318005	0.40683512717298975	A	A
1326	1173	2652	2346	-1326	-1190	1	1	0.4654843662056878	0.40683512717298975	A	A
1327	1173	2654	2346	-1327	-1190	1	1	0.6838273652215583	0.40683512717298975	A	A
1334	1438	2668	2876	-1334	-1438	1	1	0.7742082629193414	0.40683512717298975	A	A
1335	1173	2670	2346	-1335	-1190	1	1	0.6613110479450107	0.40683512717298975	A	A
1337	1317	2674	2634	-1337	-1337	1	1	0.3321152504178412	0.40683512717298975	A	A
1339	1109	2678	2218	-1339	-1125	1	1	0.24661081368365656	0.40683512717298975	A	A
1341	1317	2682	2634	-1341	-1337	1	1	0.3357990154501982	0.40683512717298975	A	A
1342	1173	2684	2346	-1342	-1190	1	1	0.6125714912434576	0.40683512717298975	A	A
1343	1438	2686	2876	-1343	-1438	1	1	0.7722605766058341	0.40683512717298975	A	A
1346	1317	2692	2634	-1346	-1337	1	1	0.9468804745096414	0.40683512717298975	A	A
1347	1362	2694	2724	-1347	-1372	1	1	0.9544179142998731	0.40683512717298975	A	A
1348	1109	2696	2218	-1348	-1125	1	1	0.23903987755725564	0.40683512717298975	A	A
1349	1669	2698	3338	-1349	-1687	1	1	0.29511690800701373	0.40683512717298975	A	A
1350	1438	2700	2876	-1350	-1438	1	1	0.7978402972390728	0.40683512717298975	A	A
1352	1438	2704	2876	-1352	-1438	1	1	0.004968378662594364	0.40683512717298975	A	A
1354	1109	2708	2218	-1354	-1125	1	1	0.2506242334034475	0.40683512717298975	A	A
1355	1317	2710	2634	-1355	-1337	1	1	0.3996479389765242	0.40683512717298975	A	A
1356	1578	2712	3156	-1356	-1584	1	1	0.5816838647886269	0.40683512717298975	A	A
1357	1438	2714	2876	-1357	-1438	1	1	0.020355747209990893	0.40683512717298975	A	A
1358	1109	2716	2218	-1358	-1125	1	1	0.5441268868612871	0.40683512717298975	A	A
1359	1362	2718	2724	-1359	-1372	1	1	0.3663250002697407	0.40683512717298975	A	A
1361	1317	2722	2634	-1361	-1337	1	1	0.43231830119832015	0.40683512717298975	A	A
1362	1362	2724	2724	-1362	-1372	1	1	0.9322867637404522	0.40683512717298975	A	A
1365	1317	2730	2634	-1365	-1337	1	1	0.08802362830802224	0.40683512717298975	A	A
1366	1317	2732	2634	-1366	-1337	1	1	0.0923426808287493	0.40683512717298975	A	A
1368	1173	2736	2346	-1368	-1190	1	1	0.4623974201270832	0.40683512717298975	A	A
1370	975	2740	1950	-1370	-994	1	1	0.15551526805510718	0.40683512717298975	A	A
1372	1362	2744	2724	-1372	-1372	1	1	0.9753715903920442	0.40683512717298975	A	A
1373	1499	2746	2998	-1373	-1500	1	1	0.7812926686237686	0.40683512717298975	A	A
1376	1362	2752	2724	-1376	-1372	1	1	0.9839938380793389	0.40683512717298975	A	A
1377	1499	2754	2998	-1377	-1500	1	1	0.7675896387806751	0.40683512717298975	A	A
1378	1362	2756	2724	-1378	-1372	1	1	0.36839517065768435	0.40683512717298975	A	A
1379	1438	2758	2876	-1379	-1438	1	1	0.8866884464763815	0.40683512717298975	A	A
1380	1499	2760	2998	-1380	-1500	1	1	0.024743529137280063	0.40683512717298975	A	A
1382	1669	2764	3338	-1382	-1687	1	1	0.3030697778934274	0.40683512717298975	A	A
1383	1499	2766	2998	-1383	-1500	1	1	0.7890477610449783	0.40683512717298975	A	A
1386	1499	2772	2998	-1386	-1500	1	1	0.052285361487746984	0.40683512717298975	A	A
1387	1317	2774	2634	-1387	-1337	1	1	0.6905035655103365	0.40683512717298975	A	A
1388	1499	2776	2998	-1388	-1500	1	1	0.009584972101777889	0.40683512717298975	A	A
1389	1173	2778	2346	-1389	-1190	1	1	0.2376253896953996	0.40683512717298975	A	A
1390	1438	2780	2876	-1390	-1438	1	1	0.9679295808756648	0.40683512717298975	A	A
1391	1669	2782	3338	-1391	-1687	1	1	0.27437010235410764	0.40683512717298975	A	A
1393	1738	2786	3476	-1393	-1751	1	1	0.32821293082668057	0.40683512717298975	A	A
1394	1578	2788	3156	-1394	-1584	1	1	0.5592543595840791	0.40683512717298975	A	A
1397	1173	2794	2346	-1397	-1190	1	1	0.6203534717715955	0.40683512717298975	A	A
1399	1738	2798	3476	-1399	-1751	1	1	0.3161655493950686	0.40683512717298975	A	A
1400	1499	2800	2998	-1400	-1500	1	1	0.8897213573059041	0.40683512717298975	A	A
1401	1578	2802	3156	-1401	-1584	1	1	0.8674242207762006	0.40683512717298975	A	A
1402	975	2804	1950	-1402	-994	1	1	0.13653649504200227	0.40683512717298975	A	A
1404	1173	2808	2346	-1404	-1190	1	1	0.4979688304220621	0.40683512717298975	A	A
1406	1317	2812	2634	-1406	-1337	1	1	0.6985808281713393	0.40683512717298975	A	A
1408	1173	2816	2346	-1408	-1190	1	1	0.2704142757570186	0.40683512717298975	A	A
1409	1438	2818	2876	-1409	-1438	1	1	0.9760376704261513	0.40683512717298975	A	A
1410	1438	2820	2876	-1410	-1438	1	1	0.9741338839470775	0.40683512717298975	A	A
1411	1499	2822	2998	-1411	-1500	1	1	0.9179381156194387	0.40683512717298975	A	A
1412	1173	2824	2346	-1412	-1190	1	1	0.6124969418600353	0.40683512717298975	A	A
1414	1362	2828	2724	-1414	-1372	1	1	0.10846865873250955	0.40683512717298975	A	A
1416	1173	2832	2346	-1416	-1190	1	1	0.5296038613355	0.40683512717298975	A	A
1417	1578	2834	3156	-1417	-1584	1	1	0.02692509925936759	0.40683512717298975	A	A
1418	1578	2836	3156	-1418	-1584	1	1	0.024368816673664973	0.40683512717298975	A	A
1419	1362	2838	2724	-1419	-1372	1	1	0.6604460692084784	0.40683512717298975	A	A
1421	1669	2842	3338	-1421	-1687	1	1	0.5956607708917158	0.40683512717298975	A	A
1422	1362	2844	2724	-1422	-1372	1	1	0.6970954608713208	0.40683512717298975	A	A
1424	1362	2848	2724	-1424	-1372	1	1	0.09147157125607963	0.40683512717298975	A	A
1425	1669	2850	3338	-1425	-1687	1	1	0.7612457093917244	0.40683512717298975	A	A
1427	1438	2854	2876	-1427	-1438	1	1	0.3309686464734739	0.40683512717298975	A	A
1431	1362	2862	2724	-1431	-1372	1	1	0.6638648225384117	0.40683512717298975	A	A
1434	1499	2868	2998	-1434	-1500	1	1	0.9527594173175555	0.40683512717298975	A	A
1436	1362	2872	2724	-1436	-1372	1	1	0.6829395946040244	0.40683512717298975	A	A
1437	1578	2874	3156	-1437	-1584	1	1	0.8542136635392755	0.40683512717298975	A	A
1438	1438	2876	2876	-1438	-1438	1	1	0.36371427468206063	0.40683512717298975	A	A
1439	1438	2878	2876	-1439	-1438	1	1	0.37697828165219727	0.40683512717298975	A	A
1441	1499	2882	2998	-1441	-1500	1	1	0.9327607716967484	0.40683512717298975	A	A
1444	1317	2888	2634	-1444	-1337	1	1	0.4198722612288657	0.40683512717298975	A	A
1445	1669	2890	3338	-1445	-1687	1	1	0.8444337174086928	0.40683512717298975	A	A
1446	1669	2892	3338	-1446	-1687	1	1	0.8546013688869314	0.40683512717298975	A	A
1447	1578	2894	3156	-1447	-1584	1	1	0.03629535398395056	0.40683512717298975	A	A
1448	1738	2896	3476	-1448	-1751	1	1	0.5757735847904645	0.40683512717298975	A	A
1449	1069	2898	2138	-1449	-1070	1	1	0.12183237328671959	0.40683512717298975	A	A
1450	1317	2900	2634	-1450	-1337	1	1	0.6319842650165255	0.40683512717298975	A	A
1452	1578	2904	3156	-1452	-1584	1	1	0.7734411995628534	0.40683512717298975	A	A
1453	1317	2906	2634	-1453	-1337	1	1	0.43694695656277116	0.40683512717298975	A	A
1454	1578	2908	3156	-1454	-1584	1	1	0.8050146153496467	0.40683512717298975	A	A
1455	1438	2910	2876	-1455	-1438	1	1	0.34515578734097996	0.40683512717298975	A	A
1459	1317	2918	2634	-1459	-1337	1	1	0.21479636197757757	0.40683512717298975	A	A
1460	1499	2920	2998	-1460	-1500	1	1	0.9490457403178368	0.40683512717298975	A	A
1461	1317	2922	2634	-1461	-1337	1	1	0.642057496645521	0.40683512717298975	A	A
1462	1499	2924	2998	-1462	-1500	1	1	0.3703195844231397	0.40683512717298975	A	A
1463	1317	2926	2634	-1463	-1337	1	1	0.2187067091926962	0.40683512717298975	A	A
1464	1362	2928	2724	-1464	-1372	1	1	0.4028237363647521	0.40683512717298975	A	A
1465	1317	2930	2634	-1465	-1337	1	1	0.4383020544442353	0.40683512717298975	A	A
1466	1438	2932	2876	-1466	-1438	1	1	0.6867343420245275	0.40683512717298975	A	A
1468	1362	2936	2724	-1468	-1372	1	1	0.1774019088669031	0.40683512717298975	A	A
1469	1578	2938	3156	-1469	-1584	1	1	0.7690724847275675	0.40683512717298975	A	A
1470	1738	2940	3476	-1470	-1751	1	1	0.5882184252065543	0.40683512717298975	A	A
1471	1173	2942	2346	-1471	-1190	1	1	0.24266753041824263	0.40683512717298975	A	A
1472	1669	2944	3338	-1472	-1687	1	1	0.8517140162822318	0.40683512717298975	A	A
1474	1362	2948	2724	-1474	-1372	1	1	0.6434991919711737	0.40683512717298975	A	A
1475	1317	2950	2634	-1475	-1337	1	1	0.5299476735573972	0.40683512717298975	A	A
1476	1738	2952	3476	-1476	-1751	1	1	0.5916944943937259	0.40683512717298975	A	A
1477	1578	2954	3156	-1477	-1584	1	1	0.7890055456531859	0.40683512717298975	A	A
1478	1438	2956	2876	-1478	-1438	1	1	0.687003628644293	0.40683512717298975	A	A
1479	1669	2958	3338	-1479	-1687	1	1	0.769510778802168	0.40683512717298975	A	A
1481	1738	2962	3476	-1481	-1751	1	1	0.5718939183292927	0.40683512717298975	A	A
1482	1173	2964	2346	-1482	-1190	1	1	0.22748953228290247	0.40683512717298975	A	A
1483	1738	2966	3476	-1483	-1751	1	1	0.8519725768350616	0.40683512717298975	A	A
1484	1438	2968	2876	-1484	-1438	1	1	0.6695075447591402	0.40683512717298975	A	A
1485	1317	2970	2634	-1485	-1337	1	1	0.5421278721758009	0.40683512717298975	A	A
1486	1578	2972	3156	-1486	-1584	1	1	0.9664158482173663	0.40683512717298975	A	A
1487	1069	2974	2138	-1487	-1070	1	1	0.1424497714431081	0.40683512717298975	A	A
1488	1738	2976	3476	-1488	-1751	1	1	0.8541992752485109	0.40683512717298975	A	A
1490	1069	2980	2138	-1490	-1070	1	1	0.15452325632572028	0.40683512717298975	A	A
1491	1738	2982	3476	-1491	-1751	1	1	0.8632727675174866	0.40683512717298975	A	A
1492	1669	2984	3338	-1492	-1687	1	1	0.9862580483390652	0.40683512717298975	A	A
1493	1780	2986	3560	-1493	-1794	1	1	0.5836039295678518	0.40683512717298975	A	A
1494	1499	2988	2998	-1494	-1500	1	1	0.8959158151595832	0.40683512717298975	A	A
1495	1578	2990	3156	-1495	-1584	1	1	0.9357730080979935	0.40683512717298975	A	A
1497	1362	2994	2724	-1497	-1372	1	1	0.17592898010978797	0.40683512717298975	A	A
1501	1578	3002	3156	-1501	-1584	1	1	0.9324803305330005	0.40683512717298975	A	A
1504	1362	3008	2724	-1504	-1372	1	1	0.3957663314541594	0.40683512717298975	A	A
1505	1738	3010	3476	-1505	-1751	1	1	0.3112313427368387	0.40683512717298975	A	A
1508	1738	3016	3476	-1508	-1751	1	1	0.8302503903766947	0.40683512717298975	A	A
1509	1780	3018	3560	-1509	-1794	1	1	0.3281752013925153	0.40683512717298975	A	A
1513	1317	3026	2634	-1513	-1337	1	1	0.5296608661812332	0.40683512717298975	A	A
1515	1780	3030	3560	-1515	-1794	1	1	0.321857812498313	0.40683512717298975	A	A
1524	1669	3048	3338	-1524	-1687	1	1	0.9411855942626163	0.40683512717298975	A	A
1526	1438	3052	2876	-1526	-1438	1	1	0.06688235614631621	0.40683512717298975	A	A
1528	1669	3056	3338	-1528	-1687	1	1	0.9358892092224953	0.40683512717298975	A	A
1529	1499	3058	2998	-1529	-1500	1	1	0.09540020152146245	0.40683512717298975	A	A
1530	1780	3060	3560	-1530	-1794	1	1	0.3077488214077788	0.40683512717298975	A	A
1531	1499	3062	2998	-1531	-1500	1	1	0.6726394836589329	0.40683512717298975	A	A
1532	1499	3064	2998	-1532	-1500	1	1	0.06745054547299667	0.40683512717298975	A	A
1533	1780	3066	3560	-1533	-1794	1	1	0.5547025329050291	0.40683512717298975	A	A
1534	1438	3068	2876	-1534	-1438	1	1	0.18987988959103763	0.40683512717298975	A	A
1535	1669	3070	3338	-1535	-1687	1	1	0.7929312970527601	0.40683512717298975	A	A
1536	1780	3072	3560	-1536	-1794	1	1	0.3129227481514164	0.40683512717298975	A	A
1538	1499	3076	2998	-1538	-1500	1	1	0.0751989567036162	0.40683512717298975	A	A
1539	1438	3078	2876	-1539	-1438	1	1	0.39166565377895723	0.40683512717298975	A	A
1540	1069	3080	2138	-1540	-1070	1	1	0.14770238942363167	0.40683512717298975	A	A
1544	1669	3088	3338	-1544	-1687	1	1	0.019950277024499474	0.40683512717298975	A	A
1545	1438	3090	2876	-1545	-1438	1	1	0.1755354834949039	0.40683512717298975	A	A
1549	1362	3098	2724	-1549	-1372	1	1	0.5041573558606979	0.40683512717298975	A	A
1551	1669	3102	3338	-1551	-1687	1	1	0.9704160751263841	0.40683512717298975	A	A
1552	1317	3104	2634	-1552	-1337	1	1	0.455534927410157	0.40683512717298975	A	A
1553	1780	3106	3560	-1553	-1794	1	1	0.5510561334537836	0.40683512717298975	A	A
1556	1317	3112	2634	-1556	-1337	1	1	0.4462632044446674	0.40683512717298975	A	A
1558	1362	3116	2724	-1558	-1372	1	1	0.5137683926084498	0.40683512717298975	A	A
1559	1578	3118	3156	-1559	-1584	1	1	0.897897211542344	0.40683512717298975	A	A
1560	1849	3120	3698	-1560	-1896	1	1	0.5528849266031082	0.40683512717298975	A	A
1561	1438	3122	2876	-1561	-1438	1	1	0.6337513193822119	0.40683512717298975	A	A
1564	1499	3128	2998	-1564	-1500	1	1	0.08512998181622378	0.40683512717298975	A	A
1566	1362	3132	2724	-1566	-1372	1	1	0.24847658616722534	0.40683512717298975	A	A
1567	1438	3134	2876	-1567	-1438	1	1	0.6027528676173795	0.40683512717298975	A	A
1568	1578	3136	3156	-1568	-1584	1	1	0.8803179828480598	0.40683512717298975	A	A
1569	1669	3138	3338	-1569	-1687	1	1	0.9705466706744531	0.40683512717298975	A	A
1572	1578	3144	3156	-1572	-1584	1	1	0.6638805736724165	0.40683512717298975	A	A
1573	1362	3146	2724	-1573	-1372	1	1	0.4648266711963571	0.40683512717298975	A	A
1574	1780	3148	3560	-1574	-1794	1	1	0.8235726559027196	0.40683512717298975	A	A
1576	1362	3152	2724	-1576	-1372	1	1	0.4661259911964948	0.40683512717298975	A	A
1577	1362	3154	2724	-1577	-1372	1	1	0.5211672936521694	0.40683512717298975	A	A
1578	1578	3156	3156	-1578	-1584	1	1	0.7074998178906917	0.40683512717298975	A	A
1580	1849	3160	3698	-1580	-1896	1	1	0.5870163831143757	0.40683512717298975	A	A
1581	1780	3162	3560	-1581	-1794	1	1	0.83594171703499	0.40683512717298975	A	A
1582	1438	3164	2876	-1582	-1438	1	1	0.5306559890837435	0.40683512717298975	A	A
1583	1438	3166	2876	-1583	-1438	1	1	0.606551373808608	0.40683512717298975	A	A
1584	1578	3168	3156	-1584	-1584	1	1	0.7072784012270489	0.40683512717298975	A	A
1585	1738	3170	3476	-1585	-1751	1	1	0.734373009626446	0.40683512717298975	A	A
1586	1109	3172	2218	-1586	-1125	1	1	0.16020059941863463	0.40683512717298975	A	A
1588	1109	3176	2218	-1588	-1125	1	1	0.15169664310181852	0.40683512717298975	A	A
1589	1578	3178	3156	-1589	-1584	1	1	0.705229490352433	0.40683512717298975	A	A
1590	1499	3180	2998	-1590	-1500	1	1	0.3765282571516527	0.40683512717298975	A	A
1591	1438	3182	2876	-1591	-1438	1	1	0.4843810481252414	0.40683512717298975	A	A
1593	1438	3186	2876	-1593	-1438	1	1	0.4699594202389271	0.40683512717298975	A	A
1595	1669	3190	3338	-1595	-1687	1	1	0.040223196869210165	0.40683512717298975	A	A
1596	1578	3192	3156	-1596	-1584	1	1	0.37084404291770867	0.40683512717298975	A	A
1597	1738	3194	3476	-1597	-1751	1	1	0.7234247637552221	0.40683512717298975	A	A
1598	1499	3196	2998	-1598	-1500	1	1	0.6368415612289919	0.40683512717298975	A	A
1600	1578	3200	3156	-1600	-1584	1	1	0.09291962271329557	0.40683512717298975	A	A
1601	1669	3202	3338	-1601	-1687	1	1	0.7730706966944744	0.40683512717298975	A	A
1602	1849	3204	3698	-1602	-1896	1	1	0.8696565791690756	0.40683512717298975	A	A
1603	1578	3206	3156	-1603	-1584	1	1	0.0730898104862654	0.40683512717298975	A	A
1604	1173	3208	2346	-1604	-1190	1	1	0.16332706950857434	0.40683512717298975	A	A
1606	1499	3212	2998	-1606	-1500	1	1	0.6468801869803195	0.40683512717298975	A	A
1609	1669	3218	3338	-1609	-1687	1	1	0.6730036921383072	0.40683512717298975	A	A
1610	1499	3220	2998	-1610	-1500	1	1	0.4494002653909972	0.40683512717298975	A	A
1613	1438	3226	2876	-1613	-1438	1	1	0.4935949869384758	0.40683512717298975	A	A
1614	1578	3228	3156	-1614	-1584	1	1	0.33807826873945257	0.40683512717298975	A	A
1615	1438	3230	2876	-1615	-1438	1	1	0.523645110283029	0.40683512717298975	A	A
1616	1578	3232	3156	-1616	-1584	1	1	0.08552131804254537	0.40683512717298975	A	A
1617	1738	3234	3476	-1617	-1751	1	1	0.03647730909775815	0.40683512717298975	A	A
1618	1499	3236	2998	-1618	-1500	1	1	0.44498203441779216	0.40683512717298975	A	A
1619	1499	3238	2998	-1619	-1500	1	1	0.1648356629552512	0.40683512717298975	A	A
1621	1499	3242	2998	-1621	-1500	1	1	0.6234476433546069	0.40683512717298975	A	A
1622	1669	3244	3338	-1622	-1687	1	1	0.6864552455069827	0.40683512717298975	A	A
1624	1578	3248	3156	-1624	-1584	1	1	0.606307040175097	0.40683512717298975	A	A
1626	1578	3252	3156	-1626	-1584	1	1	0.915425556223921	0.40683512717298975	A	A
1627	2011	3254	4022	-1627	-2015	1	1	0.5803515031436528	0.40683512717298975	A	A
1628	1849	3256	3698	-1628	-1896	1	1	0.8468009220399121	0.40683512717298975	A	A
1630	1499	3260	2998	-1630	-1500	1	1	0.4098920849785893	0.40683512717298975	A	A
1631	1578	3262	3156	-1631	-1584	1	1	0.6485573245880312	0.40683512717298975	A	A
1632	1578	3264	3156	-1632	-1584	1	1	0.33863349108215723	0.40683512717298975	A	A
1633	1738	3266	3476	-1633	-1751	1	1	0.7722396935057788	0.40683512717298975	A	A
1634	1669	3268	3338	-1634	-1687	1	1	0.6948360096575417	0.40683512717298975	A	A
1635	1738	3270	3476	-1635	-1751	1	1	0.967458012179519	0.40683512717298975	A	A
1636	1499	3272	2998	-1636	-1500	1	1	0.1833069172349926	0.40683512717298975	A	A
1638	2011	3276	4022	-1638	-2015	1	1	0.8597613145143805	0.40683512717298975	A	A
1641	1669	3282	3338	-1641	-1687	1	1	0.9011422511602691	0.40683512717298975	A	A
1643	2011	3286	4022	-1643	-2015	1	1	0.28511450535367766	0.40683512717298975	A	A
1644	2011	3288	4022	-1644	-2015	1	1	0.8252609744691636	0.40683512717298975	A	A
1645	1738	3290	3476	-1645	-1751	1	1	0.6794152401157615	0.40683512717298975	A	A
1650	1738	3300	3476	-1650	-1751	1	1	0.973138974298211	0.40683512717298975	A	A
1651	1499	3302	2998	-1651	-1500	1	1	0.45505512038819695	0.40683512717298975	A	A
1652	1738	3304	3476	-1652	-1751	1	1	0.9439909737390202	0.40683512717298975	A	A
1655	1669	3310	3338	-1655	-1687	1	1	0.37635889761770924	0.40683512717298975	A	A
1656	1578	3312	3156	-1656	-1584	1	1	0.6367188473936883	0.40683512717298975	A	A
1657	1738	3314	3476	-1657	-1751	1	1	0.939038247749289	0.40683512717298975	A	A
