Feature A (i)	Feature B (2i)	Feature C (-i)	Constant Feature	Random Feature	Outcome
1849	3698	-1896	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1578	3156	-1584	1	0.40683512717298975	A
1438	2876	-1438	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
1499	2998	-1500	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1438	2876	-1438	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1499	2998	-1500	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1499	2998	-1500	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1499	2998	-1500	1	0.40683512717298975	A
1578	3156	-1584	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1578	3156	-1584	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1578	3156	-1584	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
1499	2998	-1500	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1578	3156	-1584	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
1578	3156	-1584	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1669	3338	-1687	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
1738	3476	-1751	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
1780	3560	-1794	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
1849	3698	-1896	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2011	4022	-2015	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2082	4164	-2086	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2907	5814	-2919	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2137	4274	-2142	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2200	4400	-2204	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2262	4524	-2264	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
3000	6000	-3005	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2907	5814	-2919	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2907	5814	-2919	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2907	5814	-2919	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2395	4790	-2414	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2761	5522	-2793	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2546	5092	-2548	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2604	5208	-2604	1	0.40683512717298975	A
2652	5304	-2666	1	0.40683512717298975	A
2836	5672	-2847	1	0.40683512717298975	A
2470	4940	-2499	1	0.40683512717298975	A
2308	4616	-2322	1	0.40683512717298975	A
