age,age_nosex,workclass,workclass_nosex,fnlwgt,fnlwgt_nosex,education,education_nosex,education_num,education_num_nosex,marital_status,marital_status_nosex,occupation,occupation_nosex,relationship,relationship_nosex,race,race_nosex,sex,sex_nosex,capital_gain,capital_gain_nosex,capital_loss,capital_loss_nosex,hours_per_week,hours_per_week_nosex,native_country,native_country_nosex,income_per_year,income_per_year_nosex
46,46,Private,Private,40666,55743,Bachelors,Some-college,13,10,Divorced,Never-married,Exec-managerial,Other-service,Other-relative,Not-in-family,White,Black,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
18,26,?,Private,142043,293364,11th,HS-grad,7,9,Never-married,Never-married,?,Sales,Other-relative,Not-in-family,White,Black,Male,Male,0,0,0,0,15,35,United-States,United-States,<=50K,<=50K
58,35,Private,Private,105239,222978,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Handlers-cleaners,Other-service,Other-relative,Not-in-family,White,White,Male,Male,0,0,0,0,40,33,United-States,United-States,<=50K,<=50K
41,27,Private,Private,112763,355259,Some-college,Assoc-voc,10,11,Married-civ-spouse,Never-married,Adm-clerical,Sales,Wife,Not-in-family,White,White,Female,Male,0,0,0,0,35,43,United-States,United-States,<=50K,<=50K
66,64,Self-emp-not-inc,Self-emp-not-inc,219220,130926,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,2653,15020,0,0,40,30,United-States,United-States,<=50K,>50K
38,26,State-gov,Private,168223,273675,Some-college,Bachelors,10,13,Divorced,Never-married,Adm-clerical,Machine-op-inspct,Unmarried,Other-relative,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
29,21,Private,Private,175639,32616,Some-college,HS-grad,10,9,Divorced,Never-married,Other-service,Other-service,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,1719,28,16,United-States,United-States,<=50K,<=50K
39,45,Private,Private,167482,175800,Some-college,Bachelors,10,13,Married-civ-spouse,Divorced,Sales,Other-service,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,39,United-States,?,<=50K,>50K
44,57,Local-gov,Local-gov,178417,50512,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Protective-serv,Handlers-cleaners,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,40,62,United-States,United-States,>50K,<=50K
26,30,Local-gov,Private,33604,115464,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Own-child,Not-in-family,Amer-Indian-Eskimo,White,Male,Male,0,0,0,0,25,35,United-States,United-States,<=50K,>50K
27,45,Private,Private,62082,98881,Bachelors,11th,13,7,Never-married,Married-civ-spouse,Sales,Machine-op-inspct,Own-child,Own-child,Other,White,Male,Male,0,0,0,0,38,32,United-States,United-States,<=50K,<=50K
29,50,Private,Private,149902,196963,Doctorate,7th-8th,16,4,Never-married,Divorced,Prof-specialty,Craft-repair,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,80,30,United-States,United-States,<=50K,<=50K
29,38,Private,Private,74784,166988,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Transport-moving,Handlers-cleaners,Husband,Own-child,White,White,Male,Male,0,0,0,0,70,40,United-States,United-States,<=50K,<=50K
47,43,Self-emp-inc,Self-emp-not-inc,54260,185584,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Sales,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,45,52,United-States,United-States,<=50K,<=50K
62,42,?,Private,119986,182342,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,?,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,60,55,United-States,United-States,>50K,<=50K
29,32,Local-gov,Private,165218,471768,Bachelors,Doctorate,13,13,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,55,35,United-States,United-States,<=50K,<=50K
52,20,Local-gov,Private,192853,154781,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Transport-moving,Tech-support,Husband,Own-child,Other,White,Male,Male,0,0,0,0,40,40,Jamaica,United-States,>50K,<=50K
27,27,Private,Private,56299,219371,11th,HS-grad,7,9,Never-married,Never-married,Handlers-cleaners,Other-service,Other-relative,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,United-States,Mexico,<=50K,<=50K
53,45,?,Private,394690,99179,Some-college,11th,10,7,Married-civ-spouse,Married-civ-spouse,?,Adm-clerical,Wife,Not-in-family,White,White,Female,Male,0,0,0,0,5,40,United-States,United-States,<=50K,<=50K
29,40,Private,Private,208406,224910,Assoc-acdm,HS-grad,12,9,Never-married,Never-married,Adm-clerical,Machine-op-inspct,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
62,38,Private,Private,165827,283760,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,52,United-States,United-States,<=50K,<=50K
72,37,Private,Private,249559,349689,HS-grad,HS-grad,9,9,Widowed,Divorced,Priv-house-serv,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
27,60,Private,Private,151382,106850,HS-grad,10th,9,6,Never-married,Divorced,Exec-managerial,Machine-op-inspct,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
38,53,Private,Private,161141,187938,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Tech-support,Husband,Unmarried,White,Black,Male,Male,0,0,0,0,55,39,United-States,United-States,<=50K,>50K
27,25,Private,Private,57092,169323,HS-grad,Bachelors,9,13,Divorced,Married-civ-spouse,Craft-repair,Exec-managerial,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
49,47,Private,Private,116927,156797,Masters,Bachelors,14,13,Divorced,Divorced,Prof-specialty,Exec-managerial,Not-in-family,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,0,0,0,60,52,United-States,Japan,<=50K,<=50K
56,40,Private,Private,133876,32385,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,60,United-States,United-States,>50K,<=50K
52,51,Self-emp-inc,?,229259,161475,Prof-school,HS-grad,15,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
22,19,Private,Private,338162,197384,HS-grad,Some-college,9,10,Married-civ-spouse,Separated,Machine-op-inspct,?,Wife,Own-child,Black,White,Female,Male,0,0,0,0,40,10,United-States,United-States,<=50K,<=50K
37,42,Federal-gov,Private,38948,251795,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,50,United-States,United-States,<=50K,>50K
55,65,Private,?,169276,247245,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Machine-op-inspct,?,Other-relative,Not-in-family,Black,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
38,41,State-gov,Private,364803,165309,Some-college,Bachelors,10,13,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Own-child,Black,White,Male,Male,0,0,0,0,65,40,United-States,United-States,<=50K,<=50K
45,28,Private,Private,302677,202903,Some-college,10th,10,6,Never-married,Never-married,Exec-managerial,Machine-op-inspct,Not-in-family,Own-child,White,Black,Female,Male,0,0,1340,0,50,39,United-States,United-States,<=50K,<=50K
35,46,Private,Private,235485,133938,Bachelors,Masters,13,14,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,27828,0,0,40,50,United-States,United-States,>50K,>50K
21,49,Private,Private,91189,159816,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Sales,Exec-managerial,Unmarried,Not-in-family,White,White,Male,Male,0,99999,0,0,60,20,United-States,United-States,<=50K,>50K
54,24,Federal-gov,Private,149596,213004,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,?,Wife,Other-relative,White,Black,Female,Male,0,0,0,0,45,35,United-States,United-States,<=50K,<=50K
19,32,Private,Private,89211,187311,HS-grad,11th,9,7,Never-married,Never-married,Sales,Machine-op-inspct,Own-child,Own-child,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
48,71,State-gov,Private,241854,102114,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,6767,0,0,55,17,United-States,United-States,>50K,<=50K
41,26,Private,Private,213351,161111,HS-grad,Some-college,9,10,Married-civ-spouse,Widowed,Exec-managerial,Tech-support,Husband,Own-child,White,White,Male,Male,0,3103,0,0,40,35,United-States,United-States,<=50K,>50K
20,29,Private,Private,74631,50385,9th,HS-grad,5,9,Never-married,Married-spouse-absent,Other-service,Sales,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
56,50,Private,Private,128696,164954,11th,Some-college,7,10,Married-civ-spouse,Married-civ-spouse,Tech-support,Exec-managerial,Wife,Not-in-family,Black,White,Female,Male,0,99999,0,0,40,43,United-States,United-States,<=50K,>50K
49,51,Private,Private,141069,117528,HS-grad,Assoc-voc,9,11,Divorced,Divorced,Adm-clerical,Prof-specialty,Other-relative,Own-child,White,White,Female,Male,0,3103,0,0,40,43,United-States,United-States,<=50K,>50K
17,17,?,?,347248,158762,10th,10th,6,6,Never-married,Never-married,?,?,Own-child,Own-child,White,White,Female,Male,0,0,0,0,20,20,United-States,United-States,<=50K,<=50K
45,49,Private,Self-emp-not-inc,176947,169818,7th-8th,HS-grad,4,9,Never-married,Married-civ-spouse,Adm-clerical,Sales,Own-child,Not-in-family,White,Black,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,>50K
46,31,Private,Private,274200,268520,HS-grad,10th,9,6,Divorced,Married-civ-spouse,Farming-fishing,Machine-op-inspct,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,50,35,United-States,United-States,<=50K,<=50K
39,23,Private,Private,94036,197189,HS-grad,11th,9,7,Divorced,Married-civ-spouse,Handlers-cleaners,Machine-op-inspct,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
52,59,?,Local-gov,188431,142646,HS-grad,HS-grad,9,9,Married-civ-spouse,Widowed,?,Craft-repair,Husband,Unmarried,White,White,Male,Male,0,0,0,2339,45,35,United-States,United-States,<=50K,<=50K
34,17,Local-gov,?,176802,212980,11th,10th,7,6,Separated,Never-married,Other-service,?,Unmarried,Own-child,Black,White,Female,Male,0,0,0,0,40,26,United-States,United-States,<=50K,<=50K
65,43,?,Private,258973,185820,Some-college,Some-college,10,10,Widowed,Never-married,?,Sales,Not-in-family,Not-in-family,White,White,Female,Male,401,7688,0,0,14,35,United-States,United-States,<=50K,>50K
46,38,Private,Private,235646,29433,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,0,7298,0,0,40,35,United-States,United-States,<=50K,>50K
41,37,Private,Private,175883,253860,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Other-service,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,60,35,United-States,United-States,<=50K,<=50K
48,29,Private,Private,154430,176468,Bachelors,10th,13,6,Never-married,Never-married,Exec-managerial,Other-service,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,35,35,United-States,United-States,<=50K,<=50K
71,39,Private,Private,258126,221722,9th,Bachelors,5,13,Married-civ-spouse,Divorced,Protective-serv,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,39,43,Cuba,United-States,<=50K,>50K
26,31,Federal-gov,Private,337575,19302,Bachelors,Assoc-acdm,13,12,Never-married,Never-married,Prof-specialty,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Male,0,2176,0,0,40,33,United-States,United-States,>50K,<=50K
47,42,Self-emp-inc,Local-gov,308241,339671,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-spouse-absent,Sales,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,0,8614,0,0,40,45,United-States,United-States,<=50K,>50K
21,35,?,Local-gov,162165,103260,Some-college,Masters,10,14,Never-married,Married-civ-spouse,?,Prof-specialty,Not-in-family,Other-relative,White,White,Female,Male,0,0,0,0,43,35,United-States,United-States,<=50K,>50K
23,39,Private,Private,298623,78410,HS-grad,HS-grad,9,14,Never-married,Married-civ-spouse,Transport-moving,Exec-managerial,Own-child,Not-in-family,Black,Asian-Pac-Islander,Male,Male,0,15020,0,0,40,35,United-States,United-States,<=50K,>50K
65,40,Private,Private,270935,135056,HS-grad,Assoc-acdm,9,12,Widowed,Never-married,Craft-repair,Machine-op-inspct,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,55,40,United-States,United-States,<=50K,<=50K
60,66,Private,Private,338833,142723,HS-grad,5th-6th,9,3,Never-married,Never-married,Adm-clerical,Handlers-cleaners,Not-in-family,Own-child,Black,White,Female,Male,0,0,0,0,38,40,United-States,United-States,<=50K,<=50K
19,30,?,Federal-gov,341631,181265,HS-grad,9th,9,5,Never-married,Never-married,?,Tech-support,Other-relative,Not-in-family,White,White,Female,Male,0,0,0,0,25,35,United-States,United-States,<=50K,<=50K
35,43,Private,Private,233786,56651,HS-grad,Assoc-acdm,9,12,Never-married,Divorced,Craft-repair,Sales,Unmarried,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
32,47,Private,Private,366876,178309,HS-grad,9th,9,5,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,50,United-States,United-States,<=50K,<=50K
36,45,State-gov,Private,183279,166107,HS-grad,Masters,9,14,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Tech-support,Husband,Own-child,White,Asian-Pac-Islander,Male,Male,0,0,0,0,38,40,United-States,Philippines,<=50K,<=50K
41,31,Federal-gov,Private,29606,51164,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Machine-op-inspct,Wife,Own-child,Amer-Indian-Eskimo,Black,Female,Male,0,0,0,0,40,35,United-States,Trinadad&Tobago,>50K,<=50K
24,33,Local-gov,Private,137300,149648,HS-grad,HS-grad,9,9,Never-married,Never-married,Other-service,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,3103,0,0,20,35,United-States,United-States,<=50K,>50K
45,32,Private,Private,184070,34029,HS-grad,Bachelors,9,13,Never-married,Never-married,Machine-op-inspct,Adm-clerical,Own-child,Not-in-family,Black,White,Female,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
48,28,Private,Private,188610,401335,Assoc-acdm,Assoc-acdm,12,12,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Not-in-family,White,Black,Male,Male,0,0,0,0,48,35,United-States,United-States,>50K,<=50K
20,50,Private,Federal-gov,41356,153522,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,25,35,United-States,United-States,<=50K,>50K
51,63,Private,Private,145409,151210,Some-college,7th-8th,10,4,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,40,?,United-States,>50K,<=50K
24,28,?,Private,287413,179313,HS-grad,Bachelors,9,13,Never-married,Never-married,?,Adm-clerical,Not-in-family,Own-child,Black,White,Male,Male,0,0,0,0,60,35,United-States,United-States,<=50K,<=50K
39,38,Local-gov,Private,100011,204640,Assoc-acdm,Some-college,12,10,Never-married,Never-married,Tech-support,Tech-support,Not-in-family,Unmarried,White,Black,Female,Male,0,0,0,0,38,40,United-States,United-States,<=50K,<=50K
21,52,Private,Private,119673,87205,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Other-service,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,30,38,United-States,United-States,<=50K,<=50K
49,38,Private,Private,140782,109920,Bachelors,Assoc-voc,13,15,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Wife,Own-child,White,Asian-Pac-Islander,Female,Male,0,0,2415,0,3,35,United-States,United-States,>50K,>50K
30,41,Private,Private,193246,104329,HS-grad,HS-grad,9,9,Never-married,Never-married,Protective-serv,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,2105,0,0,40,35,United-States,United-States,<=50K,<=50K
68,50,State-gov,State-gov,420526,199471,Masters,Masters,14,14,Widowed,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,5,33,United-States,United-States,<=50K,<=50K
30,59,Private,Private,34574,176514,Masters,11th,14,7,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,35,United-States,United-States,<=50K,<=50K
32,32,Self-emp-not-inc,Private,400061,195545,Prof-school,HS-grad,15,9,Married-civ-spouse,Never-married,Prof-specialty,Sales,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,15024,0,0,0,40,42,Philippines,United-States,>50K,<=50K
49,73,Private,Local-gov,107009,216827,HS-grad,7th-8th,9,4,Divorced,Never-married,Other-service,Protective-serv,Not-in-family,Own-child,White,White,Male,Male,0,2202,0,0,40,9,Portugal,United-States,<=50K,<=50K
24,52,Private,Self-emp-inc,33551,98725,Some-college,HS-grad,10,9,Divorced,Divorced,Adm-clerical,Exec-managerial,Not-in-family,Unmarried,White,White,Male,Male,0,0,0,0,50,33,United-States,United-States,<=50K,<=50K
34,57,Private,Private,121640,111558,Some-college,HS-grad,10,9,Divorced,Never-married,Prof-specialty,Exec-managerial,Not-in-family,Own-child,Amer-Indian-Eskimo,White,Male,Male,0,0,0,0,44,52,United-States,United-States,<=50K,<=50K
40,35,Private,Private,179524,176836,Bachelors,Assoc-voc,13,11,Never-married,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Own-child,White,White,Female,Male,0,7298,0,0,40,43,United-States,United-States,<=50K,>50K
23,51,?,Private,473206,157813,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,?,?,Own-child,Own-child,Black,White,Male,Male,0,0,0,0,32,48,United-States,United-States,<=50K,>50K
41,22,Private,Private,54422,311764,Assoc-acdm,11th,12,7,Married-civ-spouse,Never-married,Prof-specialty,Sales,Wife,Own-child,White,Black,Female,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
23,49,Private,Private,202416,180988,HS-grad,HS-grad,9,9,Never-married,Never-married,Sales,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,30,35,United-States,United-States,<=50K,>50K
48,22,Private,Private,158685,248448,HS-grad,HS-grad,9,9,Divorced,Never-married,Other-service,Prof-specialty,Not-in-family,Own-child,White,Black,Female,Male,0,0,0,0,16,35,United-States,United-States,<=50K,<=50K
56,46,Self-emp-inc,Local-gov,76534,34803,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Other-relative,Not-in-family,Asian-Pac-Islander,White,Female,Male,0,0,0,1902,21,35,China,United-States,<=50K,<=50K
42,48,State-gov,Private,218948,199739,Doctorate,HS-grad,16,9,Divorced,Never-married,Prof-specialty,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,0,0,0,36,40,Jamaica,United-States,<=50K,<=50K
37,52,Self-emp-not-inc,Private,175120,178137,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Craft-repair,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,United-States,?,>50K,<=50K
32,43,Private,State-gov,100154,196174,9th,Bachelors,5,13,Married-civ-spouse,Divorced,Other-service,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,43,El-Salvador,United-States,<=50K,>50K
29,25,Private,Private,160510,262848,Bachelors,7th-8th,13,4,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,0,0,0,50,35,?,United-States,>50K,<=50K
58,31,Private,Private,223214,311696,HS-grad,Some-college,9,4,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,?,United-States,>50K,<=50K
40,19,Private,Private,79488,392160,HS-grad,Some-college,9,10,Separated,Never-married,Other-service,Sales,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,40,31,United-States,United-States,<=50K,<=50K
40,19,Private,?,136986,243871,Masters,Some-college,14,10,Married-civ-spouse,Never-married,Exec-managerial,?,Husband,Own-child,White,White,Male,Male,99999,0,0,0,52,39,United-States,United-States,>50K,<=50K
33,51,Private,Private,202339,152837,11th,HS-grad,7,9,Never-married,Separated,Sales,?,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,34,72,United-States,United-States,<=50K,>50K
58,51,Private,Private,205737,207375,HS-grad,Bachelors,9,13,Married-civ-spouse,Divorced,Other-service,Exec-managerial,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,>50K
32,22,Private,Self-emp-not-inc,80145,202920,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,99999,0,0,40,40,United-States,Dominican-Republic,<=50K,>50K
22,37,?,Local-gov,303579,118909,Some-college,HS-grad,10,9,Never-married,Divorced,?,Other-service,Own-child,Unmarried,White,Black,Male,Male,0,0,1602,0,8,35,United-States,United-States,<=50K,<=50K
47,19,Private,Private,235108,286469,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Own-child,White,White,Male,Male,5178,0,0,0,40,30,United-States,United-States,>50K,<=50K
41,45,State-gov,Private,201363,191914,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Adm-clerical,Transport-moving,Wife,Not-in-family,White,White,Female,Male,0,0,0,0,38,55,United-States,United-States,>50K,<=50K
41,21,Self-emp-inc,State-gov,244172,138077,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,9,?,United-States,>50K,<=50K
73,52,?,Private,99349,198744,Bachelors,HS-grad,13,9,Widowed,Widowed,?,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,15,40,United-States,United-States,<=50K,<=50K
56,46,Federal-gov,Local-gov,338242,253752,Assoc-voc,Some-college,11,10,Widowed,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Own-child,Black,White,Female,Male,0,0,0,0,40,21,United-States,United-States,<=50K,<=50K
83,42,?,State-gov,29702,219553,7th-8th,Masters,4,14,Married-civ-spouse,Divorced,?,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,20,38,United-States,United-States,<=50K,<=50K
22,56,Private,Private,146352,242552,HS-grad,HS-grad,9,9,Never-married,Never-married,Sales,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,60,35,United-States,United-States,<=50K,<=50K
30,23,Private,Private,215182,64292,Bachelors,HS-grad,13,9,Never-married,Never-married,Prof-specialty,Sales,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
41,58,?,Private,133456,291181,Assoc-acdm,Masters,12,14,Widowed,Never-married,?,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,50,35,United-States,United-States,<=50K,<=50K
32,70,Private,Private,79586,29106,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,0,0,0,40,26,Philippines,United-States,>50K,<=50K
27,30,Private,Private,181822,229016,HS-grad,Some-college,9,10,Never-married,Divorced,Craft-repair,Adm-clerical,Not-in-family,Unmarried,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,<=50K,<=50K
35,45,Private,Private,123809,318056,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Wife,Not-in-family,White,Asian-Pac-Islander,Female,Male,15024,0,0,0,35,35,United-States,Philippines,>50K,<=50K
37,23,Private,Private,35429,212800,HS-grad,Some-college,9,10,Never-married,Never-married,Machine-op-inspct,Sales,Unmarried,Not-in-family,White,White,Male,Male,1506,0,0,0,40,38,United-States,United-States,<=50K,<=50K
48,34,Private,Local-gov,151584,61431,HS-grad,Some-college,9,10,Divorced,Divorced,Transport-moving,Exec-managerial,Not-in-family,Own-child,White,White,Male,Male,0,0,0,1579,46,35,United-States,United-States,<=50K,<=50K
42,38,Private,Private,303725,31603,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Machine-op-inspct,Craft-repair,Unmarried,Not-in-family,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
35,24,Private,Private,194404,158956,Bachelors,Assoc-voc,13,11,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,35,United-States,United-States,>50K,<=50K
20,53,Local-gov,Private,224229,118806,Some-college,7th-8th,10,4,Never-married,Never-married,Exec-managerial,Transport-moving,Not-in-family,Not-in-family,White,Amer-Indian-Eskimo,Female,Male,0,0,0,0,35,35,United-States,United-States,<=50K,<=50K
33,45,Private,Federal-gov,236396,254167,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,Black,Male,Male,15024,3325,0,0,55,35,United-States,United-States,>50K,<=50K
25,21,Private,?,40255,163665,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Farming-fishing,?,Husband,Own-child,White,White,Male,Male,0,0,0,0,80,40,United-States,United-States,<=50K,<=50K
29,21,State-gov,Private,214881,538319,Bachelors,Masters,13,10,Married-civ-spouse,Never-married,Prof-specialty,Protective-serv,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,Honduras,Puerto-Rico,>50K,<=50K
47,34,Private,Private,332465,238246,Some-college,Bachelors,10,13,Divorced,Never-married,Transport-moving,Prof-specialty,Unmarried,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
28,32,Private,?,165218,227521,Bachelors,HS-grad,13,9,Never-married,Never-married,Adm-clerical,Other-service,Not-in-family,Own-child,White,White,Female,Male,0,5060,0,0,55,39,United-States,United-States,<=50K,>50K
20,21,Private,Private,34506,128162,Some-college,HS-grad,10,9,Never-married,Never-married,Sales,Handlers-cleaners,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,20,35,United-States,United-States,<=50K,<=50K
30,63,Local-gov,?,79190,216208,Bachelors,Masters,13,14,Never-married,Never-married,Prof-specialty,?,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,26,United-States,United-States,<=50K,<=50K
48,23,Self-emp-not-inc,Private,79001,150817,Assoc-acdm,9th,12,5,Divorced,Never-married,Tech-support,Handlers-cleaners,Not-in-family,Own-child,White,Black,Female,Male,0,0,0,0,40,31,United-States,United-States,<=50K,<=50K
