age,age_nohours_per_week,workclass,workclass_nohours_per_week,fnlwgt,fnlwgt_nohours_per_week,education,education_nohours_per_week,education_num,education_num_nohours_per_week,marital_status,marital_status_nohours_per_week,occupation,occupation_nohours_per_week,relationship,relationship_nohours_per_week,race,race_nohours_per_week,sex,sex_nohours_per_week,capital_gain,capital_gain_nohours_per_week,capital_loss,capital_loss_nohours_per_week,hours_per_week,hours_per_week_nohours_per_week,native_country,native_country_nohours_per_week,income_per_year,income_per_year_nohours_per_week
50,42,Private,Private,148431,173740,Masters,Some-college,14,9,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,55,40,United-States,United-States,>50K,<=50K
66,42,State-gov,Self-emp-inc,148380,173740,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Sales,Wife,Husband,White,White,Female,Male,1424,2414,0,1564,10,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,314890,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Other-service,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,46,40,United-States,United-States,<=50K,<=50K
62,42,Private,Private,177493,173740,12th,Some-college,8,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Wife,White,White,Male,Male,0,2414,0,1564,30,40,United-States,United-States,<=50K,>50K
36,42,Federal-gov,Self-emp-not-inc,327435,173740,Masters,Some-college,14,9,Divorced,Never-married,Tech-support,Sales,Not-in-family,Own-child,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
47,42,Private,Self-emp-not-inc,275967,173740,10th,HS-grad,6,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,35,40,United-States,United-States,<=50K,<=50K
25,42,Private,Local-gov,176520,173740,HS-grad,HS-grad,9,9,Never-married,Widowed,Tech-support,Other-service,Not-in-family,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
26,42,Private,Private,186463,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
37,42,Private,Self-emp-not-inc,50380,173740,11th,HS-grad,7,9,Married-civ-spouse,Divorced,Farming-fishing,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
70,42,Self-emp-not-inc,Private,323987,173740,7th-8th,HS-grad,4,9,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,8,40,United-States,United-States,<=50K,>50K
52,42,Private,Private,192445,173740,11th,Bachelors,7,9,Married-civ-spouse,Never-married,Transport-moving,?,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
70,42,Private,Private,142851,173740,9th,HS-grad,5,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,18,40,United-States,United-States,<=50K,<=50K
19,42,State-gov,Private,42750,173740,HS-grad,Assoc-voc,9,9,Never-married,Married-civ-spouse,Protective-serv,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
23,42,Private,Private,199011,173740,11th,Some-college,7,9,Never-married,Married-civ-spouse,Craft-repair,Tech-support,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,3,40,United-States,United-States,<=50K,<=50K
37,42,Private,Private,98644,173740,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Wife,Husband,White,White,Female,Male,0,2414,0,1564,16,40,?,United-States,>50K,>50K
37,42,Private,Local-gov,173963,173740,11th,Bachelors,7,9,Separated,Widowed,Sales,Prof-specialty,Unmarried,Not-in-family,Black,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
45,42,State-gov,Private,284763,173740,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Prof-specialty,Other-service,Unmarried,Husband,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
29,42,Private,Private,108775,173740,Bachelors,Some-college,13,9,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
56,42,Self-emp-not-inc,Local-gov,233312,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,20,40,Poland,United-States,<=50K,<=50K
50,42,Private,Private,197826,173740,Masters,Bachelors,14,9,Married-civ-spouse,Married-civ-spouse,Tech-support,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
20,42,Private,Private,123007,173740,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,Adm-clerical,Transport-moving,Other-relative,Husband,White,White,Male,Male,0,2414,2001,1564,30,40,United-States,United-States,<=50K,<=50K
26,42,Private,Private,264012,173740,Bachelors,HS-grad,13,9,Never-married,Never-married,Adm-clerical,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
41,42,Self-emp-inc,Private,214247,173740,Prof-school,Masters,15,9,Married-civ-spouse,Widowed,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2414,2415,1564,60,40,United-States,United-States,>50K,>50K
21,42,Private,Private,200121,173740,HS-grad,HS-grad,9,9,Never-married,Divorced,Handlers-cleaners,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
48,42,Self-emp-not-inc,Private,138069,173740,5th-6th,HS-grad,3,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,2414,2042,1564,50,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,33551,173740,Some-college,Bachelors,10,9,Never-married,Never-married,Other-service,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
37,42,State-gov,State-gov,89083,173740,Assoc-acdm,Bachelors,12,9,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2414,0,1564,35,40,United-States,United-States,<=50K,>50K
47,42,Private,Private,369438,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Craft-repair,Transport-moving,Husband,Not-in-family,Black,White,Male,Male,0,2414,0,1564,30,40,United-States,United-States,>50K,<=50K
61,42,Private,Local-gov,93997,173740,Bachelors,HS-grad,13,9,Divorced,Never-married,Sales,Other-service,Unmarried,Own-child,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
47,42,Local-gov,Self-emp-not-inc,169699,173740,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
37,42,Private,Private,115429,173740,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Own-child,White,White,Male,Female,0,2414,0,1564,25,40,United-States,United-States,<=50K,<=50K
46,42,State-gov,Private,96652,173740,Assoc-voc,Bachelors,11,9,Separated,Never-married,Adm-clerical,Exec-managerial,Unmarried,Not-in-family,Black,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
42,42,Self-emp-not-inc,Private,103759,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Separated,Sales,Adm-clerical,Husband,Husband,White,White,Male,Male,0,2414,0,1564,48,40,United-States,United-States,<=50K,<=50K
41,42,Private,Private,54422,173740,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Adm-clerical,Farming-fishing,Unmarried,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
33,42,Local-gov,Private,107215,173740,9th,11th,5,9,Married-civ-spouse,Married-civ-spouse,Other-service,Exec-managerial,Husband,Husband,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
24,42,Private,Private,194630,173740,Bachelors,Some-college,13,9,Never-married,Never-married,Prof-specialty,Exec-managerial,Not-in-family,Husband,White,White,Male,Female,0,2414,0,1564,35,40,United-States,United-States,<=50K,<=50K
27,42,Private,Private,102142,173740,Assoc-acdm,HS-grad,12,9,Never-married,Married-civ-spouse,Tech-support,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
40,42,Federal-gov,Private,134638,173740,Bachelors,Bachelors,13,9,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,39,40,United-States,United-States,<=50K,<=50K
56,42,Private,Self-emp-not-inc,46920,173740,10th,Masters,6,9,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
35,42,Federal-gov,Private,207973,173740,Doctorate,HS-grad,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,55,40,Canada,United-States,<=50K,<=50K
24,42,Private,Private,208946,173740,Assoc-voc,Some-college,11,9,Never-married,Married-civ-spouse,Craft-repair,Farming-fishing,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
73,42,Self-emp-not-inc,Self-emp-not-inc,252431,173740,Some-college,Some-college,10,9,Married-civ-spouse,Separated,Prof-specialty,Prof-specialty,Wife,Own-child,White,White,Female,Male,0,2414,0,1564,1,40,United-States,United-States,<=50K,<=50K
36,42,Private,Private,251730,173740,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Sales,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,>50K
31,42,Private,Private,301251,173740,Bachelors,Some-college,13,9,Married-civ-spouse,Never-married,Craft-repair,Transport-moving,Husband,Own-child,White,White,Male,Female,0,2414,0,1564,50,40,United-States,United-States,>50K,<=50K
50,42,?,Self-emp-not-inc,137632,173740,HS-grad,Masters,9,9,Married-civ-spouse,Married-civ-spouse,?,Sales,Husband,Husband,Black,White,Male,Male,0,2414,0,1564,45,40,Haiti,United-States,<=50K,>50K
36,42,Private,Self-emp-not-inc,197274,173740,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,Handlers-cleaners,Sales,Not-in-family,Husband,Black,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
37,42,Private,Private,106043,173740,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Divorced,Sales,Other-service,Husband,Unmarried,Black,Black,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
26,42,Private,Private,195636,173740,Bachelors,Bachelors,13,9,Never-married,Never-married,Prof-specialty,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,2414,0,1564,55,40,United-States,United-States,<=50K,>50K
20,42,Private,Private,237956,173740,HS-grad,HS-grad,9,9,Never-married,Never-married,Protective-serv,Other-service,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,40,40,Cuba,United-States,<=50K,<=50K
58,42,Private,Private,31532,173740,Bachelors,Assoc-voc,13,9,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Own-child,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
45,42,State-gov,Private,276157,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Transport-moving,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,>50K
33,42,?,Private,207668,173740,Bachelors,HS-grad,13,9,Never-married,Never-married,?,Handlers-cleaners,Own-child,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,142921,173740,Bachelors,7th-8th,13,9,Never-married,Divorced,Tech-support,Other-service,Not-in-family,Husband,White,White,Female,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
44,42,Private,Private,217039,173740,Prof-school,HS-grad,15,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Other-relative,White,White,Male,Male,99999,2414,0,1564,60,40,United-States,United-States,>50K,>50K
19,42,Local-gov,Private,259169,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Prof-specialty,Craft-repair,Own-child,Husband,White,White,Female,Male,0,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
54,42,Private,Private,409173,173740,HS-grad,Bachelors,9,9,Married-civ-spouse,Married-civ-spouse,Tech-support,Sales,Husband,Husband,Black,White,Male,Male,0,2414,0,1564,50,40,Puerto-Rico,United-States,>50K,>50K
31,42,State-gov,Private,73161,173740,Masters,Some-college,14,9,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Wife,White,White,Male,Female,0,2414,1740,1564,40,40,United-States,United-States,<=50K,<=50K
27,42,Private,Local-gov,241431,173740,HS-grad,10th,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,2414,0,1564,35,40,United-States,United-States,<=50K,<=50K
36,42,Private,Private,151764,173740,Some-college,Bachelors,10,9,Married-civ-spouse,Never-married,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,5178,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
47,42,Federal-gov,Private,131726,173740,Some-college,Some-college,10,9,Divorced,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,2414,1876,1564,40,40,United-States,United-States,<=50K,<=50K
35,42,Private,Self-emp-not-inc,334291,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,Black,Male,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
42,42,Private,Private,67243,173740,1st-4th,Assoc-voc,2,9,Married-civ-spouse,Divorced,Adm-clerical,Tech-support,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,55,40,Portugal,United-States,>50K,<=50K
45,42,Private,Private,370261,173740,Bachelors,Some-college,13,9,Divorced,Divorced,Exec-managerial,Craft-repair,Not-in-family,Unmarried,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
70,42,Private,Self-emp-not-inc,573446,173740,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,1455,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
27,42,Local-gov,Private,189775,173740,12th,Assoc-voc,8,9,Never-married,Married-civ-spouse,Other-service,Craft-repair,Own-child,Wife,Black,Asian-Pac-Islander,Female,Female,0,2414,0,1564,44,40,United-States,United-States,<=50K,<=50K
36,42,Private,Private,312206,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2414,0,1564,60,40,United-States,United-States,>50K,>50K
23,42,Private,Local-gov,86939,173740,HS-grad,Some-college,9,9,Married-spouse-absent,Married-civ-spouse,Machine-op-inspct,Sales,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
25,42,Private,Private,221757,173740,Bachelors,Masters,13,9,Never-married,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
45,42,Self-emp-not-inc,Private,213140,173740,Some-college,Some-college,10,9,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Own-child,White,White,Male,Male,7688,2414,0,1564,45,40,United-States,United-States,>50K,<=50K
24,42,Private,Private,308673,173740,HS-grad,Bachelors,9,9,Never-married,Never-married,Handlers-cleaners,Craft-repair,Own-child,Own-child,White,White,Male,Female,0,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
90,42,Private,Private,149069,173740,Assoc-acdm,Bachelors,12,9,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2414,1825,1564,50,40,United-States,United-States,>50K,>50K
50,42,Private,Private,69345,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Sales,Husband,Husband,White,White,Male,Male,0,2414,1902,1564,44,40,United-States,United-States,>50K,<=50K
37,42,Private,Local-gov,112158,173740,HS-grad,7th-8th,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,7688,2414,0,1564,99,40,United-States,United-States,>50K,<=50K
31,42,Private,Self-emp-not-inc,386299,173740,Some-college,9th,10,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
17,42,Private,Private,61838,173740,11th,HS-grad,7,9,Never-married,Never-married,Farming-fishing,Craft-repair,Own-child,Own-child,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
26,42,Private,Private,290286,173740,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Own-child,Black,White,Male,Male,0,2414,0,1564,38,40,United-States,United-States,<=50K,<=50K
41,42,Private,Private,143069,173740,Doctorate,HS-grad,16,9,Married-civ-spouse,Never-married,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,60,40,United-States,United-States,<=50K,<=50K
50,42,Self-emp-inc,Private,145714,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Husband,White,White,Male,Male,0,2414,0,1564,60,40,United-States,United-States,>50K,<=50K
45,42,Self-emp-not-inc,Private,285570,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,80,40,United-States,United-States,<=50K,<=50K
54,42,Self-emp-not-inc,Private,399705,173740,Some-college,Bachelors,10,9,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Husband,White,Black,Male,Male,0,2414,0,1564,55,40,United-States,United-States,>50K,<=50K
54,42,Private,Self-emp-not-inc,186224,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,172918,173740,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Machine-op-inspct,Craft-repair,Own-child,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,198270,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Sales,Other-relative,Own-child,White,White,Female,Male,0,2414,0,1564,38,40,United-States,United-States,<=50K,<=50K
43,42,Private,Private,307767,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Divorced,Machine-op-inspct,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
19,42,?,Self-emp-not-inc,208630,173740,HS-grad,10th,9,9,Never-married,Married-civ-spouse,?,Adm-clerical,Own-child,Husband,White,White,Female,Female,0,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
30,42,Private,Private,169002,173740,Bachelors,Some-college,13,9,Married-civ-spouse,Never-married,Tech-support,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
31,42,?,Private,186369,173740,9th,HS-grad,5,9,Divorced,Never-married,?,Sales,Unmarried,Own-child,White,Black,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
42,42,Private,Private,99203,173740,HS-grad,Bachelors,9,9,Separated,Never-married,Craft-repair,Other-service,Not-in-family,Husband,White,White,Male,Male,3325,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
48,42,Private,Private,197836,173740,Some-college,Masters,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Wife,White,Asian-Pac-Islander,Male,Female,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
56,42,Private,Self-emp-inc,140136,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Exec-managerial,Husband,Husband,Black,Asian-Pac-Islander,Male,Male,0,2414,0,1564,35,40,United-States,United-States,>50K,>50K
21,42,Local-gov,Self-emp-not-inc,402230,173740,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Unmarried,Husband,White,White,Male,Male,0,2414,0,1564,36,40,United-States,United-States,<=50K,<=50K
45,42,Private,Private,167159,173740,Bachelors,Masters,13,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Own-child,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
37,42,Private,Private,116409,173740,Prof-school,Some-college,15,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,>50K,<=50K
38,42,Local-gov,Private,105161,173740,Bachelors,Some-college,13,9,Married-civ-spouse,Never-married,Prof-specialty,Transport-moving,Husband,Unmarried,White,White,Male,Male,0,2414,0,1564,30,40,United-States,United-States,<=50K,<=50K
34,42,Private,Private,263908,173740,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Sales,Machine-op-inspct,Husband,Wife,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
29,42,Private,Private,189565,173740,HS-grad,Some-college,9,9,Divorced,Married-civ-spouse,Protective-serv,Prof-specialty,Own-child,Wife,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
24,42,Private,Private,224059,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Protective-serv,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
79,42,?,Private,27457,173740,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,?,Other-service,Not-in-family,Husband,White,White,Female,Male,0,2414,0,1564,23,40,United-States,United-States,<=50K,<=50K
35,42,Private,Private,240988,173740,Assoc-acdm,HS-grad,12,9,Never-married,Married-civ-spouse,Machine-op-inspct,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Male,0,2414,0,1564,55,40,United-States,United-States,<=50K,<=50K
39,42,Self-emp-not-inc,Private,41017,173740,10th,HS-grad,6,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Exec-managerial,Husband,Husband,White,White,Male,Male,0,2414,0,1564,70,40,United-States,United-States,<=50K,>50K
73,42,Self-emp-not-inc,Private,214498,173740,7th-8th,Some-college,4,9,Married-civ-spouse,Never-married,Farming-fishing,Sales,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,12,40,United-States,United-States,<=50K,<=50K
57,42,Private,Private,186361,173740,Assoc-voc,Some-college,11,9,Never-married,Widowed,Other-service,Sales,Own-child,Not-in-family,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
35,42,Self-emp-inc,Private,165799,173740,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Sales,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,2414,0,1564,50,40,United-States,United-States,<=50K,<=50K
60,42,Private,?,266983,173740,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Husband,Husband,White,White,Male,Female,0,2414,0,1564,32,40,United-States,United-States,<=50K,<=50K
19,42,?,Private,165416,173740,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,?,Other-service,Own-child,Husband,Black,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
54,42,Private,Private,226497,173740,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Transport-moving,Husband,Wife,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
53,42,Self-emp-not-inc,Private,99516,173740,Bachelors,11th,13,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
23,42,Private,Private,177287,173740,Some-college,HS-grad,10,9,Never-married,Never-married,Exec-managerial,Handlers-cleaners,Other-relative,Husband,White,White,Female,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
57,42,Self-emp-not-inc,Private,27385,173740,Some-college,Masters,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2414,0,1564,48,40,United-States,United-States,>50K,<=50K
27,42,Self-emp-not-inc,Private,147452,173740,10th,Prof-school,6,9,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2414,0,1564,48,40,United-States,United-States,<=50K,>50K
25,42,Private,Private,144334,173740,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Exec-managerial,Craft-repair,Own-child,Husband,Black,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,217926,173740,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Not-in-family,Black,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
48,42,Private,Private,153312,173740,Some-college,Assoc-acdm,10,9,Married-civ-spouse,Divorced,Sales,Other-service,Husband,Unmarried,Black,White,Male,Female,0,2414,0,1564,60,40,United-States,United-States,>50K,<=50K
24,42,Private,Private,126822,173740,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Unmarried,Husband,White,Black,Female,Male,0,2414,0,1564,45,40,United-States,United-States,<=50K,<=50K
67,42,Self-emp-inc,Self-emp-inc,51415,173740,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,>50K
20,42,Private,Private,171886,173740,HS-grad,HS-grad,9,9,Never-married,Never-married,Other-service,Other-service,Own-child,Not-in-family,Black,White,Male,Female,0,2414,0,1564,35,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,216319,173740,Doctorate,HS-grad,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,2414,0,1564,40,40,China,United-States,>50K,<=50K
54,42,Private,Private,279337,173740,7th-8th,Some-college,4,9,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Unmarried,White,White,Male,Female,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
20,42,Self-emp-not-inc,Private,115085,173740,Some-college,Some-college,10,9,Never-married,Widowed,Farming-fishing,Sales,Own-child,Unmarried,White,White,Male,Male,0,2414,0,1564,40,40,United-States,United-States,<=50K,<=50K
