age,age_norace,workclass,workclass_norace,fnlwgt,fnlwgt_norace,education,education_norace,education_num,education_num_norace,marital_status,marital_status_norace,occupation,occupation_norace,relationship,relationship_norace,race,race_norace,sex,sex_norace,capital_gain,capital_gain_norace,capital_loss,capital_loss_norace,hours_per_week,hours_per_week_norace,native_country,native_country_norace,income_per_year,income_per_year_norace
57,33,Private,State-gov,453233,108390,10th,12th,6,13,Separated,Married-civ-spouse,Exec-managerial,Exec-managerial,Not-in-family,Wife,White,White,Male,Female,0,594,0,1887,55,36,United-States,United-States,<=50K,>50K
34,39,Federal-gov,Private,400943,241444,Bachelors,Some-college,13,10,Never-married,Divorced,Exec-managerial,Craft-repair,Not-in-family,Unmarried,White,White,Male,Male,0,594,0,213,44,30,United-States,United-States,<=50K,<=50K
34,39,Private,Self-emp-not-inc,226883,305327,HS-grad,Some-college,9,10,Separated,Divorced,Craft-repair,Farming-fishing,Unmarried,Unmarried,White,White,Male,Male,0,594,0,213,49,33,United-States,United-States,<=50K,<=50K
80,39,Private,State-gov,138050,174695,HS-grad,HS-grad,9,9,Married-spouse-absent,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Not-in-family,Wife,White,White,Female,Female,0,594,0,213,16,33,United-States,United-States,<=50K,>50K
40,39,Private,Private,204585,225879,HS-grad,11th,9,14,Married-civ-spouse,Separated,Machine-op-inspct,Exec-managerial,Wife,Husband,White,White,Female,Male,0,594,0,213,40,35,United-States,United-States,<=50K,>50K
19,49,Local-gov,Private,220558,227214,11th,7th-8th,7,4,Never-married,Widowed,Handlers-cleaners,Other-service,Other-relative,Unmarried,White,White,Male,Female,0,594,0,213,35,43,United-States,United-States,<=50K,<=50K
35,18,Private,Private,198841,177633,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Protective-serv,Other-service,Husband,Own-child,White,White,Male,Female,0,594,0,213,56,19,United-States,United-States,<=50K,<=50K
21,45,Private,Private,67244,133043,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Sales,Machine-op-inspct,Unmarried,Husband,White,White,Female,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
59,36,Local-gov,Private,75785,231284,11th,10th,7,6,Married-civ-spouse,Married-civ-spouse,Other-service,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,213,40,25,United-States,?,<=50K,<=50K
53,39,Private,Federal-gov,85423,386806,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Transport-moving,Sales,Husband,Husband,White,White,Male,Male,0,594,0,213,40,52,United-States,United-States,>50K,>50K
41,30,Self-emp-not-inc,Local-gov,134724,288437,Assoc-voc,10th,11,6,Married-civ-spouse,Divorced,Other-service,Transport-moving,Wife,Not-in-family,White,White,Female,Male,3103,594,0,213,40,33,United-States,United-States,>50K,<=50K
59,30,Private,Self-emp-not-inc,109567,123502,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Transport-moving,Exec-managerial,Husband,Husband,White,White,Male,Male,0,594,0,213,55,33,United-States,United-States,<=50K,>50K
21,38,?,Private,132053,176079,Some-college,Assoc-acdm,10,12,Never-married,Married-civ-spouse,?,Tech-support,Own-child,Unmarried,White,White,Female,Male,0,594,0,213,35,33,United-States,United-States,<=50K,>50K
52,23,Private,Private,157413,150083,1st-4th,Some-college,2,10,Divorced,Married-civ-spouse,Farming-fishing,Prof-specialty,Not-in-family,Husband,Black,White,Male,Male,0,594,0,213,40,36,United-States,United-States,<=50K,<=50K
48,29,Private,Private,238567,169408,5th-6th,HS-grad,3,9,Married-civ-spouse,Divorced,Handlers-cleaners,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,32,Mexico,United-States,<=50K,<=50K
24,29,Private,Private,153133,271521,12th,Bachelors,8,13,Never-married,Married-civ-spouse,Machine-op-inspct,Craft-repair,Own-child,Unmarried,Black,White,Male,Male,0,594,0,213,40,52,United-States,Mexico,<=50K,<=50K
49,33,Private,Private,186256,451327,Prof-school,10th,15,6,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Unmarried,White,White,Male,Female,0,594,0,213,40,33,United-States,United-States,>50K,<=50K
19,26,Private,Private,260265,69236,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Adm-clerical,Transport-moving,Own-child,Husband,White,White,Male,Male,0,594,0,213,50,33,United-States,United-States,<=50K,<=50K
50,19,Private,Private,131819,301915,HS-grad,HS-grad,9,9,Divorced,Never-married,Other-service,Other-service,Not-in-family,Own-child,White,White,Female,Female,0,594,0,213,40,19,United-States,United-States,<=50K,<=50K
39,32,Private,Federal-gov,141584,365511,Assoc-acdm,Some-college,12,10,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,594,0,213,60,45,United-States,United-States,>50K,>50K
25,49,Private,?,245121,189878,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Other-service,Craft-repair,Wife,Husband,Black,White,Female,Male,0,594,0,213,40,19,United-States,United-States,<=50K,<=50K
66,47,Private,Private,22502,192596,7th-8th,HS-grad,4,13,Divorced,Married-civ-spouse,Other-service,Transport-moving,Other-relative,Husband,Asian-Pac-Islander,White,Female,Male,0,594,0,213,40,42,Philippines,United-States,<=50K,>50K
30,33,Private,?,23778,95078,Some-college,Assoc-voc,10,11,Never-married,Widowed,Exec-managerial,?,Not-in-family,Not-in-family,White,White,Male,Female,4416,594,0,213,40,19,United-States,United-States,<=50K,<=50K
49,32,Private,Private,380922,202053,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,15024,594,0,213,80,30,United-States,United-States,>50K,>50K
40,26,Self-emp-not-inc,Private,173651,161954,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Craft-repair,Tech-support,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,45,30,United-States,United-States,<=50K,<=50K
38,58,Private,Private,191137,105585,10th,Bachelors,6,13,Married-civ-spouse,Widowed,Other-service,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,594,0,2205,40,33,United-States,United-States,<=50K,>50K
25,34,Private,Private,217006,200360,11th,HS-grad,7,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
51,39,State-gov,Private,22211,31848,HS-grad,HS-grad,9,9,Divorced,Never-married,Exec-managerial,Transport-moving,Not-in-family,Unmarried,White,White,Male,Male,0,594,0,213,37,52,United-States,United-States,>50K,<=50K
23,23,Local-gov,Private,57711,178140,Bachelors,Some-college,13,10,Never-married,Never-married,Adm-clerical,Sales,Own-child,Not-in-family,White,White,Female,Female,0,594,0,213,40,33,Germany,United-States,<=50K,<=50K
60,21,Self-emp-not-inc,Private,123190,244315,9th,Some-college,5,10,Married-civ-spouse,Never-married,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,4416,1887,213,67,33,United-States,United-States,>50K,<=50K
44,36,Private,State-gov,110028,188696,HS-grad,9th,9,14,Divorced,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,27828,594,0,213,60,30,United-States,United-States,>50K,>50K
53,75,Self-emp-not-inc,Private,174102,155106,Prof-school,HS-grad,15,9,Divorced,Married-civ-spouse,Prof-specialty,Craft-repair,Unmarried,Not-in-family,White,White,Male,Female,25236,3103,0,213,60,43,United-States,United-States,>50K,<=50K
66,32,Self-emp-not-inc,Private,183249,159768,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Prof-specialty,Handlers-cleaners,Husband,Own-child,White,White,Male,Male,0,594,0,213,20,33,United-States,United-States,>50K,<=50K
18,44,?,Private,240183,122749,HS-grad,HS-grad,9,9,Never-married,Never-married,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,594,0,213,45,36,United-States,United-States,<=50K,<=50K
44,21,Local-gov,Private,49665,269353,Assoc-voc,Assoc-acdm,11,12,Divorced,Never-married,Machine-op-inspct,Adm-clerical,Unmarried,Not-in-family,Amer-Indian-Eskimo,White,Male,Female,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
38,22,Private,?,210438,158333,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,?,Husband,Husband,Black,White,Male,Female,0,594,0,213,40,43,United-States,United-States,>50K,<=50K
30,52,Private,Self-emp-not-inc,53373,154205,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Adm-clerical,Farming-fishing,Husband,Unmarried,White,White,Male,Male,0,594,0,213,40,35,United-States,United-States,>50K,<=50K
36,40,Private,Local-gov,295706,300838,HS-grad,HS-grad,9,9,Never-married,Widowed,Machine-op-inspct,Protective-serv,Not-in-family,Not-in-family,White,White,Male,Male,3674,594,0,213,42,33,United-States,United-States,<=50K,>50K
38,56,Local-gov,Private,273457,243010,Some-college,Assoc-voc,10,11,Married-civ-spouse,Divorced,Adm-clerical,Other-service,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,40,19,United-States,United-States,>50K,<=50K
31,39,Federal-gov,Private,165949,291547,Bachelors,HS-grad,13,9,Never-married,Never-married,Exec-managerial,Craft-repair,Not-in-family,Own-child,White,White,Female,Female,0,594,0,213,45,37,United-States,United-States,<=50K,<=50K
26,43,Private,Private,142152,323309,11th,HS-grad,7,9,Never-married,Divorced,Transport-moving,Adm-clerical,Not-in-family,Unmarried,White,White,Female,Female,0,594,0,213,35,33,United-States,United-States,<=50K,<=50K
23,39,Private,Private,189203,126954,Some-college,HS-grad,10,9,Never-married,Divorced,Other-service,Craft-repair,Not-in-family,Unmarried,White,White,Male,Male,0,594,0,213,25,33,United-States,United-States,<=50K,<=50K
58,45,State-gov,Private,179089,121944,Bachelors,Some-college,13,10,Married-civ-spouse,Widowed,Adm-clerical,Prof-specialty,Wife,Not-in-family,White,White,Female,Female,0,3411,0,213,40,33,United-States,United-States,<=50K,<=50K
44,41,Self-emp-not-inc,Private,53956,187332,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Exec-managerial,Sales,Husband,Not-in-family,White,White,Male,Male,3137,594,0,1564,40,33,United-States,United-States,<=50K,<=50K
59,36,Self-emp-inc,Private,77816,194809,Prof-school,Assoc-voc,15,11,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Husband,Husband,White,White,Male,Male,99999,594,0,213,40,33,United-States,United-States,>50K,<=50K
36,45,Local-gov,Self-emp-not-inc,74593,124464,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,213,40,25,United-States,United-States,<=50K,<=50K
42,43,Private,Private,196158,193027,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Other-service,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,8614,594,0,213,52,40,United-States,United-States,>50K,>50K
17,32,Private,Private,28544,273536,11th,HS-grad,7,9,Never-married,Never-married,Sales,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,594,0,213,20,36,United-States,United-States,<=50K,<=50K
59,50,Local-gov,Private,662460,113080,10th,HS-grad,6,9,Widowed,Married-civ-spouse,Prof-specialty,Exec-managerial,Unmarried,Unmarried,White,White,Female,Male,0,594,0,213,15,43,United-States,United-States,<=50K,>50K
22,40,Private,Private,152328,89326,Some-college,Masters,10,14,Never-married,Divorced,Farming-fishing,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,594,0,213,40,36,United-States,United-States,<=50K,<=50K
40,43,Private,Federal-gov,120277,33289,Bachelors,Bachelors,13,13,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Unmarried,White,White,Male,Male,0,594,0,213,45,44,United-States,United-States,<=50K,>50K
36,36,Private,Private,180278,81859,Bachelors,Some-college,13,10,Never-married,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,Black,White,Male,Male,0,2829,0,213,40,33,United-States,United-States,<=50K,<=50K
19,35,?,Federal-gov,426589,309620,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,?,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,15020,0,213,15,40,United-States,United-States,<=50K,>50K
49,19,Private,Private,111558,148549,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Adm-clerical,Other-service,Wife,Own-child,White,White,Female,Male,0,594,1977,213,25,33,United-States,United-States,>50K,<=50K
18,45,?,Private,243203,168211,Some-college,Bachelors,10,16,Never-married,Never-married,?,Transport-moving,Own-child,Not-in-family,White,White,Male,Male,0,594,0,1887,40,48,Puerto-Rico,United-States,<=50K,>50K
38,34,Self-emp-not-inc,State-gov,195686,326931,HS-grad,HS-grad,9,9,Separated,Married-civ-spouse,Exec-managerial,Prof-specialty,Unmarried,Wife,White,White,Male,Female,0,594,0,213,25,33,United-States,United-States,<=50K,>50K
48,22,Private,Local-gov,226696,115023,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Own-child,Black,White,Male,Female,0,594,0,213,40,45,United-States,United-States,<=50K,<=50K
53,28,?,Private,118058,162580,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,?,Other-service,Husband,Own-child,White,White,Male,Male,0,594,0,213,40,15,United-States,United-States,>50K,<=50K
33,51,Private,Private,172237,345253,Assoc-acdm,Assoc-acdm,12,13,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Husband,White,White,Male,Male,0,594,0,213,46,33,United-States,United-States,<=50K,<=50K
34,62,Self-emp-not-inc,Private,114074,228652,Assoc-voc,HS-grad,11,9,Widowed,Separated,Exec-managerial,Machine-op-inspct,Unmarried,Not-in-family,White,White,Female,Male,0,594,0,213,40,43,United-States,United-States,<=50K,<=50K
41,35,Federal-gov,Federal-gov,171589,181032,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Male,0,594,0,213,50,33,?,United-States,>50K,>50K
20,47,?,Self-emp-not-inc,184271,122749,Assoc-acdm,HS-grad,12,9,Never-married,Married-civ-spouse,?,Craft-repair,Own-child,Not-in-family,White,White,Female,Male,594,15020,0,213,20,42,United-States,United-States,<=50K,>50K
58,24,Local-gov,Private,218724,109005,HS-grad,Some-college,9,10,Widowed,Married-civ-spouse,Other-service,Sales,Not-in-family,Husband,White,White,Male,Male,0,594,0,213,40,40,United-States,Trinadad&Tobago,<=50K,<=50K
52,45,Private,Private,134190,220595,10th,HS-grad,6,9,Divorced,Divorced,Transport-moving,Machine-op-inspct,Unmarried,Not-in-family,White,White,Male,Female,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
45,32,Local-gov,Private,181964,124464,Some-college,Assoc-voc,10,11,Married-civ-spouse,Never-married,Prof-specialty,Transport-moving,Husband,Own-child,White,White,Male,Male,0,594,1887,213,47,33,United-States,United-States,>50K,<=50K
37,45,Private,Private,385330,761800,7th-8th,HS-grad,4,9,Separated,Married-civ-spouse,Other-service,Machine-op-inspct,Unmarried,Husband,Black,White,Male,Male,0,3411,0,213,40,33,United-States,United-States,<=50K,>50K
48,38,Private,Private,242406,118161,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,594,0,213,40,36,Dominican-Republic,United-States,<=50K,>50K
40,34,Federal-gov,Private,107584,172970,Bachelors,Masters,13,14,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Other-relative,White,White,Male,Male,0,594,0,213,40,22,United-States,United-States,>50K,<=50K
29,43,Private,Private,127892,107624,Bachelors,7th-8th,13,4,Married-civ-spouse,Married-civ-spouse,Sales,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,594,0,213,45,33,United-States,United-States,<=50K,<=50K
33,30,Private,Private,160261,26502,Assoc-voc,Assoc-voc,11,11,Married-civ-spouse,Separated,Tech-support,Tech-support,Husband,Wife,Asian-Pac-Islander,White,Male,Female,0,594,0,213,10,33,United-States,United-States,<=50K,>50K
51,45,?,Private,285200,192107,HS-grad,HS-grad,9,9,Married-civ-spouse,Widowed,?,Other-service,Husband,Unmarried,White,White,Male,Female,2105,594,0,213,24,28,United-States,United-States,<=50K,<=50K
48,21,Private,Private,153254,122749,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Tech-support,Craft-repair,Husband,Not-in-family,Black,White,Male,Male,0,594,0,213,48,33,United-States,United-States,<=50K,<=50K
36,18,Self-emp-not-inc,?,294672,116960,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,?,Wife,Own-child,White,White,Female,Male,0,594,0,213,40,25,United-States,United-States,<=50K,<=50K
31,36,Private,Private,145924,198170,Some-college,Some-college,10,10,Divorced,Never-married,Machine-op-inspct,Craft-repair,Unmarried,Not-in-family,White,White,Female,Male,0,594,0,213,35,40,United-States,Japan,<=50K,<=50K
41,43,Self-emp-not-inc,Local-gov,280005,122749,Some-college,Masters,10,14,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Wife,White,White,Male,Male,0,594,0,213,50,30,United-States,United-States,<=50K,>50K
29,38,Federal-gov,Private,66893,209034,Bachelors,HS-grad,13,9,Never-married,Separated,Prof-specialty,Sales,Not-in-family,Not-in-family,White,White,Male,Female,0,594,0,213,40,25,United-States,United-States,<=50K,<=50K
20,32,Private,Private,47039,33289,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Craft-repair,Other-service,Own-child,Husband,White,White,Male,Male,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
53,22,Federal-gov,Private,36186,94064,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,7298,594,0,213,40,43,United-States,United-States,>50K,<=50K
37,50,Private,Private,159383,169408,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Sales,Other-service,Unmarried,Husband,White,White,Female,Male,0,594,0,213,40,40,United-States,?,<=50K,<=50K
28,29,Private,Private,192010,174695,Bachelors,Bachelors,13,13,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,0,594,0,213,35,47,United-States,?,<=50K,<=50K
27,40,Private,Private,216479,365511,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Wife,White,White,Female,Male,0,594,0,213,40,43,United-States,United-States,<=50K,>50K
57,43,?,Private,274680,207513,Preschool,10th,1,6,Separated,Married-civ-spouse,?,Adm-clerical,Not-in-family,Wife,White,White,Male,Female,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
23,47,Private,Local-gov,211345,169955,Some-college,Some-college,10,14,Never-married,Married-spouse-absent,Adm-clerical,Sales,Own-child,Not-in-family,White,White,Female,Male,0,594,0,213,40,48,Nicaragua,United-States,<=50K,<=50K
25,28,Private,Private,203561,92864,Assoc-voc,HS-grad,11,11,Married-civ-spouse,Never-married,Tech-support,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,594,0,213,56,33,United-States,United-States,>50K,<=50K
63,19,Private,State-gov,170815,223548,Some-college,Assoc-acdm,10,12,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Own-child,White,White,Male,Male,0,594,0,1668,38,19,United-States,United-States,<=50K,<=50K
65,26,Self-emp-not-inc,Private,200565,381583,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Sales,Sales,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,18,33,United-States,United-States,<=50K,<=50K
77,30,Private,Private,89655,178140,HS-grad,HS-grad,9,9,Widowed,Never-married,Adm-clerical,Other-service,Not-in-family,Not-in-family,White,White,Female,Female,0,594,0,213,40,43,United-States,United-States,<=50K,<=50K
32,67,Private,?,234195,409622,HS-grad,7th-8th,9,4,Divorced,Widowed,Other-service,?,Not-in-family,Not-in-family,White,White,Male,Male,0,594,0,213,40,1,United-States,United-States,<=50K,<=50K
40,18,Private,?,98466,232945,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,?,Husband,Unmarried,White,White,Male,Male,0,594,0,1887,40,33,United-States,United-States,>50K,<=50K
67,58,Private,Self-emp-inc,191437,151001,HS-grad,9th,9,5,Widowed,Married-civ-spouse,Adm-clerical,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,1086,0,213,40,1,United-States,?,<=50K,<=50K
35,34,Private,Private,77792,123502,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Other-service,Other-service,Wife,Not-in-family,Asian-Pac-Islander,White,Female,Male,0,594,0,213,40,56,?,United-States,<=50K,<=50K
24,33,Local-gov,Private,134181,239161,Masters,HS-grad,14,9,Never-married,Divorced,Prof-specialty,Priv-house-serv,Own-child,Husband,White,White,Female,Female,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
53,32,State-gov,?,195690,164526,Doctorate,11th,16,7,Married-civ-spouse,Married-civ-spouse,Prof-specialty,?,Husband,Wife,White,White,Male,Female,0,594,1902,213,50,8,United-States,United-States,>50K,<=50K
37,90,Self-emp-inc,Private,94869,136819,Masters,HS-grad,14,9,Divorced,Never-married,Prof-specialty,Other-service,Not-in-family,Not-in-family,Black,White,Male,Female,4787,594,0,213,40,33,United-States,United-States,>50K,<=50K
44,22,State-gov,Private,267464,102690,Some-college,Some-college,10,10,Separated,Never-married,Tech-support,Machine-op-inspct,Own-child,Own-child,Black,White,Female,Female,0,594,0,213,40,43,United-States,United-States,<=50K,<=50K
25,39,?,Private,257006,326701,11th,Some-college,7,10,Divorced,Divorced,?,Adm-clerical,Unmarried,Not-in-family,White,White,Female,Female,0,594,0,213,40,33,United-States,United-States,<=50K,<=50K
17,39,Private,Private,81010,167147,11th,Bachelors,7,13,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,7688,0,213,20,45,United-States,United-States,<=50K,>50K
47,23,Private,Private,54260,34862,Assoc-voc,Some-college,11,10,Married-civ-spouse,Never-married,Exec-managerial,Tech-support,Husband,Not-in-family,White,White,Male,Female,0,594,1887,213,60,32,United-States,United-States,>50K,<=50K
62,26,Federal-gov,Private,171995,187332,10th,Prof-school,6,15,Married-civ-spouse,Divorced,Handlers-cleaners,?,Husband,Unmarried,Black,White,Male,Male,2829,594,0,213,40,43,United-States,United-States,<=50K,<=50K
39,56,Private,?,245665,196502,Assoc-acdm,Assoc-acdm,12,12,Divorced,Never-married,Prof-specialty,?,Not-in-family,Not-in-family,White,White,Male,Female,0,594,0,213,60,19,United-States,United-States,<=50K,<=50K
18,22,?,Private,35855,217801,11th,Some-college,7,10,Never-married,Married-civ-spouse,?,Other-service,Own-child,Unmarried,White,White,Male,Male,0,594,0,213,30,33,United-States,United-States,<=50K,<=50K
32,19,State-gov,Private,189838,74660,Some-college,Some-college,10,10,Divorced,Never-married,Prof-specialty,Sales,Other-relative,Not-in-family,White,White,Female,Female,0,594,0,213,40,40,United-States,United-States,<=50K,<=50K
25,33,Private,Private,629900,156797,Bachelors,HS-grad,13,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Wife,Other-relative,Black,White,Female,Male,0,594,0,1887,40,40,United-States,United-States,>50K,>50K
30,53,Private,Private,84119,125206,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Other-relative,White,White,Male,Female,0,594,0,213,65,33,United-States,United-States,>50K,<=50K
47,47,Private,Self-emp-not-inc,47343,247298,Masters,Bachelors,14,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,594,0,213,50,33,United-States,Canada,>50K,>50K
40,28,Private,Private,103614,286734,10th,Bachelors,6,13,Divorced,Married-civ-spouse,Craft-repair,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,7688,0,213,40,33,United-States,United-States,<=50K,>50K
38,46,Private,Self-emp-not-inc,303092,56645,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Unmarried,White,White,Male,Male,0,594,0,213,40,43,United-States,United-States,<=50K,>50K
41,34,State-gov,Private,124520,193027,Masters,Some-college,14,10,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,594,0,213,40,33,United-States,Iran,>50K,<=50K
21,29,Private,Private,220857,87905,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Sales,Other-service,Own-child,Husband,White,White,Male,Male,0,594,0,213,20,33,United-States,United-States,<=50K,<=50K
32,28,State-gov,Self-emp-not-inc,247481,106942,Assoc-acdm,12th,12,8,Married-civ-spouse,Never-married,Prof-specialty,Transport-moving,Husband,Husband,White,White,Male,Male,0,594,0,213,48,56,United-States,United-States,>50K,<=50K
54,36,Private,Private,283281,289405,7th-8th,Assoc-voc,4,11,Never-married,Divorced,Craft-repair,Craft-repair,Not-in-family,Not-in-family,Black,White,Male,Female,0,594,0,213,50,33,United-States,United-States,<=50K,<=50K
31,44,Private,Local-gov,25610,194247,Preschool,Masters,1,14,Never-married,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Not-in-family,Husband,Amer-Indian-Eskimo,White,Male,Male,0,594,0,1887,25,33,United-States,United-States,<=50K,>50K
42,40,Private,Private,13769,185279,Assoc-voc,HS-grad,11,9,Divorced,Married-civ-spouse,Prof-specialty,Craft-repair,Unmarried,Husband,White,White,Male,Male,0,594,0,213,40,37,United-States,United-States,<=50K,>50K
23,39,Private,Self-emp-not-inc,283969,260019,10th,HS-grad,6,9,Never-married,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Own-child,Unmarried,White,White,Male,Male,0,594,0,213,40,30,Mexico,United-States,<=50K,<=50K
18,53,Private,Private,185522,128586,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Sales,Machine-op-inspct,Own-child,Other-relative,White,White,Female,Male,0,4101,0,213,33,33,United-States,United-States,<=50K,<=50K
65,47,?,Private,173309,374163,7th-8th,HS-grad,4,9,Widowed,Married-civ-spouse,?,Other-service,Not-in-family,Husband,White,White,Female,Male,401,594,0,213,12,28,United-States,Mexico,<=50K,<=50K
37,32,Private,Private,144005,157569,Some-college,Assoc-acdm,10,12,Never-married,Separated,Sales,Other-service,Not-in-family,Unmarried,White,White,Male,Female,0,594,0,213,50,33,United-States,United-States,<=50K,<=50K
53,44,State-gov,Private,205949,176079,Assoc-acdm,Some-college,12,10,Divorced,Married-civ-spouse,Adm-clerical,Other-service,Unmarried,Husband,Amer-Indian-Eskimo,White,Female,Male,0,594,0,213,40,63,United-States,United-States,<=50K,>50K
50,34,Private,Private,158948,223548,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Own-child,White,White,Male,Male,0,594,0,213,84,33,United-States,United-States,<=50K,<=50K
64,32,Private,Private,240357,199244,HS-grad,Masters,9,15,Widowed,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,594,0,1887,40,63,United-States,United-States,>50K,>50K
55,33,Private,Private,243929,30412,Masters,12th,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Transport-moving,Husband,Husband,White,White,Male,Female,0,594,0,213,60,33,United-States,United-States,<=50K,<=50K
63,28,Private,Private,201700,181652,Bachelors,Assoc-acdm,13,13,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Husband,White,White,Male,Male,7298,594,0,213,40,40,United-States,United-States,>50K,<=50K
