age,age_nocapital_loss,workclass,workclass_nocapital_loss,fnlwgt,fnlwgt_nocapital_loss,education,education_nocapital_loss,education_num,education_num_nocapital_loss,marital_status,marital_status_nocapital_loss,occupation,occupation_nocapital_loss,relationship,relationship_nocapital_loss,race,race_nocapital_loss,sex,sex_nocapital_loss,capital_gain,capital_gain_nocapital_loss,capital_loss,capital_loss_nocapital_loss,hours_per_week,hours_per_week_nocapital_loss,native_country,native_country_nocapital_loss,income_per_year,income_per_year_nocapital_loss
50,42,Private,Private,69345,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,1902,0,44,40,United-States,United-States,>50K,<=50K
37,42,Private,Private,112158,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Own-child,White,White,Male,Male,7688,0,0,0,99,40,United-States,United-States,>50K,<=50K
31,42,Private,Self-emp-not-inc,386299,167793,Some-college,Bachelors,10,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Not-in-family,Wife,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
17,42,Private,Private,61838,167793,11th,HS-grad,7,10,Never-married,Divorced,Farming-fishing,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
26,42,Private,Private,290286,167793,Some-college,Some-college,10,10,Never-married,Divorced,Adm-clerical,Sales,Not-in-family,Unmarried,Black,White,Male,Male,0,0,0,0,38,40,United-States,United-States,<=50K,<=50K
41,42,Private,Private,143069,167793,Doctorate,HS-grad,16,10,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Own-child,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,<=50K,<=50K
50,42,Self-emp-inc,Private,145714,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,60,40,United-States,United-States,>50K,<=50K
45,42,Self-emp-not-inc,Private,285570,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Unmarried,White,White,Male,Male,0,0,0,0,80,40,United-States,United-States,<=50K,<=50K
54,42,Self-emp-not-inc,Private,399705,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,0,0,0,55,40,United-States,United-States,>50K,<=50K
54,42,Private,Self-emp-not-inc,186224,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,172918,167793,HS-grad,Some-college,9,10,Never-married,Divorced,Machine-op-inspct,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
22,42,Private,Private,198270,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Sales,Sales,Other-relative,Husband,White,White,Female,Male,0,0,0,0,38,40,United-States,United-States,<=50K,<=50K
43,42,Private,Private,307767,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
19,42,?,Self-emp-not-inc,208630,167793,HS-grad,Bachelors,9,10,Never-married,Divorced,?,Exec-managerial,Own-child,Own-child,White,White,Female,Male,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
30,42,Private,Private,169002,167793,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Tech-support,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
31,42,?,Private,186369,167793,9th,HS-grad,5,10,Divorced,Divorced,?,Sales,Unmarried,Own-child,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
42,42,Private,Private,99203,167793,HS-grad,Bachelors,9,10,Separated,Divorced,Craft-repair,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,3325,0,0,0,40,40,United-States,United-States,<=50K,>50K
48,42,Private,Private,197836,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
56,42,Private,Private,140136,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Transport-moving,Exec-managerial,Husband,Other-relative,Black,White,Male,Male,0,0,0,0,35,40,United-States,United-States,>50K,>50K
21,42,Local-gov,Self-emp-not-inc,402230,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Unmarried,Own-child,White,White,Male,Male,0,0,0,0,36,40,United-States,United-States,<=50K,<=50K
45,42,Private,Private,167159,167793,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
37,42,Private,Private,116409,167793,Prof-school,Some-college,15,10,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
38,42,Local-gov,Private,105161,167793,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Prof-specialty,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
34,42,Private,Private,263908,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
29,42,Private,Private,189565,167793,HS-grad,Some-college,9,10,Divorced,Divorced,Protective-serv,Adm-clerical,Own-child,Own-child,White,Black,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
24,42,Private,?,224059,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
79,42,?,Private,27457,167793,Masters,HS-grad,14,10,Never-married,Divorced,?,Exec-managerial,Not-in-family,Unmarried,White,White,Female,Male,0,0,0,0,23,40,United-States,United-States,<=50K,<=50K
35,42,Private,Private,240988,167793,Assoc-acdm,HS-grad,12,10,Never-married,Divorced,Machine-op-inspct,?,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,55,40,United-States,United-States,<=50K,<=50K
39,42,Self-emp-not-inc,Private,41017,167793,10th,HS-grad,6,10,Married-civ-spouse,Divorced,Transport-moving,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,70,40,United-States,United-States,<=50K,>50K
73,42,Self-emp-not-inc,Private,214498,167793,7th-8th,Some-college,4,10,Married-civ-spouse,Divorced,Farming-fishing,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,12,40,United-States,United-States,<=50K,<=50K
57,42,Private,Private,186361,167793,Assoc-voc,Some-college,11,10,Never-married,Divorced,Other-service,Sales,Own-child,Not-in-family,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
35,42,Self-emp-inc,Private,165799,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Sales,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
60,42,Private,Private,266983,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Handlers-cleaners,Adm-clerical,Husband,Own-child,White,White,Male,Female,0,0,0,0,32,40,United-States,United-States,<=50K,<=50K
19,42,?,Private,165416,167793,Some-college,HS-grad,10,10,Never-married,Divorced,?,Prof-specialty,Own-child,Husband,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
54,42,Private,Private,226497,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
53,42,Self-emp-not-inc,Private,99516,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Wife,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
23,42,Private,Private,177287,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Exec-managerial,Prof-specialty,Other-relative,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
57,42,Self-emp-not-inc,Private,27385,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,48,40,United-States,United-States,>50K,<=50K
27,42,Self-emp-not-inc,Private,147452,167793,10th,HS-grad,6,10,Never-married,Divorced,Sales,Prof-specialty,Own-child,Wife,White,White,Female,Male,0,0,0,0,48,40,United-States,United-States,<=50K,>50K
25,42,Private,Private,144334,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Exec-managerial,Exec-managerial,Own-child,Own-child,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,217926,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Husband,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
48,42,Private,Private,153312,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Sales,Sales,Husband,Unmarried,Black,White,Male,Female,0,0,0,0,60,40,United-States,United-States,>50K,<=50K
24,42,Private,Private,126822,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
67,42,Self-emp-inc,Private,51415,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
20,42,Private,Private,171886,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Other-service,Prof-specialty,Own-child,Not-in-family,Black,White,Male,Female,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,216319,167793,Doctorate,HS-grad,16,10,Married-civ-spouse,Divorced,Prof-specialty,Adm-clerical,Husband,Unmarried,Asian-Pac-Islander,White,Male,Male,0,0,0,0,40,40,China,United-States,>50K,<=50K
54,42,Private,Private,279337,167793,7th-8th,Some-college,4,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
20,42,Self-emp-not-inc,Private,115085,167793,Some-college,Some-college,10,10,Never-married,Divorced,Farming-fishing,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
57,42,Private,Private,453233,167793,10th,Bachelors,6,10,Separated,Divorced,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,55,40,United-States,United-States,<=50K,>50K
34,42,Federal-gov,Private,400943,167793,Bachelors,Some-college,13,10,Never-married,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,44,40,United-States,United-States,<=50K,<=50K
34,42,Private,Private,226883,167793,HS-grad,HS-grad,9,10,Separated,Divorced,Craft-repair,Adm-clerical,Unmarried,Unmarried,White,White,Male,Male,0,0,0,0,49,40,United-States,United-States,<=50K,<=50K
80,42,Private,Self-emp-not-inc,138050,167793,HS-grad,HS-grad,9,10,Married-spouse-absent,Divorced,Machine-op-inspct,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,0,0,0,16,40,United-States,United-States,<=50K,>50K
40,42,Private,Private,204585,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Exec-managerial,Wife,Unmarried,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
19,42,Local-gov,Private,220558,167793,11th,Bachelors,7,10,Never-married,Divorced,Handlers-cleaners,Adm-clerical,Other-relative,Husband,White,White,Male,Female,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
35,42,Private,Private,198841,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Protective-serv,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,56,40,United-States,United-States,<=50K,<=50K
21,42,Private,Private,67244,167793,HS-grad,Bachelors,9,10,Never-married,Divorced,Sales,Exec-managerial,Unmarried,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
59,42,Local-gov,Private,75785,167793,11th,Some-college,7,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
53,42,Private,?,85423,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Transport-moving,Sales,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,>50K
41,42,Self-emp-not-inc,Private,134724,167793,Assoc-voc,Bachelors,11,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Wife,Husband,White,White,Female,Male,3103,0,0,0,40,40,United-States,United-States,>50K,<=50K
59,42,Private,Self-emp-not-inc,109567,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Transport-moving,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,55,40,United-States,United-States,<=50K,>50K
21,42,?,Private,132053,167793,Some-college,Some-college,10,10,Never-married,Divorced,?,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,0,0,0,35,40,United-States,United-States,<=50K,>50K
52,42,Private,Private,157413,167793,1st-4th,Some-college,2,10,Divorced,Divorced,Farming-fishing,Prof-specialty,Not-in-family,Husband,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
48,42,Private,Private,238567,167793,5th-6th,Bachelors,3,10,Married-civ-spouse,Divorced,Handlers-cleaners,Sales,Husband,Own-child,White,White,Male,Female,0,0,0,0,40,40,Mexico,United-States,<=50K,<=50K
24,42,Private,Private,153133,167793,12th,Bachelors,8,10,Never-married,Divorced,Machine-op-inspct,Sales,Own-child,Unmarried,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
49,42,Private,Private,186256,167793,Prof-school,HS-grad,15,10,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
19,42,Private,Private,260265,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Adm-clerical,Sales,Own-child,Not-in-family,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
50,42,Private,Private,131819,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Other-service,Prof-specialty,Not-in-family,Unmarried,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
39,42,Private,Private,141584,167793,Assoc-acdm,Some-college,12,10,Married-civ-spouse,Divorced,Craft-repair,Sales,Husband,Unmarried,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,>50K,>50K
25,42,Private,Self-emp-not-inc,245121,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Other-service,Exec-managerial,Wife,Unmarried,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
66,42,Private,Private,22502,167793,7th-8th,Bachelors,4,10,Divorced,Divorced,Other-service,Exec-managerial,Other-relative,Husband,Asian-Pac-Islander,White,Female,Male,0,0,0,0,40,40,Philippines,United-States,<=50K,>50K
30,42,Private,Private,23778,167793,Some-college,Bachelors,10,10,Never-married,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Female,4416,0,0,0,40,40,United-States,United-States,<=50K,<=50K
49,42,Private,Private,380922,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,15024,0,0,0,80,40,United-States,United-States,>50K,>50K
40,42,Self-emp-not-inc,Private,173651,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,191137,167793,10th,Some-college,6,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
25,42,Private,Private,217006,167793,11th,HS-grad,7,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
51,42,State-gov,Private,22211,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Exec-managerial,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,37,40,United-States,United-States,>50K,<=50K
23,42,Local-gov,Private,57711,167793,Bachelors,Some-college,13,10,Never-married,Divorced,Adm-clerical,Prof-specialty,Own-child,Own-child,White,White,Female,Female,0,0,0,0,40,40,Germany,United-States,<=50K,<=50K
60,42,Self-emp-not-inc,Private,123190,167793,9th,Some-college,5,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,1887,0,67,40,United-States,United-States,>50K,<=50K
44,42,Private,Private,110028,167793,HS-grad,HS-grad,9,10,Divorced,Divorced,Sales,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,27828,0,0,0,60,40,United-States,United-States,>50K,>50K
53,42,Self-emp-not-inc,Private,174102,167793,Prof-school,HS-grad,15,10,Divorced,Divorced,Prof-specialty,Adm-clerical,Unmarried,Husband,White,White,Male,Female,25236,0,0,0,60,40,United-States,United-States,>50K,<=50K
66,42,Self-emp-not-inc,Private,183249,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,20,40,United-States,United-States,>50K,<=50K
18,42,?,Private,240183,167793,HS-grad,Some-college,9,10,Never-married,Divorced,?,Adm-clerical,Own-child,Not-in-family,White,White,Female,Female,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
44,42,Local-gov,Private,49665,167793,Assoc-voc,Some-college,11,10,Divorced,Divorced,Machine-op-inspct,Adm-clerical,Unmarried,Husband,Amer-Indian-Eskimo,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
38,42,Private,Private,210438,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,Black,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
30,42,Private,Self-emp-not-inc,53373,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
36,42,Private,Private,295706,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,Machine-op-inspct,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,3674,0,0,0,42,40,United-States,United-States,<=50K,>50K
38,42,Local-gov,Private,273457,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Adm-clerical,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
31,42,Federal-gov,Private,165949,167793,Bachelors,HS-grad,13,10,Never-married,Divorced,Exec-managerial,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Female,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
26,42,Private,Private,142152,167793,11th,HS-grad,7,10,Never-married,Divorced,Transport-moving,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
23,42,Private,Private,189203,167793,Some-college,HS-grad,10,10,Never-married,Divorced,Other-service,Exec-managerial,Not-in-family,Other-relative,White,White,Male,Male,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
58,42,State-gov,Private,179089,167793,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Adm-clerical,Prof-specialty,Wife,Unmarried,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
44,42,Self-emp-not-inc,Private,53956,167793,Bachelors,Bachelors,13,10,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,3137,0,0,0,40,40,United-States,United-States,<=50K,<=50K
59,42,Self-emp-inc,Private,77816,167793,Prof-school,Bachelors,15,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Wife,White,White,Male,Male,99999,0,0,0,40,40,United-States,United-States,>50K,<=50K
36,42,Local-gov,Self-emp-not-inc,74593,167793,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
42,42,Private,Private,196158,167793,Some-college,Some-college,10,10,Divorced,Divorced,Other-service,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,8614,0,0,0,52,40,United-States,United-States,>50K,>50K
17,42,Private,Private,28544,167793,11th,HS-grad,7,10,Never-married,Divorced,Sales,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
59,42,Local-gov,Private,662460,167793,10th,HS-grad,6,10,Widowed,Divorced,Prof-specialty,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,15,40,United-States,United-States,<=50K,>50K
22,42,Private,Private,152328,167793,Some-college,Some-college,10,10,Never-married,Divorced,Farming-fishing,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
40,42,Private,Private,120277,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,>50K
36,42,Private,Private,180278,167793,Bachelors,Some-college,13,10,Never-married,Divorced,Prof-specialty,Adm-clerical,Not-in-family,Unmarried,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
19,42,?,Private,426589,167793,HS-grad,HS-grad,9,10,Never-married,Divorced,?,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,0,0,0,15,40,United-States,United-States,<=50K,>50K
49,42,Private,Private,111558,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Wife,Unmarried,White,White,Female,Male,0,0,1977,0,25,40,United-States,United-States,>50K,<=50K
18,42,?,Private,243203,167793,Some-college,Some-college,10,10,Never-married,Divorced,?,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,40,Puerto-Rico,United-States,<=50K,>50K
38,42,Self-emp-not-inc,Private,195686,167793,HS-grad,HS-grad,9,10,Separated,Divorced,Exec-managerial,Prof-specialty,Unmarried,Husband,White,White,Male,Female,0,0,0,0,25,40,United-States,United-States,<=50K,>50K
48,42,Private,Private,226696,167793,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Husband,Black,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
53,42,?,Private,118058,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,?,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
33,42,Private,Private,172237,167793,Assoc-acdm,Bachelors,12,10,Married-civ-spouse,Divorced,Sales,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,46,40,United-States,United-States,<=50K,<=50K
34,42,Self-emp-not-inc,Private,114074,167793,Assoc-voc,Some-college,11,10,Widowed,Divorced,Exec-managerial,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
41,42,Federal-gov,Private,171589,167793,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,50,40,?,United-States,>50K,>50K
20,42,?,Self-emp-not-inc,184271,167793,Assoc-acdm,Bachelors,12,10,Never-married,Divorced,?,Sales,Own-child,Not-in-family,White,White,Female,Male,594,0,0,0,20,40,United-States,United-States,<=50K,>50K
58,42,Local-gov,Private,218724,167793,HS-grad,Some-college,9,10,Widowed,Divorced,Other-service,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
52,42,Private,Private,134190,167793,10th,HS-grad,6,10,Divorced,Divorced,Transport-moving,Exec-managerial,Unmarried,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
45,42,Local-gov,Private,181964,167793,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Prof-specialty,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,0,1887,0,47,40,United-States,United-States,>50K,<=50K
37,42,Private,Private,385330,167793,7th-8th,HS-grad,4,10,Separated,Divorced,Other-service,Exec-managerial,Unmarried,Unmarried,Black,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
48,42,Private,Private,242406,167793,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,Dominican-Republic,United-States,<=50K,>50K
40,42,Federal-gov,Private,107584,167793,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
29,42,Private,Private,127892,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
33,42,Private,Private,160261,167793,Assoc-voc,Some-college,11,10,Married-civ-spouse,Divorced,Tech-support,Prof-specialty,Husband,Husband,Asian-Pac-Islander,White,Male,Female,0,0,0,0,10,40,United-States,United-States,<=50K,>50K
51,42,?,Private,285200,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,?,Prof-specialty,Husband,Wife,White,White,Male,Female,2105,0,0,0,24,40,United-States,United-States,<=50K,<=50K
48,42,Private,Private,153254,167793,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Tech-support,Sales,Husband,Not-in-family,Black,White,Male,Male,0,0,0,0,48,40,United-States,United-States,<=50K,<=50K
36,42,Self-emp-not-inc,?,294672,167793,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Wife,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
31,42,Private,Private,145924,167793,Some-college,Some-college,10,10,Divorced,Divorced,Machine-op-inspct,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
41,42,Self-emp-not-inc,Private,280005,167793,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,<=50K,>50K
29,42,Federal-gov,Private,66893,167793,Bachelors,HS-grad,13,10,Never-married,Divorced,Prof-specialty,Sales,Not-in-family,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
