age,age_norelationship,workclass,workclass_norelationship,fnlwgt,fnlwgt_norelationship,education,education_norelationship,education_num,education_num_norelationship,marital_status,marital_status_norelationship,occupation,occupation_norelationship,relationship,relationship_norelationship,race,race_norelationship,sex,sex_norelationship,capital_gain,capital_gain_norelationship,capital_loss,capital_loss_norelationship,hours_per_week,hours_per_week_norelationship,native_country,native_country_norelationship,income_per_year,income_per_year_norelationship
61,46,State-gov,Private,103575,175485,Some-college,HS-grad,10,9,Divorced,Never-married,Craft-repair,Other-service,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,41,Germany,United-States,<=50K,<=50K
20,55,Private,Private,116830,85708,HS-grad,HS-grad,9,9,Never-married,Divorced,Machine-op-inspct,Priv-house-serv,Own-child,Husband,White,White,Male,Male,0,0,0,0,43,34,United-States,United-States,<=50K,<=50K
58,27,Private,Private,219504,205852,12th,HS-grad,8,12,Divorced,Never-married,Transport-moving,Adm-clerical,Unmarried,Husband,Black,Black,Male,Female,0,0,0,0,45,29,United-States,United-States,>50K,<=50K
48,28,Self-emp-not-inc,Private,102102,134789,11th,HS-grad,7,13,Married-civ-spouse,Never-married,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,0,0,55,36,United-States,United-States,<=50K,<=50K
26,51,Private,Private,129661,210474,Bachelors,Assoc-voc,13,11,Never-married,Married-spouse-absent,Adm-clerical,Machine-op-inspct,Not-in-family,Husband,Asian-Pac-Islander,White,Female,Female,0,0,0,0,40,36,United-States,United-States,<=50K,<=50K
28,41,State-gov,Federal-gov,189346,44921,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Other-service,Craft-repair,Husband,Husband,White,White,Male,Female,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
48,49,Private,Private,113211,144752,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Craft-repair,Protective-serv,Husband,Husband,White,White,Male,Female,99999,0,0,0,40,34,United-States,United-States,>50K,<=50K
45,22,Private,Private,256866,119918,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,45,32,United-States,United-States,>50K,<=50K
18,24,Private,Private,186408,372525,HS-grad,HS-grad,9,9,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Own-child,Husband,White,White,Male,Female,1055,0,0,0,40,34,United-States,United-States,<=50K,<=50K
23,41,Private,State-gov,50411,144515,HS-grad,Bachelors,9,13,Never-married,Never-married,Craft-repair,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
31,51,Private,Private,118941,31290,Some-college,HS-grad,10,14,Never-married,Never-married,Exec-managerial,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,1902,40,32,United-States,United-States,>50K,>50K
19,45,?,Self-emp-not-inc,171868,121912,HS-grad,Some-college,9,10,Never-married,Divorced,?,Priv-house-serv,Own-child,Husband,Black,Black,Male,Female,0,0,0,0,20,28,United-States,United-States,<=50K,>50K
35,43,Private,Private,99065,58108,Assoc-acdm,HS-grad,12,9,Divorced,Separated,Adm-clerical,Adm-clerical,Unmarried,Husband,White,White,Female,Female,0,0,0,0,32,32,United-States,United-States,<=50K,<=50K
22,25,Self-emp-not-inc,Private,238917,318002,HS-grad,Some-college,9,10,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
32,29,Self-emp-not-inc,Private,220740,296462,HS-grad,7th-8th,9,4,Never-married,Married-civ-spouse,Craft-repair,Farming-fishing,Own-child,Husband,White,White,Male,Male,0,0,0,0,60,38,United-States,Mexico,<=50K,<=50K
69,30,Private,Private,192660,471452,HS-grad,Some-college,9,14,Widowed,Divorced,Adm-clerical,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,0,0,0,20,32,United-States,United-States,<=50K,>50K
39,49,Private,Private,56962,155278,Some-college,HS-grad,10,9,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Wife,Husband,White,White,Female,Male,0,0,0,0,43,38,United-States,United-States,>50K,<=50K
21,49,?,Private,156780,99212,Some-college,HS-grad,10,9,Never-married,Widowed,?,?,Not-in-family,Husband,Asian-Pac-Islander,White,Female,Female,0,7896,0,0,15,41,?,United-States,<=50K,>50K
22,37,Private,Private,122048,61343,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Adm-clerical,Sales,Own-child,Husband,White,White,Female,Female,4416,0,0,0,40,39,United-States,United-States,<=50K,<=50K
52,53,Private,Local-gov,172511,119056,Masters,Bachelors,14,13,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,1870,36,32,United-States,United-States,<=50K,>50K
44,22,Private,Private,186790,321666,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,594,0,0,48,39,United-States,United-States,<=50K,<=50K
22,24,Private,State-gov,196280,112264,Assoc-acdm,Assoc-voc,12,10,Never-married,Never-married,Other-service,Adm-clerical,Own-child,Husband,White,White,Female,Male,0,0,0,0,40,10,United-States,United-States,<=50K,<=50K
49,25,Private,Private,61885,329791,Assoc-acdm,Some-college,12,10,Married-civ-spouse,Separated,Sales,Machine-op-inspct,Husband,Husband,White,Black,Male,Female,0,0,0,0,45,32,United-States,United-States,>50K,<=50K
51,25,Private,State-gov,143822,58108,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,50,32,United-States,United-States,>50K,<=50K
27,41,Private,Private,315640,311974,Masters,Assoc-voc,14,11,Never-married,Divorced,Prof-specialty,?,Not-in-family,Husband,Asian-Pac-Islander,Black,Male,Male,0,0,0,0,20,32,China,United-States,<=50K,>50K
34,39,Private,Private,617917,178100,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,1887,0,40,25,United-States,United-States,>50K,<=50K
20,38,Private,Private,35448,164519,Some-college,Some-college,10,10,Never-married,Never-married,Adm-clerical,Machine-op-inspct,Own-child,Husband,White,White,Female,Female,0,0,0,0,12,34,United-States,United-States,<=50K,<=50K
22,24,Private,Private,124483,213055,Bachelors,11th,13,7,Never-married,Never-married,Tech-support,Craft-repair,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Male,0,0,2339,0,40,45,India,United-States,<=50K,<=50K
68,58,Private,Private,230904,178623,11th,Masters,7,9,Widowed,Separated,Machine-op-inspct,Other-service,Not-in-family,Husband,Black,White,Female,Female,0,0,1870,0,35,36,United-States,United-States,<=50K,>50K
31,41,Private,Private,164461,111129,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Transport-moving,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,73,32,United-States,United-States,<=50K,<=50K
22,18,Private,Federal-gov,450695,157678,HS-grad,Some-college,9,10,Never-married,Never-married,Other-service,?,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,30,39,United-States,United-States,<=50K,<=50K
62,32,?,Self-emp-not-inc,352156,295589,HS-grad,1st-4th,9,2,Married-civ-spouse,Married-spouse-absent,?,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,Mexico,<=50K,<=50K
28,43,Private,Private,166634,123816,HS-grad,HS-grad,9,9,Never-married,Never-married,Adm-clerical,Exec-managerial,Own-child,Husband,Amer-Indian-Eskimo,White,Female,Male,0,0,0,0,40,41,United-States,United-States,<=50K,<=50K
46,18,Private,Private,151107,68985,Some-college,Assoc-acdm,10,7,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,Black,White,Male,Female,0,0,1977,0,60,39,United-States,United-States,>50K,<=50K
49,30,Private,Local-gov,219751,255004,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Exec-managerial,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
40,32,Private,Private,85604,254303,Masters,HS-grad,14,16,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,55,52,United-States,United-States,<=50K,>50K
54,21,Local-gov,Private,231482,169926,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,40,15,Portugal,United-States,<=50K,<=50K
24,62,Private,Self-emp-not-inc,138152,446358,9th,HS-grad,5,9,Never-married,Never-married,Craft-repair,Farming-fishing,Other-relative,Husband,Other,White,Male,Male,0,0,0,0,58,16,Guatemala,United-States,<=50K,<=50K
27,56,Private,Private,309196,129499,Assoc-acdm,7th-8th,12,4,Never-married,Never-married,Exec-managerial,Sales,Not-in-family,Husband,White,Black,Female,Male,0,0,0,0,40,41,United-States,United-States,<=50K,>50K
33,45,Private,Private,91666,192323,HS-grad,HS-grad,9,16,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
19,43,Private,Private,89734,323573,Some-college,HS-grad,10,9,Never-married,Never-married,Other-service,Sales,Other-relative,Husband,Amer-Indian-Eskimo,White,Male,Female,0,0,0,0,42,32,United-States,United-States,<=50K,<=50K
27,35,Private,Private,79661,22245,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Sales,Husband,Husband,White,White,Male,Male,4386,7896,0,0,40,46,United-States,United-States,>50K,>50K
39,37,Private,Federal-gov,197150,120131,HS-grad,HS-grad,9,9,Divorced,Never-married,Craft-repair,Other-service,Unmarried,Husband,White,Black,Male,Female,0,0,0,0,50,32,El-Salvador,United-States,<=50K,<=50K
29,33,?,Private,41281,170769,Bachelors,HS-grad,13,13,Married-spouse-absent,Married-civ-spouse,?,Other-service,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,50,34,United-States,United-States,<=50K,<=50K
29,37,Private,Private,53448,268234,12th,HS-grad,8,9,Married-civ-spouse,Never-married,Other-service,Adm-clerical,Husband,Husband,Asian-Pac-Islander,White,Male,Female,0,0,0,0,50,32,China,United-States,<=50K,<=50K
44,49,Self-emp-not-inc,Private,255543,128736,5th-6th,Some-college,3,4,Married-civ-spouse,Never-married,Farming-fishing,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,0,0,0,84,32,United-States,United-States,>50K,<=50K
51,29,State-gov,Private,367209,213750,Doctorate,Some-college,16,10,Married-spouse-absent,Never-married,Prof-specialty,Sales,Not-in-family,Husband,White,Black,Male,Female,0,0,0,0,70,15,United-States,United-States,>50K,<=50K
37,38,Private,Private,226500,156616,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Sales,Transport-moving,Husband,Husband,White,White,Male,Male,0,0,0,0,55,42,United-States,United-States,>50K,<=50K
56,38,Private,Private,292710,201481,HS-grad,Bachelors,9,13,Married-civ-spouse,Never-married,Sales,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,0,0,0,40,38,United-States,United-States,>50K,<=50K
19,24,Private,Private,235732,251710,11th,Some-college,7,10,Never-married,Never-married,Adm-clerical,Adm-clerical,Unmarried,Husband,White,Black,Female,Female,0,0,0,0,15,34,United-States,Jamaica,<=50K,<=50K
37,39,Private,Private,301614,278870,Bachelors,HS-grad,13,9,Never-married,Divorced,Machine-op-inspct,Sales,Other-relative,Husband,White,Black,Male,Female,0,0,0,0,40,52,United-States,United-States,<=50K,<=50K
18,49,Private,Self-emp-not-inc,261714,194869,Some-college,HS-grad,10,9,Never-married,Divorced,Sales,Other-service,Own-child,Husband,White,White,Female,Female,0,0,0,0,15,99,United-States,United-States,<=50K,>50K
35,32,?,Private,35751,170413,1st-4th,HS-grad,2,9,Married-civ-spouse,Never-married,?,Adm-clerical,Husband,Husband,White,White,Male,Male,0,0,0,0,15,32,United-States,United-States,<=50K,<=50K
28,32,Private,Private,266316,134789,7th-8th,HS-grad,4,9,Married-civ-spouse,Never-married,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Female,3464,0,0,0,35,39,United-States,United-States,<=50K,<=50K
40,25,Self-emp-inc,Private,189941,182809,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Husband,Husband,White,White,Male,Male,3103,7896,0,0,60,32,United-States,United-States,>50K,>50K
50,49,Self-emp-not-inc,Private,143535,122048,Masters,Some-college,14,10,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,40,45,United-States,United-States,<=50K,<=50K
31,51,Private,Private,234537,273767,HS-grad,1st-4th,9,2,Never-married,Never-married,Handlers-cleaners,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,60,10,United-States,United-States,<=50K,<=50K
57,34,Self-emp-not-inc,Private,181435,171242,11th,HS-grad,7,9,Divorced,Never-married,Other-service,Exec-managerial,Unmarried,Husband,White,White,Male,Female,4650,0,0,0,50,38,United-States,United-States,<=50K,<=50K
40,44,Private,Private,94210,167482,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,50,58,United-States,Poland,>50K,<=50K
44,33,Private,Private,344060,178506,Bachelors,7th-8th,13,9,Never-married,Never-married,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Female,27828,0,0,0,40,32,United-States,United-States,>50K,<=50K
40,32,Private,Private,301359,279315,Some-college,HS-grad,10,9,Married-civ-spouse,Separated,Prof-specialty,Machine-op-inspct,Husband,Husband,White,White,Male,Female,0,0,0,0,60,34,United-States,United-States,<=50K,<=50K
42,24,State-gov,State-gov,184527,173601,Some-college,Some-college,10,10,Never-married,Never-married,Exec-managerial,Sales,Unmarried,Husband,White,White,Female,Female,0,0,0,0,45,52,United-States,United-States,<=50K,<=50K
41,61,Federal-gov,Local-gov,333070,331065,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Husband,Black,White,Male,Female,0,0,0,0,35,23,United-States,United-States,<=50K,<=50K
23,28,Private,Private,149574,232586,Some-college,Assoc-acdm,10,12,Married-spouse-absent,Never-married,Other-service,Sales,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,45,48,United-States,United-States,<=50K,<=50K
41,37,Self-emp-not-inc,Private,34037,114912,HS-grad,HS-grad,9,15,Married-civ-spouse,Never-married,Farming-fishing,Adm-clerical,Husband,Husband,White,White,Male,Female,0,41310,0,0,99,53,United-States,United-States,<=50K,>50K
41,43,Self-emp-not-inc,Local-gov,123502,215245,Some-college,Some-college,10,10,Never-married,Never-married,Sales,Protective-serv,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
29,35,Self-emp-not-inc,Private,267661,33688,Assoc-voc,7th-8th,11,4,Never-married,Never-married,Farming-fishing,Other-service,Not-in-family,Husband,White,White,Male,Male,0,2202,0,0,75,48,United-States,United-States,<=50K,<=50K
33,44,Private,State-gov,109920,81107,Bachelors,HS-grad,13,14,Never-married,Never-married,Adm-clerical,Exec-managerial,Not-in-family,Husband,Black,White,Female,Female,0,0,0,0,40,38,United-States,United-States,<=50K,>50K
43,58,Private,Private,134120,73211,HS-grad,Some-college,9,10,Divorced,Divorced,Sales,Other-service,Other-relative,Husband,White,Black,Female,Male,0,0,0,0,46,32,United-States,United-States,<=50K,<=50K
18,50,Private,Self-emp-not-inc,192254,211022,Some-college,HS-grad,10,9,Never-married,Divorced,Sales,Sales,Own-child,Husband,White,White,Female,Female,0,0,0,0,10,48,United-States,United-States,<=50K,<=50K
67,90,Self-emp-not-inc,Private,94809,55457,Some-college,Some-college,10,10,Widowed,Never-married,Other-service,Other-service,Not-in-family,Husband,White,Asian-Pac-Islander,Female,Male,2346,0,0,0,33,29,United-States,United-States,<=50K,<=50K
21,32,Private,Private,183789,205649,HS-grad,Assoc-acdm,9,12,Never-married,Never-married,Other-service,Transport-moving,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,16,United-States,United-States,<=50K,<=50K
36,53,Private,Private,86643,109621,12th,Some-college,8,10,Married-civ-spouse,Never-married,Machine-op-inspct,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,0,1668,48,36,United-States,United-States,<=50K,<=50K
22,28,?,Private,190290,196899,Some-college,Assoc-acdm,10,12,Never-married,Never-married,?,Craft-repair,Own-child,Husband,White,White,Male,Male,0,0,0,0,65,39,United-States,United-States,<=50K,<=50K
64,41,?,?,228140,187540,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,?,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,40,41,United-States,United-States,>50K,>50K
24,48,Private,Private,198349,236242,11th,Bachelors,7,13,Never-married,Never-married,Sales,Other-service,Own-child,Husband,White,White,Female,Male,0,0,0,0,30,42,United-States,United-States,<=50K,<=50K
44,22,Local-gov,Private,113597,111275,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Craft-repair,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
22,30,Federal-gov,Private,280567,365916,Some-college,HS-grad,10,9,Never-married,Never-married,Transport-moving,Other-service,Own-child,Husband,White,Black,Male,Male,0,0,0,0,4,16,United-States,United-States,<=50K,<=50K
60,37,Private,Private,298967,223548,7th-8th,Masters,4,14,Married-civ-spouse,Never-married,Transport-moving,Machine-op-inspct,Husband,Husband,White,White,Male,Female,0,0,0,0,15,32,United-States,Poland,<=50K,<=50K
31,55,Self-emp-not-inc,Private,134615,248754,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Prof-specialty,Machine-op-inspct,Husband,Husband,White,White,Male,Female,0,0,0,0,50,38,United-States,United-States,>50K,<=50K
74,28,Private,Private,89852,160246,12th,HS-grad,8,9,Married-civ-spouse,Divorced,Handlers-cleaners,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,11,45,United-States,United-States,<=50K,<=50K
30,49,Private,Private,289442,223548,Bachelors,Masters,13,4,Never-married,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,Black,Male,Male,0,0,0,0,40,47,United-States,United-States,<=50K,<=50K
29,33,Private,Private,159109,313873,11th,9th,7,5,Never-married,Divorced,Transport-moving,Craft-repair,Unmarried,Husband,White,White,Male,Female,0,0,0,0,40,32,United-States,United-States,<=50K,<=50K
47,21,Private,Private,105495,124956,Some-college,Bachelors,10,13,Married-civ-spouse,Never-married,Exec-managerial,Sales,Wife,Husband,White,White,Female,Male,0,0,0,0,50,34,United-States,United-States,>50K,<=50K
71,30,Private,Private,155093,207937,Assoc-voc,HS-grad,11,13,Widowed,Never-married,Adm-clerical,Sales,Not-in-family,Husband,White,Other,Female,Female,0,0,0,0,20,32,United-States,Puerto-Rico,<=50K,<=50K
33,38,Private,State-gov,312923,120450,10th,HS-grad,6,9,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,80,38,Mexico,United-States,<=50K,<=50K
56,43,Private,Private,202435,262978,HS-grad,Bachelors,9,14,Widowed,Never-married,Machine-op-inspct,Prof-specialty,Unmarried,Husband,White,White,Female,Female,0,0,0,0,30,48,United-States,United-States,<=50K,<=50K
24,46,Self-emp-not-inc,Private,49154,71438,11th,HS-grad,7,9,Never-married,Never-married,Other-service,Other-service,Unmarried,Husband,Amer-Indian-Eskimo,White,Female,Female,0,2907,0,0,40,32,United-States,United-States,<=50K,>50K
37,33,Private,Private,184456,48588,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,0,0,0,40,34,United-States,United-States,>50K,<=50K
52,28,Private,Private,95329,272669,Bachelors,Masters,13,14,Married-civ-spouse,Never-married,Machine-op-inspct,Transport-moving,Husband,Husband,White,White,Male,Female,0,0,0,1902,40,65,India,United-States,<=50K,<=50K
42,18,Private,Private,173938,112820,Bachelors,12th,13,8,Married-civ-spouse,Never-married,Other-service,Sales,Husband,Husband,White,White,Male,Female,0,0,0,0,40,24,?,United-States,<=50K,<=50K
56,20,Private,Private,373216,216999,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,48,25,United-States,United-States,<=50K,<=50K
52,20,Private,Federal-gov,204226,106444,Bachelors,HS-grad,13,9,Divorced,Never-married,Craft-repair,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,40,42,United-States,United-States,<=50K,<=50K
56,50,State-gov,State-gov,222745,26669,Doctorate,Assoc-voc,16,11,Married-civ-spouse,Never-married,Transport-moving,Exec-managerial,Husband,Husband,White,Amer-Indian-Eskimo,Male,Female,0,0,0,0,56,32,United-States,United-States,<=50K,<=50K
54,24,Private,Private,106728,213055,Bachelors,Assoc-voc,13,10,Married-civ-spouse,Divorced,Tech-support,Sales,Husband,Husband,White,Black,Male,Female,0,0,0,0,40,39,United-States,United-States,<=50K,<=50K
43,55,Self-emp-not-inc,Private,61287,143932,Bachelors,HS-grad,13,14,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,60,32,United-States,United-States,<=50K,<=50K
68,38,Private,Private,146011,216999,HS-grad,10th,9,6,Widowed,Never-married,Craft-repair,Tech-support,Not-in-family,Husband,White,White,Female,Male,3273,0,0,0,42,42,United-States,United-States,<=50K,<=50K
38,46,Private,State-gov,166744,245372,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Adm-clerical,Farming-fishing,Wife,Husband,White,White,Female,Male,0,0,0,0,40,34,United-States,United-States,<=50K,<=50K
44,22,Local-gov,Private,54651,185480,Masters,Bachelors,14,13,Married-civ-spouse,Never-married,Prof-specialty,Exec-managerial,Husband,Husband,White,White,Male,Female,0,0,0,0,40,29,United-States,Canada,>50K,<=50K
32,53,?,Local-gov,42894,47444,11th,HS-grad,7,9,Married-civ-spouse,Widowed,?,Sales,Wife,Husband,White,White,Female,Female,0,0,0,0,15,34,United-States,United-States,<=50K,<=50K
23,49,Private,Private,131230,178841,Bachelors,11th,13,7,Never-married,Never-married,Protective-serv,Other-service,Own-child,Husband,White,White,Male,Male,0,0,0,0,50,32,United-States,United-States,<=50K,<=50K
69,40,Private,Private,271312,222789,HS-grad,7th-8th,9,4,Widowed,Never-married,Adm-clerical,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,40,38,United-States,United-States,<=50K,<=50K
52,28,Private,Private,163776,344060,HS-grad,Assoc-acdm,9,12,Married-civ-spouse,Married-civ-spouse,Sales,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,0,1902,0,60,20,United-States,United-States,>50K,<=50K
24,49,Private,Self-emp-inc,230126,167159,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Divorced,Other-service,Sales,Husband,Husband,White,White,Male,Female,0,0,0,2392,40,46,United-States,United-States,<=50K,>50K
45,48,Private,Federal-gov,37718,51290,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Prof-specialty,Protective-serv,Husband,Husband,White,White,Male,Male,0,0,0,0,40,39,United-States,United-States,>50K,<=50K
43,38,Private,State-gov,245975,269329,9th,Assoc-voc,5,11,Married-civ-spouse,Never-married,Adm-clerical,Other-service,Husband,Husband,White,Black,Male,Male,0,0,0,0,84,24,United-States,United-States,<=50K,<=50K
59,37,State-gov,Private,115439,32406,Bachelors,Bachelors,13,13,Married-civ-spouse,Divorced,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,1977,0,40,45,United-States,United-States,>50K,>50K
35,69,Private,Private,97554,200295,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Never-married,Exec-managerial,Transport-moving,Husband,Husband,White,White,Male,Male,0,0,0,0,50,39,United-States,Canada,>50K,<=50K
43,25,Private,Private,109762,192506,Bachelors,Bachelors,13,13,Married-civ-spouse,Never-married,Prof-specialty,Other-service,Husband,Husband,White,Black,Male,Female,0,0,0,0,20,29,United-States,United-States,>50K,<=50K
47,58,Private,Local-gov,138342,352806,11th,10th,7,6,Married-civ-spouse,Divorced,Farming-fishing,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,40,72,United-States,Germany,<=50K,<=50K
29,28,?,Private,429696,272132,Some-college,HS-grad,10,9,Married-civ-spouse,Married-spouse-absent,?,Sales,Own-child,Husband,Black,White,Female,Female,0,0,0,1579,14,48,United-States,United-States,<=50K,<=50K
77,40,?,Private,309955,198050,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Separated,?,Sales,Husband,Husband,White,White,Male,Female,0,0,1411,0,2,38,United-States,United-States,<=50K,<=50K
48,28,Private,Local-gov,275154,61040,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Handlers-cleaners,Exec-managerial,Husband,Husband,Black,White,Male,Male,0,2176,0,0,40,47,United-States,United-States,<=50K,<=50K
40,17,Private,?,52849,118721,Bachelors,9th,13,5,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Husband,White,Black,Male,Male,0,0,0,0,50,39,?,United-States,>50K,<=50K
23,37,State-gov,Private,191165,124956,Some-college,9th,10,5,Never-married,Never-married,Protective-serv,Craft-repair,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,15,32,United-States,United-States,<=50K,<=50K
51,28,Private,Private,277471,198632,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Craft-repair,Machine-op-inspct,Husband,Husband,White,Black,Male,Male,0,0,0,0,40,32,United-States,United-States,>50K,<=50K
43,40,Private,Private,171754,253716,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Wife,Husband,Black,White,Female,Male,0,4416,0,0,40,38,?,United-States,<=50K,>50K
44,49,Private,Self-emp-not-inc,117936,220896,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Husband,Black,White,Male,Female,0,0,0,0,40,47,United-States,United-States,<=50K,<=50K
24,27,Private,Private,249956,167316,Bachelors,Some-college,13,10,Never-married,Never-married,Adm-clerical,Adm-clerical,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,33,United-States,United-States,<=50K,<=50K
39,39,Self-emp-inc,Private,170502,55849,Masters,HS-grad,14,9,Divorced,Never-married,Exec-managerial,Adm-clerical,Not-in-family,Husband,Black,White,Male,Male,0,0,0,0,70,41,United-States,United-States,>50K,<=50K
19,28,Private,Private,202951,261232,Some-college,Bachelors,10,13,Never-married,Never-married,Handlers-cleaners,Craft-repair,Own-child,Husband,White,White,Male,Male,0,0,0,0,20,32,United-States,United-States,<=50K,<=50K
21,51,Private,Self-emp-not-inc,396722,285295,Some-college,Some-college,10,10,Never-married,Divorced,Other-service,Farming-fishing,Own-child,Husband,White,White,Female,Male,0,9562,0,0,25,28,United-States,United-States,<=50K,>50K
49,66,Private,?,93557,180645,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Exec-managerial,?,Husband,Husband,White,White,Male,Female,0,0,0,0,48,6,United-States,United-States,>50K,<=50K
22,49,Private,Private,103805,43910,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Other-service,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,0,0,0,36,34,United-States,United-States,<=50K,<=50K
59,44,Private,Private,92141,189834,HS-grad,HS-grad,9,14,Widowed,Married-civ-spouse,Machine-op-inspct,Other-service,Not-in-family,Husband,Black,White,Female,Female,0,0,0,0,40,32,United-States,United-States,<=50K,>50K
