age,age_nonative_country,workclass,workclass_nonative_country,fnlwgt,fnlwgt_nonative_country,education,education_nonative_country,education_num,education_num_nonative_country,marital_status,marital_status_nonative_country,occupation,occupation_nonative_country,relationship,relationship_nonative_country,race,race_nonative_country,sex,sex_nonative_country,capital_gain,capital_gain_nonative_country,capital_loss,capital_loss_nonative_country,hours_per_week,hours_per_week_nonative_country,native_country,native_country_nonative_country,income_per_year,income_per_year_nonative_country
18,40,Private,Private,260977,179481,12th,Some-college,8,9,Never-married,Never-married,Sales,Craft-repair,Own-child,Own-child,White,White,Female,Female,0,3411,0,1602,20,37,United-States,United-States,<=50K,<=50K
22,40,Private,Private,90860,179481,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,Adm-clerical,Own-child,Wife,Asian-Pac-Islander,White,Female,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
42,40,Private,Private,218302,179481,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Married-spouse-absent,Sales,?,Husband,Unmarried,White,White,Male,Female,0,3411,0,1602,55,37,United-States,United-States,<=50K,<=50K
47,40,Private,Private,170142,179481,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3411,0,1602,50,37,United-States,United-States,<=50K,<=50K
33,40,Local-gov,Private,171889,179481,HS-grad,Masters,9,9,Divorced,Married-civ-spouse,Transport-moving,Other-service,Unmarried,Husband,White,White,Female,Male,0,3411,0,1602,43,37,United-States,United-States,<=50K,>50K
34,40,Private,Private,193172,179481,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Sales,Adm-clerical,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,35,37,United-States,United-States,<=50K,<=50K
18,40,Private,Private,164134,179481,HS-grad,Bachelors,9,9,Never-married,Never-married,Tech-support,Adm-clerical,Own-child,Other-relative,White,White,Female,Male,0,3411,0,1602,10,37,United-States,United-States,<=50K,<=50K
66,40,Private,Private,204283,179481,7th-8th,Some-college,4,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Machine-op-inspct,Husband,Husband,Black,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
51,40,?,Federal-gov,81169,179481,HS-grad,Assoc-acdm,9,9,Separated,Separated,?,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Female,0,3411,0,1602,38,37,United-States,United-States,<=50K,>50K
39,40,Private,Private,92143,179481,Assoc-voc,11th,11,9,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Wife,Unmarried,White,Other,Female,Female,7688,3411,0,1602,55,37,United-States,United-States,>50K,<=50K
35,40,Private,?,181099,179481,10th,Some-college,6,9,Married-civ-spouse,Never-married,Craft-repair,?,Husband,Own-child,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
56,40,State-gov,Private,102791,179481,HS-grad,Some-college,9,9,Divorced,Married-civ-spouse,Adm-clerical,Transport-moving,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,35,37,United-States,United-States,<=50K,<=50K
46,40,Local-gov,Private,364548,179481,Masters,HS-grad,14,9,Married-civ-spouse,Never-married,Prof-specialty,Craft-repair,Husband,Other-relative,White,White,Male,Male,0,3411,1977,1602,42,37,United-States,United-States,>50K,>50K
21,40,Self-emp-inc,Private,153516,179481,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Craft-repair,Sales,Own-child,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
58,40,Self-emp-not-inc,Private,189528,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Transport-moving,Husband,Husband,White,White,Male,Male,0,3411,0,1602,84,37,United-States,United-States,<=50K,<=50K
66,40,Local-gov,Self-emp-not-inc,154171,179481,Some-college,Some-college,10,9,Widowed,Never-married,Machine-op-inspct,Farming-fishing,Not-in-family,Not-in-family,White,White,Male,Male,0,3411,0,1602,20,37,United-States,United-States,<=50K,<=50K
25,40,Private,Private,90752,179481,Bachelors,10th,13,9,Never-married,Married-civ-spouse,Sales,Sales,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,30,37,United-States,United-States,<=50K,>50K
57,40,Private,Federal-gov,278763,179481,Assoc-voc,HS-grad,11,9,Married-spouse-absent,Married-spouse-absent,Exec-managerial,Adm-clerical,Not-in-family,Unmarried,White,White,Female,Female,0,3411,0,1602,47,37,United-States,United-States,<=50K,<=50K
28,40,Private,Private,253581,179481,Some-college,Some-college,10,9,Never-married,Never-married,Adm-clerical,Tech-support,Not-in-family,Own-child,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
38,40,Private,Private,59660,179481,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Tech-support,Craft-repair,Husband,Husband,White,White,Male,Male,0,3411,0,1602,50,37,United-States,United-States,>50K,>50K
57,40,Self-emp-not-inc,Private,170988,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Craft-repair,Husband,Husband,White,White,Male,Male,0,3411,0,1602,55,37,United-States,United-States,<=50K,<=50K
18,40,?,Private,160984,179481,11th,HS-grad,7,9,Never-married,Married-civ-spouse,?,Craft-repair,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,6,37,United-States,United-States,<=50K,<=50K
24,40,Private,Private,493732,179481,1st-4th,Masters,2,9,Never-married,Married-civ-spouse,Farming-fishing,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,40,37,Mexico,United-States,<=50K,>50K
36,40,Private,Private,325802,179481,HS-grad,Bachelors,9,9,Separated,Married-civ-spouse,Sales,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
42,40,Private,Private,196344,179481,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Other-service,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,Guatemala,United-States,<=50K,<=50K
32,40,State-gov,Private,316589,179481,Masters,Bachelors,14,9,Married-civ-spouse,Divorced,Exec-managerial,?,Husband,Husband,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,>50K,<=50K
35,40,Self-emp-inc,Private,365739,179481,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,3411,0,1602,50,37,United-States,United-States,<=50K,<=50K
40,40,Private,Private,309990,179481,Some-college,HS-grad,10,9,Separated,Married-civ-spouse,Other-service,Exec-managerial,Unmarried,Husband,White,Asian-Pac-Islander,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
26,40,Private,Self-emp-inc,241852,179481,12th,HS-grad,8,9,Never-married,Married-civ-spouse,Craft-repair,Exec-managerial,Unmarried,Husband,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
41,40,Private,Private,184105,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Handlers-cleaners,Husband,Husband,White,White,Male,Male,0,3411,0,1602,55,37,United-States,United-States,>50K,<=50K
50,40,Private,State-gov,134680,179481,HS-grad,Bachelors,9,9,Never-married,Never-married,Other-service,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
20,40,Private,Private,274545,179481,Some-college,Doctorate,10,9,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,10,37,United-States,United-States,<=50K,>50K
36,40,Private,Federal-gov,207853,179481,Bachelors,Bachelors,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,Asian-Pac-Islander,Male,Male,15024,3411,0,1602,65,37,United-States,United-States,>50K,>50K
25,40,Private,Private,284061,179481,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Tech-support,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,3411,0,1602,45,37,United-States,United-States,<=50K,>50K
62,40,Private,Private,186446,179481,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Tech-support,Adm-clerical,Unmarried,Husband,White,White,Female,Male,0,3411,0,1602,43,37,United-States,United-States,<=50K,>50K
22,40,Private,Private,255575,179481,HS-grad,Prof-school,9,9,Never-married,Never-married,Other-service,Prof-specialty,Not-in-family,Own-child,White,White,Female,Male,0,3411,0,1602,35,37,United-States,United-States,<=50K,>50K
52,40,Federal-gov,Private,302661,179481,Assoc-acdm,Some-college,12,9,Widowed,Married-civ-spouse,Exec-managerial,Other-service,Unmarried,Husband,White,White,Male,Male,13550,3411,0,1602,40,37,United-States,United-States,>50K,<=50K
52,40,Private,Private,148509,179481,10th,HS-grad,6,9,Married-spouse-absent,Widowed,Prof-specialty,Craft-repair,Other-relative,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,3411,0,1602,45,37,?,United-States,<=50K,<=50K
48,40,Private,Private,211239,179481,Masters,Bachelors,14,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3411,2415,1602,60,37,United-States,United-States,>50K,>50K
70,40,Private,Local-gov,50468,179481,HS-grad,Masters,9,9,Divorced,Divorced,Handlers-cleaners,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Male,0,3411,3175,1602,15,37,United-States,United-States,<=50K,<=50K
41,40,Private,Private,316820,179481,Bachelors,HS-grad,13,9,Divorced,Never-married,Sales,Craft-repair,Not-in-family,Own-child,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,>50K,<=50K
21,40,Private,Private,145964,179481,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Craft-repair,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,7298,3411,0,1602,60,37,United-States,United-States,>50K,<=50K
39,40,Private,Local-gov,185084,179481,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Husband,Wife,White,White,Male,Female,0,3411,0,1602,55,37,United-States,United-States,<=50K,>50K
29,40,Private,Private,183111,179481,Assoc-voc,Some-college,11,9,Never-married,Married-civ-spouse,Transport-moving,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,3411,0,1602,60,37,United-States,United-States,<=50K,>50K
28,40,Private,Private,63042,179481,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Wife,White,White,Male,Female,0,3411,0,1602,35,37,United-States,United-States,<=50K,<=50K
31,40,Private,Private,339738,179481,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Craft-repair,Other-relative,Husband,Black,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
23,40,Private,Private,273049,179481,7th-8th,Masters,4,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Female,0,3411,0,1602,20,37,United-States,United-States,<=50K,>50K
54,40,State-gov,Private,239256,179481,Some-college,Bachelors,10,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
73,40,Self-emp-not-inc,Private,110102,179481,HS-grad,HS-grad,9,9,Widowed,Married-civ-spouse,Farming-fishing,Transport-moving,Not-in-family,Husband,White,White,Male,Male,0,3411,1668,1602,77,37,United-States,United-States,<=50K,<=50K
29,40,State-gov,State-gov,165764,179481,Bachelors,Some-college,13,9,Married-civ-spouse,Never-married,Prof-specialty,Sales,Wife,Own-child,Black,White,Female,Female,0,3411,0,1602,35,37,United-States,United-States,<=50K,<=50K
22,40,Private,Private,152744,179481,Some-college,Masters,10,9,Never-married,Married-civ-spouse,Adm-clerical,Sales,Not-in-family,Husband,Asian-Pac-Islander,White,Female,Male,0,3411,0,1602,10,37,United-States,United-States,<=50K,<=50K
57,40,Local-gov,State-gov,212303,179481,Masters,Some-college,14,9,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,>50K,<=50K
41,40,Self-emp-not-inc,Private,118544,179481,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Machine-op-inspct,Husband,Wife,White,White,Male,Female,0,3411,0,1602,32,37,United-States,United-States,<=50K,<=50K
39,40,Private,Local-gov,269548,179481,1st-4th,Some-college,2,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3411,0,1602,70,37,Mexico,United-States,<=50K,<=50K
25,40,State-gov,Private,319303,179481,Some-college,Prof-school,10,9,Divorced,Married-civ-spouse,Other-service,Prof-specialty,Unmarried,Not-in-family,White,White,Male,Male,0,3411,2472,1602,40,37,United-States,United-States,>50K,>50K
74,40,Without-pay,Private,216001,179481,7th-8th,Bachelors,4,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Adm-clerical,Husband,Wife,White,White,Male,Female,0,3411,0,1602,20,37,United-States,United-States,<=50K,>50K
45,40,Private,Private,205816,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Other-service,Handlers-cleaners,Wife,Other-relative,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,>50K,<=50K
18,40,Private,Self-emp-not-inc,427437,179481,HS-grad,HS-grad,9,9,Never-married,Married-spouse-absent,Sales,Other-service,Own-child,Unmarried,Black,White,Female,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
24,40,Private,Self-emp-not-inc,198259,179481,Bachelors,HS-grad,13,9,Never-married,Never-married,Exec-managerial,Other-service,Own-child,Not-in-family,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
45,40,Private,Local-gov,54314,179481,9th,7th-8th,5,9,Never-married,Married-civ-spouse,Other-service,Protective-serv,Not-in-family,Husband,White,White,Male,Male,0,3411,0,1602,20,37,United-States,United-States,<=50K,>50K
32,40,Private,Private,195744,179481,HS-grad,HS-grad,9,9,Never-married,Never-married,Craft-repair,Craft-repair,Not-in-family,Own-child,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
53,40,Local-gov,Private,294547,179481,Some-college,Assoc-acdm,10,9,Divorced,Never-married,Protective-serv,Machine-op-inspct,Not-in-family,Unmarried,White,White,Male,Male,0,3411,0,1602,48,37,United-States,United-States,<=50K,<=50K
50,40,Private,Private,77521,179481,11th,HS-grad,7,9,Never-married,Widowed,Priv-house-serv,Sales,Unmarried,Not-in-family,White,White,Female,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
35,40,Private,Private,288158,179481,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Unmarried,White,Asian-Pac-Islander,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
24,40,Private,Private,125010,179481,Bachelors,Bachelors,13,9,Never-married,Married-civ-spouse,Adm-clerical,Transport-moving,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,45,37,United-States,United-States,<=50K,>50K
32,40,Private,Private,80945,179481,HS-grad,Bachelors,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,Nicaragua,United-States,>50K,<=50K
21,40,Private,Private,33016,179481,10th,Bachelors,6,9,Never-married,Married-spouse-absent,Machine-op-inspct,Other-service,Own-child,Not-in-family,White,White,Male,Female,0,3411,0,1602,25,37,United-States,United-States,<=50K,<=50K
42,40,Private,Private,388725,179481,Masters,HS-grad,14,9,Divorced,Separated,Sales,Sales,Not-in-family,Unmarried,White,White,Male,Female,0,3411,0,1602,50,37,United-States,United-States,>50K,<=50K
37,40,Local-gov,Self-emp-inc,347136,179481,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Adm-clerical,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,3411,0,1602,44,37,United-States,United-States,<=50K,<=50K
53,40,Self-emp-inc,Private,158294,179481,Assoc-voc,10th,11,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Craft-repair,Husband,Husband,White,White,Male,Male,99999,3411,0,1602,75,37,United-States,United-States,>50K,>50K
34,40,Private,Private,362787,179481,10th,7th-8th,6,9,Married-spouse-absent,Separated,Other-service,Machine-op-inspct,Unmarried,Not-in-family,Black,White,Female,Female,0,3411,0,1602,30,37,United-States,United-States,<=50K,<=50K
29,40,Private,Private,39388,179481,HS-grad,Some-college,9,9,Divorced,Never-married,Sales,Other-service,Not-in-family,Not-in-family,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
55,40,Private,Private,322691,179481,Masters,12th,14,9,Widowed,Divorced,Exec-managerial,Machine-op-inspct,Own-child,Unmarried,White,White,Male,Female,0,3411,0,1602,62,37,United-States,United-States,>50K,<=50K
29,40,Private,Private,31659,179481,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Craft-repair,Other-service,Not-in-family,Own-child,White,White,Male,Male,2202,3411,0,1602,45,37,United-States,United-States,<=50K,<=50K
70,40,Private,Private,176940,179481,Some-college,HS-grad,10,9,Never-married,Married-spouse-absent,Adm-clerical,Exec-managerial,Not-in-family,Unmarried,White,White,Female,Male,0,3411,0,1602,16,37,United-States,United-States,<=50K,<=50K
26,40,Local-gov,Private,189027,179481,HS-grad,Bachelors,9,9,Married-civ-spouse,Married-spouse-absent,Transport-moving,Craft-repair,Husband,Other-relative,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
51,40,Private,Self-emp-inc,98719,179481,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Unmarried,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
58,40,Private,Private,172238,179481,HS-grad,HS-grad,9,9,Widowed,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Unmarried,Wife,White,White,Female,Female,0,3411,0,1602,50,37,United-States,United-States,<=50K,>50K
23,40,?,Private,170456,179481,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,?,Other-service,Own-child,Husband,White,Asian-Pac-Islander,Male,Male,0,3411,0,1602,5,37,United-States,United-States,<=50K,>50K
27,40,Private,Private,129009,179481,Bachelors,HS-grad,13,9,Never-married,Never-married,Exec-managerial,Exec-managerial,Not-in-family,Own-child,White,White,Female,Male,0,3411,0,1602,55,37,United-States,United-States,<=50K,<=50K
17,40,Private,Private,247580,179481,12th,11th,8,9,Never-married,Never-married,Handlers-cleaners,Machine-op-inspct,Own-child,Not-in-family,White,White,Male,Male,0,3411,0,1602,18,37,United-States,United-States,<=50K,<=50K
29,40,Private,Private,204516,179481,Bachelors,HS-grad,13,9,Divorced,Never-married,Prof-specialty,Sales,Not-in-family,Own-child,White,White,Male,Male,0,3411,0,1602,52,37,United-States,United-States,<=50K,<=50K
26,40,Private,Private,192652,179481,Bachelors,Bachelors,13,9,Never-married,Married-civ-spouse,Exec-managerial,Exec-managerial,Not-in-family,Wife,White,White,Male,Female,0,3411,0,1602,20,37,United-States,United-States,<=50K,<=50K
31,40,Private,Self-emp-inc,336543,179481,HS-grad,Bachelors,9,9,Married-civ-spouse,Widowed,Exec-managerial,Tech-support,Husband,Unmarried,Asian-Pac-Islander,White,Male,Male,0,3411,0,1602,45,37,United-States,United-States,>50K,>50K
29,40,?,Private,143938,179481,HS-grad,7th-8th,9,9,Separated,Never-married,?,Craft-repair,Unmarried,Unmarried,Black,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
22,40,Private,Private,272591,179481,10th,Bachelors,6,9,Never-married,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Not-in-family,Husband,White,White,Male,Male,0,3411,0,1602,30,37,United-States,United-States,<=50K,>50K
28,40,Local-gov,?,312372,179481,HS-grad,Bachelors,9,9,Never-married,Never-married,Handlers-cleaners,Transport-moving,Other-relative,Unmarried,Black,Other,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
28,40,Local-gov,Private,172270,179481,Some-college,10th,10,9,Divorced,Widowed,Adm-clerical,Machine-op-inspct,Unmarried,Not-in-family,White,White,Female,Male,0,3411,0,1602,45,37,United-States,United-States,<=50K,<=50K
20,40,Private,Private,342414,179481,Some-college,HS-grad,10,9,Never-married,Widowed,Transport-moving,Prof-specialty,Own-child,Not-in-family,White,White,Male,Female,0,3411,0,1602,24,37,United-States,United-States,<=50K,<=50K
58,40,Private,Private,123886,179481,HS-grad,Assoc-acdm,9,9,Never-married,Married-civ-spouse,Sales,Handlers-cleaners,Other-relative,Husband,Black,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
23,40,Private,Private,398130,179481,HS-grad,7th-8th,9,9,Divorced,Widowed,Sales,?,Not-in-family,Not-in-family,White,White,Male,Male,0,3411,0,1602,96,37,United-States,United-States,<=50K,<=50K
34,40,Private,Private,142989,179481,Bachelors,Bachelors,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
32,40,Private,Federal-gov,331539,179481,HS-grad,HS-grad,9,9,Never-married,Widowed,Craft-repair,Other-service,Not-in-family,Not-in-family,Other,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
19,40,Private,Private,225156,179481,9th,Some-college,5,9,Married-civ-spouse,Never-married,Craft-repair,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,3411,0,1602,45,37,United-States,United-States,<=50K,<=50K
18,40,?,Private,311863,179481,HS-grad,Some-college,9,9,Never-married,Never-married,?,Craft-repair,Own-child,Husband,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
35,40,Local-gov,Private,170682,179481,11th,Bachelors,7,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Handlers-cleaners,Wife,Husband,Black,White,Female,Female,0,3411,0,1602,32,37,United-States,United-States,<=50K,>50K
21,40,Private,Private,96178,179481,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,Other-service,Craft-repair,Own-child,Husband,White,White,Female,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
20,40,?,Private,37932,179481,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,?,Sales,Own-child,Husband,White,White,Male,Male,0,3411,0,1602,30,37,United-States,United-States,<=50K,>50K
49,40,Private,Private,198126,179481,7th-8th,11th,4,9,Never-married,Divorced,Farming-fishing,Machine-op-inspct,Not-in-family,Unmarried,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
34,40,Private,Self-emp-inc,344275,179481,Masters,Bachelors,14,9,Never-married,Divorced,Prof-specialty,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Male,0,3411,0,1602,60,37,?,United-States,>50K,>50K
37,40,Private,Self-emp-not-inc,112497,179481,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Husband,White,White,Male,Male,0,3411,0,1602,60,37,United-States,United-States,<=50K,<=50K
36,40,Private,Self-emp-not-inc,178487,179481,HS-grad,HS-grad,9,9,Never-married,Divorced,Transport-moving,Craft-repair,Not-in-family,Unmarried,White,White,Male,Male,0,3411,1669,1602,40,37,United-States,United-States,<=50K,<=50K
44,40,Private,Private,55395,179481,Assoc-voc,Bachelors,11,9,Married-civ-spouse,Divorced,Protective-serv,Other-service,Husband,Not-in-family,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
39,40,Local-gov,Self-emp-not-inc,131239,179481,Masters,Prof-school,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Wife,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
36,40,Self-emp-not-inc,Self-emp-not-inc,104772,179481,Bachelors,Bachelors,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Husband,White,White,Male,Male,3908,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
53,40,Private,Local-gov,427320,179481,Bachelors,10th,13,9,Divorced,Married-civ-spouse,Other-service,Machine-op-inspct,Not-in-family,Husband,Black,White,Male,Male,3325,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
34,40,?,Private,73296,179481,11th,Bachelors,7,9,Never-married,Married-civ-spouse,?,Sales,Not-in-family,Husband,Black,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
24,40,Private,Private,216853,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Exec-managerial,?,Husband,Other-relative,White,White,Male,Male,0,3411,0,1602,37,37,United-States,United-States,<=50K,<=50K
40,40,Private,Private,259757,179481,Some-college,7th-8th,10,9,Married-civ-spouse,Married-civ-spouse,Sales,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,3411,0,1602,50,37,United-States,United-States,<=50K,<=50K
47,40,Private,Private,200734,179481,HS-grad,Bachelors,9,9,Separated,Married-civ-spouse,Priv-house-serv,Exec-managerial,Not-in-family,Wife,Black,White,Female,Female,0,3411,0,1602,50,37,Nicaragua,United-States,<=50K,>50K
19,40,?,?,87515,179481,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,?,?,Own-child,Husband,White,White,Male,Male,0,3411,0,1602,44,37,Germany,United-States,<=50K,<=50K
18,40,Private,Self-emp-not-inc,161245,179481,11th,1st-4th,7,9,Never-married,Separated,Other-service,Exec-managerial,Own-child,Not-in-family,White,White,Male,Male,0,3411,0,1602,8,37,United-States,United-States,<=50K,<=50K
32,40,Private,Private,262024,179481,HS-grad,HS-grad,9,9,Never-married,Divorced,Other-service,Machine-op-inspct,Own-child,Own-child,Black,White,Male,Female,0,3411,0,1602,38,37,United-States,United-States,<=50K,<=50K
21,40,Private,Private,287681,179481,HS-grad,HS-grad,9,9,Never-married,Never-married,Machine-op-inspct,Other-service,Own-child,Unmarried,White,White,Male,Female,0,3411,0,1602,40,37,Mexico,United-States,<=50K,<=50K
27,40,Private,Self-emp-not-inc,303601,179481,12th,7th-8th,8,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Craft-repair,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
58,40,?,Private,365410,179481,Some-college,HS-grad,10,9,Separated,Never-married,?,Craft-repair,Other-relative,Not-in-family,White,White,Female,Male,0,3411,0,1602,99,37,United-States,United-States,<=50K,<=50K
29,40,Self-emp-not-inc,Private,394356,179481,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Farming-fishing,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
34,40,Private,Private,263150,179481,Some-college,Bachelors,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Wife,Husband,White,White,Female,Male,0,3411,0,1602,45,37,United-States,United-States,>50K,<=50K
45,40,State-gov,?,86618,179481,Masters,Some-college,14,9,Never-married,Never-married,Exec-managerial,?,Not-in-family,Own-child,White,White,Female,Female,0,3411,0,1602,50,37,United-States,United-States,>50K,<=50K
43,40,Private,Private,120277,179481,Bachelors,Some-college,13,9,Never-married,Never-married,Prof-specialty,Other-service,Own-child,Unmarried,White,White,Male,Female,0,3411,0,1602,45,37,United-States,United-States,<=50K,<=50K
