age,age_nocapital_gain,workclass,workclass_nocapital_gain,fnlwgt,fnlwgt_nocapital_gain,education,education_nocapital_gain,education_num,education_num_nocapital_gain,marital_status,marital_status_nocapital_gain,occupation,occupation_nocapital_gain,relationship,relationship_nocapital_gain,race,race_nocapital_gain,sex,sex_nocapital_gain,capital_gain,capital_gain_nocapital_gain,capital_loss,capital_loss_nocapital_gain,hours_per_week,hours_per_week_nocapital_gain,native_country,native_country_nocapital_gain,income_per_year,income_per_year_nocapital_gain
28,44,Private,Private,132326,172354,HS-grad,Bachelors,9,10,Never-married,Divorced,Adm-clerical,Craft-repair,Own-child,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
43,44,Private,Local-gov,315037,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Own-child,White,White,Male,Female,0,0,0,0,45,40,United-States,United-States,>50K,<=50K
51,44,Private,Self-emp-not-inc,175122,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Adm-clerical,Sales,Wife,Unmarried,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
23,44,Private,Local-gov,239577,172354,Some-college,Some-college,10,10,Never-married,Divorced,Prof-specialty,Craft-repair,Own-child,Own-child,White,White,Male,Male,0,0,0,0,52,40,United-States,United-States,<=50K,>50K
48,44,Self-emp-not-inc,Private,96975,172354,HS-grad,Some-college,9,10,Separated,Divorced,Other-service,?,Unmarried,Own-child,White,White,Female,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
45,44,Self-emp-inc,Private,61885,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Unmarried,White,White,Male,Male,15024,0,0,0,48,40,United-States,United-States,>50K,<=50K
48,44,Private,Private,185870,172354,10th,HS-grad,6,10,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,70,40,United-States,United-States,<=50K,<=50K
37,44,State-gov,Private,142282,172354,HS-grad,Bachelors,9,10,Divorced,Divorced,Other-service,?,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,16,40,United-States,United-States,<=50K,<=50K
34,44,Private,Private,334744,172354,Masters,Some-college,14,10,Married-civ-spouse,Divorced,Adm-clerical,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,>50K,>50K
63,44,Self-emp-not-inc,Private,201600,172354,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Other-relative,White,White,Male,Male,0,0,1902,0,60,40,United-States,United-States,>50K,<=50K
38,44,Private,Local-gov,34378,172354,7th-8th,HS-grad,4,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
29,44,Private,Self-emp-not-inc,180271,172354,HS-grad,Bachelors,9,10,Never-married,Divorced,Tech-support,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
33,44,Private,Private,123833,172354,9th,Some-college,5,10,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
47,44,Private,Private,213304,172354,5th-6th,HS-grad,3,10,Separated,Divorced,Other-service,Sales,Unmarried,Other-relative,White,White,Female,Male,0,0,0,0,40,40,El-Salvador,United-States,<=50K,<=50K
30,44,Private,Self-emp-not-inc,296538,172354,9th,Some-college,5,10,Divorced,Divorced,Farming-fishing,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
35,44,Private,Self-emp-not-inc,391937,172354,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
54,44,Self-emp-inc,Private,175339,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,0,2415,0,40,40,United-States,United-States,>50K,<=50K
26,44,Private,Local-gov,60726,172354,Masters,HS-grad,14,10,Never-married,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Own-child,Black,White,Male,Female,6849,0,0,0,50,40,United-States,United-States,<=50K,<=50K
39,44,Private,Private,191103,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Craft-repair,Adm-clerical,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,54,40,United-States,United-States,<=50K,>50K
34,44,State-gov,Private,32174,172354,HS-grad,Some-college,9,10,Separated,Divorced,Other-service,Exec-managerial,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
55,44,Private,Private,176219,172354,Bachelors,Bachelors,13,10,Married-civ-spouse,Divorced,Machine-op-inspct,Exec-managerial,Husband,Other-relative,Asian-Pac-Islander,White,Male,Male,0,0,0,0,40,40,India,United-States,<=50K,<=50K
33,44,Self-emp-not-inc,Private,294434,172354,Assoc-voc,Some-college,11,10,Married-civ-spouse,Divorced,Farming-fishing,Machine-op-inspct,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,76,40,United-States,United-States,>50K,>50K
17,44,Private,Private,310885,172354,7th-8th,HS-grad,4,10,Never-married,Divorced,Other-service,Exec-managerial,Own-child,Own-child,White,White,Male,Male,0,0,0,0,36,40,Mexico,United-States,<=50K,<=50K
27,44,Private,Private,171133,172354,10th,Some-college,6,10,Never-married,Divorced,Other-service,Exec-managerial,Own-child,Unmarried,White,Black,Female,Male,0,0,0,0,38,40,United-States,United-States,<=50K,<=50K
53,44,Private,Private,162951,172354,9th,Some-college,5,10,Married-civ-spouse,Divorced,Handlers-cleaners,Prof-specialty,Husband,Own-child,White,White,Male,Female,0,0,0,0,41,40,United-States,United-States,>50K,>50K
43,44,Private,Private,223934,172354,Some-college,HS-grad,10,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
22,44,Private,Private,23940,172354,HS-grad,Bachelors,9,10,Never-married,Divorced,Exec-managerial,Prof-specialty,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
52,44,Private,Private,88073,172354,Bachelors,HS-grad,13,10,Divorced,Divorced,Tech-support,Adm-clerical,Unmarried,Own-child,White,White,Female,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
60,44,Private,Private,57371,172354,7th-8th,Bachelors,4,10,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
55,44,Self-emp-not-inc,Private,73684,172354,Bachelors,Some-college,13,10,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Not-in-family,White,White,Male,Male,15024,0,0,0,65,40,United-States,United-States,>50K,<=50K
39,44,Private,Private,107164,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Tech-support,Sales,Husband,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,>50K
29,44,Private,Private,120126,172354,Bachelors,Bachelors,13,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Female,0,0,1848,0,40,40,United-States,United-States,>50K,>50K
41,44,Self-emp-not-inc,Private,54611,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,7298,0,0,0,50,40,United-States,United-States,>50K,<=50K
61,44,Private,Private,131117,172354,HS-grad,HS-grad,9,10,Widowed,Divorced,Transport-moving,Other-service,Unmarried,Wife,White,White,Female,Female,0,0,0,0,40,40,Puerto-Rico,United-States,<=50K,<=50K
71,44,Federal-gov,Private,101676,172354,10th,HS-grad,6,10,Married-civ-spouse,Divorced,Adm-clerical,Sales,Husband,Unmarried,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
20,44,Private,Private,403965,172354,Some-college,Some-college,10,10,Never-married,Divorced,Machine-op-inspct,?,Own-child,Husband,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,>50K
33,44,Private,Private,177083,172354,Bachelors,Some-college,13,10,Never-married,Divorced,Prof-specialty,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,Canada,United-States,<=50K,<=50K
52,44,Private,Private,173987,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Adm-clerical,Sales,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
40,44,Private,Local-gov,352080,172354,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Husband,Black,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,>50K
26,44,?,Private,102400,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,?,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
31,44,Local-gov,Private,378426,172354,Prof-school,HS-grad,15,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,99,40,Columbia,United-States,<=50K,<=50K
42,44,Private,Private,210857,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,7688,0,0,0,50,40,United-States,United-States,>50K,<=50K
63,44,Private,Private,165775,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,21,40,United-States,United-States,<=50K,<=50K
53,44,Private,Private,295896,172354,11th,Bachelors,7,10,Married-civ-spouse,Divorced,Craft-repair,Exec-managerial,Husband,Husband,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
34,44,State-gov,Private,238944,172354,10th,Some-college,6,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Unmarried,White,Black,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
48,44,Private,Private,149640,172354,Some-college,HS-grad,10,10,Separated,Divorced,Craft-repair,Adm-clerical,Unmarried,Husband,White,White,Male,Female,1506,0,0,0,40,40,Honduras,United-States,<=50K,<=50K
67,44,?,Private,106175,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,?,Sales,Husband,Own-child,White,White,Male,Male,0,0,0,0,20,40,United-States,United-States,>50K,>50K
49,44,Private,Private,191320,172354,HS-grad,HS-grad,9,10,Divorced,Divorced,Other-service,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Female,0,0,0,0,24,40,United-States,United-States,<=50K,<=50K
28,44,Local-gov,Self-emp-not-inc,134771,172354,Bachelors,Some-college,13,10,Never-married,Divorced,Prof-specialty,Other-service,Own-child,Not-in-family,White,White,Female,Male,0,0,0,0,55,40,United-States,United-States,<=50K,<=50K
51,44,?,Private,295538,172354,Some-college,Bachelors,10,10,Married-civ-spouse,Divorced,?,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
44,44,Private,Private,120277,172354,Prof-school,HS-grad,15,10,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Husband,Husband,White,Black,Male,Female,99999,0,0,0,60,40,United-States,United-States,>50K,<=50K
27,44,Private,?,82393,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Transport-moving,Adm-clerical,Husband,Own-child,Asian-Pac-Islander,White,Male,Female,0,0,0,0,40,40,Philippines,United-States,>50K,<=50K
49,44,Private,Private,146121,172354,5th-6th,HS-grad,3,10,Married-spouse-absent,Divorced,Machine-op-inspct,Exec-managerial,Unmarried,Husband,Asian-Pac-Islander,White,Female,Female,0,0,0,0,20,40,Vietnam,United-States,<=50K,<=50K
34,44,Private,Private,162544,172354,7th-8th,Bachelors,4,10,Never-married,Divorced,Priv-house-serv,Adm-clerical,Own-child,Husband,White,White,Female,Female,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
27,44,Self-emp-not-inc,?,216178,172354,Bachelors,Some-college,13,10,Never-married,Divorced,Craft-repair,?,Own-child,Husband,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
38,44,Self-emp-not-inc,Private,248694,172354,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Craft-repair,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,36,40,United-States,United-States,<=50K,>50K
24,44,Private,Private,219140,172354,Bachelors,Some-college,13,10,Never-married,Divorced,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
29,44,Private,Private,360401,172354,Some-college,HS-grad,10,10,Never-married,Divorced,Handlers-cleaners,Adm-clerical,Own-child,Husband,White,White,Male,Male,0,0,1719,0,48,40,United-States,United-States,<=50K,>50K
39,44,Private,Private,319962,172354,HS-grad,HS-grad,9,10,Divorced,Divorced,Sales,Craft-repair,Other-relative,Husband,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
50,44,Private,Private,115284,172354,Masters,HS-grad,14,10,Married-civ-spouse,Divorced,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
42,44,Private,Private,29702,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,42,40,United-States,United-States,>50K,<=50K
63,44,?,Private,107085,172354,HS-grad,Some-college,9,10,Widowed,Divorced,?,Sales,Not-in-family,Unmarried,White,White,Female,Male,0,0,0,0,7,40,United-States,United-States,<=50K,<=50K
44,44,State-gov,Private,204361,172354,Masters,HS-grad,14,10,Never-married,Divorced,Exec-managerial,Sales,Not-in-family,Husband,White,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
58,44,Private,Private,218312,172354,HS-grad,Bachelors,9,10,Divorced,Divorced,Sales,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
25,44,Private,Private,182332,172354,Some-college,Some-college,10,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Not-in-family,Unmarried,White,White,Female,Male,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
23,44,Private,Private,127876,172354,Some-college,Some-college,10,10,Never-married,Divorced,Other-service,Machine-op-inspct,Not-in-family,Wife,White,White,Female,Male,0,0,0,0,35,40,United-States,United-States,<=50K,>50K
20,44,Private,Private,316702,172354,Some-college,Some-college,10,10,Never-married,Divorced,Sales,Other-service,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
46,44,Self-emp-not-inc,Private,292549,172354,Some-college,HS-grad,10,10,Married-civ-spouse,Divorced,Sales,Exec-managerial,Husband,Own-child,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
21,44,Private,Private,203178,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Sales,Exec-managerial,Own-child,Own-child,White,White,Female,Male,0,0,0,0,35,40,United-States,United-States,<=50K,>50K
63,44,Private,Private,180099,172354,10th,HS-grad,6,10,Separated,Divorced,Other-service,Craft-repair,Unmarried,Husband,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
38,44,Private,Private,154541,172354,Assoc-acdm,HS-grad,12,10,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,4386,0,0,0,40,40,United-States,United-States,>50K,<=50K
27,44,Private,Private,95465,172354,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Transport-moving,Craft-repair,Husband,Husband,White,White,Male,Female,0,0,0,0,55,40,United-States,United-States,<=50K,<=50K
41,44,Private,Private,171839,172354,Masters,Some-college,14,10,Married-civ-spouse,Divorced,Other-service,?,Wife,Not-in-family,White,White,Female,Male,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
43,44,Private,Private,115562,172354,Bachelors,HS-grad,13,10,Married-civ-spouse,Divorced,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,99999,0,0,0,50,40,United-States,United-States,>50K,<=50K
39,44,State-gov,Private,42478,172354,Bachelors,HS-grad,13,10,Divorced,Divorced,Exec-managerial,Machine-op-inspct,Not-in-family,Unmarried,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
48,44,?,Self-emp-not-inc,117054,172354,5th-6th,Some-college,3,10,Divorced,Divorced,?,Adm-clerical,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,99,40,United-States,United-States,<=50K,<=50K
56,44,Self-emp-inc,Private,124137,172354,Prof-school,HS-grad,15,10,Married-civ-spouse,Divorced,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,99999,0,0,0,45,40,United-States,United-States,>50K,>50K
44,44,State-gov,Private,107503,172354,Doctorate,HS-grad,16,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,5013,0,0,0,60,40,United-States,United-States,<=50K,>50K
24,44,Private,Private,70261,172354,Some-college,Bachelors,10,10,Never-married,Divorced,Transport-moving,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
49,44,Private,Private,367037,172354,Assoc-acdm,HS-grad,12,10,Divorced,Divorced,Adm-clerical,Adm-clerical,Not-in-family,Own-child,White,White,Female,Male,4650,0,0,0,40,40,United-States,United-States,<=50K,<=50K
38,44,Private,Private,258339,172354,Assoc-voc,HS-grad,11,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Husband,White,White,Male,Female,0,0,0,0,70,40,Iran,United-States,<=50K,<=50K
36,44,Self-emp-not-inc,Private,269509,172354,HS-grad,HS-grad,9,10,Divorced,Divorced,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
27,44,State-gov,Private,301302,172354,Doctorate,Bachelors,16,10,Married-spouse-absent,Divorced,Tech-support,Sales,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,20,40,?,United-States,<=50K,>50K
50,44,Private,Private,369367,172354,HS-grad,Bachelors,9,10,Divorced,Divorced,Adm-clerical,Sales,Unmarried,Other-relative,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
46,44,Private,Private,224582,172354,Some-college,Bachelors,10,10,Never-married,Divorced,Machine-op-inspct,Exec-managerial,Not-in-family,Own-child,White,White,Female,Female,0,0,0,0,52,40,United-States,United-States,<=50K,>50K
41,44,Local-gov,Private,343591,172354,Bachelors,HS-grad,13,10,Separated,Divorced,Prof-specialty,Adm-clerical,Unmarried,Husband,White,White,Female,Female,0,0,0,0,10,40,United-States,United-States,<=50K,<=50K
45,44,?,Private,53540,172354,11th,HS-grad,7,10,Divorced,Divorced,?,Adm-clerical,Unmarried,Husband,Black,White,Female,Male,0,0,0,0,16,40,United-States,United-States,<=50K,>50K
46,44,Private,?,153536,172354,12th,Some-college,8,10,Married-civ-spouse,Divorced,Craft-repair,?,Husband,Not-in-family,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
65,44,?,Self-emp-not-inc,91262,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,?,Prof-specialty,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,0,0,0,48,40,United-States,United-States,>50K,<=50K
44,44,Private,Private,238574,172354,Prof-school,HS-grad,15,10,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Husband,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,>50K,<=50K
35,44,Private,Private,247558,172354,Some-college,HS-grad,10,10,Divorced,Divorced,Tech-support,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,<=50K
44,44,Self-emp-not-inc,Private,188278,172354,Assoc-acdm,Bachelors,12,10,Divorced,Divorced,Exec-managerial,Exec-managerial,Unmarried,Wife,Black,White,Female,Female,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
51,44,Private,Private,194995,172354,HS-grad,Some-college,9,10,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Husband,White,White,Male,Female,0,0,0,0,50,40,United-States,United-States,<=50K,>50K
74,44,Local-gov,Private,168782,172354,7th-8th,HS-grad,4,10,Widowed,Divorced,Other-service,Sales,Not-in-family,Own-child,White,White,Female,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
32,44,Private,Private,287229,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,Adm-clerical,Sales,Not-in-family,Wife,White,White,Female,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
22,44,Private,Private,202153,172354,Some-college,Some-college,10,10,Never-married,Divorced,Adm-clerical,?,Own-child,Husband,White,White,Female,Male,0,0,0,0,30,40,United-States,United-States,<=50K,>50K
58,44,?,Private,230586,172354,10th,HS-grad,6,10,Widowed,Divorced,?,Adm-clerical,Unmarried,Husband,Black,White,Female,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
47,44,Private,Private,115358,172354,HS-grad,HS-grad,9,10,Divorced,Divorced,Exec-managerial,Prof-specialty,Unmarried,Unmarried,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
32,44,Private,Self-emp-not-inc,78283,172354,12th,HS-grad,8,10,Never-married,Divorced,Transport-moving,Adm-clerical,Unmarried,Wife,Asian-Pac-Islander,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
64,44,Federal-gov,Private,168854,172354,Some-college,HS-grad,10,10,Widowed,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Husband,White,White,Female,Male,0,0,0,0,25,40,United-States,United-States,<=50K,<=50K
44,44,Private,Private,222011,172354,Masters,HS-grad,14,10,Divorced,Divorced,Prof-specialty,Other-service,Unmarried,Own-child,White,White,Female,Male,0,0,0,0,25,40,United-States,United-States,>50K,>50K
59,44,Private,Private,157749,172354,Bachelors,Bachelors,13,10,Widowed,Divorced,Exec-managerial,Exec-managerial,Unmarried,Husband,White,White,Male,Female,0,0,3004,0,40,40,United-States,United-States,>50K,>50K
34,44,Private,Private,203814,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,0,0,0,0,35,40,United-States,United-States,<=50K,<=50K
54,44,Private,Private,74660,172354,Bachelors,HS-grad,13,10,Divorced,Divorced,Prof-specialty,Prof-specialty,Unmarried,Husband,White,White,Male,Male,0,0,0,0,40,40,Canada,United-States,>50K,<=50K
33,44,Private,Private,292603,172354,Some-college,HS-grad,10,10,Divorced,Divorced,Other-service,Exec-managerial,Not-in-family,Husband,Black,White,Female,Male,0,0,0,0,30,40,Dominican-Republic,United-States,<=50K,<=50K
44,44,Private,Local-gov,172364,172354,1st-4th,HS-grad,2,10,Married-civ-spouse,Divorced,Transport-moving,?,Wife,Not-in-family,White,White,Female,Male,3908,0,0,0,60,40,United-States,United-States,<=50K,<=50K
31,44,Private,Private,305619,172354,Some-college,Some-college,10,10,Married-civ-spouse,Divorced,Adm-clerical,Adm-clerical,Husband,Husband,White,White,Male,Female,0,0,0,0,40,40,United-States,United-States,>50K,<=50K
30,44,State-gov,Private,157990,172354,HS-grad,HS-grad,9,10,Married-civ-spouse,Divorced,Adm-clerical,Craft-repair,Husband,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
18,44,Private,Private,120243,172354,11th,Bachelors,7,10,Never-married,Divorced,Handlers-cleaners,Adm-clerical,Own-child,Husband,White,White,Male,Female,0,0,0,0,17,40,United-States,United-States,<=50K,<=50K
56,44,Self-emp-not-inc,Private,296991,172354,Prof-school,Bachelors,15,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,55,40,England,United-States,>50K,<=50K
24,44,Private,Self-emp-not-inc,174845,172354,HS-grad,Bachelors,9,10,Never-married,Divorced,Adm-clerical,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
23,44,Private,Private,180475,172354,Some-college,Some-college,10,10,Never-married,Divorced,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
51,44,Private,Private,152652,172354,11th,HS-grad,7,10,Divorced,Divorced,Machine-op-inspct,Craft-repair,Not-in-family,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
24,44,Private,Private,172941,172354,Bachelors,Bachelors,13,10,Never-married,Divorced,Prof-specialty,Prof-specialty,Unmarried,Unmarried,Black,White,Male,Male,0,0,0,0,20,40,United-States,United-States,<=50K,<=50K
39,44,Federal-gov,Private,450770,172354,HS-grad,Some-college,9,10,Never-married,Divorced,Handlers-cleaners,Prof-specialty,Unmarried,Husband,Black,White,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
49,44,Self-emp-not-inc,Private,166003,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Husband,Own-child,White,Black,Male,Female,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
22,44,?,Private,204935,172354,HS-grad,HS-grad,9,10,Never-married,Divorced,?,Prof-specialty,Own-child,Own-child,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
42,44,State-gov,Private,60949,172354,Masters,Some-college,14,10,Never-married,Divorced,Prof-specialty,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Male,0,0,0,0,45,40,United-States,United-States,<=50K,<=50K
51,44,Local-gov,Private,181132,172354,Masters,HS-grad,14,10,Separated,Divorced,Prof-specialty,Machine-op-inspct,Not-in-family,Husband,White,White,Male,Female,0,0,0,0,39,40,United-States,United-States,>50K,<=50K
20,44,Private,Private,408988,172354,Some-college,Some-college,10,10,Never-married,Divorced,Sales,Machine-op-inspct,Own-child,Husband,White,White,Female,Male,594,0,0,0,24,40,United-States,United-States,<=50K,<=50K
49,44,Private,Private,169515,172354,10th,HS-grad,6,10,Never-married,Divorced,Machine-op-inspct,Adm-clerical,Not-in-family,Husband,Black,White,Female,Male,0,0,0,0,40,40,United-States,United-States,<=50K,>50K
31,44,Private,Private,250087,172354,Prof-school,Bachelors,15,10,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,0,0,0,50,40,United-States,United-States,>50K,>50K
41,44,Private,Private,208613,172354,Some-college,Bachelors,10,10,Never-married,Divorced,Sales,Sales,Not-in-family,Husband,White,White,Male,Male,0,0,0,0,40,40,United-States,United-States,<=50K,<=50K
35,44,Private,Private,225172,172354,HS-grad,Bachelors,9,10,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,0,0,0,60,40,United-States,United-States,>50K,>50K
20,44,?,Private,125905,172354,Some-college,Some-college,10,10,Never-married,Divorced,?,Sales,Own-child,Own-child,White,Black,Male,Male,0,0,0,0,30,40,United-States,United-States,<=50K,<=50K
