age,age_nofnlwgt,workclass,workclass_nofnlwgt,fnlwgt,fnlwgt_nofnlwgt,education,education_nofnlwgt,education_num,education_num_nofnlwgt,marital_status,marital_status_nofnlwgt,occupation,occupation_nofnlwgt,relationship,relationship_nofnlwgt,race,race_nofnlwgt,sex,sex_nofnlwgt,capital_gain,capital_gain_nofnlwgt,capital_loss,capital_loss_nofnlwgt,hours_per_week,hours_per_week_nofnlwgt,native_country,native_country_nofnlwgt,income_per_year,income_per_year_nofnlwgt
19,39,?,Private,497414,192779,7th-8th,HS-grad,4,9,Married-spouse-absent,Never-married,?,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,3325,0,0,35,39,Mexico,United-States,<=50K,>50K
30,39,Private,Private,235109,192779,Assoc-voc,Some-college,11,9,Divorced,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
32,39,Private,Private,339196,192779,HS-grad,Bachelors,9,9,Never-married,Never-married,Craft-repair,Sales,Own-child,Not-in-family,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
61,39,Private,Private,181028,192779,Masters,HS-grad,14,9,Married-civ-spouse,Divorced,Prof-specialty,Sales,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,18,39,United-States,United-States,<=50K,<=50K
43,39,Private,Private,59460,192779,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Sales,Tech-support,Own-child,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
21,39,Private,Local-gov,97212,192779,HS-grad,Assoc-acdm,9,9,Never-married,Divorced,Other-service,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,3325,2001,0,25,39,United-States,United-States,<=50K,<=50K
32,39,Private,Private,103642,192779,Assoc-voc,Some-college,11,9,Married-civ-spouse,Never-married,Exec-managerial,Machine-op-inspct,Husband,Own-child,White,White,Male,Female,0,3325,0,0,50,39,United-States,United-States,>50K,<=50K
41,39,Private,Private,70447,192779,Some-college,Some-college,10,9,Married-civ-spouse,Divorced,Sales,Sales,Husband,Not-in-family,Asian-Pac-Islander,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,<=50K,<=50K
27,39,Private,Private,321456,192779,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Other-service,Handlers-cleaners,Own-child,Husband,White,White,Male,Male,0,3325,0,0,10,39,Germany,United-States,<=50K,<=50K
23,39,Private,Private,126613,192779,Bachelors,Some-college,13,9,Never-married,Never-married,Prof-specialty,Adm-clerical,Own-child,Own-child,White,White,Female,Female,0,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
52,39,Self-emp-not-inc,Local-gov,149508,192779,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Never-married,Farming-fishing,Protective-serv,Husband,Own-child,White,White,Male,Male,0,3325,0,0,48,39,United-States,United-States,>50K,<=50K
38,39,Private,Private,332154,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,>50K,<=50K
18,39,?,Private,471876,192779,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,?,Machine-op-inspct,Own-child,Own-child,White,White,Female,Male,0,3325,0,0,15,39,United-States,United-States,<=50K,<=50K
25,39,Private,?,140669,192779,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
38,39,Private,Federal-gov,107164,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,3325,0,0,55,39,United-States,United-States,>50K,>50K
39,39,Private,Self-emp-inc,225707,192779,Assoc-voc,Assoc-acdm,11,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,Cuba,United-States,<=50K,<=50K
64,39,Self-emp-inc,Private,56588,192779,Some-college,HS-grad,10,9,Widowed,Divorced,Exec-managerial,Adm-clerical,Unmarried,Unmarried,White,White,Female,Male,0,3325,0,0,70,39,United-States,United-States,<=50K,<=50K
31,39,Self-emp-inc,Private,183125,192779,Prof-school,Some-college,15,9,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Wife,Own-child,White,White,Female,Female,0,3325,0,0,99,39,United-States,United-States,>50K,<=50K
56,39,Private,Private,177368,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Adm-clerical,Sales,Husband,Own-child,White,White,Male,Female,7298,3325,0,0,45,39,United-States,United-States,>50K,<=50K
40,39,Private,Private,218653,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Husband,Other-relative,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
39,39,Private,Private,191137,192779,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Craft-repair,Tech-support,Own-child,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
50,39,Private,Private,181585,192779,Some-college,HS-grad,10,9,Separated,Married-civ-spouse,Sales,Craft-repair,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
23,39,Private,Private,142566,192779,HS-grad,Some-college,9,9,Never-married,Never-married,Craft-repair,Exec-managerial,Own-child,Not-in-family,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
41,39,Self-emp-inc,Self-emp-not-inc,220821,192779,Masters,Some-college,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Farming-fishing,Husband,Husband,White,White,Male,Male,0,3325,0,0,70,39,United-States,United-States,>50K,<=50K
37,39,Private,Private,280966,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Divorced,Handlers-cleaners,Other-service,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
52,39,Private,?,153155,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,15024,3325,0,0,40,39,United-States,United-States,>50K,<=50K
29,39,Private,Local-gov,195446,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Other-service,Husband,Unmarried,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
62,39,Private,Private,77884,192779,1st-4th,HS-grad,2,9,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Husband,Husband,Asian-Pac-Islander,White,Male,Male,0,3325,0,0,40,39,Philippines,United-States,<=50K,>50K
41,39,Private,Private,99373,192779,HS-grad,Assoc-voc,9,9,Divorced,Married-civ-spouse,Handlers-cleaners,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
47,39,Private,Private,118729,192779,HS-grad,Assoc-acdm,9,9,Divorced,Never-married,Craft-repair,Other-service,Not-in-family,Not-in-family,White,Black,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
25,39,Private,Private,108414,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,198366,192779,HS-grad,Bachelors,9,9,Married-civ-spouse,Separated,Sales,Prof-specialty,Husband,Unmarried,Black,White,Male,Male,0,3325,0,0,20,39,United-States,United-States,<=50K,>50K
42,39,Private,Private,238384,192779,HS-grad,Bachelors,9,9,Divorced,Never-married,Tech-support,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,3325,0,0,36,39,United-States,United-States,<=50K,<=50K
27,39,Private,Private,214695,192779,Bachelors,10th,13,9,Never-married,Divorced,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Male,Female,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
33,39,Private,Private,120420,192779,11th,HS-grad,7,9,Married-civ-spouse,Separated,Machine-op-inspct,Transport-moving,Husband,Own-child,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
37,39,Private,Private,186934,192779,Masters,HS-grad,14,9,Married-civ-spouse,Divorced,Sales,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,50,39,United-States,United-States,>50K,<=50K
29,39,Self-emp-not-inc,State-gov,100368,192779,9th,Bachelors,5,9,Widowed,Never-married,Other-service,Exec-managerial,Unmarried,Not-in-family,White,White,Female,Female,0,3325,0,0,27,39,United-States,United-States,<=50K,<=50K
49,39,Private,Private,723746,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Unmarried,White,Black,Male,Female,0,3325,0,0,43,39,United-States,United-States,<=50K,<=50K
67,39,?,Private,427422,192779,Some-college,Bachelors,10,9,Married-civ-spouse,Married-civ-spouse,?,Handlers-cleaners,Husband,Wife,White,White,Male,Female,2414,3325,0,0,16,39,United-States,United-States,<=50K,>50K
44,39,Private,Local-gov,54271,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Exec-managerial,Other-service,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
47,39,Private,Private,189680,192779,7th-8th,Some-college,4,9,Married-civ-spouse,Never-married,Craft-repair,Sales,Husband,Own-child,White,White,Male,Female,0,3325,0,0,40,39,Italy,United-States,>50K,<=50K
49,39,Private,Private,230796,192779,HS-grad,HS-grad,9,9,Divorced,Divorced,Other-service,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
37,39,State-gov,Private,195843,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Craft-repair,Machine-op-inspct,Husband,Other-relative,White,Black,Male,Male,5013,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
41,39,Private,Private,109912,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Sales,Adm-clerical,Wife,Unmarried,White,White,Female,Female,15024,3325,0,0,50,39,England,United-States,>50K,<=50K
19,39,Private,Self-emp-not-inc,42069,192779,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Other-service,Craft-repair,Own-child,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,335950,192779,HS-grad,Assoc-voc,9,9,Never-married,Divorced,Other-service,Craft-repair,Not-in-family,Not-in-family,Black,White,Male,Male,0,3325,0,0,70,39,United-States,United-States,<=50K,<=50K
45,39,Private,Private,163174,192779,11th,7th-8th,7,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Sales,Husband,Husband,White,White,Male,Male,4386,3325,0,0,40,39,United-States,United-States,>50K,<=50K
24,39,Private,Self-emp-not-inc,81145,192779,Some-college,Bachelors,10,9,Never-married,Never-married,Sales,Prof-specialty,Own-child,Not-in-family,White,Black,Female,Male,0,3325,0,0,25,39,United-States,United-States,<=50K,<=50K
67,39,Local-gov,Private,312052,192779,7th-8th,HS-grad,4,9,Married-civ-spouse,Divorced,Protective-serv,Transport-moving,Husband,Not-in-family,Black,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
28,39,Private,Private,209934,192779,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Machine-op-inspct,Craft-repair,Own-child,Husband,White,White,Male,Male,0,3325,0,0,40,39,Mexico,United-States,<=50K,>50K
22,39,?,Private,269221,192779,Assoc-acdm,Bachelors,12,9,Never-married,Married-civ-spouse,?,Exec-managerial,Own-child,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
57,39,Private,Private,322691,192779,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,>50K
68,39,Private,Private,99849,192779,HS-grad,Some-college,9,9,Widowed,Married-civ-spouse,Machine-op-inspct,Handlers-cleaners,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,28,39,United-States,United-States,<=50K,>50K
23,39,?,Private,213004,192779,Some-college,Assoc-voc,10,9,Never-married,Never-married,?,Adm-clerical,Own-child,Unmarried,White,Black,Female,Female,0,3325,1719,0,30,39,United-States,United-States,<=50K,<=50K
49,39,Private,Private,182313,192779,HS-grad,Assoc-acdm,9,9,Divorced,Married-civ-spouse,Handlers-cleaners,Craft-repair,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
42,39,Private,Private,201505,192779,Masters,HS-grad,14,9,Never-married,Never-married,Sales,Adm-clerical,Not-in-family,Own-child,White,Black,Male,Female,0,3325,0,0,65,39,United-States,United-States,<=50K,<=50K
61,39,Self-emp-not-inc,Private,227119,192779,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Sales,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,>50K
47,39,Private,Private,202395,192779,7th-8th,HS-grad,4,9,Married-civ-spouse,Divorced,Transport-moving,Sales,Husband,Own-child,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,170583,192779,11th,HS-grad,7,9,Never-married,Never-married,Craft-repair,Sales,Not-in-family,Own-child,Amer-Indian-Eskimo,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
58,39,State-gov,Private,21838,192779,Doctorate,HS-grad,16,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,7688,3325,0,0,50,39,United-States,United-States,>50K,<=50K
50,39,Self-emp-inc,Self-emp-inc,68898,192779,Doctorate,HS-grad,16,9,Married-civ-spouse,Separated,Exec-managerial,Sales,Husband,Not-in-family,White,White,Male,Male,7688,3325,0,0,60,39,United-States,United-States,>50K,<=50K
34,39,Private,Private,226702,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
59,39,?,Self-emp-not-inc,168079,192779,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,?,Other-service,Unmarried,Wife,White,Black,Female,Female,0,3325,0,0,35,39,United-States,United-States,<=50K,<=50K
42,39,Self-emp-inc,Private,173628,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Divorced,Sales,Handlers-cleaners,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
20,39,Private,Private,164529,192779,11th,Masters,7,9,Never-married,Never-married,Farming-fishing,Exec-managerial,Own-child,Own-child,Black,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
27,39,Self-emp-not-inc,Private,301514,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,Sales,Other-service,Husband,Unmarried,Asian-Pac-Islander,White,Male,Female,0,3325,0,0,40,39,Vietnam,United-States,<=50K,<=50K
50,39,Private,Private,194580,192779,HS-grad,11th,9,9,Married-civ-spouse,Never-married,Sales,Handlers-cleaners,Husband,Own-child,White,White,Male,Male,0,3325,0,0,60,39,United-States,United-States,>50K,<=50K
63,39,Private,Local-gov,165611,192779,Some-college,Some-college,10,9,Married-civ-spouse,Divorced,Exec-managerial,Adm-clerical,Husband,Unmarried,White,White,Male,Female,15024,3325,0,0,40,39,United-States,United-States,>50K,<=50K
32,39,Private,?,96480,192779,Some-college,HS-grad,10,9,Never-married,Never-married,Protective-serv,?,Not-in-family,Unmarried,White,Black,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
37,39,State-gov,Private,224700,192779,Assoc-voc,Bachelors,11,9,Divorced,Divorced,Protective-serv,Prof-specialty,Unmarried,Unmarried,Black,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
63,39,Self-emp-not-inc,Private,141962,192779,10th,HS-grad,6,9,Divorced,Never-married,Craft-repair,Adm-clerical,Not-in-family,Not-in-family,White,White,Male,Female,0,3325,0,0,20,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,377815,192779,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Own-child,Husband,Black,White,Female,Male,0,3325,0,0,20,39,United-States,United-States,<=50K,>50K
24,39,Private,Self-emp-not-inc,271379,192779,Some-college,HS-grad,10,9,Never-married,Never-married,Sales,Craft-repair,Not-in-family,Own-child,White,Black,Female,Female,0,3325,0,0,25,39,United-States,United-States,<=50K,<=50K
40,39,Private,Private,421837,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Sales,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
36,39,Private,Private,77953,192779,HS-grad,Some-college,9,9,Married-civ-spouse,Widowed,Craft-repair,Tech-support,Husband,Own-child,Amer-Indian-Eskimo,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
30,39,Self-emp-not-inc,Private,345122,192779,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Prof-specialty,Sales,Unmarried,Husband,White,White,Male,Male,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
38,39,?,?,172855,192779,11th,Some-college,7,9,Divorced,Never-married,?,?,Unmarried,Own-child,Black,White,Female,Male,0,3325,0,0,20,39,United-States,United-States,<=50K,<=50K
34,39,Private,Private,87131,192779,10th,HS-grad,6,9,Married-civ-spouse,Never-married,Machine-op-inspct,Handlers-cleaners,Husband,Own-child,White,White,Male,Male,0,3325,0,0,40,39,Guatemala,United-States,<=50K,<=50K
21,39,Private,Private,328906,192779,Some-college,7th-8th,10,9,Never-married,Married-civ-spouse,Other-service,Craft-repair,Own-child,Husband,White,White,Male,Male,0,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
56,39,Private,Self-emp-not-inc,21626,192779,HS-grad,HS-grad,9,9,Never-married,Divorced,Adm-clerical,Other-service,Unmarried,Own-child,White,White,Male,Female,0,3325,0,0,43,39,United-States,United-States,<=50K,<=50K
38,39,Private,Private,143909,192779,Assoc-acdm,Some-college,12,9,Married-civ-spouse,Divorced,Prof-specialty,Other-service,Husband,Unmarried,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
32,39,Private,Private,178835,192779,Assoc-acdm,HS-grad,12,9,Never-married,Divorced,Adm-clerical,Other-service,Not-in-family,Other-relative,White,White,Male,Female,2174,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
45,39,Private,?,94809,192779,Some-college,10th,10,9,Married-spouse-absent,Married-civ-spouse,Other-service,Adm-clerical,Not-in-family,Husband,White,White,Female,Male,0,3325,0,0,24,39,United-States,United-States,<=50K,<=50K
64,39,Local-gov,Private,172768,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Exec-managerial,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
30,39,Self-emp-inc,Private,204742,192779,Bachelors,Bachelors,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3325,0,0,50,39,United-States,United-States,>50K,>50K
32,39,Self-emp-inc,Private,144949,192779,Bachelors,Some-college,13,9,Married-civ-spouse,Never-married,Sales,Adm-clerical,Husband,Own-child,White,White,Male,Male,0,3325,0,0,70,39,United-States,United-States,>50K,<=50K
26,39,Private,?,195562,192779,HS-grad,11th,9,9,Never-married,Never-married,Machine-op-inspct,?,Own-child,Own-child,Black,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
46,39,Self-emp-not-inc,Private,56482,192779,HS-grad,HS-grad,9,9,Married-civ-spouse,Divorced,Craft-repair,Craft-repair,Husband,Not-in-family,Black,White,Male,Male,0,3325,0,0,30,39,United-States,United-States,>50K,<=50K
55,39,Federal-gov,Local-gov,36314,192779,7th-8th,Masters,4,9,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,3325,0,0,72,39,United-States,United-States,<=50K,<=50K
51,39,Self-emp-not-inc,Private,329980,192779,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Craft-repair,Other-service,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,8,39,United-States,United-States,>50K,<=50K
62,39,Local-gov,Private,103344,192779,HS-grad,10th,9,9,Divorced,Married-civ-spouse,Craft-repair,Sales,Not-in-family,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
34,39,Local-gov,Private,169708,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Wife,Husband,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
54,39,Local-gov,Private,249949,192779,Some-college,HS-grad,10,9,Divorced,Married-civ-spouse,Exec-managerial,Prof-specialty,Other-relative,Husband,Black,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
35,39,Self-emp-not-inc,Private,186934,192779,Bachelors,Masters,13,9,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
28,39,Private,Local-gov,692831,192779,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Exec-managerial,Handlers-cleaners,Not-in-family,Wife,Black,White,Male,Male,0,3325,0,0,48,39,United-States,United-States,<=50K,<=50K
17,39,Private,Private,154078,192779,12th,HS-grad,8,9,Never-married,Married-civ-spouse,Other-service,Transport-moving,Own-child,Husband,White,White,Female,Male,0,3325,0,0,16,39,United-States,United-States,<=50K,<=50K
22,39,Private,Private,91733,192779,Some-college,Bachelors,10,9,Never-married,Never-married,Other-service,Craft-repair,Own-child,Other-relative,White,White,Female,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,<=50K
67,39,Self-emp-inc,Private,325373,192779,7th-8th,HS-grad,4,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Husband,White,White,Male,Male,0,3325,0,0,48,39,United-States,United-States,<=50K,<=50K
43,39,Self-emp-not-inc,Private,160369,192779,Some-college,10th,10,9,Never-married,Divorced,Sales,Transport-moving,Not-in-family,Husband,White,Black,Male,Male,0,3325,0,0,65,39,United-States,United-States,<=50K,<=50K
57,39,Local-gov,Private,196126,192779,Assoc-voc,Some-college,11,9,Married-civ-spouse,Never-married,Protective-serv,Sales,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,>50K,<=50K
38,39,Private,?,120053,192779,HS-grad,Some-college,9,9,Divorced,Married-civ-spouse,Priv-house-serv,Sales,Unmarried,Husband,White,White,Female,Male,0,3325,0,0,35,39,United-States,United-States,<=50K,<=50K
19,39,Private,Private,204337,192779,HS-grad,Some-college,9,9,Never-married,Divorced,Sales,Handlers-cleaners,Own-child,Not-in-family,White,White,Female,Male,0,3325,0,0,25,39,United-States,United-States,<=50K,<=50K
34,39,Private,Private,128016,192779,HS-grad,Bachelors,9,9,Never-married,Never-married,Tech-support,Sales,Other-relative,Not-in-family,White,White,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
50,39,?,Private,199301,192779,Assoc-voc,HS-grad,11,9,Never-married,Married-civ-spouse,?,Other-service,Unmarried,Not-in-family,Black,White,Female,Male,0,3325,0,0,16,39,United-States,United-States,<=50K,<=50K
33,39,Private,Private,49027,192779,HS-grad,Bachelors,9,9,Never-married,Never-married,Machine-op-inspct,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
18,39,Private,?,192022,192779,Some-college,Bachelors,10,9,Never-married,Divorced,Other-service,?,Own-child,Other-relative,White,White,Male,Female,0,3325,0,0,20,39,United-States,United-States,<=50K,<=50K
40,39,Private,Private,147099,192779,Bachelors,HS-grad,13,9,Married-civ-spouse,Never-married,Prof-specialty,Adm-clerical,Wife,Not-in-family,White,White,Female,Female,0,3325,0,0,5,39,United-States,United-States,<=50K,<=50K
32,39,Private,Private,334744,192779,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Tech-support,Transport-moving,Not-in-family,Not-in-family,White,White,Male,Male,0,3325,0,0,45,39,United-States,United-States,<=50K,<=50K
25,39,Private,State-gov,207621,192779,HS-grad,Some-college,9,9,Never-married,Divorced,Adm-clerical,Protective-serv,Own-child,Unmarried,White,Black,Female,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
29,39,Private,Private,194458,192779,Bachelors,Assoc-voc,13,9,Never-married,Never-married,Adm-clerical,Other-service,Not-in-family,Not-in-family,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
33,39,Self-emp-inc,Local-gov,184245,192779,HS-grad,Bachelors,9,9,Married-civ-spouse,Never-married,Exec-managerial,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,50,39,Mexico,United-States,>50K,<=50K
34,39,Private,Private,242704,192779,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Tech-support,Prof-specialty,Own-child,Husband,Black,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
21,39,?,Private,278130,192779,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,?,Transport-moving,Own-child,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
23,39,Private,Private,251073,192779,10th,HS-grad,6,9,Never-married,Never-married,Handlers-cleaners,Tech-support,Not-in-family,Own-child,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
21,39,Private,Private,153209,192779,Some-college,Bachelors,10,9,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
42,39,Private,Private,360879,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
32,39,Private,Private,115066,192779,Some-college,Some-college,10,9,Married-civ-spouse,Divorced,Tech-support,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,3325,0,0,40,39,United-States,United-States,<=50K,<=50K
31,39,Private,Private,409172,192779,Some-college,HS-grad,10,9,Married-civ-spouse,Divorced,Craft-repair,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3325,0,0,40,39,United-States,United-States,<=50K,>50K
63,39,Private,Private,223637,192779,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Not-in-family,Husband,Black,White,Female,Male,0,3325,0,0,50,39,United-States,United-States,<=50K,<=50K
36,39,Private,Private,161141,192779,Masters,9th,14,9,Married-civ-spouse,Divorced,Prof-specialty,Other-service,Husband,Own-child,White,White,Male,Female,0,3325,0,0,50,39,United-States,United-States,>50K,<=50K
34,39,Private,Private,535869,192779,Some-college,Bachelors,10,9,Never-married,Never-married,Other-service,Sales,Not-in-family,Not-in-family,Black,White,Male,Male,0,3325,0,0,30,39,United-States,United-States,<=50K,<=50K
