age,age_nooccupation,workclass,workclass_nooccupation,fnlwgt,fnlwgt_nooccupation,education,education_nooccupation,education_num,education_num_nooccupation,marital_status,marital_status_nooccupation,occupation,occupation_nooccupation,relationship,relationship_nooccupation,race,race_nooccupation,sex,sex_nooccupation,capital_gain,capital_gain_nooccupation,capital_loss,capital_loss_nooccupation,hours_per_week,hours_per_week_nooccupation,native_country,native_country_nooccupation,income_per_year,income_per_year_nooccupation
37,52,Local-gov,Private,484475,248446,Bachelors,7th-8th,13,4,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Wife,Black,Amer-Indian-Eskimo,Male,Male,0,2407,0,1590,60,40,United-States,United-States,<=50K,<=50K
22,52,Private,Private,114357,248446,Some-college,Some-college,10,10,Never-married,Divorced,Other-service,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Male,0,2407,0,1590,35,40,United-States,United-States,<=50K,<=50K
33,33,Private,Private,219619,98746,Masters,HS-grad,14,8,Married-civ-spouse,Divorced,Prof-specialty,Prof-specialty,Husband,Unmarried,White,White,Male,Male,15024,2407,0,1590,40,40,United-States,United-States,>50K,<=50K
22,72,?,Private,33016,152652,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,40,8,United-States,United-States,<=50K,<=50K
47,26,Local-gov,Private,319205,168212,Some-college,HS-grad,10,10,Divorced,Never-married,Adm-clerical,Prof-specialty,Unmarried,Own-child,White,White,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
54,20,?,Private,389182,411037,HS-grad,11th,9,6,Divorced,Never-married,?,Prof-specialty,Not-in-family,Own-child,White,White,Female,Male,0,2407,0,1590,60,25,Germany,United-States,<=50K,<=50K
34,39,Private,Private,262118,248446,Assoc-voc,HS-grad,11,8,Never-married,Divorced,Exec-managerial,Prof-specialty,Unmarried,Not-in-family,Amer-Indian-Eskimo,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
50,52,Private,Private,141340,98746,Bachelors,Bachelors,13,13,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,6514,0,1590,50,40,United-States,United-States,<=50K,>50K
35,20,Private,Private,189703,331649,9th,HS-grad,5,10,Married-civ-spouse,Never-married,Other-service,Prof-specialty,Husband,Own-child,White,White,Male,Female,0,2407,0,1590,32,25,United-States,United-States,<=50K,<=50K
41,33,?,Private,307589,168212,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Wife,Husband,Asian-Pac-Islander,White,Female,Male,0,2407,0,1590,5,55,Philippines,United-States,<=50K,>50K
29,52,Private,Private,116531,205195,Masters,HS-grad,14,13,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
27,20,Private,Private,142621,34918,Bachelors,HS-grad,13,8,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Own-child,White,Black,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
44,26,Self-emp-inc,Private,327573,248446,Masters,Some-college,14,10,Divorced,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
21,33,Private,Private,24896,168212,Some-college,7th-8th,10,13,Never-married,Married-spouse-absent,Other-service,Prof-specialty,Own-child,Own-child,White,White,Female,Male,0,2407,0,2051,35,55,United-States,United-States,<=50K,<=50K
36,65,Private,Private,69251,152652,HS-grad,5th-6th,9,4,Married-civ-spouse,Divorced,Other-service,Prof-specialty,Other-relative,Not-in-family,Asian-Pac-Islander,White,Male,Female,0,2407,0,1590,40,40,Philippines,Puerto-Rico,<=50K,<=50K
38,52,Private,Private,91716,168212,11th,HS-grad,7,8,Divorced,Divorced,Machine-op-inspct,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Female,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
38,59,Private,Private,93717,152652,Assoc-voc,7th-8th,11,4,Divorced,Married-civ-spouse,Exec-managerial,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
38,59,Self-emp-not-inc,Self-emp-not-inc,111499,68326,Prof-school,HS-grad,15,8,Never-married,Widowed,Prof-specialty,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,2407,0,1590,32,55,United-States,United-States,<=50K,>50K
41,20,?,Private,193537,152652,Assoc-acdm,Some-college,12,10,Divorced,Never-married,?,Prof-specialty,Unmarried,Own-child,White,White,Female,Male,0,2407,0,1590,10,55,Dominican-Republic,United-States,<=50K,<=50K
24,52,Private,Private,307267,98746,Bachelors,Prof-school,13,15,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
52,33,Private,Private,249196,331649,Assoc-acdm,HS-grad,12,8,Married-civ-spouse,Never-married,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,55,40,United-States,United-States,>50K,>50K
64,33,?,Private,201700,133061,7th-8th,Assoc-acdm,4,13,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Husband,Not-in-family,White,Asian-Pac-Islander,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
52,46,Private,Private,188644,205195,Some-college,HS-grad,10,8,Married-civ-spouse,Divorced,Transport-moving,Prof-specialty,Husband,Not-in-family,White,Black,Male,Female,0,2407,0,1590,30,25,Mexico,United-States,<=50K,<=50K
32,65,Private,Private,255004,248446,HS-grad,Some-college,9,10,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,50,8,United-States,United-States,<=50K,<=50K
34,46,Private,Private,100145,282948,Some-college,9th,10,13,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Prof-specialty,Wife,Husband,White,Asian-Pac-Islander,Female,Male,0,2407,0,1590,20,40,United-States,?,<=50K,>50K
18,46,Private,Private,183274,180955,11th,HS-grad,7,8,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,White,White,Female,Male,594,6514,0,1590,30,55,United-States,?,<=50K,<=50K
45,26,Self-emp-not-inc,Private,44671,411037,Some-college,Some-college,10,10,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
24,26,Private,Self-emp-not-inc,354351,205195,Bachelors,Assoc-voc,13,8,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Other-relative,White,Black,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
43,26,Private,Private,346189,411037,Some-college,12th,10,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Wife,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,>50K,<=50K
49,46,Private,Private,304864,115358,Some-college,HS-grad,10,13,Divorced,Never-married,Tech-support,Prof-specialty,Unmarried,Husband,Black,Black,Female,Male,0,6514,0,1590,35,55,United-States,United-States,<=50K,>50K
68,26,Self-emp-inc,Private,505365,180955,Bachelors,HS-grad,13,8,Separated,Married-civ-spouse,Sales,Prof-specialty,Unmarried,Husband,White,White,Male,Female,0,2407,0,1590,70,40,Canada,United-States,<=50K,<=50K
18,33,State-gov,Private,268520,168212,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Own-child,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
27,33,State-gov,Private,210295,222848,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,Protective-serv,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
18,52,Private,Private,103339,168212,10th,Masters,6,13,Never-married,Never-married,Sales,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,2407,1719,1590,16,55,United-States,United-States,<=50K,<=50K
33,46,Private,Private,145437,133061,Some-college,Masters,10,10,Divorced,Never-married,Craft-repair,Prof-specialty,Unmarried,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
48,52,Private,Private,56071,205195,Bachelors,Assoc-voc,13,10,Married-civ-spouse,Separated,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,>50K,<=50K
34,65,Private,Self-emp-inc,233729,168212,Assoc-acdm,7th-8th,12,4,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,Black,White,Male,Male,0,2407,0,1590,50,40,United-States,United-States,>50K,<=50K
41,46,Private,Private,265932,192894,HS-grad,Assoc-voc,9,10,Divorced,Never-married,Adm-clerical,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Male,0,2407,0,1590,45,40,United-States,United-States,<=50K,<=50K
74,39,Private,Private,154347,98746,HS-grad,HS-grad,9,8,Never-married,Divorced,Transport-moving,Prof-specialty,Not-in-family,Unmarried,White,Asian-Pac-Islander,Male,Female,0,2407,0,1590,10,40,United-States,United-States,<=50K,<=50K
40,33,Private,Private,277507,282948,HS-grad,HS-grad,9,13,Married-spouse-absent,Never-married,Handlers-cleaners,Prof-specialty,Not-in-family,Other-relative,White,White,Male,Female,0,2407,1669,1590,40,40,United-States,United-States,<=50K,<=50K
53,46,Federal-gov,Private,172898,98746,Prof-school,HS-grad,15,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,60,25,United-States,United-States,>50K,<=50K
47,46,Private,Private,182655,222848,Assoc-voc,10th,11,13,Married-civ-spouse,Never-married,Tech-support,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,52,55,United-States,United-States,>50K,>50K
20,20,?,Private,175431,282948,Some-college,Some-college,10,10,Never-married,Never-married,?,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
30,20,Private,Private,181460,168212,HS-grad,Some-college,9,10,Divorced,Never-married,Other-service,Prof-specialty,Unmarried,Husband,White,White,Female,Female,0,2407,0,1590,37,25,United-States,United-States,<=50K,<=50K
38,20,Private,Private,149771,115358,HS-grad,12th,9,8,Divorced,Never-married,Craft-repair,Prof-specialty,Not-in-family,Own-child,White,White,Male,Female,3325,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
44,26,Private,Private,45363,411037,Some-college,Some-college,10,10,Married-civ-spouse,Never-married,Tech-support,Prof-specialty,Husband,Not-in-family,White,Black,Male,Male,0,2407,0,1590,44,40,United-States,United-States,>50K,<=50K
48,33,Private,Private,180010,115358,Some-college,HS-grad,10,8,Separated,Married-civ-spouse,Craft-repair,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
36,39,?,Private,103886,248446,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,15,40,United-States,United-States,<=50K,<=50K
20,26,Private,Private,233198,205195,HS-grad,HS-grad,9,8,Never-married,Never-married,Craft-repair,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
47,33,Federal-gov,Private,124974,282948,Some-college,Some-college,10,10,Divorced,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,2407,0,1590,25,55,United-States,United-States,<=50K,<=50K
61,46,?,Private,29059,168212,HS-grad,HS-grad,9,8,Widowed,Married-civ-spouse,?,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,12,55,United-States,United-States,<=50K,>50K
34,26,Private,Private,136331,192894,HS-grad,HS-grad,9,8,Married-civ-spouse,Separated,Transport-moving,Prof-specialty,Husband,Unmarried,White,Black,Male,Female,0,2407,0,1590,60,40,United-States,United-States,<=50K,<=50K
43,59,Private,Private,106900,152652,Some-college,HS-grad,10,10,Married-civ-spouse,Widowed,Prof-specialty,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,40,8,United-States,United-States,<=50K,<=50K
25,33,Self-emp-not-inc,Private,314464,192894,HS-grad,Some-college,9,10,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Own-child,Husband,White,Black,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
51,26,State-gov,Private,152810,205195,Assoc-voc,Some-college,11,10,Married-civ-spouse,Married-spouse-absent,Tech-support,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,>50K,<=50K
50,59,State-gov,Private,76728,180955,Some-college,HS-grad,10,8,Divorced,Widowed,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Male,0,2407,0,1590,39,40,United-States,United-States,<=50K,<=50K
42,20,Private,Private,55854,192894,Bachelors,Some-college,13,10,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
17,33,Private,Private,36801,98746,10th,HS-grad,6,8,Never-married,Divorced,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,2407,0,1590,18,55,United-States,United-States,<=50K,<=50K
51,26,?,Private,243631,68326,HS-grad,Some-college,9,10,Married-civ-spouse,Married-civ-spouse,?,Prof-specialty,Husband,Other-relative,Asian-Pac-Islander,White,Male,Male,2105,2407,0,1590,20,77,South,United-States,<=50K,>50K
46,26,Local-gov,Private,155654,180955,Masters,11th,14,10,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Own-child,White,Asian-Pac-Islander,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
51,59,Private,Self-emp-not-inc,173987,98746,HS-grad,Assoc-voc,9,10,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,48,40,United-States,United-States,>50K,<=50K
18,39,Private,Private,115725,68326,11th,HS-grad,7,15,Never-married,Married-spouse-absent,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Female,Female,0,2407,0,1590,12,40,United-States,?,<=50K,<=50K
21,20,Private,Private,154556,180955,Some-college,HS-grad,10,10,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Own-child,Husband,White,White,Male,Female,0,2407,0,1590,15,40,?,United-States,<=50K,<=50K
33,39,Self-emp-not-inc,Private,234976,282948,Bachelors,HS-grad,13,8,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Wife,Husband,White,White,Female,Male,0,2407,0,1590,40,40,United-States,United-States,>50K,<=50K
27,46,Private,Private,122913,248446,7th-8th,Some-college,4,10,Married-civ-spouse,Married-civ-spouse,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
36,26,Local-gov,Private,187411,98746,Masters,HS-grad,14,8,Never-married,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Husband,White,Other,Male,Female,0,2407,0,1590,50,40,United-States,United-States,>50K,<=50K
31,33,Private,Private,193285,68326,HS-grad,HS-grad,9,8,Never-married,Married-civ-spouse,Transport-moving,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
27,26,?,Private,96219,98746,HS-grad,Some-college,9,10,Separated,Never-married,?,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,50,55,United-States,United-States,<=50K,<=50K
20,52,Private,Private,117767,331649,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Transport-moving,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
45,20,Self-emp-inc,Private,81534,133061,HS-grad,Some-college,9,10,Never-married,Never-married,Sales,Prof-specialty,Unmarried,Not-in-family,Asian-Pac-Islander,White,Male,Female,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
22,59,Private,Private,202125,115358,HS-grad,HS-grad,9,15,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,Asian-Pac-Islander,Male,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
40,39,Local-gov,Private,225660,152652,Bachelors,Some-college,13,10,Never-married,Married-civ-spouse,Protective-serv,Prof-specialty,Not-in-family,Husband,White,White,Female,Female,0,6514,0,1590,40,8,United-States,United-States,<=50K,<=50K
25,39,State-gov,Private,203279,168212,Bachelors,Assoc-voc,13,10,Never-married,Married-civ-spouse,Prof-specialty,Prof-specialty,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Female,0,2407,0,1590,20,25,India,United-States,<=50K,>50K
40,39,Self-emp-not-inc,Private,151960,222848,Some-college,Some-college,10,4,Divorced,Never-married,Craft-repair,Prof-specialty,Unmarried,Unmarried,White,White,Female,Female,0,2407,0,1590,38,40,United-States,Haiti,<=50K,<=50K
48,46,Private,Private,368561,180955,Bachelors,HS-grad,13,8,Married-civ-spouse,Divorced,Sales,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,1902,1590,37,40,United-States,United-States,>50K,<=50K
30,52,Private,Federal-gov,202046,168212,HS-grad,HS-grad,9,8,Never-married,Never-married,Adm-clerical,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Male,0,2407,0,1590,20,25,United-States,United-States,<=50K,<=50K
61,20,Private,Private,197286,133061,Bachelors,Some-college,13,10,Married-civ-spouse,Never-married,Machine-op-inspct,Prof-specialty,Husband,Own-child,White,Black,Male,Male,0,2407,0,1590,40,25,United-States,United-States,>50K,<=50K
49,26,Self-emp-not-inc,Private,285570,115358,7th-8th,HS-grad,4,8,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
22,52,Private,Private,380899,180955,Some-college,HS-grad,10,8,Never-married,Married-civ-spouse,Craft-repair,Prof-specialty,Own-child,Husband,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,<=50K
19,26,Private,Private,325217,168212,HS-grad,Some-college,9,13,Never-married,Never-married,Other-service,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,2407,0,1590,32,8,United-States,United-States,<=50K,<=50K
26,26,Private,Private,111058,34918,Bachelors,HS-grad,13,8,Never-married,Never-married,Sales,Prof-specialty,Own-child,Own-child,White,White,Male,Male,0,2407,0,1590,50,55,United-States,United-States,<=50K,<=50K
27,52,State-gov,Private,162312,115358,Some-college,Some-college,10,10,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,Asian-Pac-Islander,White,Male,Male,0,6514,0,1590,50,55,South,United-States,<=50K,>50K
41,52,Self-emp-inc,Private,136986,133061,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
33,20,Federal-gov,Private,97654,152652,Doctorate,Some-college,16,10,Married-civ-spouse,Never-married,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
56,33,Private,Private,229116,222848,Some-college,9th,10,4,Never-married,Separated,Other-service,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,2407,0,1590,32,40,United-States,?,<=50K,<=50K
43,59,Private,Private,159549,115358,Bachelors,HS-grad,13,6,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,2407,1902,1590,40,40,United-States,United-States,>50K,<=50K
29,33,Private,Private,195760,205195,HS-grad,Bachelors,9,13,Married-civ-spouse,Married-civ-spouse,Other-service,Prof-specialty,Wife,Husband,White,White,Female,Male,0,6514,0,1590,35,55,United-States,United-States,<=50K,>50K
44,20,Self-emp-inc,Private,277788,411037,11th,10th,7,6,Married-civ-spouse,Never-married,Sales,Prof-specialty,Husband,Unmarried,White,Black,Male,Female,0,2407,0,1590,60,40,Portugal,United-States,>50K,<=50K
37,33,State-gov,Local-gov,120201,115358,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Own-child,Husband,Other,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
24,46,Private,Private,236601,205195,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Not-in-family,Husband,White,White,Male,Female,0,2407,2339,1590,43,55,United-States,United-States,<=50K,<=50K
65,65,?,Private,94809,68326,HS-grad,Masters,9,13,Widowed,Married-civ-spouse,?,Prof-specialty,Not-in-family,Husband,White,Black,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
38,46,Private,Private,219757,192894,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,Transport-moving,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
35,52,Local-gov,Private,160728,152652,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,0,1590,45,55,United-States,United-States,>50K,>50K
39,39,Private,Private,308945,152652,Bachelors,1st-4th,13,1,Never-married,Married-spouse-absent,Adm-clerical,Prof-specialty,Own-child,Husband,White,White,Female,Female,0,2407,0,1590,50,40,United-States,Dominican-Republic,<=50K,<=50K
47,26,Self-emp-not-inc,Private,185859,205195,HS-grad,10th,9,6,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Male,3103,2407,0,1590,60,55,United-States,United-States,>50K,<=50K
47,39,?,Private,163748,168212,Masters,Bachelors,14,13,Divorced,Married-civ-spouse,?,Prof-specialty,Unmarried,Own-child,White,White,Female,Male,0,6514,0,1590,35,55,?,United-States,<=50K,>50K
51,59,State-gov,Private,48358,331649,HS-grad,1st-4th,9,1,Married-civ-spouse,Divorced,Craft-repair,Prof-specialty,Husband,Unmarried,White,White,Male,Female,3103,2407,0,1590,52,40,United-States,Portugal,>50K,<=50K
38,46,Federal-gov,Private,77792,98746,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,56,40,United-States,United-States,<=50K,<=50K
44,26,Private,Private,114753,152652,Some-college,11th,10,6,Widowed,Married-civ-spouse,Tech-support,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Female,0,2407,0,1590,38,40,United-States,Germany,<=50K,<=50K
24,33,Private,Private,234259,152652,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Other-relative,Husband,White,Asian-Pac-Islander,Female,Male,0,2407,0,1590,40,40,United-States,?,<=50K,<=50K
41,33,Private,Private,152617,331649,HS-grad,Some-college,9,10,Divorced,Married-civ-spouse,Exec-managerial,Prof-specialty,Unmarried,Husband,White,White,Female,Male,0,2407,0,1590,40,55,United-States,United-States,<=50K,>50K
51,46,Private,Private,204567,222848,Assoc-voc,Bachelors,11,13,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Wife,White,White,Female,Female,0,2407,0,1590,45,40,United-States,United-States,<=50K,>50K
60,46,Self-emp-not-inc,Private,145209,222848,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Other-relative,White,Asian-Pac-Islander,Male,Male,0,2407,0,1590,60,40,United-States,Philippines,<=50K,<=50K
40,33,Private,Private,240698,180955,Bachelors,Some-college,13,10,Married-civ-spouse,Married-spouse-absent,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,50,40,United-States,?,>50K,<=50K
72,80,?,Self-emp-not-inc,195181,133061,HS-grad,HS-grad,9,8,Married-civ-spouse,Never-married,?,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,32,25,United-States,United-States,<=50K,<=50K
27,39,Private,Private,299536,331649,Some-college,HS-grad,10,13,Married-civ-spouse,Never-married,Adm-clerical,Prof-specialty,Wife,Not-in-family,White,Black,Female,Male,0,6514,0,1590,55,55,United-States,United-States,<=50K,>50K
36,65,Private,Private,238802,152652,HS-grad,HS-grad,9,8,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Prof-specialty,Husband,Unmarried,White,White,Male,Male,0,2407,0,1590,48,8,United-States,United-States,>50K,<=50K
44,33,Private,Private,150519,331649,HS-grad,Assoc-acdm,9,13,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Unmarried,White,White,Male,Female,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
33,20,State-gov,Private,237903,133061,Some-college,10th,10,6,Divorced,Never-married,Prof-specialty,Prof-specialty,Not-in-family,Own-child,White,Black,Female,Female,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
53,33,Self-emp-not-inc,Private,257940,282948,7th-8th,Assoc-voc,4,10,Married-civ-spouse,Divorced,Machine-op-inspct,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,6514,0,1590,40,40,United-States,United-States,<=50K,>50K
43,39,Private,Private,383670,180955,HS-grad,12th,9,8,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Husband,White,White,Male,Male,0,2407,1902,1590,40,40,United-States,United-States,>50K,>50K
44,59,Private,Private,179666,68326,Assoc-acdm,Assoc-acdm,12,13,Never-married,Married-civ-spouse,Tech-support,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,>50K
35,33,Private,Private,259727,192894,Some-college,7th-8th,10,13,Married-civ-spouse,Never-married,Craft-repair,Prof-specialty,Husband,Not-in-family,White,White,Male,Male,0,2407,0,1590,55,55,United-States,United-States,<=50K,<=50K
52,59,Federal-gov,Federal-gov,277772,168212,Some-college,HS-grad,10,8,Divorced,Married-civ-spouse,Adm-clerical,Prof-specialty,Unmarried,Wife,Black,Amer-Indian-Eskimo,Female,Male,0,2407,0,1590,40,40,United-States,United-States,<=50K,<=50K
51,46,Self-emp-not-inc,Private,67198,34918,Assoc-acdm,Assoc-voc,12,10,Widowed,Divorced,Prof-specialty,Prof-specialty,Unmarried,Unmarried,White,White,Female,Female,0,2407,0,1590,50,40,United-States,United-States,<=50K,<=50K
41,26,Private,Private,22419,168212,9th,HS-grad,5,8,Married-civ-spouse,Divorced,Exec-managerial,Prof-specialty,Husband,Not-in-family,Amer-Indian-Eskimo,White,Male,Female,0,2407,0,1590,84,40,United-States,United-States,<=50K,>50K
42,20,Private,Private,99373,68326,HS-grad,10th,9,6,Never-married,Never-married,Machine-op-inspct,Prof-specialty,Not-in-family,Husband,White,White,Female,Male,0,2407,0,1590,40,25,United-States,United-States,<=50K,<=50K
54,33,Federal-gov,Private,147629,205195,Masters,HS-grad,14,8,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Husband,White,Other,Male,Male,7298,2407,0,1590,35,40,United-States,United-States,>50K,<=50K
