age,age_nomarital_status,workclass,workclass_nomarital_status,fnlwgt,fnlwgt_nomarital_status,education,education_nomarital_status,education_num,education_num_nomarital_status,marital_status,marital_status_nomarital_status,occupation,occupation_nomarital_status,relationship,relationship_nomarital_status,race,race_nomarital_status,sex,sex_nomarital_status,capital_gain,capital_gain_nomarital_status,capital_loss,capital_loss_nomarital_status,hours_per_week,hours_per_week_nomarital_status,native_country,native_country_nomarital_status,income_per_year,income_per_year_nomarital_status
51,49,Private,Private,276214,164018,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Adm-clerical,Transport-moving,Not-in-family,Not-in-family,White,White,Female,Female,0,14084,0,1340,40,49,United-States,United-States,<=50K,>50K
39,52,Self-emp-not-inc,Self-emp-not-inc,113749,117503,9th,HS-grad,5,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,31,United-States,United-States,<=50K,<=50K
32,52,Private,Private,100837,98561,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,1151,2002,1340,66,40,United-States,United-States,<=50K,<=50K
45,29,Private,Private,239058,253814,Bachelors,HS-grad,13,9,Divorced,Married-civ-spouse,Adm-clerical,Exec-managerial,Unmarried,Unmarried,White,Black,Female,Female,0,1151,0,1340,45,40,United-States,United-States,<=50K,<=50K
19,39,Private,Private,286419,27444,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Adm-clerical,Handlers-cleaners,Own-child,Not-in-family,White,Amer-Indian-Eskimo,Male,Female,0,1151,0,1340,20,90,United-States,United-States,<=50K,<=50K
52,52,?,Private,50934,117503,Assoc-acdm,Masters,12,13,Married-civ-spouse,Married-civ-spouse,?,Adm-clerical,Wife,Not-in-family,White,White,Female,Male,0,14084,0,1340,20,54,United-States,United-States,>50K,>50K
21,22,Private,Self-emp-not-inc,283969,98561,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Other-service,Handlers-cleaners,Own-child,Unmarried,White,White,Male,Male,0,1151,0,1340,40,36,Mexico,United-States,<=50K,<=50K
76,32,Private,Private,152839,185369,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,20,36,United-States,United-States,<=50K,>50K
46,29,Local-gov,Private,32290,89667,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Other-service,Transport-moving,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
27,59,Private,Private,204373,124569,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Not-in-family,Not-in-family,Black,White,Female,Female,0,1151,0,1340,40,14,United-States,United-States,<=50K,<=50K
51,52,Private,Federal-gov,126528,205359,HS-grad,Doctorate,9,15,Separated,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Male,0,14084,0,1340,60,49,United-States,Germany,<=50K,>50K
19,36,Private,Private,245408,141580,HS-grad,10th,9,5,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,20,43,United-States,United-States,<=50K,<=50K
30,49,State-gov,Federal-gov,127610,35854,Assoc-voc,Some-college,11,9,Never-married,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Unmarried,White,White,Female,Male,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
46,22,Private,Private,132919,133166,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Adm-clerical,Craft-repair,Wife,Unmarried,White,White,Female,Female,0,1151,0,1340,12,40,United-States,United-States,>50K,<=50K
68,39,Private,Federal-gov,58547,27444,Some-college,Assoc-acdm,10,11,Married-civ-spouse,Married-civ-spouse,Craft-repair,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,1735,1340,48,40,United-States,United-States,<=50K,<=50K
36,22,Private,Private,251091,190290,Bachelors,Bachelors,13,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,14084,0,1340,60,40,United-States,United-States,>50K,>50K
71,22,Private,Private,149950,27444,HS-grad,HS-grad,9,9,Widowed,Married-civ-spouse,Priv-house-serv,Prof-specialty,Unmarried,Not-in-family,White,White,Female,Female,0,1151,0,1340,20,40,United-States,United-States,<=50K,<=50K
32,25,Private,Private,464621,124569,Some-college,Assoc-acdm,10,11,Never-married,Married-civ-spouse,Farming-fishing,Handlers-cleaners,Own-child,Not-in-family,Amer-Indian-Eskimo,Black,Male,Male,0,1151,0,1340,40,36,United-States,Jamaica,<=50K,<=50K
43,18,Private,Private,170230,231793,HS-grad,Some-college,9,9,Separated,Married-civ-spouse,Adm-clerical,Craft-repair,Unmarried,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
33,42,Private,Federal-gov,100294,76612,HS-grad,HS-grad,9,9,Separated,Married-civ-spouse,Craft-repair,Transport-moving,Not-in-family,Other-relative,White,White,Male,Female,0,1151,0,1340,50,36,United-States,United-States,<=50K,<=50K
24,29,Local-gov,Private,234108,344073,Some-college,Assoc-voc,10,11,Never-married,Married-civ-spouse,Protective-serv,Exec-managerial,Not-in-family,Unmarried,White,White,Male,Female,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
38,32,Private,Private,33046,180280,Assoc-voc,Bachelors,11,13,Divorced,Married-civ-spouse,Other-service,Sales,Unmarried,Not-in-family,White,Black,Female,Female,0,1151,0,1340,36,36,United-States,United-States,<=50K,>50K
76,42,Private,Private,84428,205359,Some-college,11th,10,13,Widowed,Married-civ-spouse,Sales,Sales,Not-in-family,Not-in-family,Asian-Pac-Islander,White,Female,Female,2062,1151,0,1340,37,43,United-States,United-States,<=50K,>50K
35,32,Self-emp-not-inc,Private,107662,253814,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Other-service,Machine-op-inspct,Unmarried,Not-in-family,White,Asian-Pac-Islander,Female,Female,0,1151,0,1340,5,36,Canada,South,<=50K,<=50K
23,25,Private,Private,220874,149049,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Sales,Exec-managerial,Own-child,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,>50K
46,22,Local-gov,?,88564,205359,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,?,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,40,40,United-States,Iran,<=50K,<=50K
44,29,Self-emp-inc,Private,144778,205359,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Other-relative,White,White,Male,Male,0,1151,0,1340,50,36,United-States,United-States,>50K,<=50K
17,29,?,Private,179861,47022,10th,HS-grad,6,9,Never-married,Married-civ-spouse,?,Other-service,Own-child,Not-in-family,White,White,Male,Male,0,1151,0,1340,10,36,Poland,United-States,<=50K,<=50K
30,18,Private,Private,166671,27444,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Other-service,Exec-managerial,Other-relative,Other-relative,White,White,Female,Female,0,1151,0,1340,40,24,United-States,United-States,<=50K,<=50K
51,36,Private,Private,97180,104879,HS-grad,10th,9,5,Divorced,Married-civ-spouse,Other-service,Adm-clerical,Unmarried,Unmarried,White,White,Female,Female,0,1151,0,1340,15,40,United-States,United-States,<=50K,<=50K
18,32,Self-emp-not-inc,Private,194091,344073,11th,HS-grad,7,13,Never-married,Married-civ-spouse,Farming-fishing,Prof-specialty,Own-child,Not-in-family,White,White,Male,Male,0,1151,0,1755,24,43,United-States,Puerto-Rico,<=50K,>50K
23,32,Private,Private,308498,89667,10th,HS-grad,6,9,Never-married,Married-civ-spouse,Craft-repair,Craft-repair,Own-child,Not-in-family,White,White,Male,Female,0,1151,0,1340,18,46,United-States,United-States,<=50K,<=50K
53,65,Federal-gov,Private,321865,408318,Masters,Some-college,14,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,36,United-States,United-States,>50K,<=50K
25,45,Private,Private,181814,35854,Some-college,Some-college,10,9,Never-married,Married-civ-spouse,Adm-clerical,Prof-specialty,Other-relative,Own-child,White,White,Female,Male,0,1151,0,1340,40,8,United-States,United-States,<=50K,<=50K
44,42,Private,Private,374423,180280,Masters,9th,14,5,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Husband,Not-in-family,Black,White,Male,Female,0,1151,1902,1340,40,36,United-States,United-States,>50K,>50K
49,18,Private,Local-gov,213668,185369,Masters,11th,14,7,Married-civ-spouse,Married-civ-spouse,Sales,Sales,Husband,Own-child,White,White,Male,Male,0,1151,0,1340,40,24,United-States,United-States,>50K,<=50K
28,36,Private,Private,213236,344073,HS-grad,12th,9,13,Separated,Married-civ-spouse,Other-service,Exec-managerial,Unmarried,Unmarried,White,White,Male,Female,0,1151,0,1755,40,54,Dominican-Republic,United-States,<=50K,>50K
58,52,Self-emp-not-inc,Self-emp-not-inc,115439,117503,Masters,Bachelors,14,13,Married-civ-spouse,Married-civ-spouse,Sales,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,40,United-States,United-States,>50K,>50K
36,49,Private,Private,124111,149049,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Adm-clerical,Machine-op-inspct,Unmarried,Not-in-family,White,Black,Female,Female,0,1151,0,1340,35,36,United-States,United-States,<=50K,<=50K
32,18,Private,Private,176185,124569,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Craft-repair,Sales,Not-in-family,Other-relative,White,White,Male,Female,4787,1151,0,1340,40,40,United-States,United-States,>50K,<=50K
26,25,Private,Private,211231,180280,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Wife,Not-in-family,White,White,Female,Female,0,4934,0,1340,40,40,United-States,Canada,>50K,<=50K
25,62,Private,Private,259715,156953,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,50,18,United-States,United-States,<=50K,<=50K
19,59,Private,Federal-gov,248600,164018,10th,Some-college,6,9,Never-married,Married-civ-spouse,Other-service,Craft-repair,Other-relative,Not-in-family,White,White,Female,Male,34095,1151,0,1340,24,43,United-States,United-States,<=50K,<=50K
39,52,Private,Private,153997,117503,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Other-service,Adm-clerical,Wife,Not-in-family,White,White,Female,Female,0,1151,1902,1340,40,36,Puerto-Rico,United-States,>50K,<=50K
44,29,Private,Private,67779,35854,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Adm-clerical,Craft-repair,Own-child,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
32,32,Private,Self-emp-inc,236861,47022,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,14084,0,1340,42,36,United-States,United-States,<=50K,>50K
57,45,Private,Self-emp-not-inc,367334,321456,HS-grad,Bachelors,9,13,Separated,Married-civ-spouse,Sales,Other-service,Unmarried,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,18,United-States,United-States,<=50K,>50K
64,29,Private,Private,213391,408318,9th,Some-college,5,9,Married-civ-spouse,Married-civ-spouse,Other-service,Craft-repair,Wife,Other-relative,Black,White,Female,Male,0,1151,0,1340,40,40,United-States,Mexico,<=50K,<=50K
46,32,Local-gov,Private,301124,76612,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Prof-specialty,Other-service,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,1564,1340,45,18,United-States,United-States,>50K,<=50K
37,18,Private,?,184117,62539,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Adm-clerical,?,Own-child,Unmarried,White,White,Female,Male,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
22,39,Private,Private,233923,133166,Assoc-voc,HS-grad,11,9,Never-married,Married-civ-spouse,Sales,Prof-specialty,Own-child,Not-in-family,White,White,Female,Male,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
30,29,Private,Private,348592,180280,10th,11th,6,7,Married-civ-spouse,Married-civ-spouse,Craft-repair,Handlers-cleaners,Husband,Other-relative,White,White,Male,Male,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
33,18,Local-gov,Private,111817,149049,Bachelors,HS-grad,13,7,Never-married,Married-civ-spouse,Prof-specialty,Sales,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,14,United-States,United-States,<=50K,<=50K
32,52,Private,Private,170983,269068,HS-grad,Bachelors,9,13,Never-married,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
23,25,Self-emp-not-inc,Private,121407,133166,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Own-child,Unmarried,White,White,Female,Male,0,1151,0,1755,35,40,United-States,United-States,<=50K,<=50K
40,25,Local-gov,Private,210275,190290,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Other-relative,Unmarried,Black,White,Female,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
21,25,Private,Private,116358,133166,HS-grad,11th,9,7,Never-married,Married-civ-spouse,Other-service,Other-service,Own-child,Unmarried,Asian-Pac-Islander,White,Male,Female,0,1151,0,1340,40,14,Philippines,United-States,<=50K,<=50K
48,45,Private,Local-gov,189123,27444,Masters,Some-college,14,9,Never-married,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Not-in-family,Not-in-family,White,White,Male,Female,0,4934,0,1340,40,36,United-States,United-States,<=50K,>50K
41,25,Private,Private,48087,408318,Bachelors,Bachelors,13,13,Divorced,Married-civ-spouse,Machine-op-inspct,Sales,Not-in-family,Own-child,White,White,Male,Female,2354,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
37,32,Private,Private,179488,27444,10th,Some-college,6,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Sales,Husband,Unmarried,White,Asian-Pac-Islander,Male,Female,0,1151,0,1340,40,43,United-States,El-Salvador,<=50K,<=50K
30,45,Local-gov,Private,370990,370045,Masters,Some-college,14,9,Never-married,Married-civ-spouse,Prof-specialty,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,0,1340,45,36,United-States,United-States,<=50K,>50K
49,42,Private,Private,169760,104879,Bachelors,Bachelors,13,13,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Wife,Own-child,White,White,Female,Female,0,1151,0,1340,50,36,United-States,?,>50K,>50K
38,18,State-gov,Private,34493,408318,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Exec-managerial,Adm-clerical,Unmarried,Unmarried,White,White,Female,Female,0,1151,0,1340,40,28,United-States,United-States,<=50K,<=50K
61,49,Private,Private,185584,98561,Bachelors,Some-college,13,9,Widowed,Married-civ-spouse,Machine-op-inspct,Sales,Unmarried,Unmarried,Asian-Pac-Islander,White,Female,Male,0,14084,0,1340,40,43,?,United-States,<=50K,>50K
44,49,Private,Private,324311,27444,5th-6th,HS-grad,3,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,32,36,Mexico,United-States,<=50K,<=50K
62,18,Self-emp-not-inc,?,96299,27444,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Sales,?,Husband,Other-relative,White,Asian-Pac-Islander,Male,Female,0,1151,0,1340,40,14,United-States,South,>50K,<=50K
47,59,Private,Private,147322,180280,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Transport-moving,Wife,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,28,Columbia,United-States,<=50K,<=50K
35,42,Private,Private,135289,301628,Assoc-voc,Masters,11,13,Divorced,Married-civ-spouse,Craft-repair,Prof-specialty,Not-in-family,Unmarried,White,White,Male,Female,0,1151,0,1340,50,43,United-States,United-States,<=50K,>50K
44,22,State-gov,Private,128586,175109,Bachelors,Assoc-acdm,13,11,Never-married,Married-civ-spouse,Farming-fishing,Other-service,Not-in-family,Own-child,White,White,Male,Female,0,1151,0,1340,40,28,United-States,United-States,<=50K,<=50K
30,18,State-gov,?,185590,185369,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Exec-managerial,?,Own-child,Own-child,White,White,Female,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
28,49,Self-emp-not-inc,Private,107458,190290,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Craft-repair,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,1151,0,1340,45,40,United-States,United-States,<=50K,<=50K
57,39,Private,Self-emp-not-inc,151874,370045,HS-grad,9th,9,5,Married-civ-spouse,Married-civ-spouse,Other-service,Craft-repair,Wife,Not-in-family,Black,White,Female,Male,0,1151,0,1340,50,36,United-States,United-States,<=50K,<=50K
26,22,State-gov,Private,413846,210844,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Exec-managerial,Adm-clerical,Not-in-family,Unmarried,White,White,Male,Female,0,1151,0,1340,40,14,United-States,United-States,<=50K,<=50K
38,39,Private,Private,203836,210844,Assoc-voc,HS-grad,11,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,48,43,United-States,United-States,>50K,>50K
44,52,Self-emp-not-inc,Private,110028,156953,Some-college,Some-college,10,9,Divorced,Married-civ-spouse,Machine-op-inspct,Exec-managerial,Not-in-family,Unmarried,White,White,Male,Female,0,1151,0,1340,40,43,United-States,United-States,<=50K,<=50K
35,36,Private,Private,57640,321456,7th-8th,Bachelors,4,13,Married-civ-spouse,Married-civ-spouse,Sales,Other-service,Husband,Other-relative,White,White,Male,Male,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
40,55,State-gov,Private,67874,117503,Masters,11th,14,7,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Machine-op-inspct,Husband,Unmarried,White,White,Male,Male,0,1151,0,1340,58,43,United-States,United-States,<=50K,<=50K
50,52,Self-emp-not-inc,Private,169112,89667,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Adm-clerical,Husband,Not-in-family,White,White,Male,Male,0,14084,0,1340,25,36,United-States,United-States,<=50K,>50K
37,52,Self-emp-inc,Private,154410,133166,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Unmarried,White,Black,Male,Female,0,1151,0,1340,60,43,United-States,United-States,>50K,<=50K
26,36,Private,Private,63234,408318,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Tech-support,Craft-repair,Wife,Unmarried,White,Black,Female,Male,4508,1151,0,1340,12,36,United-States,Mexico,<=50K,<=50K
64,42,Private,Self-emp-not-inc,121036,344073,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Tech-support,Sales,Not-in-family,Unmarried,White,White,Male,Female,0,1151,0,1340,40,40,United-States,United-States,>50K,<=50K
30,29,Private,Private,408328,210844,Preschool,Bachelors,1,13,Married-spouse-absent,Married-civ-spouse,Handlers-cleaners,Other-service,Unmarried,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,36,Mexico,Canada,<=50K,<=50K
29,29,Private,Private,269254,124569,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Transport-moving,Husband,Not-in-family,White,Amer-Indian-Eskimo,Male,Male,0,1151,0,1340,40,54,United-States,United-States,<=50K,<=50K
28,25,Private,Self-emp-not-inc,115438,47022,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Other-service,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,50,40,United-States,United-States,>50K,<=50K
28,55,Private,Private,332249,215074,Some-college,Bachelors,10,13,Never-married,Married-civ-spouse,Prof-specialty,Adm-clerical,Not-in-family,Other-relative,White,White,Male,Male,0,1151,0,1340,25,36,United-States,Mexico,<=50K,<=50K
33,62,State-gov,Private,160261,117503,Bachelors,HS-grad,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Handlers-cleaners,Husband,Unmarried,Asian-Pac-Islander,White,Male,Male,0,1151,0,1340,40,18,Philippines,United-States,<=50K,<=50K
24,52,Private,Private,167316,344073,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Not-in-family,Not-in-family,White,Black,Female,Female,0,1151,0,1340,30,28,United-States,United-States,<=50K,<=50K
26,22,State-gov,Self-emp-not-inc,291586,169469,HS-grad,HS-grad,9,9,Divorced,Married-civ-spouse,Transport-moving,Adm-clerical,Unmarried,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,31,United-States,United-States,<=50K,<=50K
77,39,Self-emp-not-inc,Self-emp-not-inc,184046,240467,Bachelors,Assoc-acdm,13,11,Widowed,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,0,1340,20,28,United-States,United-States,<=50K,<=50K
25,49,Federal-gov,State-gov,178025,149049,Some-college,Doctorate,10,15,Never-married,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Own-child,Not-in-family,White,White,Male,Male,0,1151,0,1340,9,36,United-States,United-States,<=50K,>50K
53,39,Private,Private,104280,141580,12th,Assoc-voc,8,11,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Tech-support,Other-relative,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
38,39,Private,?,302604,370045,11th,Some-college,7,9,Divorced,Married-civ-spouse,Adm-clerical,?,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,0,1340,44,28,United-States,United-States,<=50K,<=50K
30,39,Private,Private,225243,185369,Masters,HS-grad,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Exec-managerial,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,47,36,United-States,United-States,>50K,<=50K
39,55,Self-emp-not-inc,?,327120,124569,HS-grad,Masters,9,13,Married-civ-spouse,Married-civ-spouse,Craft-repair,?,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,46,Portugal,United-States,<=50K,>50K
51,65,Self-emp-not-inc,Private,43878,133166,Doctorate,10th,16,15,Divorced,Married-civ-spouse,Sales,Prof-specialty,Not-in-family,Not-in-family,White,White,Male,Female,0,1151,0,1340,50,46,United-States,United-States,>50K,>50K
25,25,?,Private,40915,117503,Bachelors,HS-grad,13,9,Married-spouse-absent,Married-civ-spouse,?,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,0,1340,15,36,United-States,United-States,<=50K,<=50K
49,39,Self-emp-inc,Private,83444,344073,Bachelors,Some-college,13,15,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,85,43,United-States,United-States,>50K,>50K
51,42,Private,Private,351416,286146,Some-college,HS-grad,10,15,Divorced,Married-civ-spouse,Prof-specialty,Prof-specialty,Unmarried,Not-in-family,White,Black,Female,Female,0,1151,0,1340,40,90,United-States,United-States,<=50K,>50K
47,39,Self-emp-not-inc,Private,117310,286146,HS-grad,7th-8th,9,13,Never-married,Married-civ-spouse,Other-service,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,1876,1340,48,64,United-States,United-States,<=50K,<=50K
36,42,Private,Private,324231,124569,9th,HS-grad,5,9,Never-married,Married-civ-spouse,Farming-fishing,?,Unmarried,Own-child,Black,White,Female,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,>50K
62,18,Private,Private,161802,224421,1st-4th,Assoc-voc,2,7,Married-civ-spouse,Married-civ-spouse,Priv-house-serv,Machine-op-inspct,Wife,Unmarried,Black,White,Female,Male,0,1151,0,1340,30,49,United-States,United-States,<=50K,<=50K
40,55,Self-emp-not-inc,Local-gov,184804,47022,Masters,Masters,14,13,Divorced,Married-civ-spouse,Prof-specialty,Exec-managerial,Not-in-family,Not-in-family,White,White,Female,Female,0,1151,2205,1340,45,43,United-States,United-States,<=50K,>50K
30,52,Federal-gov,Private,547931,104879,Some-college,HS-grad,10,9,Never-married,Married-civ-spouse,Adm-clerical,?,Unmarried,Not-in-family,Black,White,Female,Female,0,1151,0,1340,40,36,United-States,United-States,<=50K,<=50K
39,25,Private,Private,46395,185369,Bachelors,Some-college,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Exec-managerial,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,40,40,United-States,Canada,<=50K,<=50K
47,52,Local-gov,Federal-gov,182313,27444,Masters,Some-college,14,9,Married-civ-spouse,Married-civ-spouse,Prof-specialty,Other-service,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,50,36,United-States,United-States,<=50K,<=50K
28,55,Local-gov,Private,169069,190290,HS-grad,10th,9,5,Never-married,Married-civ-spouse,Protective-serv,Craft-repair,Not-in-family,Not-in-family,White,White,Male,Male,0,1151,0,1340,40,49,United-States,United-States,<=50K,<=50K
23,25,Private,Self-emp-inc,203182,231793,Bachelors,Some-college,13,9,Never-married,Married-civ-spouse,Sales,Sales,Not-in-family,Not-in-family,White,White,Female,Male,0,1151,0,1340,40,46,United-States,United-States,<=50K,<=50K
57,18,Private,Private,142924,231793,Bachelors,HS-grad,13,9,Separated,Married-civ-spouse,Exec-managerial,Craft-repair,Unmarried,Not-in-family,White,White,Female,Female,0,1151,0,1340,40,40,United-States,United-States,<=50K,<=50K
33,25,Private,Self-emp-inc,180656,89667,5th-6th,Bachelors,3,13,Never-married,Married-civ-spouse,Machine-op-inspct,Adm-clerical,Other-relative,Not-in-family,White,White,Male,Female,0,1151,0,1340,40,40,Guatemala,United-States,<=50K,<=50K
58,25,Private,Private,187485,104879,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Adm-clerical,Husband,Unmarried,White,White,Male,Female,0,1151,0,1340,24,28,United-States,United-States,<=50K,<=50K
84,22,?,Private,157778,513660,Some-college,HS-grad,10,9,Widowed,Married-civ-spouse,?,Sales,Not-in-family,Other-relative,White,White,Female,Male,0,1151,0,1340,6,43,United-States,United-States,<=50K,<=50K
46,45,Self-emp-not-inc,Self-emp-not-inc,149337,215074,Some-college,7th-8th,10,3,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Not-in-family,White,White,Male,Male,0,1151,0,1340,55,36,United-States,United-States,<=50K,<=50K
23,32,Private,State-gov,97054,35854,HS-grad,Masters,9,13,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Not-in-family,White,White,Male,Female,0,1151,0,1340,55,49,United-States,Canada,<=50K,<=50K
32,32,Private,State-gov,377017,89667,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Sales,Protective-serv,Other-relative,Own-child,White,Other,Male,Male,0,1151,0,1340,32,36,United-States,United-States,<=50K,<=50K
