sex,sex_norace,age,age_norace,age_cat,age_cat_norace,race,race_norace,juv_fel_count,juv_fel_count_norace,juv_misd_count,juv_misd_count_norace,juv_other_count,juv_other_count_norace,priors_count,priors_count_norace,c_charge_degree,c_charge_degree_norace,c_charge_desc,c_charge_desc_norace,decile_score,decile_score_norace,score_text,score_text_norace
Female,Female,29,26,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,1,1,F,F,Poss Contr Subst W/o Prescript,Battery,2,1,Low,Low
Male,Male,22,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,1,1,0,1,F,F,Uttering a Forged Instrument,"Deliver 3,4 Methylenediox",3,3,Low,Low
Female,Female,40,42,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,1,0,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,1,1,Low,Low
Female,Female,45,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Aggrav Battery w/Deadly Weapon,arrest case no charge,4,4,Low,Low
Male,Male,46,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,10,4,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),5,4,Medium,Medium
Male,Male,21,20,Less than 25,Less than 25,Caucasian,African-American,0,1,1,0,2,1,1,1,F,F,Burglary Conveyance Unoccup,arrest case no charge,8,8,Medium,High
Female,Female,29,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,3,1,9,4,M,M,Petit Theft $100- $300,Battery,8,8,High,Low
Male,Male,48,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,47,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,5,4,Low,Low
Male,Male,21,20,Less than 25,Less than 25,African-American,African-American,1,1,2,0,2,1,3,1,F,F,Criminal Mischief,Battery,10,9,Medium,Low
Male,Male,46,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,3,1,M,M,Operating W/O Valid License,Grand Theft in the 3rd Degree,1,1,Low,Low
Female,Female,19,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Felony Battery w/Prior Convict,Battery,3,3,Medium,Low
Male,Male,22,20,Less than 25,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Open Carrying Of Weapon,Battery,6,6,Low,Low
Male,Male,45,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Female,Female,27,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Burglary With Assault/battery,Felony Petit Theft,2,1,Low,Low
Male,Male,25,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,30,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Felony DUI (level 3),Battery,4,4,Low,Low
Male,Male,31,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,2,1,F,F,Driving While License Revoked,Grand Theft in the 3rd Degree,5,4,Low,Medium
Male,Male,28,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,3,1,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,35,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Possession of Cocaine,Battery,5,4,Low,Medium
Female,Female,33,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Poss Contr Subst W/o Prescript,Battery,2,1,Low,Low
Female,Male,42,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Female,Female,21,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Burglary Unoccupied Dwelling,Burglary Unoccupied Dwelling,6,6,Medium,Medium
Male,Male,49,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Possession of Cocaine,Possession of Cocaine,7,6,Low,Medium
Male,Male,44,42,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Possession of Cocaine,Possession of Cocaine,2,1,Low,Low
Male,Male,28,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,M,M,Battery,Battery,3,3,Low,Low
Male,Male,34,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,3,1,F,F,Felony Driving While Lic Suspd,Possession of Cocaine,1,1,Low,Low
Male,Male,45,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,15,4,F,F,Driving While License Revoked,Driving While License Revoked,3,3,High,Low
Male,Male,28,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,9,4,F,F,Driving While License Revoked,Driving While License Revoked,3,3,High,Low
Female,Female,25,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Aggrav Battery w/Deadly Weapon,Battery,3,3,Low,Low
Male,Male,21,20,Less than 25,Less than 25,African-American,African-American,0,1,1,0,0,1,1,1,M,M,Assault,Assault,8,8,Medium,High
Male,Male,48,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Hiring with Intent to Defraud,Battery,1,1,Low,Low
Male,Male,37,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,24,26,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,3,1,F,F,Possession of Cocaine,Possession of Cocaine,6,6,Medium,Low
Male,Male,24,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,1,1,1,1,F,F,Burglary Conveyance Unoccup,Grand Theft in the 3rd Degree,5,4,Medium,Low
Male,Male,49,47,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,1,2,1,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,53,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,1,1,M,M,DUI Property Damage/Injury,DUI Property Damage/Injury,2,1,Low,Low
Male,Male,39,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Viol Injunct Domestic Violence,Battery,1,1,Low,Low
Male,Male,47,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,22,8,F,F,Felony Driving While Lic Suspd,Grand Theft in the 3rd Degree,7,6,High,Medium
Male,Male,36,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,"Poss3,4 Methylenedioxymethcath","Poss3,4 Methylenedioxymethcath",1,1,Low,Low
Female,Female,24,26,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,9,9,Medium,Low
Male,Male,35,32,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,23,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,3,1,F,F,Tampering With Physical Evidence,Tampering With Physical Evidence,7,6,Medium,Medium
Female,Female,30,32,25 - 45,25 - 45,African-American,African-American,0,1,3,0,2,1,14,4,F,F,Carrying Concealed Firearm,Assault,10,9,High,High
Male,Male,25,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,M,M,Driving Under The Influence,Driving Under The Influence,6,6,Low,Medium
Male,Male,34,32,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,1,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,26,26,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,2,1,M,M,Battery,Battery,4,4,Low,Low
Male,Male,60,58,Greater than 45,Greater than 45,Hispanic,African-American,0,1,0,0,0,1,0,1,F,F,False Imprisonment,Battery,1,1,Low,Low
Male,Male,23,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,"Poss3,4 Methylenedioxymethcath","Poss3,4 Methylenedioxymethcath",3,3,Low,Low
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,5,1,F,F,arrest case no charge,arrest case no charge,7,6,Medium,Medium
Male,Male,28,26,25 - 45,25 - 45,Other,African-American,0,1,0,0,0,1,1,1,F,F,Felony Driving While Lic Suspd,arrest case no charge,3,3,Low,Low
Male,Male,49,47,Greater than 45,Greater than 45,Hispanic,African-American,0,1,0,0,0,1,1,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,1,1,Low,Low
Male,Male,19,20,Less than 25,Less than 25,African-American,African-American,0,1,1,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,10,9,High,Low
Female,Female,33,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Possession of Hydromorphone,arrest case no charge,3,3,Low,Low
Male,Male,26,26,25 - 45,25 - 45,Caucasian,African-American,0,1,3,2,0,1,8,4,F,F,Robbery / Weapon,arrest case no charge,10,9,High,High
Male,Male,32,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,2,1,F,F,Possession Of Alprazolam,"Poss3,4 Methylenedioxymethcath",2,1,Low,Low
Male,Male,25,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,arrest case no charge,arrest case no charge,2,1,Low,Low
Male,Male,21,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,1,Medium,Low
Male,Male,38,37,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,3,1,F,F,Felony Battery w/Prior Convict,Grand Theft in the 3rd Degree,5,4,Low,Low
Male,Male,23,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Fleeing Or Attmp Eluding A Leo,Burglary Dwelling Occupied,2,1,Low,Low
Male,Male,24,26,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Burglary Unoccupied Dwelling,Possession of Cocaine,2,1,Medium,Low
Male,Male,23,20,Less than 25,Less than 25,Hispanic,African-American,0,1,0,0,0,1,0,1,F,F,Agg Fleeing/Eluding High Speed,Battery,2,1,Low,Low
Male,Male,49,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,3,1,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,31,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,7,1,F,F,Poss of Firearm by Convic Felo,Battery,7,6,Medium,Low
Male,Male,20,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,6,6,High,Low
Male,Male,28,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,3,3,Low,Low
Male,Male,67,58,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,3,1,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,33,32,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,0,1,F,F,Aggravated Battery / Pregnant,arrest case no charge,1,1,Low,Low
Male,Male,45,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,17,8,F,F,Felony Petit Theft,Felony Petit Theft,7,6,High,Low
Male,Male,27,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,1,1,8,4,F,F,Poss Cocaine/Intent To Del/Sel,Possession of Cocaine,7,6,High,Medium
Male,Male,22,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,9,9,Medium,High
Male,Male,30,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,M,M,Expired DL More Than 6 Months,Battery,8,8,Low,High
Male,Male,42,42,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,24,26,Less than 25,Less than 25,African-American,African-American,0,1,0,0,1,1,2,1,F,F,False Ownership Info/Pawn Item,Battery,3,3,Medium,Low
Male,Male,46,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,4,1,F,F,Video Voyeur-<24Y on Child >16,Grand Theft in the 3rd Degree,2,1,Low,Low
Male,Male,38,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,4,1,F,F,Sell or Offer for Sale Counterfeit Goods,Battery,3,3,Low,Low
Female,Female,32,32,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,0,1,M,F,Lve/Scen/Acc/Veh/Prop/Damage,Tampering With Physical Evidence,3,3,Low,Low
Male,Male,26,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Grand Theft (Motor Vehicle),Grand Theft in the 3rd Degree,5,4,Low,Medium
Male,Male,54,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,1,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,27,26,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,2,1,F,F,Lewd/Lasc Battery Pers 12+/<16,Battery,3,3,Low,Low
Male,Male,61,53,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,24,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,3,1,3,1,M,M,Battery,Battery,5,4,Medium,Low
Male,Male,34,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,27,26,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,1,1,F,F,Throw Missile Into Pub/Priv Dw,Dealing in Stolen Property,2,1,Low,Low
Female,Female,28,26,25 - 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,10,4,M,M,Operating W/O Valid License,Grand Theft in the 3rd Degree,7,6,High,Low
Male,Male,35,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,10,4,M,M,Viol Prot Injunc Repeat Viol,Battery,8,8,Medium,High
Male,Male,44,42,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Robbery / No Weapon,Driving Under The Influence,1,1,Low,Low
Male,Male,61,53,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,10,4,F,F,Burglary Conveyance Unoccup,Possession Of Alprazolam,6,6,Medium,Medium
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,9,9,Low,Low
Male,Male,42,42,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,4,1,M,M,Driving License Suspended,Driving License Suspended,1,1,Low,Low
Male,Male,38,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,10,4,F,F,Possession of Cocaine,Possession of Cocaine,8,8,Medium,High
Female,Female,53,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,22,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,M,Burglary Unoccupied Dwelling,Burglary Unoccupied Dwelling,7,6,Medium,Medium
Male,Male,50,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,7,6,Low,Medium
Male,Male,44,42,25 - 45,25 - 45,Caucasian,African-American,3,1,0,0,0,1,16,8,M,M,Driving Under The Influence,Grand Theft in the 3rd Degree,7,6,High,Medium
Male,Male,24,26,Less than 25,Less than 25,African-American,African-American,0,1,1,0,3,1,4,1,F,M,Agg Assault W/int Com Fel Dome,Battery,6,6,Medium,Medium
Male,Male,21,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,7,6,Low,Medium
Male,Male,50,42,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Possession of Cocaine,arrest case no charge,1,1,Low,Low
Male,Male,39,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,arrest case no charge,arrest case no charge,3,3,Low,Low
Female,Female,54,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,7,1,F,F,Fraudulent Use of Credit Card,Burglary Unoccupied Dwelling,6,6,Low,Medium
Male,Male,26,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,6,6,Low,Medium
Male,Male,41,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,3,1,F,F,Felony Driving While Lic Suspd,Grand Theft (Motor Vehicle),4,4,Low,Low
Male,Male,23,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,6,6,Medium,Low
Male,Male,34,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,31,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,11,4,F,F,False Ownership Info/Pawn Item,DUI Level 0.15 Or Minor In Veh,7,6,High,Medium
Male,Male,20,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,49,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,10,4,F,F,arrest case no charge,arrest case no charge,6,6,Medium,Low
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,1,Low,Low
Male,Male,55,53,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Possession of Cocaine,Grand Theft in the 3rd Degree,4,4,Low,Low
Male,Male,22,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Prowling/Loitering,Battery,9,9,Low,Low
Female,Female,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Possess Cannabis/20 Grams Or Less,Possess Cannabis/20 Grams Or Less,4,4,Low,Low
Male,Male,56,58,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Medium
Male,Female,46,47,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,1,2,1,F,F,Possession Of Diazepam,Driving While License Revoked,3,3,Low,Low
Male,Male,58,53,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,16,8,F,F,arrest case no charge,arrest case no charge,6,6,Medium,Medium
Male,Male,28,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,4,1,F,F,Burglary Structure Assault/Batt,Battery,7,6,Low,Low
Male,Male,33,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,8,4,F,F,Possession of Oxycodone,Possession of Cocaine,6,6,High,Medium
Female,Female,31,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,2,1,Low,Low
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,M,M,Poss Of Controlled Substance,arrest case no charge,5,4,Low,Low
Male,Male,37,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,9,4,F,F,Poss Cocaine/Intent To Del/Sel,Battery,6,6,Medium,Medium
Male,Male,50,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Possession of Cocaine,Possession of Cocaine,5,4,Low,Low
Male,Male,35,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,2,1,Low,Low
Female,Female,52,47,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,8,4,F,F,arrest case no charge,arrest case no charge,9,9,Low,Low
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,1,0,2,1,5,1,F,F,Shoot In Occupied Dwell,Battery,7,6,Medium,Low
Male,Male,41,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,8,4,F,F,Driving While License Revoked,Battery,2,1,Medium,Low
Male,Male,21,20,Less than 25,Greater than 45,African-American,African-American,0,1,1,0,0,1,1,1,F,F,Robbery / No Weapon,DUI Level 0.15 Or Minor In Veh,9,9,Medium,Low
Male,Male,54,47,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Male,Male,42,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,2,1,Low,Low
Male,Male,21,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Possession of Cocaine,Possession of Cocaine,4,4,Medium,Low
Male,Male,74,67,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,DUI - Enhanced,Grand Theft in the 3rd Degree,1,1,Low,Low
Female,Female,38,37,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,0,1,F,F,Possession of Cannabis,arrest case no charge,1,1,Low,Low
Female,Female,39,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Female,Female,38,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,0,1,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,53,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,1,1,M,M,DUI Property Damage/Injury,Battery,1,1,Low,Low
Female,Female,64,58,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,23,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,M,M,Battery,Battery,7,6,Medium,Low
Female,Female,41,37,25 - 45,25 - 45,Hispanic,African-American,0,1,0,0,0,1,0,1,F,F,Burglary Structure Unoccup,arrest case no charge,1,1,Low,Low
Male,Male,53,53,Greater than 45,Greater than 45,Other,African-American,0,1,0,0,0,1,0,1,M,M,Driving Under The Influence,Driving Under The Influence,1,1,Low,Low
Male,Male,24,20,Less than 25,Less than 25,Hispanic,African-American,0,1,0,0,0,1,0,1,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),1,1,Low,High
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,M,M,Criminal Mischief Damage <$200,Criminal Mischief Damage <$200,1,1,Low,Low
Male,Male,44,42,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,4,1,F,F,Driving While License Revoked,Driving While License Revoked,2,1,Low,Low
Male,Male,55,47,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,1,1,M,M,DUI Property Damage/Injury,arrest case no charge,1,1,Low,Low
Male,Male,36,37,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,15,4,F,F,arrest case no charge,Possession Burglary Tools,5,4,High,Low
Male,Male,23,20,Less than 25,Less than 25,African-American,African-American,0,1,0,0,0,1,1,1,F,F,arrest case no charge,arrest case no charge,4,4,Medium,Low
Male,Male,32,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Leaving the Scene of Accident,Battery,8,8,Low,High
Male,Male,41,37,25 - 45,25 - 45,African-American,African-American,2,1,0,0,0,1,18,8,M,M,Unlaw Use False Name/Identity,Crim Use of Personal ID Info,10,9,High,Low
Male,Male,37,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Possession of Cocaine,Possession of Cocaine,2,1,Low,Low
Male,Male,45,42,Greater than 45,Greater than 45,African-American,African-American,0,1,0,0,0,1,3,1,M,M,Viol Pretrial Release Dom Viol,Grand Theft (Motor Vehicle),2,1,Low,Low
Female,Female,31,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,14,4,F,F,Aggravated Assault,Aggravated Assault,8,8,High,Low
Male,Male,42,42,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,7,1,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),5,4,Low,Medium
Male,Male,26,26,25 - 45,25 - 45,African-American,African-American,0,1,2,0,2,1,20,8,F,F,Grand Theft (Motor Vehicle),arrest case no charge,9,9,High,Low
Male,Male,33,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,"Deliver 3,4 Methylenediox","Deliver 3,4 Methylenediox",9,9,Low,High
Male,Male,22,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,DUI Level 0.15 Or Minor In Veh,DUI Level 0.15 Or Minor In Veh,2,1,Low,Low
Male,Male,54,47,Greater than 45,Less than 25,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Prostitution/Lewd Act Assignation,Possess Cannabis/20 Grams Or Less,1,1,Low,Low
Male,Male,25,26,25 - 45,25 - 45,African-American,African-American,0,1,1,0,2,1,5,1,F,F,arrest case no charge,arrest case no charge,9,9,Medium,Low
Male,Male,24,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,3,1,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,4,Medium,Medium
Male,Male,23,20,Less than 25,Less than 25,Hispanic,African-American,0,1,0,0,0,1,0,1,M,M,Leaving Acc/Unattended Veh,Disorderly Conduct,7,6,Low,Medium
Male,Male,61,53,Greater than 45,Greater than 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Battery,Battery,1,1,Low,Low
Female,Female,42,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,M,M,Driving Under The Influence,Driving Under The Influence,1,1,Low,Low
Male,Male,28,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,M,F,DUI Property Damage/Injury,Viol Injunct Domestic Violence,2,1,Low,Low
Male,Male,24,20,Less than 25,Less than 25,Caucasian,African-American,0,1,0,0,0,1,2,1,M,M,Battery,Battery,3,3,Medium,Low
Male,Male,32,32,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,16,8,F,F,Driving While License Revoked,Battery on Law Enforc Officer,10,9,High,High
Male,Male,21,20,Less than 25,Less than 25,Caucasian,African-American,0,1,1,0,1,1,1,1,M,F,Unl/Disturb Education/Instui,Battery,3,3,Medium,Low
Male,Male,27,26,25 - 45,25 - 45,African-American,African-American,0,1,0,0,0,1,1,1,F,F,Possession Burglary Tools,Possession Burglary Tools,7,6,Low,Low
Male,Male,39,37,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Possession of Cocaine,Possession of Cocaine,4,4,Low,Low
Male,Male,29,26,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,0,1,F,F,Uttering a Forged Instrument,arrest case no charge,1,1,Low,Low
Male,Male,36,32,25 - 45,25 - 45,Caucasian,African-American,0,1,0,0,0,1,1,1,F,F,Possession Of Alprazolam,"Poss3,4 Methylenedioxymethcath",4,4,Low,Low
